League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
AUSTRALIA 1,2026-02-27,05:35:00,19,Melbourne Victory FC,Adelaide United,2.0,2.45,4.45,1.65,4.33,4.5,1.22,3.8,2.0,1.73,4.4,1.2,1.01,20.0,1.1,5.75,1.4,2.7,1.45,2.7,1.22,0.0,2.15,1.75,1.25,1.9,1.27,3.17,1.36,7.8,4.1,1.15,4.41,1.25,3.25,1.47,2.43,1.85,1.92,2.29,1.55
ROMANIA 1,2026-02-27,12:00:00,29,Hermannstadt,Botoşani,3.98,1.93,3.03,2.9,3.1,2.2,1.42,2.62,3.0,1.33,7.5,1.06,1.08,7.0,1.36,2.85,2.2,1.67,1.8,1.8,1.35,0.0,1.4,0.5,1.14,1.41,1.39,2.8,2.4,7.0,1.95,1.33,2.88,1.66,2.05,2.41,1.69,2.66,1.39,3.71,1.19
POLAND 1,2026-02-27,14:00:00,23,Cracovia Kraków,Piast Gliwice,3.0,1.95,3.75,2.23,3.02,3.4,1.48,2.5,3.0,1.33,9.4,1.05,1.08,7.0,1.42,2.7,2.45,1.52,2.17,1.8,1.4,0.0,1.55,1.5,1.18,1.37,1.62,2.99,1.94,7.5,2.25,1.28,3.15,1.5,2.4,1.87,1.87,2.35,1.53,3.05,1.32
CROATIA 1,2026-02-27,14:00:00,24,Slaven Koprivnica,Istra 1961,2.6,2.1,4.24,2.05,3.15,3.55,1.39,2.62,2.9,1.35,7.2,1.03,1.06,8.5,1.33,3.2,2.0,1.8,1.83,1.85,1.33,0.0,1.7,1.82,1.17,1.71,1.21,2.92,1.58,7.38,2.82,1.43,2.6,1.75,1.95,2.24,1.57,3.04,1.29,4.56,1.12
CZECH 1,2026-02-27,14:00:00,24,Dukla Praha,Slavia Praha,11.6,2.6,1.58,14.0,6.42,1.14,1.29,3.22,2.47,1.47,5.9,1.07,1.03,12.9,1.23,4.2,1.7,2.12,2.3,1.57,1.09,0.0,1.03,1.0,2.09,1.13,1.83,2.96,7.3,9.5,1.12,1.19,3.99,1.33,2.7,1.76,2.19,1.96,1.75,2.48,1.47
SOUTH AFRICA 1,2026-02-27,14:30:00,19,Stellenbosch,AmaZulu,2.98,1.81,4.15,2.15,2.8,3.4,1.55,2.3,3.5,1.2,8.2,1.04,1.12,6.15,1.57,2.38,2.59,1.45,2.17,1.62,1.4,0.0,1.63,0.89,1.33,1.29,1.02,2.31,1.49,8.25,4.28,1.34,2.83,1.65,2.1,2.07,1.65,2.7,1.38,3.8,1.18
GERMANY 2,2026-02-27,14:30:00,24,Fortuna Düsseldorf,Bochum,2.9,2.05,3.5,2.33,3.3,2.8,1.38,2.81,2.5,1.39,5.6,1.04,1.06,10.0,1.3,3.44,1.75,1.98,1.61,2.05,1.32,0.0,1.64,1.25,0.91,1.4,1.29,2.69,1.73,8.6,2.02,1.26,3.5,1.44,2.55,1.73,1.97,2.17,1.61,2.8,1.38
SOUTH AFRICA 1,2026-02-27,14:30:00,19,Magesi,Polokwane City,3.4,1.75,4.0,2.5,2.47,3.1,1.62,2.12,4.33,1.18,12.0,1.0,1.15,4.75,1.8,2.0,3.5,1.3,2.45,1.5,1.45,0.0,1.5,1.14,1.25,1.75,1.22,2.97,1.92,6.1,2.37,1.43,2.77,1.68,2.06,2.18,1.65,2.77,1.36,3.8,1.17
GERMANY 2,2026-02-27,14:30:00,24,Dynamo Dresden,Darmstadt 98,3.42,2.15,2.75,2.62,3.4,2.25,1.3,3.25,2.6,1.45,5.4,1.07,1.04,12.0,1.22,3.9,1.79,2.05,1.6,2.2,1.3,0.0,1.4,0.82,1.36,1.34,1.36,2.7,1.82,7.5,2.28,1.24,3.58,1.42,2.63,1.68,2.02,2.13,1.64,2.75,1.39
ITALY 2,2026-02-27,15:00:00,27,Monza,Virtus Entella,2.05,2.2,5.0,1.57,3.6,5.0,1.41,2.65,3.04,1.33,8.1,1.02,1.01,8.5,1.36,2.99,2.07,1.72,2.05,1.67,1.29,0.0,2.2,2.46,0.31,1.7,1.2,2.9,1.36,9.2,3.82,1.27,2.95,1.51,2.37,2.19,1.89,2.32,1.47,3.25,1.28
ROMANIA 1,2026-02-27,15:00:00,29,Universitatea Cluj,Oţelul Galaţi,2.45,2.05,3.75,1.95,3.3,3.95,1.44,2.6,3.0,1.33,7.5,1.06,1.05,8.0,1.35,3.0,2.2,1.67,1.97,1.91,1.35,0.0,1.6,1.64,1.14,1.22,1.4,2.62,1.67,7.6,2.56,1.3,3.05,1.65,2.28,2.02,1.7,2.63,1.4,3.1,1.3
GERMANY 3,2026-02-27,15:00:00,26,Hoffenheim II,1860 München,3.05,2.21,3.0,2.5,3.4,2.35,1.25,3.6,2.27,1.53,5.25,1.09,1.02,10.0,1.17,4.8,1.57,2.35,1.44,2.5,1.3,0.0,1.43,1.46,1.17,1.88,1.28,3.16,2.28,6.45,2.02,1.16,4.18,1.34,2.84,1.64,2.13,2.03,1.72,2.57,1.42
FRANCE 3,2026-02-27,15:30:00,23,Fleury 91,Concarneau,2.6,2.05,4.0,2.03,3.25,3.7,1.48,2.5,3.0,1.33,8.0,1.05,1.02,8.1,1.33,3.14,2.04,1.69,1.91,1.8,1.33,0.0,1.83,1.44,1.1,1.57,1.0,2.57,1.66,8.0,2.59,1.33,2.78,1.61,2.11,2.05,1.65,2.76,1.36,3.89,1.17
