League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
JAPAN 1,2025-08-20,07:00:00,30,Sanfrecce Hiroshima,Vissel Kobe,2.85,2.0,3.7,2.16,3.01,3.08,1.44,2.6,2.95,1.35,7.75,1.07,1.07,7.75,1.35,2.9,2.15,1.7,1.83,1.85,1.33,1.33,1.6,1.64,1.86,1.55,1.39,2.94,2.0,8.0,2.18,1.17,4.0,1.33,2.88,1.56,2.18,1.9,1.74,2.4,1.46
JAPAN 1,2025-08-20,07:00:00,30,Machida Zelvia,Gamba Osaka,2.25,2.15,4.8,1.92,3.15,3.55,1.38,2.75,2.8,1.38,7.25,1.08,1.06,8.5,1.33,3.25,1.95,1.75,1.93,1.75,1.18,1.26,2.1,1.57,0.87,1.35,1.37,2.72,1.57,8.0,3.1,1.35,2.8,1.63,2.06,2.04,1.65,2.65,1.38,3.5,1.22
CHINA 1,2025-08-20,08:35:00,23,Zhejiang FC,Tianjin Teda,2.1,2.4,4.75,1.71,3.81,3.95,1.25,3.75,2.21,1.66,4.7,1.17,1.03,17.0,1.15,5.0,1.51,2.39,1.59,2.25,1.2,0.0,2.15,1.5,1.5,1.44,1.41,2.85,1.5,8.4,3.71,1.23,4.13,1.44,2.8,1.87,2.1,2.15,1.7,2.82,1.43
ENGLAND 4,2025-08-20,15:45:00,4,Notts County,Shrewsbury Town,2.25,2.2,5.5,1.73,3.38,4.1,1.4,2.75,2.75,1.4,8.0,1.08,1.06,8.5,1.33,3.25,1.96,1.74,1.91,1.8,1.15,1.22,2.2,0.0,0.0,1.01,1.06,2.07,1.32,9.0,3.75,1.2,3.9,1.37,2.8,1.62,2.12,1.95,1.74,2.45,1.47
ENGLAND 3,2025-08-20,16:00:00,4,Bolton Wanderers,Reading,2.2,2.38,4.75,1.76,3.45,3.83,1.3,3.4,2.5,1.5,6.0,1.13,1.04,10.0,1.22,4.2,1.83,1.87,1.7,2.05,1.17,1.2,2.15,3.0,0.0,1.33,1.1,2.43,1.3,9.0,3.9,1.17,4.2,1.26,3.4,1.43,2.6,1.68,2.04,2.02,1.68
EUROPA CHAMPIONS LEAGUE,2025-08-20,16:00:00,0,FK Bodo - Glimt,Sturm Graz,2.05,2.5,4.5,2.05,3.65,3.45,1.25,3.75,2.2,1.62,4.5,1.17,1.01,17.0,1.15,5.25,1.42,2.74,1.57,2.25,1.18,1.18,2.25,0.0,0.0,0.0,0.0,0.0,1.61,8.0,2.95,1.26,3.45,1.45,2.55,1.74,1.95,2.17,1.6,2.8,1.37
EUROPA CHAMPIONS LEAGUE,2025-08-20,16:00:00,0,Basel,København,2.88,2.1,3.5,2.02,3.7,3.5,1.4,2.75,3.0,1.36,7.0,1.08,1.06,8.5,1.35,3.1,1.68,2.18,1.83,1.83,1.36,1.28,1.57,0.0,2.5,0.0,1.48,1.48,1.95,7.5,2.28,1.32,3.0,1.55,2.25,1.92,1.77,2.43,1.48,3.2,1.29
EUROPA CHAMPIONS LEAGUE,2025-08-20,16:00:00,0,Celtic,Kairat,1.5,3.0,11.0,1.22,6.5,12.2,1.22,4.0,2.0,1.73,4.33,1.2,1.01,21.0,1.12,5.75,1.38,2.9,2.2,1.62,1.03,1.07,5.0,0.0,1.67,0.0,1.57,1.57,1.11,14.0,9.5,1.2,3.95,1.35,2.88,1.58,2.2,1.9,1.78,2.38,1.5
EUROPA CHAMPIONS LEAGUE,2025-08-20,16:00:00,0,Fenerbahçe,Benfica,2.88,2.3,3.0,2.45,3.5,2.8,1.3,3.4,2.38,1.53,5.0,1.14,1.04,10.0,1.2,4.33,1.65,2.1,1.53,2.38,1.48,1.25,1.5,1.5,3.0,1.23,1.67,2.9,1.81,8.0,2.48,1.3,3.15,1.52,2.32,1.86,1.82,2.33,1.52,3.05,1.32
BRAZIL 1,2025-08-20,19:00:00,14,Juventude,Vasco da Gama,4.05,2.06,2.92,3.38,3.25,2.12,1.43,2.54,3.0,1.34,8.6,1.07,1.08,7.5,1.4,3.1,2.15,1.67,1.9,1.8,1.3,1.3,1.27,1.7,0.7,1.28,1.47,2.75,2.3,7.0,1.99,1.33,3.0,1.57,2.41,2.18,1.8,2.3,1.51,3.2,1.26
