League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
EUROPA CHAMPIONS LEAGUE,2025-12-10,14:45:00,6,Qarabağ,Ajax,2.63,2.38,3.4,2.23,3.75,3.19,1.3,3.36,2.36,1.61,5.3,1.14,1.0,15.0,1.18,4.6,1.6,2.25,1.5,2.45,1.29,1.26,1.65,1.83,0.5,1.46,0.85,2.31,1.65,8.4,2.5,1.33,3.07,1.59,2.28,2.0,1.8,2.45,1.42,3.22,1.28
EUROPA CHAMPIONS LEAGUE,2025-12-10,14:45:00,6,Villarreal,København,1.91,2.6,5.5,1.38,4.6,6.4,1.22,3.8,2.2,1.7,4.33,1.18,1.01,16.0,1.14,5.75,1.45,2.51,1.57,2.3,1.2,1.15,2.8,0.17,1.75,1.39,1.51,2.9,1.33,10.0,4.25,1.32,3.08,1.55,2.2,2.08,1.76,2.56,1.47,3.42,1.23
NETHERLANDS 2,2025-12-10,16:00:00,20,Vitesse,RKC Waalwijk,3.1,2.45,2.63,2.75,3.74,2.25,1.25,3.36,2.25,1.64,4.6,1.11,1.02,10.0,1.2,4.7,1.57,2.3,1.44,2.5,1.29,1.25,1.36,1.4,1.2,1.74,1.65,3.39,1.85,6.65,2.13,1.16,4.33,1.3,3.28,1.7,2.39,1.82,1.86,2.34,1.51
ENGLAND 4,2025-12-10,16:45:00,19,Oldham Athletic,Walsall,3.2,2.05,3.32,2.8,2.9,2.82,1.47,2.47,3.16,1.3,8.3,1.02,1.04,7.5,1.4,2.75,2.25,1.57,1.85,1.85,1.36,1.33,1.4,1.1,2.0,1.74,1.29,3.03,2.02,7.34,1.8,1.18,3.88,1.35,2.78,1.82,2.1,2.04,1.69,2.74,1.35
ENGLAND 3,2025-12-10,16:45:00,19,Rotherham United,Blackpool,3.3,1.95,3.44,2.6,3.12,2.69,1.46,2.53,3.22,1.3,8.7,1.01,1.08,8.0,1.3,3.1,2.2,1.62,1.92,1.9,1.36,1.3,1.44,1.6,0.7,1.36,1.13,2.49,1.79,7.5,2.45,1.33,3.24,1.56,2.39,1.85,1.78,2.34,1.57,3.14,1.33
ENGLAND 4,2025-12-10,16:45:00,19,Crewe Alexandra,Newport County,2.12,2.27,4.8,1.6,4.1,5.1,1.31,3.2,2.48,1.47,6.0,1.08,1.03,10.0,1.21,4.0,1.72,2.1,1.78,1.98,1.25,1.23,2.25,1.7,1.1,1.5,1.13,2.63,1.25,7.5,3.75,1.25,3.76,1.44,2.5,1.92,2.0,2.15,1.62,2.81,1.35
ENGLAND 2,2025-12-10,16:45:00,20,Derby County,Millwall,3.16,2.04,3.58,2.44,3.1,2.96,1.44,2.6,3.3,1.28,7.0,1.06,1.03,7.4,1.42,2.75,2.25,1.61,1.94,1.83,1.36,1.34,1.45,1.18,1.6,1.25,1.26,2.51,1.73,6.45,2.49,1.23,3.42,1.44,2.41,1.73,1.86,2.05,1.7,3.08,1.28
ENGLAND 2,2025-12-10,16:45:00,20,Bristol City,Leicester City,2.9,2.15,3.5,2.2,3.48,3.15,1.36,2.9,2.99,1.4,7.0,1.08,1.02,9.5,1.27,3.18,2.0,1.83,1.75,2.0,1.33,1.33,1.62,1.36,1.36,1.38,1.3,2.68,1.62,7.5,2.4,1.22,3.45,1.52,2.5,1.78,1.93,2.12,1.62,2.7,1.38
ENGLAND 2,2025-12-10,16:45:00,20,Ipswich Town,Stoke City,2.15,2.15,6.25,1.57,4.1,6.14,1.4,2.77,2.8,1.36,6.5,1.03,1.04,9.5,1.32,3.24,1.95,1.83,2.02,1.8,1.27,1.25,2.37,2.0,1.27,1.88,1.27,3.15,1.4,9.5,3.46,1.18,3.84,1.44,2.67,1.68,2.03,2.09,1.61,2.74,1.35
EUROPA CHAMPIONS LEAGUE,2025-12-10,17:00:00,6,Juventus,Paphos,1.53,3.0,10.0,1.12,7.0,16.0,1.25,3.84,2.2,1.72,4.5,1.18,1.0,16.0,1.11,5.5,1.45,2.7,2.32,1.63,1.1,1.09,5.0,1.5,1.67,2.01,1.16,3.17,1.18,12.0,6.45,1.29,3.08,1.55,2.33,1.94,1.83,2.51,1.44,3.34,1.24
