League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Egypt Egyptian Premier League,2025-02-12,11:00:00,13,Masr,Ceramica Cleopatra,3.4,1.93,3.2,2.93,2.88,2.69,1.49,2.4,3.2,1.3,9.0,1.06,1.09,6.5,1.42,2.75,2.35,1.53,1.95,1.75,1.47,1.36,1.4,1.0,1.71,1.17,1.32,2.49,2.11,6.15,2.08,1.33,2.83,1.62,2.06,2.09,1.63,2.74,1.35,3.85,1.18
Egypt Egyptian Premier League,2025-02-12,11:00:00,13,El Gounah,Ismaily SC,3.6,1.8,3.6,2.84,2.79,2.79,1.67,2.1,4.33,1.2,10.0,1.03,1.14,5.2,1.57,2.15,2.99,1.34,2.38,1.53,1.42,1.41,1.4,1.0,0.14,1.29,1.06,2.35,0.0,0.0,0.0,1.3,3.2,1.53,2.38,1.9,1.9,2.3,1.55,3.0,1.33
Egypt Egyptian Premier League,2025-02-12,14:00:00,13,Al Masry,National Bank of Egypt,2.88,1.83,4.5,2.28,2.86,3.55,1.62,2.2,4.0,1.22,9.0,1.04,1.13,5.4,1.57,2.15,2.89,1.36,2.38,1.53,1.27,1.39,1.62,1.83,1.86,1.12,1.05,2.17,1.6,6.6,2.93,1.23,3.42,1.44,2.43,1.79,1.87,2.28,1.5,3.08,1.28
Egypt Egyptian Premier League,2025-02-12,14:00:00,13,Pyramids FC,Haras El Hodood,1.73,2.35,8.5,1.29,4.8,11.0,1.37,2.85,2.75,1.39,7.0,1.08,1.04,9.0,1.3,3.35,1.87,1.87,2.6,1.43,1.05,1.15,3.6,2.67,1.0,1.73,1.01,2.74,1.23,12.25,4.5,1.27,3.14,1.51,2.26,1.88,1.78,2.43,1.44,3.28,1.25
England Premier League,2025-02-12,16:30:00,15,Everton,Liverpool,6.0,2.5,1.95,6.5,4.6,1.4,1.3,3.4,2.5,1.5,6.0,1.13,1.03,11.0,1.2,4.33,1.65,2.1,1.8,1.95,2.62,1.15,1.11,1.31,2.38,1.39,2.11,3.5,3.65,7.5,1.32,1.18,4.2,1.3,3.05,1.52,2.33,1.82,1.87,2.23,1.56
England Championship,2025-02-12,16:45:00,32,Sunderland,Luton Town,2.3,2.2,5.0,1.64,3.75,5.2,1.4,2.75,3.0,1.36,8.0,1.08,1.05,12.0,1.32,3.4,1.87,1.87,1.83,1.83,1.18,1.22,2.2,2.25,0.31,1.61,1.12,2.73,1.44,7.0,3.05,1.22,3.7,1.4,2.7,1.65,2.08,2.0,1.71,2.55,1.44
England Championship,2025-02-12,16:45:00,32,Swansea City,Sheffield Wednesday,3.0,2.2,3.5,2.34,3.38,2.88,1.4,2.75,2.75,1.4,8.0,1.08,1.05,12.0,1.3,3.6,1.87,1.87,1.67,2.1,1.42,1.26,1.63,1.25,1.44,1.42,1.25,2.67,1.81,6.5,2.18,1.2,3.9,1.36,2.8,1.58,2.18,1.92,1.77,2.4,1.49
England Championship,2025-02-12,16:45:00,32,Burnley,Hull City,2.25,2.0,5.5,1.57,3.73,6.0,1.49,2.4,3.2,1.3,9.0,1.06,1.09,7.0,1.45,2.7,2.15,1.65,2.25,1.55,1.14,1.29,2.15,2.0,1.13,1.43,1.27,2.7,1.38,7.0,3.4,1.3,3.05,1.54,2.3,1.86,1.82,2.32,1.52,3.05,1.32
England Championship,2025-02-12,16:45:00,32,Bristol City,Stoke City,2.3,2.25,4.75,1.72,3.74,4.5,1.36,3.0,2.63,1.44,7.0,1.1,1.05,9.5,1.28,3.65,1.77,1.98,1.73,2.0,1.18,1.22,2.05,1.81,0.81,1.51,1.14,2.65,1.38,7.5,3.3,1.2,3.95,1.36,2.85,1.58,2.18,1.94,1.76,2.4,1.49
England Championship,2025-02-12,16:45:00,32,Plymouth Argyle,Millwall,4.0,1.93,2.85,3.5,3.05,2.19,1.5,2.4,3.25,1.3,9.0,1.06,1.09,7.0,1.45,2.7,2.37,1.53,2.0,1.71,1.63,1.35,1.29,1.5,1.07,1.33,1.16,2.49,2.32,6.75,1.74,1.24,3.55,1.41,2.63,1.68,2.02,2.07,1.66,2.65,1.41
England Championship,2025-02-12,17:00:00,32,West Bromwich Albion,Blackburn Rovers,2.5,2.1,4.75,1.98,3.35,3.75,1.44,2.63,3.25,1.33,9.0,1.07,1.06,10.0,1.35,3.25,1.98,1.77,1.91,1.8,1.2,1.25,2.05,1.75,1.19,1.5,1.02,2.52,1.49,7.0,2.9,1.22,3.7,1.38,2.7,1.64,2.1,1.98,1.72,2.48,1.47
England Championship,2025-02-12,17:00:00,32,Sheffield United,Middlesbrough,2.88,2.2,3.75,2.22,3.45,3.05,1.36,3.0,2.75,1.4,8.0,1.08,1.05,12.0,1.3,3.6,1.77,1.98,1.67,2.1,1.35,1.26,1.7,2.38,1.2,1.49,1.59,3.08,1.74,6.75,2.3,1.16,4.3,1.3,3.15,1.5,2.35,1.8,1.89,2.23,1.57
Argentina Primera División,2025-02-12,17:00:00,5,Deportivo Riestra,Rosario Central,3.75,1.91,3.5,2.8,3.1,2.6,1.62,2.2,4.0,1.22,13.0,1.04,1.1,6.5,1.57,2.35,2.7,1.44,2.2,1.62,1.48,1.3,1.4,1.0,1.67,1.2,1.56,2.76,2.45,6.1,1.92,1.55,2.23,1.99,1.73,2.64,1.4,3.7,1.2,5.35,1.09
Argentina Primera División,2025-02-12,17:45:00,5,Newell's Old Boys,Defensa y Justicia,3.2,1.91,4.33,2.3,3.0,3.4,1.62,2.2,4.0,1.22,13.0,1.04,1.11,6.25,1.55,2.4,2.7,1.44,2.2,1.62,1.3,1.33,1.6,1.0,2.33,1.78,1.49,3.27,1.67,6.65,2.92,1.31,2.92,1.59,2.16,2.03,1.7,2.67,1.39,3.58,1.21
Argentina Primera División,2025-02-12,20:00:00,5,Independiente,Vélez Sarsfield,2.88,1.91,4.5,1.5,3.0,1.5,1.57,2.25,3.75,1.25,13.0,1.04,1.11,6.4,1.5,2.4,2.5,1.5,2.1,1.67,1.26,1.34,1.71,3.0,0.0,2.02,0.9,2.92,1.6,6.4,2.65,1.52,2.33,1.87,1.82,2.38,1.5,3.15,1.3,4.1,1.18
Argentina Primera División,2025-02-12,20:00:00,5,Argentinos Juniors,Huracán,2.75,1.82,4.8,1.5,3.0,1.5,1.61,2.15,3.8,1.22,11.5,1.03,1.15,5.2,1.61,2.15,3.1,1.37,2.4,1.49,1.21,1.38,1.75,3.0,0.5,1.54,1.33,2.87,1.35,7.0,3.55,1.47,2.43,1.81,1.88,2.3,1.54,2.95,1.33,4.1,1.19
Argentina Primera División,2025-02-12,22:15:00,5,Godoy Cruz,River Plate,5.5,2.05,2.4,1.5,3.0,1.5,1.5,2.5,3.4,1.3,10.0,1.06,1.08,8.0,1.4,2.85,2.2,1.65,2.05,1.7,2.0,1.3,1.17,0.0,1.0,1.21,1.67,2.88,3.02,8.5,1.55,1.36,2.79,1.7,2.05,2.11,1.62,2.78,1.34,3.92,1.18
