League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
URUGUAY 1,2025-03-27,14:00:00,8,Danubio,Defensor Sporting,3.5,1.91,3.6,2.62,3.27,2.62,1.57,2.25,3.75,1.25,13.0,1.04,0.0,0.0,1.5,2.45,2.1,1.6,2.2,1.62,0.0,0.0,0.0,1.0,2.0,1.42,1.47,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARGENTINA 1,2025-03-27,15:30:00,11,Aldosivi,Unión Santa Fe,3.75,1.83,3.75,2.8,3.0,2.8,1.67,2.1,4.0,1.22,15.0,1.03,1.11,5.5,1.57,2.25,2.88,1.4,2.25,1.57,1.41,1.4,1.42,0.4,0.0,2.19,1.37,3.56,2.35,6.35,1.96,1.36,2.79,1.73,2.0,2.12,1.61,2.83,1.33,3.98,1.17
URUGUAY 1,2025-03-27,16:30:00,8,Juventud,Peñarol,6.0,2.1,2.25,5.4,3.82,1.61,1.44,2.63,3.25,1.33,9.0,1.07,1.06,8.25,1.36,3.11,2.0,1.75,2.1,1.67,2.05,1.28,1.18,2.33,1.25,1.67,1.31,2.98,3.05,6.75,1.47,1.53,2.32,1.88,1.81,2.4,1.5,3.15,1.29,4.3,1.18
SPAIN 1,2025-03-27,17:00:00,27,FC Barcelona,CA Osasuna,1.53,3.2,8.5,1.2,7.0,12.0,1.17,5.0,1.8,1.91,3.5,1.29,1.01,34.0,1.06,9.5,1.29,3.75,1.67,2.1,1.04,1.09,4.4,2.25,0.75,2.14,1.02,3.16,1.18,9.5,5.1,1.21,3.8,1.38,2.75,1.63,2.12,1.96,1.73,2.43,1.48
ENGLAND 3,2025-03-27,17:00:00,39,Leyton Orient,Stevenage,2.88,1.93,3.95,2.17,3.12,3.45,1.5,2.4,3.3,1.28,8.4,1.01,1.09,7.0,1.45,2.7,2.3,1.57,1.95,1.73,1.3,1.3,1.65,1.58,1.17,1.5,1.17,2.67,1.6,6.75,2.55,1.29,3.15,1.5,2.35,1.81,1.88,2.3,1.54,2.9,1.34
ARGENTINA 1,2025-03-27,18:00:00,11,Barracas Central,Estudiantes,4.5,1.95,2.88,3.9,3.1,2.1,1.53,2.38,3.5,1.29,11.0,1.05,1.08,6.5,1.42,2.62,2.35,1.57,2.05,1.7,1.72,1.35,1.24,1.4,1.2,1.16,1.21,2.37,2.64,6.4,1.79,1.39,2.67,1.73,2.0,2.19,1.57,2.92,1.31,4.15,1.16
CHILE 1,2025-03-27,18:15:00,6,Colo-Colo,Palestino,2.16,2.12,5.9,1.59,3.84,5.55,1.39,2.77,2.99,1.34,8.3,1.02,1.02,8.1,1.28,3.1,2.04,1.75,2.0,1.72,1.12,1.24,2.28,1.5,3.0,2.12,2.09,4.21,1.4,6.75,3.4,1.45,2.43,1.77,1.87,2.25,1.53,2.9,1.32,3.9,1.18
URUGUAY 1,2025-03-27,19:00:00,8,Wanderers,Progreso,2.75,2.05,4.33,1.95,3.47,3.73,1.5,2.5,3.4,1.3,10.0,1.06,0.0,0.0,1.34,2.95,2.05,1.65,2.0,1.73,0.0,0.0,0.0,1.25,0.67,1.22,1.34,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARAGUAY 1,2025-03-27,19:30:00,11,Guaraní,Sportivo Trinidense,2.8,2.0,4.0,2.08,3.35,3.45,1.43,2.7,3.21,1.32,8.1,1.04,1.05,8.0,1.33,3.0,2.2,1.6,1.9,1.87,1.3,1.3,1.61,1.9,1.2,1.2,1.46,2.66,1.7,6.4,2.43,1.41,2.6,1.71,1.97,2.12,1.61,2.7,1.38,3.65,1.22
CHILE 1,2025-03-27,20:30:00,6,Everton,Universidad Chile,4.55,2.13,2.41,4.05,3.6,1.84,1.35,2.94,2.73,1.4,7.1,1.04,1.02,10.0,1.21,3.6,1.84,1.93,1.72,2.0,1.91,1.27,1.22,0.5,0.5,2.17,1.56,3.73,2.48,6.75,1.64,1.2,3.7,1.37,2.7,1.63,2.06,2.0,1.68,2.5,1.43
