League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
England Championship,2025-01-01,09:30:00,25,Plymouth Argyle,Bristol City,3.75,2.25,2.63,3.26,3.46,1.98,1.36,3.0,1.05,9.5,1.25,3.8,1.76,1.95,1.67,2.1,1.73,1.28,1.31,1.55,1.08,1.48,1.23,2.71,2.9,6.75,1.49,1.22,3.7,1.38,2.7,1.64,2.1,1.98,1.72,2.48,1.47
England Championship,2025-01-01,09:30:00,25,Queens Park Rangers,Watford,3.2,2.1,3.4,2.36,3.47,2.58,1.4,2.75,1.05,9.5,1.33,3.3,1.95,1.76,1.8,1.91,1.46,1.28,1.52,1.31,0.67,1.65,1.11,2.76,1.73,6.75,2.33,1.15,4.6,1.28,3.2,1.48,2.45,1.74,1.95,2.15,1.61
England Championship,2025-01-01,10:00:00,25,Millwall,Oxford United,2.25,2.1,6.5,1.57,3.8,5.0,1.5,2.5,1.06,8.5,1.38,2.95,2.25,1.61,2.25,1.57,1.16,1.24,2.25,1.54,0.45,1.32,1.0,2.32,1.45,7.5,3.05,1.16,4.3,1.3,3.15,1.5,2.35,1.81,1.88,2.23,1.56
Wales Welsh Premier League,2025-01-01,11:30:00,21,Flint Town United,Newtown,3.1,2.25,2.88,2.5,3.6,2.25,1.33,3.25,1.01,11.0,1.15,4.2,1.62,2.18,1.57,2.25,1.53,1.24,1.41,1.18,0.9,1.73,1.31,3.04,2.13,6.4,2.03,1.19,4.35,1.3,2.97,1.53,2.21,1.95,1.77,2.46,1.43
Wales Welsh Premier League,2025-01-01,11:30:00,21,Haverfordwest County,Aberystwyth Town,1.62,2.6,11.0,1.18,7.0,8.5,1.3,3.4,1.01,15.0,1.16,4.15,1.66,2.12,2.63,1.44,1.0,1.08,4.3,1.7,0.27,1.34,0.91,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England EFL League Two,2025-01-01,12:00:00,24,Chesterfield,Milton Keynes Dons,2.88,2.25,3.4,2.25,3.5,3.0,1.33,3.25,1.05,9.5,1.22,4.0,1.68,2.08,1.57,2.25,1.36,1.25,1.62,1.5,1.44,1.46,1.53,2.99,1.83,6.4,2.18,1.35,2.88,1.6,2.17,1.98,1.73,2.5,1.46,3.25,1.28
England EFL League Two,2025-01-01,12:00:00,24,Crewe Alexandra,Carlisle United,2.75,2.0,4.5,2.0,3.5,3.6,1.5,2.5,1.07,8.0,1.42,2.85,2.1,1.67,2.0,1.73,1.28,1.25,1.77,2.0,0.82,1.12,1.09,2.21,1.67,6.4,2.48,1.48,2.45,1.79,1.9,2.28,1.55,2.95,1.33,3.95,1.2
England EFL League Two,2025-01-01,12:00:00,24,Doncaster Rovers,Fleetwood Town,2.4,2.2,4.75,1.8,3.6,4.33,1.4,2.75,1.06,8.5,1.3,3.4,1.92,1.82,1.83,1.83,1.2,1.22,2.0,1.83,1.1,1.45,1.12,2.57,1.55,6.4,2.7,1.42,2.65,1.7,2.0,2.1,1.64,2.7,1.4,3.55,1.24
England EFL League Two,2025-01-01,12:00:00,24,Harrogate Town,Salford City,4.0,2.05,2.88,3.4,3.4,2.1,1.5,2.5,1.07,8.0,1.38,2.95,2.14,1.65,1.91,1.8,1.7,1.25,1.3,1.0,1.36,1.11,1.13,2.24,2.4,6.4,1.72,1.47,2.48,1.78,1.92,2.25,1.55,2.9,1.34,3.9,1.21
England Championship,2025-01-01,12:00:00,25,Portsmouth,Swansea City,3.4,2.2,3.1,2.7,3.4,2.35,1.4,2.75,1.05,11.0,1.32,3.4,1.89,1.89,1.73,2.0,1.58,1.28,1.42,1.45,1.08,1.38,1.1,2.48,1.9,7.0,2.05,1.18,4.2,1.32,3.05,1.54,2.3,1.84,1.84,2.28,1.55
England EFL League Two,2025-01-01,12:00:00,24,Notts County,Walsall,3.25,2.1,3.25,2.6,3.4,2.6,1.4,2.75,1.06,8.5,1.3,3.4,1.92,1.82,1.73,2.0,1.48,1.25,1.48,1.7,2.09,1.79,1.35,3.14,1.98,6.4,1.98,1.4,2.7,1.68,2.05,2.08,1.65,2.65,1.41,3.55,1.24
England EFL League Two,2025-01-01,12:00:00,24,Swindon Town,Colchester United,3.1,2.2,3.4,2.4,3.5,2.75,1.4,2.75,1.05,11.0,1.3,3.4,1.87,1.87,1.73,2.0,1.44,1.31,1.5,1.27,0.91,1.26,1.05,2.31,1.88,6.5,2.15,1.27,3.3,1.47,2.48,1.7,2.05,2.18,1.58,2.75,1.38
England EFL League Two,2025-01-01,12:00:00,24,Barrow,Bradford City,3.4,2.0,3.4,2.6,3.4,2.6,1.5,2.5,1.06,8.5,1.4,2.9,2.2,1.61,1.91,1.8,1.48,1.25,1.48,1.73,0.92,1.43,1.25,2.68,1.98,6.25,1.98,1.49,2.43,1.8,1.9,2.28,1.54,3.0,1.32,4.0,1.2
England Championship,2025-01-01,12:00:00,25,Burnley,Stoke City,2.25,2.05,7.0,1.5,3.8,6.0,1.53,2.38,1.08,7.5,1.45,2.7,2.4,1.54,2.5,1.5,1.13,1.26,2.3,2.0,0.75,1.45,1.17,2.62,1.33,7.5,3.65,1.21,3.7,1.4,2.7,1.63,2.1,1.98,1.72,2.48,1.47
England Championship,2025-01-01,12:00:00,25,Cardiff City,Coventry City,3.4,2.2,3.0,2.62,3.4,2.35,1.36,3.0,1.05,12.0,1.3,3.6,1.79,1.99,1.62,2.2,1.55,1.29,1.41,1.08,0.85,1.58,1.05,2.63,1.77,6.75,2.23,1.17,4.35,1.3,3.15,1.5,2.38,1.79,1.9,2.2,1.58
England Championship,2025-01-01,12:00:00,25,Leeds United,Blackburn Rovers,1.95,2.3,7.5,1.36,4.5,7.0,1.36,3.0,1.04,10.0,1.28,3.55,1.89,1.89,2.2,1.62,1.09,1.18,2.85,2.46,1.33,1.93,0.95,2.88,1.18,9.0,5.1,1.26,3.4,1.44,2.55,1.73,1.97,2.15,1.61,2.7,1.4
England EFL League Two,2025-01-01,12:00:00,24,Morecambe,Tranmere Rovers,3.5,2.05,3.25,2.7,3.4,2.5,1.44,2.63,1.06,8.5,1.35,3.1,2.1,1.68,1.83,1.83,1.5,1.25,1.44,0.55,0.73,1.29,1.18,2.47,2.05,6.25,1.95,1.47,2.48,1.77,1.92,2.23,1.56,2.9,1.34,3.9,1.21
England EFL League Two,2025-01-01,12:00:00,24,Port Vale,Cheltenham Town,2.38,2.2,5.0,1.73,4.0,4.33,1.4,2.75,1.05,10.0,1.33,3.3,1.92,1.82,1.91,1.8,1.19,1.26,2.05,1.55,0.91,1.16,1.13,2.29,1.53,6.75,2.8,1.33,3.0,1.55,2.25,1.77,1.95,2.33,1.5,3.05,1.32
England EFL League Two,2025-01-01,12:00:00,24,Accrington Stanley,Grimsby Town,3.1,2.25,3.2,2.5,3.5,2.62,1.33,3.25,1.05,9.5,1.22,4.0,1.68,2.07,1.57,2.25,1.48,1.25,1.5,1.27,1.58,1.27,1.15,2.42,1.94,6.4,2.05,1.36,2.8,1.63,2.15,1.98,1.72,2.5,1.46,3.3,1.27
England EFL League One,2025-01-01,12:00:00,24,Northampton Town,Stevenage,4.0,1.95,3.2,3.0,3.3,2.3,1.53,2.38,1.08,7.5,1.45,2.7,2.25,1.58,2.05,1.7,1.57,1.25,1.38,1.36,0.78,1.19,1.06,2.25,2.4,6.5,1.68,1.3,3.05,1.54,2.3,1.86,1.82,2.33,1.5,3.05,1.32
England EFL League One,2025-01-01,12:00:00,24,Crawley Town,Charlton Athletic,4.0,2.1,2.88,3.25,3.6,2.1,1.44,2.63,1.05,9.0,1.35,3.1,2.12,1.66,1.95,1.8,1.7,1.25,1.33,1.1,1.27,0.91,1.26,2.17,2.1,6.75,1.86,1.24,3.55,1.41,2.65,1.67,2.05,2.05,1.67,2.55,1.44
England Championship,2025-01-01,12:00:00,25,Sheffield Wednesday,Derby County,2.6,2.2,4.33,1.9,3.5,3.6,1.4,2.75,1.05,9.5,1.28,3.55,1.89,1.89,1.8,1.91,1.26,1.28,1.82,1.46,0.54,1.4,0.95,2.35,1.41,7.5,3.2,1.19,4.1,1.33,2.95,1.54,2.28,1.85,1.83,2.28,1.54
England EFL League One,2025-01-01,12:00:00,24,Lincoln City,Rotherham United,2.63,2.1,4.33,1.95,3.6,3.5,1.44,2.63,1.05,9.0,1.35,3.1,2.1,1.67,1.95,1.8,1.28,1.22,1.8,1.55,0.82,1.38,1.26,2.64,1.72,6.75,2.33,1.26,3.4,1.46,2.5,1.73,1.96,2.14,1.61,2.7,1.4
England EFL League One,2025-01-01,12:00:00,24,Wycombe Wanderers,Exeter City,2.2,2.25,6.0,1.57,4.2,5.25,1.4,2.75,1.04,12.0,1.28,3.6,1.87,1.87,1.95,1.8,1.15,1.23,2.3,2.3,1.18,1.34,0.92,2.26,1.5,7.0,2.8,1.22,3.65,1.41,2.65,1.66,2.07,1.91,1.8,2.55,1.44
England EFL League One,2025-01-01,12:00:00,24,Wigan Athletic,Huddersfield Town,4.0,2.0,3.1,2.9,3.17,2.13,1.5,2.5,1.07,9.5,1.4,2.95,2.15,1.64,2.0,1.75,1.65,1.28,1.36,1.2,1.7,1.16,1.37,2.53,2.17,6.75,1.81,1.24,3.55,1.41,2.65,1.68,2.02,2.05,1.7,2.6,1.43
England Championship,2025-01-01,12:00:00,25,West Bromwich Albion,Preston North End,2.38,2.05,6.0,1.6,3.8,4.75,1.5,2.5,1.07,8.0,1.42,2.8,2.32,1.58,2.25,1.57,1.18,1.25,2.1,1.75,0.67,1.34,1.07,2.41,1.57,6.75,2.65,1.23,3.65,1.41,2.65,1.65,2.08,2.02,1.68,2.55,1.44
England EFL League One,2025-01-01,12:00:00,24,Mansfield Town,Bolton Wanderers,3.1,2.2,3.4,2.5,3.3,2.75,1.4,2.75,1.06,8.5,1.3,3.4,1.87,1.87,1.7,2.05,1.42,1.28,1.5,1.64,1.4,1.35,1.09,2.44,1.95,6.5,2.05,1.29,3.2,1.49,2.4,1.81,1.88,2.23,1.56,2.9,1.35
England EFL League One,2025-01-01,12:00:00,24,Stockport County,Birmingham City,3.75,2.2,2.88,3.2,3.5,2.15,1.4,2.75,1.05,11.0,1.3,3.4,1.92,1.82,1.75,2.0,1.66,1.29,1.34,2.0,2.09,1.61,1.2,2.81,2.17,6.4,1.84,1.3,3.15,1.52,2.33,1.8,1.91,2.32,1.53,2.95,1.33
England Championship,2025-01-01,12:00:00,25,Luton Town,Norwich City,3.0,2.2,3.5,2.25,3.4,2.8,1.36,3.0,1.05,9.5,1.25,3.8,1.7,2.1,1.67,2.1,1.4,1.29,1.58,1.62,1.0,1.41,1.0,2.41,1.56,6.75,2.65,1.17,4.35,1.29,3.15,1.5,2.4,1.79,1.9,2.18,1.58
England EFL League One,2025-01-01,12:00:00,24,Cambridge United,Reading,3.25,2.3,3.0,2.75,3.5,2.38,1.33,3.25,1.04,10.0,1.22,4.2,1.65,2.14,1.57,2.25,1.55,1.25,1.42,1.09,1.08,1.3,1.18,2.48,2.07,6.75,1.9,1.21,3.7,1.4,2.7,1.65,2.08,2.0,1.71,2.5,1.46
England EFL League One,2025-01-01,12:00:00,24,Burton Albion,Peterborough United,3.2,2.3,3.0,2.75,3.3,2.5,1.33,3.25,1.05,9.5,1.22,4.2,1.57,2.25,1.53,2.38,1.5,1.25,1.42,0.5,0.8,1.0,1.16,2.16,2.2,6.75,1.8,1.26,3.4,1.46,2.5,1.73,1.97,2.15,1.61,2.7,1.4
England EFL League One,2025-01-01,12:00:00,24,Bristol Rovers,Leyton Orient,3.75,2.05,3.1,3.0,3.3,2.3,1.44,2.63,1.06,8.5,1.36,3.1,2.1,1.67,1.91,1.91,1.57,1.28,1.36,1.36,1.45,1.06,0.96,2.02,2.48,6.75,1.65,1.29,3.2,1.49,2.4,1.8,1.88,2.23,1.56,2.9,1.35
England EFL League One,2025-01-01,12:00:00,24,Blackpool,Shrewsbury Town,2.05,2.4,5.5,1.53,4.33,5.5,1.3,3.4,1.04,10.0,1.2,4.0,1.6,2.23,1.75,2.0,1.13,1.17,2.4,1.2,0.55,1.54,1.12,2.66,1.38,7.0,3.3,1.25,3.45,1.44,2.55,1.71,2.0,2.1,1.64,2.65,1.41
England EFL League One,2025-01-01,12:00:00,24,Barnsley,Wrexham,3.0,2.05,3.75,2.25,3.5,3.0,1.44,2.63,1.05,11.0,1.33,3.3,1.9,1.82,1.91,1.91,1.37,1.3,1.6,1.17,1.18,1.64,1.14,2.78,1.77,6.75,2.23,1.26,3.4,1.46,2.48,1.73,1.96,1.95,1.77,2.7,1.4
England Championship,2025-01-01,14:30:00,25,Hull City,Middlesbrough,4.33,2.2,2.6,3.5,3.5,1.91,1.4,2.75,1.05,12.0,1.3,3.6,1.89,1.89,1.73,2.0,1.71,1.29,1.31,0.85,1.5,1.35,1.54,2.89,1.84,6.75,2.15,1.2,3.95,1.36,2.8,1.6,2.17,1.95,1.75,2.4,1.49
England Premier League,2025-01-01,14:30:00,19,Brentford,Arsenal,6.0,2.5,1.95,5.8,4.5,1.5,1.29,3.5,1.02,19.0,1.18,5.1,1.56,2.4,1.75,2.0,2.6,1.19,1.13,2.2,1.8,1.66,1.27,2.93,4.1,8.5,1.25,1.17,4.35,1.3,3.15,1.5,2.38,1.8,1.89,2.2,1.58
England Championship,2025-01-01,17:00:00,25,Sunderland,Sheffield United,3.25,2.0,3.6,2.35,3.5,2.62,1.5,2.5,1.07,9.5,1.4,3.0,2.28,1.6,2.0,1.73,1.36,1.32,1.58,2.27,1.83,1.55,1.25,2.8,1.54,7.0,2.65,1.15,4.6,1.27,3.3,1.46,2.5,1.72,1.98,2.08,1.65
