League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
EUROPA CHAMPIONS LEAGUE,2026-01-21,14:45:00,7,Qarabağ,Eintracht Frankfurt,3.3,2.38,2.45,2.9,3.75,2.2,1.26,3.66,2.12,1.65,4.7,1.16,1.03,15.0,1.11,4.75,1.48,2.62,1.44,2.5,1.29,1.21,1.36,1.92,0.57,1.5,0.9,2.4,1.85,8.3,2.15,1.35,2.95,1.66,2.18,1.99,1.73,2.55,1.45,3.34,1.26
EUROPA CHAMPIONS LEAGUE,2026-01-21,14:45:00,7,Galatasaray,Atlético Madrid,3.7,2.35,2.61,3.35,3.75,2.15,1.27,3.38,2.3,1.6,4.9,1.14,1.03,15.0,1.18,5.4,1.62,2.3,1.48,2.5,1.25,1.25,1.33,1.43,1.86,1.62,1.66,3.28,2.25,8.6,1.8,1.25,3.42,1.46,2.52,1.78,1.97,2.21,1.58,2.87,1.36
NETHERLANDS 1,2026-01-21,14:45:00,16,AZ,Excelsior,1.78,2.8,6.5,1.35,5.5,8.25,1.2,4.0,2.05,1.67,4.55,1.15,1.01,17.0,1.12,5.1,1.43,2.63,1.73,1.97,1.15,1.15,3.2,1.78,0.89,1.98,1.35,3.33,1.14,9.5,10.0,1.16,3.6,1.39,2.79,1.85,2.11,2.05,1.7,2.65,1.41
ENGLAND 2,2026-01-21,16:45:00,28,Southampton,Sheffield United,2.75,2.4,3.54,2.34,3.6,2.94,1.27,3.35,2.4,1.49,5.75,1.07,1.01,12.0,1.22,4.2,1.72,2.13,1.64,2.34,1.4,1.22,1.61,1.64,1.0,1.79,1.24,3.03,1.8,8.5,2.2,1.11,4.9,1.25,3.28,1.46,2.24,1.95,1.77,2.27,1.47
ENGLAND 2,2026-01-21,16:45:00,28,Watford,Portsmouth,2.38,2.12,4.7,1.73,3.7,4.5,1.4,2.98,2.89,1.36,7.1,1.05,1.01,9.0,1.32,3.18,2.04,1.75,1.85,1.85,1.25,1.22,2.05,1.93,0.85,1.73,0.95,2.68,1.44,8.0,3.0,1.19,3.6,1.38,2.67,1.95,2.06,2.16,1.69,2.74,1.37
ENGLAND 2,2026-01-21,17:00:00,28,Stoke City,Middlesbrough,3.5,2.04,2.8,2.9,3.15,2.38,1.41,2.69,2.94,1.35,7.5,1.03,1.01,8.6,1.35,3.43,2.0,1.77,1.75,1.95,1.33,1.28,1.36,1.5,1.67,1.41,1.59,3.0,1.98,7.0,2.02,1.28,3.41,1.48,2.53,1.78,1.91,2.3,1.53,2.88,1.35
EUROPA CHAMPIONS LEAGUE,2026-01-21,17:00:00,7,Atalanta,Athletic Club Bilbao,2.31,2.28,4.8,1.73,3.72,4.9,1.41,2.89,2.93,1.4,6.5,1.08,1.0,10.9,1.3,3.26,2.02,1.75,1.9,1.85,1.29,1.25,2.13,1.86,1.14,1.57,1.31,2.88,1.63,8.5,2.45,1.34,3.05,1.64,2.18,2.35,1.74,2.5,1.45,3.24,1.28
EUROPA CHAMPIONS LEAGUE,2026-01-21,17:00:00,7,Slavia Praha,FC Barcelona,6.0,2.8,1.74,8.0,5.8,1.2,1.16,4.8,1.91,1.85,3.84,1.24,1.01,26.0,1.08,7.0,1.3,3.4,1.57,2.38,1.14,1.1,1.09,0.43,1.86,1.4,1.73,3.13,3.9,11.0,1.34,1.17,3.35,1.47,2.82,1.81,2.14,2.01,1.72,2.95,1.34
EUROPA CHAMPIONS LEAGUE,2026-01-21,17:00:00,7,Juventus,Benfica,2.2,2.15,4.75,1.7,3.8,5.0,1.33,3.1,2.75,1.44,6.4,1.09,1.06,8.9,1.32,3.3,2.0,1.9,1.87,1.85,1.3,1.23,2.19,1.71,1.45,2.07,1.42,3.49,1.48,7.5,3.22,1.27,3.2,1.54,2.44,1.92,1.91,2.28,1.55,3.05,1.34
EUROPA CHAMPIONS LEAGUE,2026-01-21,17:00:00,7,Newcastle United,PSV,1.9,3.0,5.8,1.38,5.5,6.4,1.19,4.5,2.02,1.85,3.84,1.23,1.01,23.0,1.09,7.0,1.33,3.2,1.53,2.5,1.15,1.19,3.0,1.86,1.14,1.66,1.35,3.01,1.4,7.8,3.9,1.15,4.54,1.26,2.75,1.61,2.43,1.82,1.93,2.24,1.55
EUROPA CHAMPIONS LEAGUE,2026-01-21,17:00:00,7,Bayern München,Union Saint-Gilloise,1.38,3.4,11.75,1.1,10.76,23.0,1.17,5.0,1.79,2.12,3.38,1.28,1.0,34.0,1.01,8.5,1.25,3.75,1.94,1.77,1.06,1.06,6.0,2.57,0.86,2.12,1.55,3.67,1.1,15.0,10.5,1.26,3.34,1.5,2.48,1.83,1.94,2.2,1.58,2.93,1.35
EUROPA CHAMPIONS LEAGUE,2026-01-21,17:00:00,7,Chelsea,Paphos,1.44,3.25,12.0,1.17,7.5,15.0,1.13,4.5,1.87,1.91,3.25,1.25,1.01,34.0,1.06,7.8,1.25,4.0,1.96,1.76,1.01,1.06,4.25,1.86,1.54,1.58,1.16,2.74,1.12,15.0,7.5,1.24,3.49,1.44,2.57,2.06,2.01,2.32,1.61,2.85,1.36
EUROPA CHAMPIONS LEAGUE,2026-01-21,17:00:00,7,Olympique Marseille,Liverpool,3.59,2.25,2.45,3.65,3.65,1.95,1.25,3.38,2.2,1.6,5.05,1.13,1.02,16.5,1.18,5.2,1.57,2.36,1.52,2.36,1.9,1.27,1.27,1.29,2.14,1.44,2.19,3.63,2.26,8.4,1.71,1.28,3.08,1.55,2.29,2.3,1.81,2.44,1.43,3.42,1.29
