League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
EUROPA CHAMPIONS LEAGUE,2025-10-21,13:45:00,3,Kairat,Paphos,3.5,2.05,3.18,3.0,3.1,2.5,1.47,2.7,3.0,1.33,9.0,1.06,1.02,8.0,1.4,2.8,2.28,1.62,1.97,1.88,1.33,1.3,1.4,1.18,1.78,1.29,1.16,2.45,2.23,8.0,1.94,1.48,2.43,1.76,1.88,2.27,1.52,3.1,1.3,4.25,1.14
EUROPA CHAMPIONS LEAGUE,2025-10-21,13:45:00,3,FC Barcelona,Olympiakos Piraeus,1.62,2.91,8.0,1.24,6.5,12.0,1.21,4.4,1.91,1.83,3.95,1.22,1.01,23.0,1.11,5.8,1.4,3.0,1.75,1.95,1.11,1.08,4.5,2.0,0.33,1.6,1.56,3.16,1.1,14.75,8.4,1.23,3.32,1.49,2.45,2.04,1.93,2.28,1.59,2.88,1.36
FRANCE 3,2025-10-21,14:30:00,11,Villefranche,Orléans,4.26,2.04,2.65,3.2,3.0,2.08,1.37,2.65,2.9,1.36,7.3,1.03,1.03,7.7,1.39,2.95,2.1,1.68,1.92,1.82,1.22,1.27,1.21,1.67,1.4,0.98,1.27,2.25,2.4,6.1,1.86,1.41,2.59,1.7,2.05,2.4,1.57,2.92,1.31,4.15,1.16
FRANCE 3,2025-10-21,14:30:00,11,Versailles,Dijon,3.2,1.9,3.25,2.8,2.8,2.6,1.55,2.4,3.25,1.3,9.5,1.05,1.11,6.57,1.4,2.72,2.31,1.55,1.91,1.75,1.28,1.3,1.3,1.8,1.8,1.57,1.43,3.0,1.87,6.05,2.39,1.38,2.62,1.73,2.0,2.6,1.55,2.92,1.31,4.18,1.14
FRANCE 3,2025-10-21,14:30:00,11,Bourg-en-Bresse,Fleury 91,4.2,2.06,2.58,3.6,3.09,2.05,1.51,2.34,3.38,1.26,9.0,1.01,1.05,6.7,1.4,2.56,2.38,1.53,2.0,1.71,1.24,1.3,1.17,0.4,1.5,0.6,1.34,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRANCE 3,2025-10-21,14:30:00,11,Concarneau,Châteauroux,2.65,1.98,4.0,1.93,3.2,3.5,1.44,2.52,3.02,1.32,7.3,1.03,1.03,7.3,1.28,2.88,2.07,1.68,1.83,1.85,1.3,1.28,1.7,1.75,1.2,1.23,1.1,2.33,1.53,8.1,3.72,1.4,2.69,1.8,1.91,2.56,1.62,2.86,1.34,4.07,1.15
FRANCE 3,2025-10-21,14:30:00,11,Paris 13 Atletico,Stade Briochin,2.58,2.0,4.57,2.0,3.15,3.55,1.44,2.6,3.21,1.35,7.9,1.07,1.1,8.1,1.28,2.9,2.1,1.67,1.97,1.88,1.36,1.28,1.79,1.83,0.2,1.39,1.1,2.49,1.56,7.55,3.32,1.31,2.91,1.57,2.14,2.05,1.7,2.62,1.38,3.68,1.21
FRANCE 3,2025-10-21,14:30:00,11,Aubagne,Valenciennes,3.63,1.98,2.88,2.8,3.0,2.37,1.38,2.56,3.12,1.3,8.0,1.02,1.02,7.9,1.38,2.83,2.2,1.62,1.79,1.85,1.3,1.3,1.38,1.4,0.6,1.48,1.34,2.82,2.11,5.9,2.13,1.42,2.57,1.76,1.95,2.7,1.56,3.02,1.3,4.36,1.13
FRANCE 3,2025-10-21,14:30:00,11,Ajaccio,Le Puy F.43 Auvergne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.18,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRANCE 3,2025-10-21,14:30:00,11,Quevilly Rouen,Sochaux,3.74,1.95,2.63,3.3,2.95,2.09,1.47,2.42,3.2,1.28,8.3,1.01,1.05,7.1,1.38,2.7,2.28,1.6,1.9,1.79,1.61,1.3,1.27,0.75,1.17,0.94,0.98,1.92,2.18,5.95,2.07,1.42,2.58,1.85,1.95,2.69,1.57,3.0,1.3,4.34,1.13
