League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
England EFL League Two,2025-01-28,16:45:00,29,Grimsby Town,Gillingham,3.4,2.0,3.4,2.41,3.26,2.69,1.5,2.5,1.07,8.0,1.38,2.95,1.97,1.76,1.91,1.8,1.45,1.28,1.48,1.46,1.0,1.28,1.02,2.3,2.2,8.0,1.91,1.29,3.35,1.53,2.41,1.85,1.85,2.38,1.54,3.2,1.32
England EFL League Two,2025-01-28,16:45:00,29,Milton Keynes Dons,Harrogate Town,2.2,2.2,5.5,1.6,3.75,4.73,1.4,2.75,1.05,9.0,1.3,3.45,1.8,1.89,1.83,1.83,1.12,1.2,2.35,1.47,0.93,1.34,1.04,2.38,1.41,9.0,3.58,1.25,3.75,1.45,2.63,1.77,1.95,2.19,1.63,2.82,1.4
England EFL League Two,2025-01-28,16:45:00,29,Salford City,Newport County,2.0,2.38,6.5,1.52,3.79,5.37,1.33,3.25,1.04,10.0,1.22,4.0,1.79,1.88,1.83,1.83,1.12,1.2,2.6,1.85,0.64,1.46,0.87,2.33,1.16,11.75,6.2,1.22,3.5,1.44,2.51,1.8,1.91,2.25,1.54,2.97,1.3
England EFL League Two,2025-01-28,16:45:00,29,Swindon Town,Tranmere Rovers,2.63,2.2,4.33,2.22,3.11,2.97,1.4,2.75,1.06,8.5,1.3,3.45,1.83,1.83,1.73,2.0,1.26,1.29,1.8,1.38,0.62,1.34,1.2,2.54,1.67,8.7,2.55,1.24,3.55,1.33,2.83,1.61,2.12,2.05,1.7,2.64,1.4
England EFL League Two,2025-01-28,16:45:00,29,Notts County,Carlisle United,2.25,2.3,5.0,1.62,3.84,4.5,1.33,3.25,1.04,10.0,1.22,4.2,1.7,2.07,1.73,2.0,1.19,1.23,2.15,1.75,0.92,1.74,1.15,2.89,1.59,8.6,2.78,1.22,3.5,1.43,2.54,1.77,1.95,2.25,1.54,2.97,1.3
England EFL League One,2025-01-28,16:45:00,29,Peterborough United,Wigan Athletic,2.88,2.25,3.6,2.12,3.33,2.96,1.36,3.0,1.05,9.5,1.25,3.75,1.81,1.91,1.62,2.2,1.35,1.25,1.65,1.27,1.38,1.23,1.1,2.33,1.75,6.75,2.28,1.27,3.3,1.47,2.48,1.8,1.91,2.17,1.6,2.8,1.37
England EFL League One,2025-01-28,16:45:00,29,Charlton Athletic,Bristol Rovers,2.2,2.25,6.0,1.53,3.85,5.14,1.4,2.75,1.05,9.5,1.3,3.45,1.88,1.79,2.0,1.75,1.13,1.18,2.38,1.77,0.71,1.35,0.97,2.32,1.47,7.0,2.95,1.24,3.55,1.43,2.6,1.8,1.91,2.07,1.66,2.65,1.41
England EFL League One,2025-01-28,16:45:00,29,Bolton Wanderers,Northampton Town,1.95,2.4,6.5,1.41,4.29,6.03,1.33,3.25,1.04,10.0,1.22,4.2,1.67,2.1,1.95,1.8,1.1,1.14,2.75,1.5,0.8,1.71,0.99,2.7,1.28,8.0,3.9,1.24,3.55,1.41,2.65,1.7,2.05,2.05,1.67,2.55,1.44
England EFL League One,2025-01-28,16:45:00,29,Lincoln City,Blackpool,3.0,2.1,3.75,2.16,3.23,2.95,1.4,2.75,1.06,8.5,1.33,3.25,1.93,1.75,1.8,1.95,1.35,1.28,1.62,1.62,1.4,1.33,1.32,2.65,1.75,8.0,2.52,1.29,3.35,1.53,2.41,1.85,1.85,2.38,1.54,3.2,1.32
England EFL League One,2025-01-28,16:45:00,29,Mansfield Town,Crawley Town,2.1,2.3,5.5,1.53,3.85,5.14,1.33,3.25,1.04,10.0,1.22,4.2,1.68,2.15,1.8,1.95,1.14,1.18,2.3,1.5,0.64,1.4,1.29,2.69,1.44,7.0,3.05,1.28,3.3,1.48,2.43,1.76,1.93,2.05,1.7,2.8,1.37
England EFL League One,2025-01-28,16:45:00,29,Stockport County,Shrewsbury Town,2.0,2.3,7.0,1.46,4.06,5.6,1.4,2.75,1.05,9.5,1.28,3.55,1.83,1.83,2.1,1.67,1.1,1.15,2.7,1.93,0.46,1.62,1.03,2.65,1.34,7.0,3.55,1.33,2.95,1.55,2.25,1.95,1.77,2.38,1.5,3.05,1.32
England EFL League One,2025-01-28,16:45:00,29,Exeter City,Leyton Orient,3.75,2.0,3.1,3.24,3.24,2.03,1.5,2.5,1.07,8.0,1.4,2.9,2.06,1.7,1.95,1.8,1.62,1.28,1.35,1.29,1.42,1.33,1.01,2.34,2.23,6.5,1.76,1.32,3.05,1.54,2.3,1.77,1.95,2.33,1.5,3.0,1.32
England EFL League One,2025-01-28,16:45:00,29,Burton Albion,Reading,3.25,2.2,3.2,2.68,3.34,2.29,1.4,2.75,1.05,9.0,1.28,3.5,1.83,1.83,1.7,2.05,1.48,1.25,1.5,0.64,1.0,1.05,1.16,2.21,2.05,6.5,1.93,1.29,3.2,1.49,2.4,1.77,1.95,2.25,1.55,2.9,1.35
England EFL League One,2025-01-28,16:45:00,29,Wrexham,Stevenage,2.88,1.95,4.75,1.77,3.32,4.09,1.57,2.25,1.09,7.0,1.48,2.6,2.5,1.48,2.2,1.62,1.25,1.28,1.77,2.6,1.0,1.42,1.09,2.51,1.56,6.95,3.24,1.21,3.58,1.43,2.54,1.77,1.95,2.23,1.55,2.92,1.31
England EFL League One,2025-01-28,16:45:00,29,Wycombe Wanderers,Barnsley,2.6,2.25,4.0,2.02,3.42,3.09,1.33,3.25,1.05,9.5,1.25,3.7,1.87,1.85,1.67,2.1,1.3,1.28,1.75,1.92,1.92,1.33,1.46,2.79,1.85,6.75,2.47,1.26,3.4,1.32,2.88,1.58,2.17,2.05,1.7,2.57,1.42
England EFL League One,2025-01-28,16:45:00,29,Rotherham United,Cambridge United,2.38,2.1,5.5,1.65,3.59,4.46,1.44,2.63,1.06,8.5,1.33,3.2,1.93,1.79,2.0,1.75,1.18,1.22,2.1,1.85,0.46,1.6,1.12,2.72,1.46,7.0,3.05,1.3,3.15,1.5,2.35,1.77,1.95,2.28,1.55,2.9,1.34
England EFL League One,2025-01-28,17:00:00,29,Huddersfield Town,Birmingham City,3.5,2.05,3.2,2.54,3.2,2.61,1.44,2.63,1.06,8.5,1.36,3.1,2.02,1.72,1.91,1.91,1.53,1.3,1.42,1.93,2.08,1.47,1.15,2.62,2.1,6.55,2.15,1.21,3.8,1.33,2.83,1.61,2.12,2.05,1.7,2.64,1.4
Argentina Primera División,2025-01-28,17:00:00,2,Deportivo Riestra,San Martín San Juan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paraguay Division Profesional,2025-01-28,18:00:00,2,Atlético Tembetary,Sportivo Trinidense,3.4,1.95,3.75,2.38,3.0,3.2,1.53,2.38,1.09,6.5,1.45,2.65,2.4,1.54,2.0,1.73,1.39,1.37,1.47,1.0,0.0,1.35,1.2,2.55,1.9,6.25,2.1,1.52,2.3,1.88,1.79,2.4,1.48,3.15,1.29,4.3,1.16
Argentina Primera División,2025-01-28,19:15:00,2,Rosario Central,Lanús,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Primera División,2025-01-28,19:15:00,2,Sarmiento,Godoy Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paraguay Division Profesional,2025-01-28,20:30:00,2,Deportivo Recoleta,2 de Mayo,3.6,1.91,3.5,2.4,2.9,3.0,1.53,2.38,1.09,6.5,1.43,2.7,2.4,1.54,2.1,1.67,1.36,1.37,1.52,1.0,1.0,1.34,0.78,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Primera División,2025-01-28,21:30:00,2,Independiente Rivadavia,Barracas Central,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Primera División,2025-01-28,21:30:00,2,Vélez Sarsfield,Platense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
