League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
JAPAN 1,2025-04-11,07:00:00,10,Tokyo,Kashiwa Reysol,3.75,2.0,3.2,3.17,3.09,2.32,1.5,2.5,3.5,1.29,11.0,1.05,1.09,7.0,1.42,2.8,2.15,1.57,1.95,1.8,1.55,1.3,1.36,1.0,1.8,1.32,1.2,2.52,2.17,6.4,1.84,1.37,2.7,1.65,2.02,2.05,1.63,2.65,1.38,3.5,1.23
CHINA 1,2025-04-11,08:35:00,6,Shandong Luneng,Sichuan Jiuniu,1.91,2.5,6.0,1.42,4.65,6.87,1.29,3.5,2.38,1.53,5.5,1.14,1.03,10.0,1.18,4.5,1.57,2.32,1.75,2.0,1.07,1.15,2.7,1.75,0.75,2.03,1.31,3.34,1.27,8.0,4.1,1.25,3.4,1.44,2.55,1.72,1.98,2.08,1.65,2.65,1.41
CHINA 1,2025-04-11,08:35:00,6,Meizhou Hakka,Changchun Yatai,3.0,2.38,3.2,1.97,3.64,3.47,1.3,3.4,2.38,1.53,6.0,1.13,1.04,9.0,1.2,4.33,1.55,2.2,1.5,2.5,1.45,1.25,1.53,1.5,0.75,1.8,0.84,2.64,1.82,6.4,2.18,1.42,2.63,1.7,2.02,2.12,1.63,2.75,1.38,3.65,1.23
CHINA 1,2025-04-11,09:00:00,6,Beijing Guoan,Qingdao Youth Island,1.91,2.5,6.0,1.43,4.9,6.0,1.29,3.5,2.25,1.57,5.5,1.14,1.03,10.0,1.17,4.75,1.57,2.25,1.7,2.05,1.08,1.14,2.7,2.0,2.0,1.81,1.63,3.44,1.42,7.0,3.2,1.26,3.4,1.46,2.5,1.72,1.97,2.12,1.63,2.65,1.4
BULGARIA 1,2025-04-11,10:30:00,29,Spartak Varna,Levski Krumovgrad,2.14,2.05,6.39,1.57,3.6,6.0,1.46,2.5,3.35,1.3,9.0,1.06,1.04,7.5,1.41,2.75,2.2,1.63,2.25,1.62,1.11,1.29,2.3,1.93,0.73,1.58,0.94,2.52,1.39,7.0,3.4,1.36,2.79,1.68,2.09,2.47,1.67,2.73,1.4,3.7,1.22
EGYPT 1,2025-04-11,11:00:00,2,Masr,El Gounah,3.08,1.73,5.03,2.1,2.7,3.5,1.64,2.15,3.95,1.22,10.0,1.02,1.14,5.25,1.59,2.22,2.9,1.34,2.32,1.5,1.38,1.3,1.85,1.26,1.21,1.24,1.18,2.42,1.59,7.8,3.0,1.44,2.6,1.75,2.04,2.63,1.53,2.83,1.37,3.8,1.22
ROMANIA 1,2025-04-11,11:30:00,4,SCM Gloria Buzău,CSM Iaşi,3.0,2.0,3.45,3.5,3.11,2.16,1.45,2.55,3.2,1.3,8.7,1.01,1.01,8.3,1.38,2.93,2.15,1.57,1.85,1.8,1.4,1.28,1.53,0.88,0.78,1.44,1.34,2.78,1.79,6.25,2.23,1.5,2.35,1.84,1.82,2.33,1.5,3.05,1.3,4.1,1.17
FINLAND 1,2025-04-11,12:00:00,2,KTP,VPS,4.1,2.25,2.54,3.12,3.25,1.95,1.29,3.3,2.5,1.5,5.8,1.12,1.01,12.0,1.2,4.33,1.68,2.2,1.55,2.46,1.78,1.22,1.3,0.5,1.0,1.58,0.0,1.58,2.3,8.5,1.75,1.19,4.0,1.37,2.75,1.69,2.07,2.08,1.67,2.87,1.34
POLAND 1,2025-04-11,13:00:00,28,Zagłębie Lubin,Górnik Zabrze,3.08,2.15,3.1,2.48,3.35,2.65,1.33,3.0,2.62,1.44,6.35,1.09,1.01,10.0,1.29,3.5,1.83,1.95,1.67,2.15,1.32,1.3,1.45,1.21,1.21,1.71,1.4,3.11,1.82,8.5,2.39,1.2,4.0,1.33,3.0,1.6,2.25,1.91,1.8,2.4,1.5
AUSTRIA 2,2025-04-11,13:00:00,23,Liefering,Kapfenberger SV,2.55,2.2,3.1,2.15,3.45,3.15,1.36,2.9,2.36,1.5,5.75,1.12,1.01,11.0,1.18,4.0,1.57,2.1,1.52,2.45,1.32,1.27,1.74,1.5,1.42,1.56,1.13,2.69,1.45,9.2,3.37,1.2,3.82,1.35,2.84,1.85,2.14,2.02,1.67,2.62,1.38
AUSTRIA 2,2025-04-11,13:00:00,23,Voitsberg,Sturm Graz II,2.3,2.25,4.33,1.89,3.5,3.25,1.3,3.25,2.35,1.52,5.5,1.13,1.03,12.0,1.2,4.15,1.68,2.2,1.61,2.2,1.29,1.24,1.95,1.08,1.17,1.41,1.51,2.92,1.4,7.4,3.56,1.2,3.82,1.36,2.7,1.89,2.04,2.1,1.65,2.75,1.37
AUSTRIA 2,2025-04-11,13:00:00,23,SV Stripfing Weiden,St. Pölten,4.2,2.05,2.51,3.6,3.3,1.94,1.42,2.81,2.89,1.34,6.5,1.07,1.04,8.0,1.35,3.15,1.93,1.68,1.91,1.8,1.29,1.29,1.26,1.25,1.67,1.18,1.52,2.7,2.88,8.8,1.59,1.2,3.85,1.34,2.78,1.88,2.09,2.07,1.67,2.67,1.39
CROATIA 1,2025-04-11,13:00:00,29,Slaven Koprivnica,Šibenik,1.95,2.13,6.0,1.57,3.76,5.93,1.44,2.55,3.1,1.34,7.2,1.06,1.06,9.0,1.32,3.15,2.05,1.63,2.0,1.75,1.25,1.28,2.25,1.53,0.67,1.44,1.02,2.46,1.44,8.7,3.45,1.42,2.62,1.7,2.05,2.18,1.65,2.7,1.4,3.6,1.25
AUSTRIA 2,2025-04-11,13:00:00,23,Rapid Wien II,Ried,5.25,2.5,1.88,5.75,4.25,1.38,1.29,3.25,2.35,1.53,5.0,1.13,1.03,12.0,1.19,4.5,1.62,2.2,1.8,1.88,1.18,1.17,1.1,1.83,2.33,1.71,1.59,3.3,3.02,7.1,1.59,1.48,2.53,1.66,2.04,2.57,1.62,2.83,1.37,3.88,1.2
AUSTRIA 2,2025-04-11,13:00:00,23,Austria Lustenau,Admira,4.4,2.08,2.32,4.4,3.3,1.73,1.46,2.5,2.88,1.31,6.8,1.06,1.01,7.5,1.36,3.19,2.05,1.74,1.97,1.71,1.31,1.31,1.26,0.82,2.42,1.27,1.63,2.9,2.3,6.4,1.98,1.56,2.32,1.89,1.81,2.45,1.49,3.42,1.23,4.55,1.14
AUSTRIA 2,2025-04-11,13:00:00,23,First Vienna,Schwarz-Weiß Bregenz,2.2,2.4,4.33,1.57,4.5,4.94,1.29,3.25,2.3,1.53,5.0,1.13,1.02,12.0,1.13,4.6,1.39,2.6,1.6,2.2,1.22,1.22,2.15,2.0,1.18,1.24,1.26,2.5,1.59,7.7,2.93,1.22,3.7,1.4,2.64,1.9,2.0,2.15,1.59,2.83,1.33
BULGARIA 1,2025-04-11,13:00:00,29,Beroe,CSKA 1948 Sofia,3.2,1.95,3.6,2.37,3.0,2.75,1.5,2.4,3.34,1.3,9.3,1.04,1.08,7.0,1.43,2.81,2.2,1.58,1.85,1.81,1.34,1.33,1.49,1.33,1.13,1.53,1.54,3.07,2.13,6.15,2.15,1.37,2.75,1.69,2.03,2.47,1.59,2.88,1.32,3.72,1.21
AUSTRIA 2,2025-04-11,13:00:00,23,Lafnitz,Floridsdorfer AC,3.45,2.3,2.78,2.95,3.25,2.1,1.35,2.95,2.55,1.47,6.5,1.1,1.04,10.0,1.26,3.6,1.78,2.04,1.66,2.05,1.29,1.28,1.4,0.64,0.75,1.41,1.15,2.56,2.39,6.35,1.87,1.32,3.12,1.53,2.28,2.24,1.78,2.51,1.44,3.34,1.24
GERMANY 2,2025-04-11,13:30:00,29,Hamburger SV,Eintracht Braunschweig,1.83,2.63,6.5,1.46,4.6,7.6,1.25,3.75,2.2,1.62,5.0,1.17,1.01,17.0,1.1,5.0,1.46,2.6,1.73,2.0,1.11,1.16,2.85,1.87,0.73,1.82,1.21,3.03,1.38,7.0,3.3,1.24,3.55,1.44,2.55,1.7,2.0,2.08,1.65,2.65,1.41
GERMANY 2,2025-04-11,13:30:00,29,Greuther Fürth,Köln,3.75,2.2,2.75,3.59,3.7,2.06,1.36,3.0,2.75,1.4,8.0,1.08,1.02,10.0,1.19,3.95,1.88,1.93,1.67,2.1,1.66,1.29,1.34,1.33,1.8,1.49,1.56,3.05,2.3,6.75,1.74,1.25,3.45,1.44,2.55,1.7,2.02,2.08,1.65,2.65,1.41
DENMARK 1,2025-04-11,14:00:00,3,AaB,Lyngby,2.9,2.0,3.6,2.33,3.05,3.1,1.36,2.9,2.9,1.35,6.5,1.09,1.06,8.0,1.33,3.1,2.12,1.85,1.65,2.05,1.38,1.3,1.58,0.92,0.76,1.29,1.2,2.49,1.84,8.5,2.17,1.18,3.9,1.33,2.5,1.74,1.96,2.17,1.66,2.7,1.39
FINLAND 1,2025-04-11,14:00:00,2,SJK,HJK,3.75,2.44,2.77,3.0,3.35,2.2,1.33,3.33,2.4,1.5,5.75,1.11,1.01,11.0,1.17,4.4,1.65,2.1,1.56,2.25,1.3,1.22,1.3,3.0,0.0,0.0,1.35,1.35,2.13,7.4,2.02,1.15,4.25,1.32,2.88,1.64,2.2,1.98,1.68,2.65,1.4
EGYPT 1,2025-04-11,14:00:00,2,Ghazl El Mehalla,Smouha SC,3.5,1.8,3.6,2.56,2.71,3.0,1.62,2.15,3.8,1.22,10.5,1.02,1.13,5.25,1.58,2.2,2.75,1.39,2.1,1.6,1.42,1.44,1.41,1.05,1.05,1.23,1.33,2.56,2.0,6.05,2.2,1.42,2.65,1.73,2.03,2.57,1.63,2.83,1.37,3.85,1.2
PORTUGAL 2,2025-04-11,14:00:00,29,CD Feirense,União de Leiria,3.5,1.98,3.0,2.85,3.0,2.45,1.46,2.55,3.1,1.32,8.25,1.06,1.03,7.5,1.34,2.79,2.1,1.61,1.88,1.8,1.53,1.33,1.39,1.73,1.53,1.75,1.44,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TURKEY 1,2025-04-11,14:00:00,31,Samsunspor,Galatasaray,4.75,2.3,2.3,4.5,3.8,1.7,1.33,3.25,2.5,1.5,6.5,1.11,1.02,10.0,1.18,4.1,1.7,2.1,1.67,2.1,2.05,1.25,1.21,1.73,2.53,1.63,1.89,3.52,2.8,6.75,1.53,1.35,2.9,1.58,2.18,1.96,1.73,2.48,1.47,3.2,1.29
AUSTRIA 1,2025-04-11,14:30:00,3,Blau-Weiß Linz,Wolfsberger AC,3.4,2.05,3.4,2.85,3.16,2.49,1.44,2.63,3.25,1.33,10.0,1.06,1.07,8.0,1.38,3.0,1.92,1.82,1.8,1.95,1.48,1.28,1.42,1.62,1.77,1.49,1.45,2.94,2.0,6.4,1.97,1.4,2.65,1.67,2.05,2.1,1.64,2.7,1.4,3.55,1.24
ROMANIA 1,2025-04-11,14:30:00,4,Hermannstadt,Petrolul 52,2.85,1.91,4.0,2.2,3.02,3.52,1.53,2.35,3.4,1.28,9.0,1.04,1.1,6.25,1.51,2.5,2.37,1.48,2.05,1.65,1.28,1.33,1.65,1.61,1.0,1.39,1.36,2.75,1.79,6.1,2.3,1.61,2.12,2.02,1.68,2.65,1.4,3.55,1.23,4.8,1.12
SWITZERLAND 2,2025-04-11,14:30:00,30,Stade Nyonnais,Thun,4.4,2.26,2.0,4.6,3.99,1.67,1.31,3.2,2.4,1.5,5.5,1.12,1.03,12.4,1.2,4.4,1.61,2.05,1.57,2.12,1.24,1.19,1.22,1.0,1.73,1.59,1.67,3.26,3.56,7.6,1.45,1.43,2.6,1.75,2.0,2.23,1.61,2.48,1.5,3.95,1.19
SWITZERLAND 2,2025-04-11,14:30:00,30,FC Schaffhausen,Stade Lausanne-Ouchy,4.0,2.26,2.4,4.3,3.68,1.77,1.3,3.3,2.5,1.58,5.5,1.11,1.04,10.0,1.14,4.3,1.8,1.94,1.65,2.1,1.14,1.24,1.15,0.47,1.38,1.52,1.67,3.19,3.01,6.6,1.6,1.29,3.15,1.55,2.36,1.9,1.84,2.39,1.51,3.2,1.3
NETHERLANDS 2,2025-04-11,15:00:00,34,Roda JC,Emmen,3.0,2.3,3.25,2.38,3.4,2.88,1.33,3.25,2.5,1.5,6.5,1.11,1.01,11.0,1.2,4.0,1.7,2.1,1.57,2.25,1.4,1.29,1.65,1.82,1.82,1.96,1.57,3.53,1.61,6.75,2.55,1.27,3.4,1.47,2.48,1.75,1.95,2.18,1.58,2.8,1.38
NETHERLANDS 1,2025-04-11,15:00:00,29,NEC,RKC Waalwijk,2.3,2.38,4.75,1.67,4.2,5.0,1.33,3.25,2.5,1.5,6.5,1.11,1.02,10.0,1.22,3.8,1.65,2.15,1.67,2.1,1.19,1.24,2.1,1.33,0.47,1.54,1.25,2.79,1.3,7.5,3.8,1.16,4.4,1.29,3.2,1.47,2.43,1.75,1.95,2.15,1.61
NETHERLANDS 2,2025-04-11,15:00:00,34,Excelsior,Oss,1.57,2.88,11.0,1.17,7.0,13.0,1.22,4.0,2.1,1.67,4.5,1.18,1.01,17.0,1.11,5.5,1.44,2.7,2.1,1.67,1.02,1.1,4.75,2.29,0.53,1.99,1.13,3.12,1.17,9.5,5.3,1.23,3.65,1.38,2.7,1.64,2.1,1.97,1.74,2.45,1.48
NETHERLANDS 2,2025-04-11,15:00:00,34,Eindhoven,De Graafschap,3.6,2.3,2.75,3.2,3.5,2.15,1.33,3.25,2.5,1.5,6.5,1.11,1.01,11.0,1.2,4.0,1.67,2.15,1.57,2.25,1.7,1.29,1.36,1.18,1.06,1.38,1.74,3.12,2.48,6.5,1.66,1.26,3.4,1.46,2.5,1.74,1.97,2.15,1.63,2.7,1.4
