League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Netherlands Eredivisie,2025-02-02,16:00:00,21,Willem II,AZ,4.75,2.1,2.5,4.75,3.81,1.78,1.44,2.63,1.05,9.22,1.33,3.19,1.89,1.92,1.91,1.91,1.93,1.28,1.21,1.2,1.8,1.16,1.44,2.6,3.2,7.0,1.42,1.3,3.05,1.54,2.3,1.8,1.91,2.33,1.5,3.05,1.32
France Ligue 1,2025-02-02,16:45:00,20,Olympique Marseille,Olympique Lyonnais,2.5,2.4,3.75,2.03,4.0,3.45,1.29,3.5,1.02,17.0,1.18,5.0,1.56,2.33,1.53,2.38,1.3,1.26,1.78,1.44,1.3,1.5,1.29,2.79,1.79,6.4,2.23,1.43,2.6,1.71,2.0,2.14,1.61,2.75,1.38,3.65,1.23
Italy Serie A,2025-02-02,16:45:00,23,Roma,Napoli,3.6,2.1,3.0,3.14,3.26,2.44,1.44,2.63,1.07,9.5,1.33,3.3,1.95,1.75,1.8,1.95,1.57,1.33,1.36,1.91,2.36,1.58,1.2,2.78,2.25,8.2,1.92,1.33,2.83,1.63,2.09,2.09,1.66,2.78,1.36,3.82,1.18
Spain Segunda División,2025-02-02,17:00:00,25,CD Tenerife,Albacete Balompié,3.0,1.95,4.33,2.77,3.19,2.77,1.53,2.38,1.09,7.0,1.5,2.4,2.1,1.6,2.1,1.67,1.3,1.3,1.63,1.08,1.08,1.29,1.29,2.58,1.81,6.4,2.18,1.4,2.82,1.68,2.12,2.11,1.68,2.75,1.42,3.8,1.24
Spain La Liga,2025-02-02,17:00:00,22,Real Betis,Athletic Club Bilbao,3.6,2.0,3.25,3.0,3.2,2.4,1.5,2.5,1.08,9.0,1.4,3.0,2.2,1.6,1.95,1.8,1.55,1.33,1.37,1.6,1.8,1.72,1.36,3.08,2.0,6.4,1.98,1.32,3.05,1.55,2.25,1.88,1.8,2.4,1.5,3.05,1.3
Uruguay Primera División,2025-02-02,17:00:00,1,Miramar Misiones,Plaza Colonia,3.4,1.95,3.75,2.48,2.95,3.04,1.57,2.25,1.08,7.0,1.47,2.55,2.37,1.48,2.1,1.67,1.37,1.36,1.52,0.0,0.0,0.0,0.0,0.0,2.07,6.15,2.12,1.28,3.08,1.52,2.24,1.91,1.8,2.49,1.42,3.42,1.23
Argentina Primera División,2025-02-02,17:00:00,3,San Lorenzo,River Plate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portugal Liga NOS,2025-02-02,17:30:00,20,Estrela Amadora,Benfica,8.5,2.6,1.73,8.5,5.8,1.25,1.3,3.4,1.03,11.0,1.18,4.75,1.61,2.2,2.05,1.7,3.4,1.13,1.05,1.4,1.56,1.18,1.7,2.88,4.1,8.0,1.25,1.25,3.45,1.42,2.55,1.7,2.05,2.08,1.64,2.63,1.4
Paraguay Division Profesional,2025-02-02,18:00:00,3,General Caballero JLM,Sportivo Ameliano,3.6,1.91,3.6,2.66,3.1,2.52,1.57,2.25,1.08,7.0,1.49,2.4,2.56,1.45,2.2,1.62,1.49,1.32,1.44,0.5,2.0,1.31,1.39,2.7,2.05,7.5,2.0,1.4,2.82,1.68,2.11,2.11,1.68,2.75,1.42,3.82,1.24
Argentina Primera División,2025-02-02,19:15:00,3,Boca Juniors,Huracán,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Primera División,2025-02-02,19:15:00,3,Newell's Old Boys,Aldosivi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay Primera División,2025-02-02,19:30:00,1,Torque,Nacional,6.0,2.4,2.0,6.9,4.1,1.46,1.33,3.25,0.0,0.0,0.0,0.0,1.66,2.09,1.8,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paraguay Division Profesional,2025-02-02,20:30:00,3,Libertad,Deportivo Recoleta,1.95,2.3,7.5,1.4,4.2,7.01,1.33,3.25,1.04,10.5,1.25,3.6,1.72,2.0,2.1,1.67,1.1,1.17,2.65,2.0,0.5,1.68,1.33,3.01,1.17,9.4,6.0,1.38,2.78,1.7,2.0,2.22,1.55,3.05,1.31,4.35,1.17
Argentina Primera División,2025-02-02,21:30:00,3,Independiente,Gimnasia La Plata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Primera División,2025-02-02,21:30:00,3,Instituto,Vélez Sarsfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay Primera División,2025-02-02,21:45:00,1,Wanderers,Racing,3.75,2.0,3.1,3.12,3.18,2.3,1.5,2.5,1.08,7.0,1.4,2.8,2.2,1.55,1.91,1.8,1.68,1.33,1.29,0.0,0.0,0.0,0.0,0.0,2.17,6.25,2.01,1.22,3.5,1.42,2.49,1.85,1.85,2.21,1.53,2.97,1.3
