Match_ID,Date,Time,League,Round,Home,Away,Bookie_1X2_HT,Odd_1_HT,Odd_X_HT,Odd_2_HT,Bookie_1X2_FT,Odd_1_FT,Odd_X_FT,Odd_2_FT,Bookie_OU_HT_0_5,Over_HT_0_5,Under_HT_0_5,Bookie_OU_HT_1_5,Over_HT_1_5,Under_HT_1_5,Bookie_OU_HT_2_5,Over_HT_2_5,Under_HT_2_5,Bookie_OU_FT_0_5,Over_FT_0_5,Under_FT_0_5,Bookie_OU_FT_1_5,Over_FT_1_5,Under_FT_1_5,Bookie_OU_FT_2_5,Over_FT_2_5,Under_FT_2_5,Bookie_OU_FT_3_5,Over_FT_3_5,Under_FT_3_5,Bookie_OU_FT_4_5,Over_FT_4_5,Under_FT_4_5,Bookie_BTTS,BTTS_Yes,BTTS_No,Bookie_DC,DC_1X,DC_12,DC_X2
Ms13Pjlg,07/01/2026,08:30,ASIA AFC ASIAN CUP U23,Round 1,Japan U23,Syria U23,Betano.br,1.9,2.35,6.1,Betano.br,1.4,4.45,6.5,Superbet.br,1.29,3.3,Betano.br,2.4,1.44,Superbet.br,5.3,1.12,Superbet.br,1.03,11.0,Betano.br,1.22,3.45,Betano.br,1.65,1.98,Betano.br,2.55,1.39,Superbet.br,4.9,1.14,Betfair,2.4,1.5,Betano.br,1.1,1.17,2.85
zT7JHanp,07/01/2026,08:30,ASIA AFC ASIAN CUP U23,Round 1,South Korea U23,Iran U23,Betano.br,2.85,1.98,3.75,Betano.br,2.18,3.2,3.1,Betano.br,1.47,2.32,Superbet.br,3.15,1.31,Superbet.br,8.0,1.05,Superbet.br,1.06,7.2,Betano.br,1.38,2.6,Betano.br,2.1,1.57,Betano.br,3.55,1.21,Superbet.br,7.8,1.05,Betano.br,1.88,1.72,Betano.br,1.31,1.29,1.65
jeWnNLOM,07/01/2026,11:00,ASIA AFC ASIAN CUP U23,Round 1,Uzbekistan U23,Lebanon U23,Betano.br,1.75,2.3,8.5,Betano.br,1.29,4.75,9.75,Superbet.br,1.33,3.05,Betano.br,2.6,1.38,Superbet.br,6.1,1.09,Superbet.br,1.04,9.3,Betano.br,1.27,3.1,Betano.br,1.8,1.8,Betano.br,2.87,1.31,Superbet.br,5.85,1.1,Betfair,2.75,1.4,Betano.br,1.06,1.15,3.5
rckCNUI5,07/01/2026,13:30,ASIA AFC ASIAN CUP U23,Round 1,Qatar U23,United Arab Emirates U23,Betano.br,2.9,1.93,3.85,Betano.br,2.22,3.05,3.2,Betano.br,1.47,2.32,Superbet.br,3.2,1.31,Superbet.br,8.0,1.05,Superbet.br,1.06,7.3,Betano.br,1.38,2.6,Betano.br,2.1,1.57,Betano.br,3.5,1.21,Superbet.br,7.8,1.05,Betfair,1.95,1.75,Betano.br,1.3,1.32,1.62
Ovaio0L0,07/01/2026,16:30,ENGLAND 1,Round 21,Bournemouth,Tottenham,bet365,2.6,2.3,3.75,bet365,2.05,3.6,3.4,bet365,1.33,3.25,bet365,2.5,1.5,bet365,6.0,1.13,bet365,1.04,13.0,bet365,1.22,4.33,bet365,1.73,2.1,bet365,2.75,1.44,bet365,5.0,1.17,bet365,1.62,2.2,bet365,1.3,1.29,1.73
W42aqvjD,07/01/2026,16:30,ENGLAND 1,Round 21,Brentford,Sunderland,bet365,2.4,2.2,4.75,bet365,1.8,3.6,4.5,bet365,1.4,2.75,bet365,2.75,1.4,bet365,8.0,1.08,bet365,1.06,9.5,bet365,1.3,3.5,bet365,2.03,1.83,bet365,3.5,1.3,bet365,6.5,1.11,bet365,1.91,1.91,bet365,1.18,1.29,1.95
r1HIlZRh,07/01/2026,16:30,ENGLAND 1,Round 21,Crystal Palace,Aston Villa,bet365,3.6,2.2,2.88,bet365,3.1,3.3,2.3,bet365,1.36,3.0,bet365,2.75,1.4,bet365,7.0,1.1,bet365,1.06,10.0,bet365,1.29,3.75,bet365,1.93,1.93,bet365,3.2,1.36,bet365,6.0,1.13,bet365,1.7,2.05,bet365,1.57,1.33,1.36
vTARnDd5,07/01/2026,16:30,ENGLAND 1,Round 21,Everton,Wolves,bet365,2.38,2.1,5.0,bet365,1.75,3.5,5.0,bet365,1.44,2.63,bet365,3.0,1.36,bet365,9.0,1.07,bet365,1.07,8.5,bet365,1.36,3.2,bet365,2.1,1.73,bet365,4.0,1.25,bet365,8.0,1.08,bet365,1.95,1.8,bet365,1.17,1.29,2.0
Ct9ZpiRH,07/01/2026,16:30,ENGLAND 1,Round 21,Fulham,Chelsea,bet365,3.75,2.25,2.75,bet365,3.25,3.6,2.15,bet365,1.33,3.25,bet365,2.63,1.44,bet365,6.5,1.11,bet365,1.05,11.0,bet365,1.25,4.0,bet365,1.8,2.0,bet365,3.0,1.4,bet365,5.5,1.14,bet365,1.67,2.1,bet365,1.67,1.29,1.33
882rqVeU,07/01/2026,16:30,ENGLAND 1,Round 21,Manchester City,Brighton,bet365,1.8,2.75,6.5,bet365,1.36,5.25,7.5,bet365,1.22,4.0,bet365,2.0,1.73,bet365,4.33,1.2,bet365,1.02,19.0,bet365,1.13,6.0,bet365,1.44,2.75,bet365,2.1,1.73,bet365,3.5,1.3,bet365,1.62,2.2,bet365,1.1,1.17,3.0
AZ3Bject,07/01/2026,17:15,ENGLAND 1,Round 21,Burnley,Manchester Utd,bet365,4.75,2.38,2.3,bet365,4.5,4.0,1.75,bet365,1.33,3.25,bet365,2.5,1.5,bet365,6.0,1.13,bet365,1.04,13.0,bet365,1.22,4.33,bet365,1.73,2.1,bet365,2.75,1.44,bet365,5.0,1.17,bet365,1.7,2.05,bet365,2.0,1.22,1.18
d4sh3Ytn,07/01/2026,17:15,ENGLAND 1,Round 21,Newcastle,Leeds,bet365,2.25,2.3,5.0,bet365,1.67,3.8,5.25,bet365,1.33,3.25,bet365,2.63,1.44,bet365,6.5,1.11,bet365,1.05,11.0,bet365,1.25,4.0,bet365,1.8,2.0,bet365,3.0,1.4,bet365,5.5,1.14,bet365,1.8,1.95,bet365,1.17,1.25,2.15
Uw5mJ1VQ,07/01/2026,14:30,ITALY 1,Round 19,Bologna,Atalanta,bet365,3.25,2.2,3.1,bet365,2.75,3.3,2.6,bet365,1.4,2.75,bet365,2.75,1.4,bet365,8.0,1.08,bet365,1.06,10.0,bet365,1.29,3.75,bet365,1.91,1.91,bet365,3.4,1.33,bet365,6.5,1.11,bet365,1.75,2.0,bet365,1.5,1.33,1.4
KWBhSv8s,07/01/2026,14:30,ITALY 1,Round 19,Napoli,Verona,bet365,1.91,2.3,9.0,bet365,1.33,5.0,9.0,bet365,1.4,2.75,bet365,3.0,1.36,bet365,8.0,1.08,bet365,1.07,9.0,bet365,1.36,3.2,bet365,2.1,1.73,bet365,3.75,1.29,bet365,7.0,1.1,bet365,2.38,1.53,bet365,1.07,1.17,3.25
MypSBJN0,07/01/2026,16:45,ITALY 1,Round 19,Lazio,Fiorentina,bet365,3.1,2.05,3.75,bet365,2.38,3.2,3.2,bet365,1.44,2.63,bet365,3.25,1.33,bet365,10.0,1.06,bet365,1.08,8.0,bet365,1.4,3.0,bet365,2.2,1.67,bet365,4.0,1.25,bet365,8.0,1.08,bet365,1.91,1.91,bet365,1.33,1.36,1.57
Gb51QIxf,07/01/2026,16:45,ITALY 1,Round 19,Parma,Inter,bet365,7.0,2.5,1.83,bet365,7.0,5.0,1.4,bet365,1.29,3.5,bet365,2.38,1.53,bet365,5.5,1.14,bet365,1.03,15.0,bet365,1.2,4.5,bet365,1.62,2.3,bet365,2.63,1.5,bet365,4.5,1.2,bet365,1.91,1.91,bet365,2.75,1.17,1.1
dS33pvUP,07/01/2026,16:45,ITALY 1,Round 19,Torino,Udinese,bet365,3.0,2.05,4.0,bet365,2.25,3.1,3.5,bet365,1.5,2.5,bet365,3.4,1.3,bet365,10.0,1.06,bet365,1.08,7.5,bet365,1.4,3.0,bet365,2.3,1.62,bet365,4.33,1.22,bet365,9.0,1.07,bet365,1.95,1.8,bet365,1.29,1.36,1.62
zPaTJMT9,07/01/2026,16:00,SPAIN SUPER CUP,Semi-finals,Barcelona,Ath Bilbao,bet365,1.91,2.6,5.5,bet365,1.5,4.75,5.75,bet365,1.25,3.75,bet365,2.2,1.62,bet365,5.0,1.17,bet365,1.02,19.0,bet365,1.17,5.0,bet365,1.53,2.5,bet365,2.3,1.62,bet365,4.0,1.25,bet365,1.67,2.1,bet365,1.14,1.18,2.5
ImgYGz6N,07/01/2026,12:00,GREECE CUP,Play Offs,OFI Crete,Asteras Tripolis,Betfair,3.3,2.0,3.2,Betfair,2.6,3.0,2.6,Betfair,1.36,2.88,Betfair,3.0,1.33,Betfair,8.0,1.05,Betfair,1.03,9.0,Betfair,1.3,3.2,Betfair,2.1,1.65,Betfair,3.8,1.22,Betfair,8.0,1.05,Betfair,1.8,1.91,Betfair,1.44,1.33,1.44
WEaP4C9s,07/01/2026,22:00,HONDURAS 1,Apertura,Olimpia,Marathon,Betfair,2.7,2.0,4.0,Betfair,2.0,3.1,3.5,Betfair,1.4,2.75,Betfair,3.2,1.3,Betfair,8.0,1.06,Betfair,1.06,8.5,Betfair,1.4,2.88,Betfair,2.2,1.65,Betfair,4.2,1.22,Betfair,8.5,1.06,Betfair,1.91,1.8,Betfair,1.25,1.3,1.67
4CgqQRz1,07/01/2026,15:30,MALTA 1,First stage,Floriana,Hamrun,Bet7k,3.23,2.93,2.09,Bet7k,3.23,2.93,2.09,KTO.br,1.03,6.75,KTO.br,1.35,2.7,KTO.br,2.2,1.52,KTO.br,1.03,6.75,KTO.br,1.35,2.7,KTO.br,2.2,1.52,KTO.br,4.1,1.15,,0.0,0.0,KTO.br,1.88,1.73,Esportes da Sorte,1.64,1.37,1.32
CCseHKoR,07/01/2026,00:06,MEXICO 1 WOM,Clausura,Mazatlan FC W,Juarez W,Betfair,7.0,2.88,1.62,Betfair,9.5,6.0,1.2,Betfair,1.17,4.5,Betfair,2.0,1.73,Betfair,4.0,1.2,,0.0,0.0,Betfair,1.1,6.5,Betfair,1.4,2.88,Betfair,2.0,1.8,Esportivabet,3.33,1.28,Betfair,1.67,2.1,Betfair,3.75,1.08,1.04
vwrRCF6r,07/01/2026,12:00,NIGERIA 1,Round 20,Nasarawa,Kano Pillars,KTO.br,2.4,1.96,5.1,KTO.br,1.74,3.0,4.7,,0.0,0.0,KTO.br,1.46,2.28,KTO.br,2.45,1.38,,0.0,0.0,KTO.br,1.46,2.28,KTO.br,2.45,1.38,KTO.br,4.5,1.11,,0.0,0.0,KTO.br,2.23,1.5,KTO.br,1.11,1.27,1.82
O6VgE7Qk,07/01/2026,12:00,NIGERIA 1,Round 20,Rangers Int'l,Rivers United,KTO.br,1.75,3.0,4.7,KTO.br,1.75,3.0,4.7,,0.0,0.0,KTO.br,1.48,2.23,KTO.br,2.5,1.38,,0.0,0.0,KTO.br,1.48,2.23,KTO.br,2.5,1.38,KTO.br,4.6,1.11,,0.0,0.0,KTO.br,2.3,1.48,KTO.br,1.11,1.27,1.82
0hEuHANO,07/01/2026,11:20,OMAN 1,Round 9,Ibri,Saham,Bet7k,5.2,2.17,2.15,Bet7k,4.99,3.36,1.58,,0.0,0.0,KTO.br,1.3,2.85,KTO.br,1.98,1.62,,0.0,0.0,KTO.br,1.3,2.85,KTO.br,1.98,1.62,KTO.br,3.35,1.21,,0.0,0.0,KTO.br,1.96,1.66,KTO.br,2.0,1.21,1.1
pYs2VrGO,07/01/2026,17:00,PORTUGAL LEAGUE CUP,Semi-finals,Benfica,Braga,Betfair,2.25,2.2,4.5,Betfair,1.67,3.6,4.6,Betfair,1.33,3.0,Betfair,2.75,1.4,Betfair,6.5,1.08,Betfair,1.04,11.0,Betfair,1.29,3.5,Betfair,1.87,1.9,Betfair,3.25,1.33,Betfair,6.5,1.1,Betfair,1.73,2.0,Betfair,1.14,1.22,2.0
