Match_ID,Date,Time,League,Round,Home,Away,Bookie_1X2_HT,Odd_1_HT,Odd_X_HT,Odd_2_HT,Bookie_1X2_FT,Odd_1_FT,Odd_X_FT,Odd_2_FT,Bookie_OU_HT_0_5,Over_HT_0_5,Under_HT_0_5,Bookie_OU_HT_1_5,Over_HT_1_5,Under_HT_1_5,Bookie_OU_HT_2_5,Over_HT_2_5,Under_HT_2_5,Bookie_OU_FT_0_5,Over_FT_0_5,Under_FT_0_5,Bookie_OU_FT_1_5,Over_FT_1_5,Under_FT_1_5,Bookie_OU_FT_2_5,Over_FT_2_5,Under_FT_2_5,Bookie_OU_FT_3_5,Over_FT_3_5,Under_FT_3_5,Bookie_OU_FT_4_5,Over_FT_4_5,Under_FT_4_5,Bookie_BTTS,BTTS_Yes,BTTS_No,Bookie_DC,DC_1X,DC_12,DC_X2
nLI5Ffbn,26/12/2025,09:30,AFRICA CUP OF NATIONS,Round 2,Angola,Zimbabwe,bet365,2.6,2.0,5.5,bet365,1.9,3.3,4.33,bet365,1.53,2.38,bet365,3.5,1.29,bet365,11.0,1.05,bet365,1.1,7.0,bet365,1.44,2.63,bet365,2.4,1.53,bet365,4.5,1.18,bet365,11.0,1.05,bet365,2.2,1.62,bet365,1.2,1.33,1.91
8fmeeiDU,26/12/2025,12:00,AFRICA CUP OF NATIONS,Round 2,Egypt,South Africa,bet365,2.63,1.95,5.0,bet365,1.95,3.0,4.5,bet365,1.53,2.38,bet365,3.75,1.25,bet365,11.0,1.05,bet365,1.13,6.0,bet365,1.5,2.5,bet365,2.6,1.48,bet365,5.0,1.17,bet365,13.0,1.04,bet365,2.2,1.62,bet365,1.18,1.36,1.8
MwPDrETO,26/12/2025,14:30,AFRICA CUP OF NATIONS,Round 2,Zambia,Comoros,bet365,2.88,1.91,4.75,bet365,2.1,3.0,4.0,bet365,1.57,2.25,bet365,3.75,1.25,bet365,13.0,1.04,bet365,1.14,5.5,bet365,1.53,2.38,bet365,2.7,1.44,bet365,5.5,1.14,bet365,13.0,1.04,bet365,2.25,1.57,bet365,1.22,1.36,1.7
2y9CpzaC,26/12/2025,17:00,AFRICA CUP OF NATIONS,Round 2,Morocco,Mali,bet365,2.1,2.1,7.5,bet365,1.53,3.9,6.5,bet365,1.5,2.5,bet365,3.4,1.3,bet365,10.0,1.06,bet365,1.08,7.5,bet365,1.44,2.63,bet365,2.35,1.57,bet365,4.33,1.2,bet365,10.0,1.06,bet365,2.5,1.5,bet365,1.11,1.25,2.38
fT0DGTbC,26/12/2025,17:00,ENGLAND 1,Round 18,Manchester Utd,Newcastle,bet365,3.0,2.38,3.1,bet365,2.55,3.6,2.6,bet365,1.3,3.4,bet365,2.38,1.53,bet365,6.0,1.13,bet365,1.03,15.0,bet365,1.2,4.5,bet365,1.67,2.2,bet365,2.63,1.5,bet365,4.5,1.2,bet365,1.53,2.38,bet365,1.5,1.29,1.5
rZlRb8pd,26/12/2025,11:00,ALGERIA 1,Round 14,Khenchela,Constantine,Betfair,2.75,1.83,4.5,Betfair,2.0,2.88,4.1,Betfair,1.57,2.25,Betfair,3.75,1.22,Betfair,10.0,1.03,Betfair,1.1,6.5,Betfair,1.57,2.38,Betfair,2.88,1.4,Betfair,6.0,1.13,Betfair,13.0,1.02,Betfair,2.38,1.53,Betfair,1.17,1.33,1.73
8CtDMBx3,26/12/2025,11:00,ALGERIA 1,Round 14,Saoura,El Bayadh,Betfair,2.0,2.1,7.0,Betfair,1.4,3.8,7.5,Betfair,1.44,2.63,Betfair,3.2,1.3,Betfair,8.5,1.05,Betfair,1.06,8.5,Betfair,1.4,2.88,Betfair,2.3,1.6,Betfair,4.33,1.2,Betfair,9.0,1.06,Betfair,2.5,1.5,Betfair,1.06,1.2,2.6
2F7i3fUq,26/12/2025,05:35,AUSTRALIA 1,Round 10,Newcastle Jets,Macarthur FC,bet365,2.4,2.6,3.75,bet365,1.86,4.1,3.5,bet365,1.22,4.0,bet365,2.1,1.67,bet365,4.5,1.18,bet365,1.02,19.0,bet365,1.14,5.5,bet365,1.44,2.75,bet365,2.1,1.73,bet365,3.5,1.3,bet365,1.44,2.63,bet365,1.29,1.22,1.83
4t1SqdAm,26/12/2025,10:20,BAHRAIN 1,Round 9,Malkia,Bahrain SC,Betfair,2.25,2.2,4.5,Betfair,1.67,3.6,4.6,Betfair,1.33,3.0,Betfair,2.75,1.4,Betfair,6.5,1.08,Betfair,1.04,11.0,Betfair,1.29,3.5,Betfair,1.87,1.9,Betfair,3.25,1.33,Betfair,6.5,1.1,Betfair,1.83,1.83,Betfair,1.14,1.25,1.91
vJeivhvP,26/12/2025,13:00,BAHRAIN 1,Round 9,Aali Club,Al-Hidd,Betfair,3.5,2.0,3.0,Betfair,2.8,3.0,2.4,Betfair,1.4,2.75,Betfair,3.2,1.3,Betfair,8.5,1.05,Betfair,1.06,8.5,Betfair,1.36,3.1,Betfair,2.2,1.65,Betfair,4.2,1.22,Betfair,8.5,1.06,Betfair,1.83,1.83,Betfair,1.44,1.3,1.36
