Match_ID,Date,Time,League,Round,Home,Away,Bookie_1X2_HT,Odd_1_HT,Odd_X_HT,Odd_2_HT,Bookie_1X2_FT,Odd_1_FT,Odd_X_FT,Odd_2_FT,Bookie_OU_HT_0_5,Over_HT_0_5,Under_HT_0_5,Bookie_OU_HT_1_5,Over_HT_1_5,Under_HT_1_5,Bookie_OU_HT_2_5,Over_HT_2_5,Under_HT_2_5,Bookie_OU_FT_0_5,Over_FT_0_5,Under_FT_0_5,Bookie_OU_FT_1_5,Over_FT_1_5,Under_FT_1_5,Bookie_OU_FT_2_5,Over_FT_2_5,Under_FT_2_5,Bookie_OU_FT_3_5,Over_FT_3_5,Under_FT_3_5,Bookie_OU_FT_4_5,Over_FT_4_5,Under_FT_4_5,Bookie_BTTS,BTTS_Yes,BTTS_No,Bookie_DC,DC_1X,DC_12,DC_X2
UoNS6WpC,03/01/2026,13:00,AFRICA CUP OF NATIONS,Play Offs,Senegal,Sudan,bet365,1.62,2.5,19.0,bet365,1.2,6.25,19.0,bet365,1.4,2.75,bet365,2.75,1.4,bet365,8.0,1.08,bet365,1.05,11.0,bet365,1.3,3.4,bet365,2.0,1.8,bet365,3.5,1.29,bet365,7.0,1.1,bet365,3.75,1.25,bet365,1.02,1.13,4.33
jilu6sfL,03/01/2026,16:00,AFRICA CUP OF NATIONS,Play Offs,Mali,Tunisia,bet365,3.75,1.91,3.5,bet365,3.1,2.8,2.7,bet365,1.62,2.2,bet365,4.0,1.22,bet365,13.0,1.04,bet365,1.13,6.0,bet365,1.57,2.25,bet365,2.88,1.4,bet365,6.0,1.13,bet365,15.0,1.03,bet365,2.25,1.57,bet365,1.44,1.4,1.36
GlW4sc3S,03/01/2026,09:30,ENGLAND 1,Round 20,Aston Villa,Nottingham,bet365,2.38,2.25,4.5,bet365,1.8,3.7,4.5,bet365,1.36,3.0,bet365,2.63,1.44,bet365,7.0,1.1,bet365,1.05,11.0,bet365,1.25,4.0,bet365,1.85,2.0,bet365,3.2,1.36,bet365,5.5,1.14,bet365,1.75,2.0,bet365,1.18,1.29,1.95
8nBqzFe2,03/01/2026,12:00,ENGLAND 1,Round 20,Brighton,Burnley,bet365,1.95,2.4,6.0,bet365,1.5,4.33,6.5,bet365,1.3,3.4,bet365,2.5,1.5,bet365,6.0,1.13,bet365,1.04,13.0,bet365,1.22,4.33,bet365,1.73,2.1,bet365,2.75,1.44,bet365,5.0,1.17,bet365,1.8,1.95,bet365,1.11,1.2,2.5
WtKChrTQ,03/01/2026,12:00,ENGLAND 1,Round 20,Wolves,West Ham,bet365,3.1,2.2,3.4,bet365,2.55,3.3,2.8,bet365,1.36,3.0,bet365,2.75,1.4,bet365,8.0,1.08,bet365,1.05,11.0,bet365,1.29,3.75,bet365,1.95,1.9,bet365,3.4,1.33,bet365,6.0,1.13,bet365,1.7,2.05,bet365,1.4,1.33,1.5
0M7yxyRk,03/01/2026,14:30,ENGLAND 1,Round 20,Bournemouth,Arsenal,bet365,6.0,2.5,2.0,bet365,5.75,4.75,1.5,bet365,1.3,3.4,bet365,2.38,1.53,bet365,6.0,1.13,bet365,1.03,15.0,bet365,1.22,4.33,bet365,1.67,2.2,bet365,2.75,1.44,bet365,5.0,1.17,bet365,1.8,1.95,bet365,2.5,1.18,1.14
SKuh0xtR,03/01/2026,13:00,FRANCE 1,Round 17,Monaco,Lyon,bet365,2.4,2.4,4.0,bet365,1.91,3.8,3.75,bet365,1.29,3.5,bet365,2.25,1.57,bet365,5.5,1.14,bet365,1.02,17.0,bet365,1.17,5.0,bet365,1.57,2.38,bet365,2.38,1.57,bet365,4.33,1.22,bet365,1.53,2.38,bet365,1.25,1.25,1.83
tCX4veJ7,03/01/2026,15:00,FRANCE 1,Round 17,Nice,Strasbourg,bet365,3.25,2.25,3.0,bet365,2.8,3.4,2.5,bet365,1.33,3.25,bet365,2.63,1.44,bet365,6.5,1.11,bet365,1.04,12.0,bet365,1.25,4.0,bet365,1.8,2.0,bet365,3.0,1.4,bet365,5.5,1.14,bet365,1.62,2.2,bet365,1.5,1.3,1.4
ChHOfG3l,03/01/2026,17:05,FRANCE 1,Round 17,Lille,Rennes,bet365,2.4,2.38,4.0,bet365,1.9,3.7,4.0,bet365,1.3,3.4,bet365,2.5,1.5,bet365,6.0,1.13,bet365,1.04,13.0,bet365,1.2,4.5,bet365,1.67,2.2,bet365,2.63,1.5,bet365,4.5,1.2,bet365,1.62,2.2,bet365,1.22,1.29,1.91
C8wD2fTk,03/01/2026,08:30,ITALY 1,Round 18,Como,Udinese,bet365,2.3,2.2,5.5,bet365,1.73,3.9,4.75,bet365,1.4,2.75,bet365,3.0,1.36,bet365,8.0,1.08,bet365,1.06,9.5,bet365,1.33,3.4,bet365,2.0,1.8,bet365,3.75,1.29,bet365,7.0,1.1,bet365,1.95,1.8,bet365,1.18,1.25,2.05
