Match_ID,Date,Time,League,Round,Home,Away,Bookie_1X2_HT,Odd_1_HT,Odd_X_HT,Odd_2_HT,Bookie_1X2_FT,Odd_1_FT,Odd_X_FT,Odd_2_FT,Bookie_OU_HT_0_5,Over_HT_0_5,Under_HT_0_5,Bookie_OU_HT_1_5,Over_HT_1_5,Under_HT_1_5,Bookie_OU_HT_2_5,Over_HT_2_5,Under_HT_2_5,Bookie_OU_FT_0_5,Over_FT_0_5,Under_FT_0_5,Bookie_OU_FT_1_5,Over_FT_1_5,Under_FT_1_5,Bookie_OU_FT_2_5,Over_FT_2_5,Under_FT_2_5,Bookie_OU_FT_3_5,Over_FT_3_5,Under_FT_3_5,Bookie_OU_FT_4_5,Over_FT_4_5,Under_FT_4_5,Bookie_BTTS,BTTS_Yes,BTTS_No,Bookie_DC,DC_1X,DC_12,DC_X2
UNA4ndUa,22/12/2025,11:00,AFRICA CUP OF NATIONS,Round 1,Mali,Zambia,bet365,2.2,2.1,7.0,bet365,1.62,3.5,7.0,bet365,1.5,2.5,bet365,3.4,1.3,bet365,10.0,1.06,bet365,1.1,7.0,bet365,1.4,2.75,bet365,2.35,1.57,bet365,4.33,1.2,bet365,10.0,1.06,bet365,2.25,1.57,bet365,1.1,1.29,2.25
zskmcDrI,22/12/2025,14:00,AFRICA CUP OF NATIONS,Round 1,South Africa,Angola,bet365,3.25,1.91,4.0,bet365,2.55,2.75,3.4,bet365,1.57,2.25,bet365,3.75,1.25,bet365,13.0,1.04,bet365,1.13,6.0,bet365,1.5,2.5,bet365,2.7,1.44,bet365,5.5,1.14,bet365,13.0,1.04,bet365,2.1,1.67,bet365,1.3,1.4,1.5
trdvaZD5,22/12/2025,17:00,AFRICA CUP OF NATIONS,Round 1,Egypt,Zimbabwe,bet365,1.83,2.25,10.0,bet365,1.36,4.5,11.0,bet365,1.44,2.63,bet365,3.25,1.33,bet365,9.0,1.07,bet365,1.07,9.0,bet365,1.36,3.0,bet365,2.2,1.65,bet365,4.0,1.22,bet365,9.0,1.07,bet365,2.75,1.4,bet365,1.05,1.18,3.0
QPr9bewR,22/12/2025,17:00,ENGLAND 1,Round 17,Fulham,Nottingham,bet365,3.1,2.1,3.5,bet365,2.4,3.2,3.0,bet365,1.4,2.75,bet365,3.0,1.36,bet365,8.0,1.08,bet365,1.06,9.5,bet365,1.33,3.4,bet365,2.0,1.8,bet365,3.5,1.3,bet365,7.0,1.1,bet365,1.75,2.0,bet365,1.36,1.36,1.53
AghUs7w2,22/12/2025,16:00,ITALY SUPER CUP,Final,Napoli,Bologna,bet365,2.75,2.1,4.33,bet365,2.05,3.25,3.6,bet365,1.44,2.63,bet365,3.25,1.33,bet365,9.0,1.07,bet365,1.08,8.0,bet365,1.4,3.0,bet365,2.2,1.67,bet365,4.0,1.25,bet365,9.0,1.07,bet365,1.95,1.8,bet365,1.29,1.33,1.73
AXt6at4N,22/12/2025,17:00,SPAIN 1,Round 17,Ath Bilbao,Espanyol,bet365,2.4,2.1,5.5,bet365,1.8,3.5,4.75,bet365,1.44,2.63,bet365,3.4,1.3,bet365,10.0,1.06,bet365,1.08,8.0,bet365,1.4,3.0,bet365,2.3,1.62,bet365,4.33,1.22,bet365,9.0,1.07,bet365,2.05,1.7,bet365,1.18,1.29,1.95
G4WvGlCT,22/12/2025,13:00,Asia - AFC Champions League,League phase,Al Sharjah (Uae),Al Hilal (Sau),Betfair,5.0,2.6,1.91,Betfair,5.5,4.33,1.47,Betfair,1.22,3.75,Betfair,2.1,1.67,Betfair,4.5,1.17,Betfair,1.01,17.0,Betfair,1.13,6.0,Betfair,1.47,2.63,Betfair,2.2,1.65,Betfair,3.8,1.25,Betfair,1.57,2.25,Betfair,2.5,1.17,1.11
WzVQCOaK,22/12/2025,13:00,Asia - AFC Champions League,League phase,Tractor (Irn),Al-Duhail (Qat),Betfair,2.6,2.2,3.6,Betfair,2.0,3.4,3.3,Betfair,1.3,3.2,Betfair,2.63,1.44,Betfair,6.0,1.1,Betfair,1.03,12.0,Betfair,1.22,4.1,Betfair,1.75,2.05,Betfair,2.88,1.4,Betfair,6.0,1.13,Betfair,1.62,2.2,Betfair,1.25,1.25,1.73
hUsabPpR,22/12/2025,15:15,Asia - AFC Champions League,League phase,Al Shorta (Irq),Al Ahli SC (Sau),Betfair,4.5,2.4,2.0,Betfair,4.75,4.0,1.6,Betfair,1.29,3.25,Betfair,2.5,1.5,Betfair,5.5,1.13,Betfair,1.01,15.0,Betfair,1.2,4.5,Betfair,1.62,2.25,Betfair,2.63,1.47,Betfair,5.0,1.17,Betfair,1.67,2.1,Betfair,2.2,1.2,1.14
YJar7Epd,22/12/2025,15:15,Asia - AFC Champions League,League phase,Al-Gharafa (Qat),Al Wahda (Uae),Betfair,3.6,2.3,2.4,Betfair,3.3,3.5,2.0,Betfair,1.29,3.25,Betfair,2.38,1.53,Betfair,5.5,1.13,Betfair,1.01,15.0,Betfair,1.2,4.5,Betfair,1.6,2.3,Betfair,2.63,1.47,Betfair,4.5,1.2,Betfair,1.53,2.38,Betfair,1.73,1.25,1.29
rFMVkH23,22/12/2025,12:30,AZERBAIJAN 1,Round 16,Sumqayit,Sabah Baku,Betfair,5.0,1.91,2.4,Betfair,4.75,3.1,1.75,Betfair,1.5,2.5,Betfair,3.5,1.25,Betfair,9.5,1.04,Betfair,1.08,7.5,Betfair,1.47,2.63,Betfair,2.55,1.5,Betfair,5.0,1.17,Betfair,11.0,1.04,Betfair,2.25,1.57,Betfair,1.91,1.3,1.13
