Match_ID,Date,Time,League,Round,Home,Away,Bookie_1X2_HT,Odd_1_HT,Odd_X_HT,Odd_2_HT,Bookie_1X2_FT,Odd_1_FT,Odd_X_FT,Odd_2_FT,Bookie_OU_HT_0_5,Over_HT_0_5,Under_HT_0_5,Bookie_OU_HT_1_5,Over_HT_1_5,Under_HT_1_5,Bookie_OU_HT_2_5,Over_HT_2_5,Under_HT_2_5,Bookie_OU_FT_0_5,Over_FT_0_5,Under_FT_0_5,Bookie_OU_FT_1_5,Over_FT_1_5,Under_FT_1_5,Bookie_OU_FT_2_5,Over_FT_2_5,Under_FT_2_5,Bookie_OU_FT_3_5,Over_FT_3_5,Under_FT_3_5,Bookie_OU_FT_4_5,Over_FT_4_5,Under_FT_4_5,Bookie_BTTS,BTTS_Yes,BTTS_No,Bookie_DC,DC_1X,DC_12,DC_X2
4YS4HO1d,25/01/2026,11:00,ENGLAND 1,Round 23,Brentford,Nottingham,bet365,2.4,2.2,4.5,bet365,1.85,3.6,4.33,bet365,1.36,3.0,bet365,2.75,1.4,bet365,8.0,1.08,bet365,1.06,10.0,bet365,1.3,3.5,bet365,1.98,1.88,bet365,3.4,1.33,bet365,6.5,1.11,bet365,1.8,1.95,bet365,1.2,1.29,1.91
hf9aw6OF,25/01/2026,11:00,ENGLAND 1,Round 23,Crystal Palace,Chelsea,bet365,4.0,2.3,2.5,bet365,3.5,3.8,2.0,bet365,1.33,3.25,bet365,2.5,1.5,bet365,6.5,1.11,bet365,1.04,13.0,bet365,1.22,4.33,bet365,1.73,2.1,bet365,2.75,1.44,bet365,5.0,1.17,bet365,1.67,2.1,bet365,1.8,1.25,1.29
tEAzuJaK,25/01/2026,11:00,ENGLAND 1,Round 23,Newcastle,Aston Villa,bet365,2.5,2.38,3.75,bet365,2.0,3.6,3.6,bet365,1.3,3.4,bet365,2.38,1.53,bet365,6.0,1.13,bet365,1.03,15.0,bet365,1.2,4.5,bet365,1.67,2.2,bet365,2.63,1.5,bet365,4.5,1.2,bet365,1.57,2.25,bet365,1.29,1.29,1.8
YqgQO69M,25/01/2026,13:30,ENGLAND 1,Round 23,Arsenal,Manchester Utd,bet365,2.05,2.4,5.5,bet365,1.55,4.33,6.0,bet365,1.3,3.4,bet365,2.5,1.5,bet365,6.0,1.13,bet365,1.04,13.0,bet365,1.22,4.33,bet365,1.67,2.2,bet365,2.75,1.44,bet365,5.0,1.17,bet365,1.75,2.0,bet365,1.13,1.2,2.38
z1yXnM63,25/01/2026,11:00,FRANCE 1,Round 19,Nantes,Nice,bet365,3.4,2.25,2.88,bet365,2.9,3.5,2.35,bet365,1.33,3.25,bet365,2.63,1.44,bet365,6.5,1.11,bet365,1.04,12.0,bet365,1.25,4.0,bet365,1.8,2.0,bet365,3.0,1.4,bet365,5.5,1.14,bet365,1.62,2.2,bet365,1.57,1.29,1.4
nRF3CuVj,25/01/2026,13:15,FRANCE 1,Round 19,Brest,Toulouse,bet365,3.4,2.1,3.25,bet365,2.8,3.1,2.7,bet365,1.44,2.63,bet365,3.25,1.33,bet365,9.0,1.07,bet365,1.07,8.5,bet365,1.36,3.2,bet365,2.1,1.73,bet365,3.75,1.29,bet365,8.0,1.08,bet365,1.8,1.95,bet365,1.44,1.36,1.4
CSkxRvpp,25/01/2026,13:15,FRANCE 1,Round 19,Metz,Lyon,bet365,4.75,2.38,2.25,bet365,4.75,3.9,1.7,bet365,1.33,3.25,bet365,2.5,1.5,bet365,6.0,1.13,bet365,1.04,13.0,bet365,1.22,4.33,bet365,1.73,2.1,bet365,2.75,1.44,bet365,5.0,1.17,bet365,1.7,2.05,bet365,2.1,1.25,1.18
SMhjzqNc,25/01/2026,13:15,FRANCE 1,Round 19,Paris FC,Angers,bet365,2.5,2.2,4.75,bet365,1.83,3.4,4.75,bet365,1.4,2.75,bet365,3.0,1.36,bet365,8.0,1.08,bet365,1.07,9.0,bet365,1.33,3.4,bet365,2.0,1.8,bet365,3.75,1.29,bet365,7.0,1.1,bet365,1.91,1.91,bet365,1.18,1.3,1.91
dt9WJNxH,25/01/2026,16:45,FRANCE 1,Round 19,Lille,Strasbourg,bet365,2.63,2.25,3.75,bet365,2.05,3.5,3.5,bet365,1.33,3.25,bet365,2.63,1.44,bet365,6.5,1.11,bet365,1.04,12.0,bet365,1.25,4.0,bet365,1.8,2.0,bet365,3.0,1.4,bet365,5.5,1.14,bet365,1.67,2.1,bet365,1.29,1.29,1.73
Wn528m8D,25/01/2026,11:30,GERMANY 1,Round 19,B. Monchengladbach,Stuttgart,bet365,3.25,2.4,2.75,bet365,2.9,3.75,2.25,bet365,1.25,3.75,bet365,2.2,1.62,bet365,5.0,1.17,bet365,1.02,17.0,bet365,1.17,5.0,bet365,1.53,2.5,bet365,2.3,1.62,bet365,4.0,1.25,bet365,1.44,2.63,bet365,1.62,1.25,1.4
27DoCV8l,25/01/2026,13:30,GERMANY 1,Round 19,Freiburg,FC Koln,bet365,2.5,2.3,4.0,bet365,1.9,3.75,3.8,bet365,1.33,3.25,bet365,2.63,1.44,bet365,6.5,1.11,bet365,1.04,13.0,bet365,1.25,4.0,bet365,1.8,2.0,bet365,3.0,1.4,bet365,5.5,1.14,bet365,1.67,2.1,bet365,1.25,1.25,1.91
AT2jRhOt,25/01/2026,08:30,ITALY 1,Round 22,Sassuolo,Cremonese,bet365,2.5,2.1,4.5,bet365,1.91,3.4,4.2,bet365,1.44,2.63,bet365,3.0,1.36,bet365,9.0,1.07,bet365,1.08,8.0,bet365,1.36,3.2,bet365,2.2,1.67,bet365,4.0,1.25,bet365,8.0,1.08,bet365,1.91,1.91,bet365,1.22,1.3,1.83
dhalBtYr,25/01/2026,11:00,ITALY 1,Round 22,Atalanta,Parma,bet365,1.91,2.5,7.0,bet365,1.42,4.5,7.5,bet365,1.3,3.4,bet365,2.5,1.5,bet365,6.0,1.13,bet365,1.04,12.0,bet365,1.22,4.33,bet365,1.73,2.1,bet365,2.75,1.44,bet365,5.0,1.17,bet365,1.95,1.8,bet365,1.1,1.18,2.75
4GepV1PE,25/01/2026,11:00,ITALY 1,Round 22,Genoa,Bologna,bet365,3.75,2.0,3.25,bet365,3.0,3.0,2.6,bet365,1.5,2.5,bet365,3.5,1.29,bet365,11.0,1.05,bet365,1.1,7.0,bet365,1.44,2.75,bet365,2.38,1.57,bet365,4.5,1.2,bet365,10.0,1.06,bet365,2.0,1.75,bet365,1.5,1.36,1.36
jPVPAXw0,25/01/2026,14:00,ITALY 1,Round 22,Juventus,Napoli,bet365,2.75,1.95,4.75,bet365,2.05,3.2,4.0,bet365,1.53,2.38,bet365,3.75,1.25,bet365,11.0,1.05,bet365,1.11,6.5,bet365,1.5,2.63,bet365,2.63,1.5,bet365,5.0,1.17,bet365,11.0,1.05,bet365,2.1,1.67,bet365,1.22,1.36,1.73
K4Nt7kwP,25/01/2026,16:45,ITALY 1,Round 22,AS Roma,AC Milan,bet365,3.25,2.05,3.5,bet365,2.7,3.0,2.88,bet365,1.44,2.63,bet365,3.25,1.33,bet365,9.0,1.07,bet365,1.08,8.0,bet365,1.36,3.2,bet365,2.2,1.67,bet365,4.0,1.25,bet365,8.0,1.08,bet365,1.91,1.91,bet365,1.4,1.36,1.44
U1soueZi,25/01/2026,08:15,NETHERLANDS 1,Round 20,Telstar,AZ Alkmaar,bet365,4.33,2.5,2.25,bet365,4.5,4.0,1.75,bet365,1.25,3.75,bet365,2.2,1.62,bet365,5.0,1.17,bet365,1.02,17.0,bet365,1.14,5.5,bet365,1.53,2.4,bet365,2.25,1.57,bet365,4.0,1.22,bet365,1.53,2.38,bet365,2.0,1.25,1.2
fqZzljIM,25/01/2026,10:30,NETHERLANDS 1,Round 20,Groningen,Sittard,bet365,2.1,2.4,5.0,bet365,1.6,4.0,5.5,bet365,1.3,3.4,bet365,2.38,1.53,bet365,6.0,1.13,bet365,1.04,13.0,bet365,1.2,4.33,bet365,1.7,2.1,bet365,2.63,1.44,bet365,5.0,1.17,bet365,1.7,2.05,bet365,1.14,1.22,2.3
0QkYTUQj,25/01/2026,12:45,NETHERLANDS 1,Round 20,Feyenoord,Heracles,bet365,1.57,3.1,8.0,bet365,1.25,6.0,11.0,bet365,1.18,4.5,bet365,1.83,1.83,bet365,3.75,1.25,bet365,1.01,23.0,bet365,1.08,8.0,bet365,1.33,3.4,bet365,1.83,1.83,bet365,2.75,1.4,bet365,1.7,2.05,bet365,1.05,1.13,3.75
