Match_ID,Date,Time,League,Round,Home,Away,Bookie_1X2_HT,Odd_1_HT,Odd_X_HT,Odd_2_HT,Bookie_1X2_FT,Odd_1_FT,Odd_X_FT,Odd_2_FT,Bookie_OU_HT_0_5,Over_HT_0_5,Under_HT_0_5,Bookie_OU_HT_1_5,Over_HT_1_5,Under_HT_1_5,Bookie_OU_HT_2_5,Over_HT_2_5,Under_HT_2_5,Bookie_OU_FT_0_5,Over_FT_0_5,Under_FT_0_5,Bookie_OU_FT_1_5,Over_FT_1_5,Under_FT_1_5,Bookie_OU_FT_2_5,Over_FT_2_5,Under_FT_2_5,Bookie_OU_FT_3_5,Over_FT_3_5,Under_FT_3_5,Bookie_OU_FT_4_5,Over_FT_4_5,Under_FT_4_5,Bookie_BTTS,BTTS_Yes,BTTS_No,Bookie_DC,DC_1X,DC_12,DC_X2
COkrlmJi,13/12/2025,12:00,ENGLAND 1,Round 16,Chelsea,Everton,bet365,2.2,2.3,5.5,bet365,1.67,3.8,5.25,bet365,1.36,3.0,bet365,2.63,1.44,bet365,7.0,1.1,bet365,1.05,11.0,bet365,1.29,3.75,bet365,1.9,1.95,bet365,3.2,1.36,bet365,6.0,1.13,bet365,1.8,1.95,bet365,1.17,1.25,2.15
vysap5IG,13/12/2025,12:00,ENGLAND 1,Round 16,Liverpool,Brighton,bet365,2.2,2.5,4.5,bet365,1.67,4.0,4.75,bet365,1.25,3.75,bet365,2.2,1.62,bet365,5.0,1.17,bet365,1.02,17.0,bet365,1.17,5.0,bet365,1.53,2.5,bet365,2.3,1.62,bet365,4.0,1.25,bet365,1.53,2.38,bet365,1.18,1.22,2.1
dG7eQqRp,13/12/2025,14:30,ENGLAND 1,Round 16,Burnley,Fulham,bet365,4.5,2.1,2.5,bet365,4.0,3.5,1.91,bet365,1.4,2.75,bet365,3.0,1.36,bet365,8.0,1.08,bet365,1.07,9.0,bet365,1.33,3.4,bet365,2.1,1.73,bet365,3.75,1.29,bet365,7.0,1.1,bet365,1.91,1.91,bet365,1.83,1.29,1.22
4ISGXRYA,13/12/2025,17:00,ENGLAND 1,Round 16,Arsenal,Wolves,bet365,1.44,3.1,17.0,bet365,1.13,8.5,21.0,bet365,1.25,3.75,bet365,2.2,1.62,bet365,5.0,1.17,bet365,1.02,17.0,bet365,1.17,5.0,bet365,1.53,2.5,bet365,2.3,1.62,bet365,4.0,1.25,bet365,2.75,1.4,bet365,1.01,1.08,6.0
CI0FTw5k,13/12/2025,13:00,FRANCE 1,Round 16,Rennes,Brest,bet365,2.38,2.38,4.33,bet365,1.83,3.75,4.1,bet365,1.3,3.4,bet365,2.5,1.5,bet365,6.0,1.13,bet365,1.04,13.0,bet365,1.22,4.33,bet365,1.73,2.1,bet365,2.75,1.44,bet365,5.0,1.17,bet365,1.67,2.1,bet365,1.22,1.25,1.91
tlkImadL,13/12/2025,15:00,FRANCE 1,Round 16,Metz,PSG,bet365,8.0,3.0,1.62,bet365,10.0,6.5,1.25,bet365,1.2,4.33,bet365,1.91,1.8,bet365,4.0,1.22,bet365,1.01,23.0,bet365,1.11,6.5,bet365,1.36,3.2,bet365,1.91,1.91,bet365,3.2,1.36,bet365,1.75,2.0,bet365,3.75,1.11,1.06
KKLzyMCF,13/12/2025,17:05,FRANCE 1,Round 16,Paris FC,Toulouse,bet365,3.1,2.1,3.5,bet365,2.4,3.4,2.88,bet365,1.4,2.75,bet365,2.75,1.4,bet365,8.0,1.08,bet365,1.06,10.0,bet365,1.3,3.5,bet365,2.03,1.83,bet365,3.5,1.3,bet365,6.5,1.11,bet365,1.75,2.0,bet365,1.4,1.3,1.53
IRwt2WSj,13/12/2025,11:30,GERMANY 1,Round 14,B. Monchengladbach,Wolfsburg,bet365,2.5,2.4,3.75,bet365,1.95,3.8,3.6,bet365,1.29,3.5,bet365,2.25,1.57,bet365,5.5,1.14,bet365,1.02,17.0,bet365,1.17,5.0,bet365,1.57,2.38,bet365,2.38,1.57,bet365,4.33,1.22,bet365,1.53,2.38,bet365,1.29,1.25,1.8
vD0gBz64,13/12/2025,11:30,GERMANY 1,Round 14,Eintracht Frankfurt,Augsburg,bet365,2.2,2.5,4.5,bet365,1.7,4.2,4.33,bet365,1.29,3.5,bet365,2.25,1.57,bet365,5.5,1.14,bet365,1.02,17.0,bet365,1.17,5.0,bet365,1.57,2.38,bet365,2.38,1.57,bet365,4.33,1.22,bet365,1.57,2.25,bet365,1.2,1.22,2.1
0nDqMiKM,13/12/2025,11:30,GERMANY 1,Round 14,Hoffenheim,Hamburger SV,bet365,2.2,2.5,4.5,bet365,1.7,4.2,4.33,bet365,1.25,3.75,bet365,2.2,1.62,bet365,5.0,1.17,bet365,1.02,19.0,bet365,1.14,5.5,bet365,1.5,2.63,bet365,2.2,1.67,bet365,4.0,1.25,bet365,1.53,2.38,bet365,1.2,1.22,2.1
vXOzODkA,13/12/2025,11:30,GERMANY 1,Round 14,St. Pauli,Heidenheim,bet365,2.6,2.1,4.5,bet365,1.95,3.4,4.0,bet365,1.44,2.63,bet365,3.25,1.33,bet365,9.0,1.07,bet365,1.07,8.5,bet365,1.36,3.2,bet365,2.2,1.67,bet365,4.0,1.25,bet365,8.0,1.08,bet365,1.95,1.8,bet365,1.22,1.3,1.8
IcCpDdyh,13/12/2025,14:30,GERMANY 1,Round 14,Bayer Leverkusen,FC Koln,bet365,2.0,2.6,5.0,bet365,1.53,4.75,5.25,bet365,1.25,3.75,bet365,2.2,1.62,bet365,5.0,1.17,bet365,1.02,19.0,bet365,1.17,5.0,bet365,1.53,2.5,bet365,2.3,1.62,bet365,4.0,1.25,bet365,1.62,2.2,bet365,1.17,1.18,2.38
jLBWSdt2,13/12/2025,11:00,ITALY 1,Round 15,Torino,Cremonese,bet365,2.6,2.1,4.5,bet365,1.95,3.25,4.2,bet365,1.44,2.63,bet365,3.25,1.33,bet365,9.0,1.07,bet365,1.08,8.0,bet365,1.36,3.2,bet365,2.2,1.67,bet365,4.0,1.25,bet365,8.0,1.08,bet365,1.95,1.8,bet365,1.22,1.33,1.8
bNWizulS,13/12/2025,14:00,ITALY 1,Round 15,Parma,Lazio,bet365,4.33,2.05,2.75,bet365,3.75,3.3,2.05,bet365,1.44,2.63,bet365,3.25,1.33,bet365,10.0,1.06,bet365,1.08,8.0,bet365,1.4,3.0,bet365,2.2,1.67,bet365,4.33,1.22,bet365,9.0,1.07,bet365,1.95,1.8,bet365,1.73,1.33,1.25
GvF1PNZ9,13/12/2025,16:45,ITALY 1,Round 15,Atalanta,Cagliari,bet365,1.8,2.5,8.0,bet365,1.33,5.0,9.5,bet365,1.3,3.4,bet365,2.5,1.5,bet365,6.0,1.13,bet365,1.04,13.0,bet365,1.22,4.33,bet365,1.73,2.1,bet365,2.75,1.44,bet365,5.0,1.17,bet365,2.0,1.75,bet365,1.07,1.17,3.25
YHfWwixP,13/12/2025,12:30,NETHERLANDS 1,Round 16,Telstar,Nijmegen,bet365,3.75,2.5,2.4,bet365,3.5,3.9,1.9,bet365,1.22,4.0,bet365,2.1,1.67,bet365,4.5,1.18,bet365,1.01,21.0,bet365,1.13,6.0,bet365,1.48,2.6,bet365,2.1,1.67,bet365,3.5,1.29,bet365,1.44,2.63,bet365,1.91,1.25,1.29
O2cEftYo,13/12/2025,14:45,NETHERLANDS 1,Round 16,Groningen,FC Volendam,bet365,1.83,2.6,6.5,bet365,1.44,4.33,7.0,bet365,1.25,3.75,bet365,2.2,1.62,bet365,5.0,1.17,bet365,1.03,15.0,bet365,1.17,5.0,bet365,1.57,2.35,bet365,2.25,1.57,bet365,4.0,1.22,bet365,1.75,2.0,bet365,1.1,1.2,2.63
8WpsdYig,13/12/2025,16:00,NETHERLANDS 1,Round 16,PSV,Heracles,bet365,1.4,3.75,11.0,bet365,1.13,10.0,13.0,bet365,1.13,6.0,bet365,1.62,2.2,bet365,3.0,1.36,Betano.br,1.01,16.5,bet365,1.05,11.0,bet365,1.2,4.33,bet365,1.5,2.5,bet365,2.1,1.67,bet365,1.75,2.0,bet365,1.04,1.06,6.0
GdlkfCM5,13/12/2025,17:00,NETHERLANDS 1,Round 16,Zwolle,Sittard,bet365,2.88,2.3,3.25,bet365,2.35,3.6,2.88,bet365,1.33,3.25,bet365,2.5,1.5,bet365,6.0,1.13,bet365,1.04,13.0,bet365,1.2,4.33,bet365,1.7,2.1,bet365,2.63,1.44,bet365,5.0,1.17,bet365,1.57,2.25,bet365,1.4,1.29,1.57
YD2c1sID,13/12/2025,10:00,SPAIN 1,Round 16,Atl. Madrid,Valencia,bet365,1.73,2.6,9.5,bet365,1.29,5.25,12.0,bet365,1.33,3.25,bet365,2.5,1.5,bet365,6.0,1.13,bet365,1.04,12.0,bet365,1.22,4.33,bet365,1.73,2.1,bet365,2.75,1.44,bet365,5.0,1.17,bet365,2.2,1.62,bet365,1.05,1.17,3.5
AJ1XpskU,13/12/2025,12:15,SPAIN 1,Round 16,Mallorca,Elche,bet365,3.2,2.0,3.75,bet365,2.45,3.1,3.1,bet365,1.5,2.5,bet365,3.4,1.3,bet365,10.0,1.06,bet365,1.08,7.5,bet365,1.44,2.75,bet365,2.38,1.57,bet365,4.5,1.2,bet365,10.0,1.06,bet365,1.95,1.8,bet365,1.36,1.36,1.53
EBj7h7jt,13/12/2025,14:30,SPAIN 1,Round 16,Barcelona,Osasuna,bet365,1.53,3.25,8.5,bet365,1.2,7.0,12.0,bet365,1.17,5.0,bet365,1.78,2.03,bet365,3.5,1.29,bet365,1.01,26.0,bet365,1.07,9.0,bet365,1.29,3.75,bet365,1.67,2.2,bet365,2.63,1.5,bet365,1.67,2.1,bet365,1.05,1.1,4.33
0rss5pzn,13/12/2025,17:00,SPAIN 1,Round 16,Getafe,Espanyol,bet365,3.4,1.83,4.0,bet365,2.5,2.88,3.25,bet365,1.62,2.2,bet365,4.0,1.22,bet365,13.0,1.04,bet365,1.14,5.5,bet365,1.62,2.3,bet365,3.0,1.4,bet365,6.0,1.13,bet365,15.0,1.03,bet365,2.25,1.57,bet365,1.33,1.4,1.5
K2ltGpdD,13/12/2025,14:00,World - FIFA Intercontinental Cup,Semi-finals,Flamengo RJ,Pyramids,Betano.br,1.9,2.5,6.3,Betano.br,1.42,4.8,7.3,Betano.br,1.31,3.35,Betano.br,2.35,1.57,Betano.br,5.1,1.16,Betano.br,1.04,11.75,Betano.br,1.19,4.75,Betano.br,1.57,2.4,Betano.br,2.42,1.57,Betano.br,4.1,1.24,Betano.br,1.78,1.98,Betano.br,1.12,1.18,2.95
EZdvk54m,13/12/2025,15:30,ALBANIA 1,Round 16,Teuta,KF Tirana,Bet7k,2.32,1.95,5.4,Bet7k,1.7,3.13,4.25,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,Bet7k,1.7,3.13,Bet7k,1.7,3.13,4.25
WzeEyg3d,13/12/2025,13:00,ALGERIA CUP,1/16-finals,MC Alger,Khenchela,Betfair,1.83,2.1,9.5,Betfair,1.3,4.2,10.0,Betfair,1.45,2.55,Betfair,3.3,1.29,Betfair,9.0,1.03,Betfair,1.05,8.0,Betfair,1.4,2.75,Betfair,2.4,1.5,Betfair,4.8,1.14,,0.0,0.0,Betfair,3.0,1.33,Betfair,1.3,4.2,10.0
roHMjvlI,13/12/2025,21:00,ARGENTINA 1,Clausura,Racing Club,Estudiantes L.P.,bet365,3.25,1.91,4.0,bet365,2.45,2.75,3.4,bet365,1.57,2.25,bet365,3.75,1.25,bet365,13.0,1.04,bet365,1.13,6.0,bet365,1.53,2.38,bet365,2.7,1.44,bet365,5.5,1.14,bet365,13.0,1.04,bet365,2.1,1.67,bet365,1.3,1.4,1.5
AwrmlDDb,13/12/2025,21:30,ARUBA 1,Round 6,Racing Club Aruba,Estrella,Betfair,1.67,3.1,5.0,Betfair,1.3,5.0,6.0,Betfair,1.11,5.5,Betfair,1.65,2.1,Betfair,3.2,1.3,,0.0,0.0,Betfair,1.03,9.0,Betfair,1.2,4.0,Betfair,1.57,2.25,Betfair,2.25,1.57,Betfair,1.33,3.0,Betfair,1.1,1.13,3.1
O04Vcah4,13/12/2025,03:00,AUSTRALIA 1,Round 8,WS Wanderers,Brisbane Roar,bet365,2.5,2.2,4.33,bet365,1.91,3.8,3.6,bet365,1.36,3.0,bet365,2.75,1.4,bet365,8.0,1.08,bet365,1.05,11.0,bet365,1.3,3.5,bet365,1.98,1.88,bet365,3.4,1.33,bet365,6.5,1.11,bet365,1.8,1.95,bet365,1.29,1.25,1.8
