Match_ID,Date,Time,League,Round,Home,Away,Bookie_1X2_HT,Odd_1_HT,Odd_X_HT,Odd_2_HT,Bookie_1X2_FT,Odd_1_FT,Odd_X_FT,Odd_2_FT,Bookie_OU_HT_0_5,Over_HT_0_5,Under_HT_0_5,Bookie_OU_HT_1_5,Over_HT_1_5,Under_HT_1_5,Bookie_OU_HT_2_5,Over_HT_2_5,Under_HT_2_5,Bookie_OU_FT_0_5,Over_FT_0_5,Under_FT_0_5,Bookie_OU_FT_1_5,Over_FT_1_5,Under_FT_1_5,Bookie_OU_FT_2_5,Over_FT_2_5,Under_FT_2_5,Bookie_OU_FT_3_5,Over_FT_3_5,Under_FT_3_5,Bookie_OU_FT_4_5,Over_FT_4_5,Under_FT_4_5,Bookie_BTTS,BTTS_Yes,BTTS_No,Bookie_DC,DC_1X,DC_12,DC_X2
boscVy9L,10/12/2025,14:45,EUROPA CHAMPIONS LEAGUE,League phase,Qarabag,Ajax,bet365,2.4,2.4,4.0,bet365,1.9,3.9,3.7,bet365,1.29,3.5,bet365,2.38,1.53,bet365,5.5,1.14,bet365,1.03,15.0,bet365,1.2,4.5,bet365,1.62,2.3,bet365,2.5,1.53,bet365,4.5,1.2,bet365,1.57,2.25,bet365,1.29,1.22,1.91
29bRZdaE,10/12/2025,14:45,EUROPA CHAMPIONS LEAGUE,League phase,Villarreal,FC Copenhagen,bet365,1.83,2.6,6.5,bet365,1.42,4.5,8.0,bet365,1.29,3.5,bet365,2.25,1.57,bet365,5.5,1.14,bet365,1.03,15.0,bet365,1.17,5.0,bet365,1.62,2.3,bet365,2.5,1.53,bet365,4.33,1.22,bet365,1.75,2.0,bet365,1.08,1.18,2.75
vumpSyNO,10/12/2025,17:00,EUROPA CHAMPIONS LEAGUE,League phase,Ath Bilbao,PSG,bet365,5.5,2.38,2.05,bet365,6.0,4.0,1.57,bet365,1.33,3.25,bet365,2.5,1.5,bet365,6.5,1.11,bet365,1.04,12.0,bet365,1.25,4.0,bet365,1.8,2.0,bet365,3.0,1.4,bet365,5.5,1.14,bet365,1.8,1.95,bet365,2.3,1.22,1.13
EiSI6wEU,10/12/2025,17:00,EUROPA CHAMPIONS LEAGUE,League phase,Bayer Leverkusen,Newcastle,bet365,3.4,2.3,2.88,bet365,3.0,3.5,2.35,bet365,1.33,3.25,bet365,2.5,1.5,bet365,6.0,1.13,bet365,1.04,13.0,bet365,1.22,4.33,bet365,1.73,2.1,bet365,2.63,1.5,bet365,5.0,1.17,bet365,1.57,2.25,bet365,1.57,1.29,1.36
vZLAwKrh,10/12/2025,17:00,EUROPA CHAMPIONS LEAGUE,League phase,Benfica,Napoli,bet365,2.88,2.1,3.75,bet365,2.25,3.25,3.3,bet365,1.4,2.75,bet365,3.0,1.36,bet365,8.0,1.08,bet365,1.07,9.0,bet365,1.33,3.4,bet365,2.0,1.8,bet365,3.5,1.3,bet365,7.0,1.1,bet365,1.8,1.95,bet365,1.33,1.33,1.62
bLLpo5of,10/12/2025,17:00,EUROPA CHAMPIONS LEAGUE,League phase,Club Brugge KV,Arsenal,bet365,7.5,2.63,1.73,bet365,9.0,5.25,1.33,bet365,1.25,3.75,bet365,2.2,1.62,bet365,5.0,1.17,bet365,1.02,17.0,bet365,1.17,5.0,bet365,1.57,2.38,bet365,2.38,1.57,bet365,4.33,1.22,bet365,1.91,1.91,bet365,3.25,1.17,1.07
bupNNylT,10/12/2025,17:00,EUROPA CHAMPIONS LEAGUE,League phase,Dortmund,Bodo/Glimt,bet365,1.62,3.0,7.5,bet365,1.29,6.0,10.0,bet365,1.18,4.5,bet365,1.95,1.85,bet365,3.75,1.25,bet365,1.01,23.0,bet365,1.1,7.0,bet365,1.36,3.2,bet365,1.9,1.95,bet365,3.0,1.4,bet365,1.67,2.1,bet365,1.06,1.13,3.5
rskMOWjD,10/12/2025,17:00,EUROPA CHAMPIONS LEAGUE,League phase,Juventus,Pafos,bet365,1.5,3.0,12.0,bet365,1.17,7.5,17.0,bet365,1.22,4.0,bet365,2.0,1.73,bet365,4.33,1.2,bet365,1.02,19.0,bet365,1.14,5.5,bet365,1.44,2.75,bet365,2.1,1.73,bet365,3.5,1.3,bet365,2.1,1.67,bet365,1.02,1.1,5.0
dfQVQXu3,10/12/2025,17:00,EUROPA CHAMPIONS LEAGUE,League phase,Real Madrid,Manchester City,bet365,2.88,2.5,3.0,bet365,2.45,3.8,2.63,bet365,1.25,3.75,bet365,2.1,1.67,bet365,4.5,1.18,bet365,1.01,21.0,bet365,1.14,5.5,bet365,1.5,2.63,bet365,2.1,1.73,bet365,3.75,1.29,bet365,1.4,2.75,bet365,1.44,1.25,1.53
SnUmYhVP,10/12/2025,14:00,World - FIFA Intercontinental Cup,Quarter-finals,Cruz Azul,Flamengo RJ,Betano.br,6.1,2.25,2.07,Betano.br,6.4,4.0,1.55,Betano.br,1.4,2.87,Betano.br,2.77,1.44,Betano.br,6.4,1.11,Betano.br,1.07,8.5,Betano.br,1.35,3.25,Betano.br,2.02,1.8,Betano.br,3.55,1.3,Betano.br,6.6,1.11,Betano.br,2.07,1.7,Betano.br,2.5,1.24,1.14
