Match_ID,Date,Time,League,Round,Home,Away,Bookie_1X2_HT,Odd_1_HT,Odd_X_HT,Odd_2_HT,Bookie_1X2_FT,Odd_1_FT,Odd_X_FT,Odd_2_FT,Bookie_OU_HT_0_5,Over_HT_0_5,Under_HT_0_5,Bookie_OU_HT_1_5,Over_HT_1_5,Under_HT_1_5,Bookie_OU_HT_2_5,Over_HT_2_5,Under_HT_2_5,Bookie_OU_FT_0_5,Over_FT_0_5,Under_FT_0_5,Bookie_OU_FT_1_5,Over_FT_1_5,Under_FT_1_5,Bookie_OU_FT_2_5,Over_FT_2_5,Under_FT_2_5,Bookie_OU_FT_3_5,Over_FT_3_5,Under_FT_3_5,Bookie_OU_FT_4_5,Over_FT_4_5,Under_FT_4_5,Bookie_BTTS,BTTS_Yes,BTTS_No,Bookie_DC,DC_1X,DC_12,DC_X2
nusOJSMU,03/02/2026,16:45,ITALY 1,Round 23,Bologna,AC Milan,bet365,3.5,2.1,3.2,bet365,2.88,3.2,2.6,bet365,1.44,2.63,bet365,3.25,1.33,bet365,9.0,1.07,bet365,1.07,8.5,bet365,1.36,3.2,bet365,2.1,1.73,bet365,4.0,1.25,bet365,8.0,1.08,bet365,1.8,1.95,bet365,1.5,1.36,1.4
vBoYXYld,03/02/2026,21:30,COPA LIBERTADORES,Qualification,The Strongest (Bol),Dep. Tachira (Ven),bet365,1.62,2.75,9.0,bet365,1.22,5.75,10.0,bet365,1.25,3.75,bet365,2.2,1.62,bet365,5.0,1.17,bet365,1.02,19.0,bet365,1.17,5.0,bet365,1.53,2.4,bet365,2.25,1.57,bet365,4.0,1.22,bet365,2.0,1.73,bet365,1.06,1.14,4.0
dl55IsSN,03/02/2026,13:00,ALGERIA 1,Round 17,Constantine,Mostaganem,Betfair,2.1,2.0,6.5,Betfair,1.55,3.3,6.0,Betfair,1.5,2.5,Betfair,3.5,1.25,Betfair,9.5,1.04,Betfair,1.07,7.0,Betfair,1.45,2.55,Betfair,2.55,1.45,Betfair,5.5,1.11,Betfair,11.0,1.01,Betfair,2.6,1.44,Betfair,1.06,1.25,2.38
fsG5KOE8,03/02/2026,13:00,ALGERIA 1,Round 17,Oran,Olympique Akbou,Betfair,2.5,1.91,5.0,Betfair,1.75,3.0,4.75,Betfair,1.57,2.25,Betfair,3.75,1.22,Betfair,10.0,1.03,Betfair,1.07,7.0,Betfair,1.5,2.4,Betfair,2.75,1.4,Betfair,5.5,1.11,Betfair,11.0,1.01,Betfair,2.4,1.5,Betfair,1.14,1.3,1.83
fwAkiBS1,03/02/2026,19:00,ARGENTINA 1,Apertura,Banfield,Estudiantes Rio Cuarto,bet365,2.6,1.91,5.5,bet365,1.81,3.1,5.0,bet365,1.57,2.25,bet365,4.0,1.22,bet365,13.0,1.04,bet365,1.14,5.5,bet365,1.57,2.25,bet365,2.88,1.4,bet365,6.0,1.13,bet365,15.0,1.03,bet365,2.38,1.53,bet365,1.17,1.36,1.91
Mq2yFEK8,03/02/2026,21:15,ARGENTINA 1,Apertura,Ind. Rivadavia,Sarmiento Junin,bet365,2.6,1.91,6.0,bet365,1.86,3.1,4.75,bet365,1.57,2.25,bet365,4.0,1.22,bet365,13.0,1.04,bet365,1.13,6.0,bet365,1.57,2.25,bet365,2.7,1.44,bet365,6.0,1.13,bet365,15.0,1.03,bet365,2.38,1.53,bet365,1.17,1.36,1.91
6uCyFg3B,03/02/2026,21:15,ARGENTINA 1,Apertura,Instituto,Lanus,bet365,3.75,1.83,3.6,bet365,2.82,3.0,2.7,bet365,1.62,2.2,bet365,4.0,1.22,bet365,13.0,1.04,bet365,1.14,5.5,bet365,1.62,2.2,bet365,2.88,1.4,bet365,6.5,1.11,bet365,15.0,1.03,bet365,2.25,1.57,bet365,1.4,1.36,1.4
txkZngYp,03/02/2026,02:30,Australia & Oceania - OFC Pro League,Round 2,PNG Hekari,Vanuatu United,Betfair,3.1,2.1,3.1,Betfair,2.5,3.0,2.5,Betfair,1.33,3.0,Betfair,2.75,1.4,Betfair,7.0,1.07,Betfair,1.01,11.0,Betfair,1.25,3.6,Betfair,1.85,1.85,Betfair,3.2,1.3,Betfair,6.5,1.08,Betfair,1.67,2.05,Betfair,1.44,1.3,1.44
bLmoplz3,03/02/2026,13:00,BAHRAIN KINGS CUP,1/8-finals,Al Khalidiyah,Al-Hala,Betfair,1.44,3.1,9.5,Betfair,1.11,7.5,14.0,Betfair,1.17,4.5,Betfair,2.0,1.73,Betfair,4.0,1.2,1xBet,1.01,20.0,Betfair,1.08,6.5,Betfair,1.36,2.88,Betfair,1.95,1.75,Betano.br,2.92,1.3,Betfair,2.0,1.73,Betfair,1.02,1.06,5.0
MJhQzpck,03/02/2026,13:00,BAHRAIN KINGS CUP,1/8-finals,Al-Ittifaq,Sitra,Betfair,4.5,2.3,2.25,Betfair,3.8,3.4,1.85,Betfair,1.33,3.0,Betfair,2.63,1.44,Betfair,6.0,1.1,Betfair,1.01,11.0,Betfair,1.22,3.8,Betfair,1.8,1.91,Betfair,3.0,1.33,Betfair,6.5,1.08,Betfair,1.65,2.1,Betfair,1.83,1.25,1.2
KrburROG,03/02/2026,05:45,BANGLADESH CUP,-,Brothers U.,PWD Sports Club,Betfair,2.0,2.3,5.5,Betfair,1.47,3.8,5.0,Betfair,1.3,3.2,Betfair,2.6,1.44,Betfair,7.0,1.07,Betfair,1.01,11.0,Betfair,1.22,3.8,Betfair,1.8,1.91,Betfair,3.0,1.33,Betfair,6.5,1.08,Betfair,1.83,1.83,Betfair,1.13,1.22,2.5
8E5HnAsm,03/02/2026,20:00,BARBADOS 1,Round 4,UWI Blackbirds,Kickstart,Betfair,3.5,2.3,2.6,Betfair,3.0,4.0,1.91,Betfair,1.25,3.6,Betfair,2.4,1.5,Betfair,5.5,1.11,Betfair,1.01,13.0,Betfair,1.14,4.8,Betfair,1.6,2.2,Betfair,2.6,1.44,Betfair,4.8,1.14,Betfair,1.5,2.4,Betfair,1.8,1.2,1.33
tS3PplCa,03/02/2026,22:00,BARBADOS 1,Round 4,Brittons Hill,Bagatelle SSC,Betfair,2.1,2.4,4.5,Betfair,1.57,3.9,4.6,Betfair,1.25,3.6,Betfair,2.4,1.5,Betfair,5.5,1.11,Betfair,1.01,13.0,Betfair,1.14,4.8,Betfair,1.57,2.25,Betfair,2.55,1.45,Betfair,4.5,1.17,Betfair,1.6,2.2,Betfair,1.14,1.2,2.25
f181Dvq2,03/02/2026,14:00,BOTSWANA 1,Round 18,Centre Chiefs,Nico United,Betano.br,2.42,1.93,5.0,Betano.br,1.75,3.2,4.45,Betano.br,1.5,2.18,1xBet,3.34,1.25,1xBet,9.5,1.05,1xBet,1.08,6.37,Superbet.br,1.45,2.47,Betano.br,2.25,1.5,Superbet.br,4.15,1.15,1xBet,10.0,1.05,Superbet.br,2.27,1.56,Betano.br,1.18,1.28,1.88
CSihcmUq,03/02/2026,20:00,BRAZIL CATARINENSE,Relegation Group,Joinville,Marcilio Dias,Betfair,3.75,2.0,2.8,Betfair,3.1,3.0,2.2,Betfair,1.4,2.75,Betfair,3.2,1.3,Betfair,8.5,1.05,Betfair,1.06,8.5,Betfair,1.4,2.88,Betfair,2.2,1.6,Betfair,4.2,1.22,Betfair,8.5,1.06,Betfair,1.95,1.8,Betfair,1.57,1.33,1.3
juhay0N6,03/02/2026,13:00,BULGARIA SUPER CUP,Final,Levski Sofia,Ludogorets,bet365,3.4,2.05,3.4,bet365,2.75,3.0,2.7,bet365,1.5,2.5,bet365,3.4,1.3,bet365,10.0,1.06,bet365,1.08,8.0,bet365,1.4,2.75,bet365,2.25,1.62,bet365,4.0,1.22,bet365,10.0,1.06,bet365,1.91,1.8,bet365,1.44,1.36,1.4
I9M29YR1,03/02/2026,19:00,Costa Rica - Copa Costa Rica,Quarter-finals,Herediano,Puntarenas FC,bet365,2.5,2.1,4.75,bet365,1.62,3.8,4.75,bet365,1.4,2.75,bet365,2.75,1.4,bet365,8.0,1.08,bet365,1.05,11.0,bet365,1.3,3.4,bet365,1.98,1.83,bet365,3.4,1.3,bet365,7.0,1.1,bet365,2.0,1.73,bet365,1.18,1.25,2.25
dEnFBTSI,03/02/2026,21:00,Costa Rica - Copa Costa Rica,Quarter-finals,Sporting FC,Cartagines,bet365,3.25,1.8,4.5,bet365,2.25,2.88,3.1,bet365,1.73,2.0,bet365,4.5,1.18,bet365,15.0,1.03,bet365,1.14,5.5,bet365,1.73,2.0,bet365,3.4,1.33,bet365,8.0,1.08,bet365,19.0,1.02,bet365,2.63,1.44,bet365,1.33,1.36,1.53
8hGXTArm,03/02/2026,23:00,Costa Rica - Copa Costa Rica,Quarter-finals,Alajuelense,Liberia,bet365,2.5,2.1,5.0,bet365,1.8,3.4,4.0,bet365,1.44,2.63,bet365,3.25,1.33,bet365,9.0,1.07,bet365,1.07,9.0,bet365,1.4,2.75,bet365,2.2,1.65,bet365,4.0,1.22,bet365,9.0,1.07,bet365,2.0,1.73,bet365,1.2,1.29,1.83
0UZlB8fc,03/02/2026,15:00,EGYPT 1,Round 17,National Bank Egypt,Al Ahly,Betfair,5.0,1.91,2.5,Betfair,4.5,3.1,1.9,Betfair,1.5,2.4,Betfair,3.6,1.25,Betfair,10.0,1.02,Betfair,1.07,8.0,Betfair,1.47,2.63,Betfair,2.55,1.5,Betfair,5.0,1.17,Betfair,11.0,1.04,Betfair,2.25,1.62,Betfair,1.83,1.33,1.2
j9V5OK9M,03/02/2026,16:45,ENGLAND 2,Round 19,Blackburn,Sheffield Wed,bet365,1.8,2.5,8.5,bet365,1.3,5.0,9.0,bet365,1.33,3.25,bet365,2.5,1.5,bet365,6.5,1.11,bet365,1.04,13.0,bet365,1.22,4.33,bet365,1.73,2.1,bet365,2.75,1.44,bet365,5.0,1.17,bet365,2.1,1.67,bet365,1.07,1.17,3.25
bkwDeaAa,03/02/2026,16:45,ENGLAND 2,Round 26,Hull,Watford,bet365,2.88,2.2,3.6,bet365,2.15,3.5,3.1,bet365,1.36,3.0,bet365,2.75,1.4,bet365,7.0,1.1,bet365,1.05,11.0,bet365,1.29,3.75,bet365,1.91,1.91,bet365,3.4,1.33,bet365,6.0,1.13,bet365,1.73,2.0,bet365,1.36,1.29,1.67
b3IoAbPh,03/02/2026,16:45,ENGLAND 2,Round 26,Portsmouth,Ipswich,Betano.br,4.6,2.15,2.47,Betano.br,4.45,3.55,1.93,Superbet.br,1.45,2.72,Superbet.br,3.1,1.36,Superbet.br,8.0,1.07,Superbet.br,1.08,8.3,Superbet.br,1.4,3.0,Superbet.br,2.22,1.67,Superbet.br,4.1,1.24,Superbet.br,8.4,1.07,bet365,2.0,1.73,1xBet,1.91,1.29,1.2
SrA26GOH,03/02/2026,16:45,ENGLAND 2,Round 26,Sheffield Utd,Oxford Utd,bet365,1.83,2.5,8.0,bet365,1.33,4.5,8.5,bet365,1.33,3.25,bet365,2.5,1.5,bet365,6.5,1.11,bet365,1.05,11.0,bet365,1.25,4.0,bet365,1.8,2.0,bet365,3.0,1.4,bet365,5.5,1.14,bet365,2.0,1.73,bet365,1.08,1.2,3.0
rcFUWXMh,03/02/2026,16:00,ENGLAND 3,Round 29,Port Vale,AFC Wimbledon,bet365,3.0,1.95,4.33,bet365,2.1,3.0,3.4,bet365,1.53,2.38,bet365,3.5,1.29,bet365,11.0,1.05,bet365,1.1,7.0,bet365,1.44,2.63,bet365,2.5,1.5,bet365,5.0,1.17,bet365,11.0,1.05,bet365,2.05,1.7,bet365,1.3,1.36,1.67
vuZfTZ4t,03/02/2026,16:45,ENGLAND 3,Round 16,Barnsley,Northampton,bet365,2.3,2.25,5.0,bet365,1.66,3.6,4.5,bet365,1.36,3.0,bet365,2.63,1.44,bet365,7.0,1.1,bet365,1.05,11.0,bet365,1.25,3.75,bet365,1.85,1.95,bet365,3.25,1.33,bet365,6.0,1.13,bet365,1.8,1.95,bet365,1.18,1.29,2.1
6gHgegmK,03/02/2026,16:45,ENGLAND 3,Round 26,Burton,Doncaster,bet365,3.5,2.2,3.0,bet365,3.0,3.25,2.3,bet365,1.4,2.75,bet365,2.75,1.4,bet365,8.0,1.08,bet365,1.06,10.0,bet365,1.29,3.5,bet365,1.98,1.88,bet365,3.25,1.33,bet365,6.5,1.11,bet365,1.7,2.05,bet365,1.57,1.33,1.36
CW3ezzR0,03/02/2026,16:45,ENGLAND 4,Round 25,Barnet,Crewe,bet365,2.25,2.25,5.0,bet365,1.66,3.6,5.0,bet365,1.36,3.0,bet365,2.63,1.44,bet365,7.0,1.1,bet365,1.05,11.0,bet365,1.25,3.75,bet365,1.85,1.95,bet365,3.0,1.36,bet365,6.0,1.13,bet365,1.8,1.91,bet365,1.17,1.29,2.15
