Match_ID,Date,Time,League,Round,Home,Away,Bookie_1X2_HT,Odd_1_HT,Odd_X_HT,Odd_2_HT,Bookie_1X2_FT,Odd_1_FT,Odd_X_FT,Odd_2_FT,Bookie_OU_HT_0_5,Over_HT_0_5,Under_HT_0_5,Bookie_OU_HT_1_5,Over_HT_1_5,Under_HT_1_5,Bookie_OU_HT_2_5,Over_HT_2_5,Under_HT_2_5,Bookie_OU_FT_0_5,Over_FT_0_5,Under_FT_0_5,Bookie_OU_FT_1_5,Over_FT_1_5,Under_FT_1_5,Bookie_OU_FT_2_5,Over_FT_2_5,Under_FT_2_5,Bookie_OU_FT_3_5,Over_FT_3_5,Under_FT_3_5,Bookie_OU_FT_4_5,Over_FT_4_5,Under_FT_4_5,Bookie_BTTS,BTTS_Yes,BTTS_No,Bookie_DC,DC_1X,DC_12,DC_X2
MJ0y6sRk,30/12/2025,13:00,AFRICA CUP OF NATIONS,Round 3,Tanzania,Tunisia,bet365,8.5,2.2,2.0,bet365,8.0,3.8,1.5,bet365,1.44,2.63,bet365,3.25,1.33,bet365,10.0,1.06,bet365,1.08,7.5,bet365,1.4,2.75,bet365,2.25,1.62,bet365,4.0,1.22,bet365,10.0,1.06,bet365,2.5,1.5,bet365,2.5,1.25,1.08
xnP4B33S,30/12/2025,13:00,AFRICA CUP OF NATIONS,Round 3,Uganda,Nigeria,bet365,4.0,2.0,3.1,bet365,3.5,3.0,2.3,bet365,1.53,2.38,bet365,3.5,1.29,bet365,11.0,1.05,bet365,1.11,6.5,bet365,1.44,2.63,bet365,2.4,1.53,bet365,4.5,1.18,bet365,11.0,1.05,bet365,2.0,1.73,bet365,1.57,1.36,1.29
AJw92Tye,30/12/2025,16:00,AFRICA CUP OF NATIONS,Round 3,Benin,Senegal,bet365,9.5,2.4,1.8,bet365,8.5,5.5,1.33,bet365,1.36,3.0,bet365,2.63,1.44,bet365,7.0,1.1,bet365,1.05,11.0,bet365,1.29,3.5,bet365,1.88,1.93,bet365,3.25,1.33,bet365,6.5,1.11,bet365,2.5,1.5,bet365,3.25,1.14,1.08
WYRH0767,30/12/2025,16:00,AFRICA CUP OF NATIONS,Round 3,Botswana,D.R. Congo,bet365,12.0,2.4,1.73,bet365,11.0,5.25,1.27,bet365,1.36,3.0,bet365,2.75,1.4,bet365,7.0,1.1,bet365,1.06,10.0,bet365,1.29,3.5,bet365,1.93,1.88,bet365,3.4,1.3,bet365,6.5,1.11,bet365,2.63,1.44,bet365,3.75,1.17,1.05
pWIKAbSj,30/12/2025,16:30,ENGLAND 1,Round 19,Burnley,Newcastle,bet365,5.0,2.38,2.2,bet365,5.25,3.75,1.65,bet365,1.33,3.25,bet365,2.5,1.5,bet365,6.5,1.11,bet365,1.04,12.0,bet365,1.25,4.0,bet365,1.8,2.0,bet365,3.0,1.4,bet365,5.5,1.14,bet365,1.75,2.0,bet365,2.2,1.25,1.17
0v17Y1Kc,30/12/2025,16:30,ENGLAND 1,Round 19,Chelsea,Bournemouth,bet365,2.05,2.5,5.0,bet365,1.57,4.1,5.5,bet365,1.25,3.75,bet365,2.25,1.57,bet365,5.5,1.14,bet365,1.02,17.0,bet365,1.17,5.0,bet365,1.57,2.38,bet365,2.38,1.57,bet365,4.33,1.22,bet365,1.62,2.2,bet365,1.14,1.22,2.3
zLX2NyCd,30/12/2025,16:30,ENGLAND 1,Round 19,Nottingham,Everton,bet365,2.75,2.1,4.33,bet365,2.1,3.3,3.6,bet365,1.44,2.63,bet365,3.25,1.33,bet365,9.0,1.07,bet365,1.07,8.5,bet365,1.36,3.2,bet365,2.2,1.67,bet365,4.0,1.25,bet365,8.0,1.08,bet365,1.95,1.8,bet365,1.29,1.33,1.7
OtEcqJYF,30/12/2025,16:30,ENGLAND 1,Round 19,West Ham,Brighton,bet365,3.6,2.3,2.75,bet365,3.2,3.5,2.15,bet365,1.33,3.25,bet365,2.5,1.5,bet365,6.5,1.11,bet365,1.04,13.0,bet365,1.22,4.33,bet365,1.73,2.1,bet365,2.75,1.44,bet365,5.0,1.17,bet365,1.62,2.2,bet365,1.67,1.29,1.36
Kp3vVSD5,30/12/2025,17:15,ENGLAND 1,Round 19,Arsenal,Aston Villa,bet365,1.95,2.38,7.5,bet365,1.44,4.33,7.0,bet365,1.36,3.0,bet365,2.75,1.4,bet365,7.0,1.1,bet365,1.05,11.0,bet365,1.29,3.75,bet365,1.93,1.93,bet365,3.4,1.33,bet365,6.0,1.13,bet365,2.1,1.67,bet365,1.1,1.2,2.63
vgvfPcsp,30/12/2025,17:15,ENGLAND 1,Round 19,Manchester Utd,Wolves,bet365,1.8,2.63,7.5,bet365,1.36,5.0,8.5,bet365,1.29,3.5,bet365,2.25,1.57,bet365,5.5,1.14,bet365,1.03,15.0,bet365,1.17,5.0,bet365,1.57,2.38,bet365,2.5,1.53,bet365,4.33,1.22,bet365,1.91,1.91,bet365,1.08,1.17,3.0
