Match_ID,Date,Time,League,Round,Home,Away,Bookie_1X2_HT,Odd_1_HT,Odd_X_HT,Odd_2_HT,Bookie_1X2_FT,Odd_1_FT,Odd_X_FT,Odd_2_FT,Bookie_OU_HT_0_5,Over_HT_0_5,Under_HT_0_5,Bookie_OU_HT_1_5,Over_HT_1_5,Under_HT_1_5,Bookie_OU_HT_2_5,Over_HT_2_5,Under_HT_2_5,Bookie_OU_FT_0_5,Over_FT_0_5,Under_FT_0_5,Bookie_OU_FT_1_5,Over_FT_1_5,Under_FT_1_5,Bookie_OU_FT_2_5,Over_FT_2_5,Under_FT_2_5,Bookie_OU_FT_3_5,Over_FT_3_5,Under_FT_3_5,Bookie_OU_FT_4_5,Over_FT_4_5,Under_FT_4_5,Bookie_BTTS,BTTS_Yes,BTTS_No,Bookie_DC,DC_1X,DC_12,DC_X2
vPKFVEM6,31/01/2026,12:00,ENGLAND 1,Round 24,Brighton,Everton,bet365,2.4,2.25,4.5,bet365,1.85,3.7,4.1,bet365,1.36,3.0,bet365,2.63,1.44,bet365,7.0,1.1,bet365,1.05,11.0,bet365,1.29,3.75,bet365,1.88,1.98,bet365,3.2,1.36,bet365,6.0,1.13,bet365,1.75,2.0,bet365,1.22,1.29,1.91
Sp1AidqQ,31/01/2026,12:00,ENGLAND 1,Round 24,Leeds,Arsenal,bet365,6.5,2.3,2.05,bet365,6.0,4.2,1.53,bet365,1.36,3.0,bet365,2.63,1.44,bet365,7.0,1.1,bet365,1.05,11.0,bet365,1.29,3.75,bet365,1.91,1.91,bet365,3.4,1.33,bet365,6.0,1.13,bet365,1.95,1.8,bet365,2.38,1.22,1.13
Yo6ObDjg,31/01/2026,12:00,ENGLAND 1,Round 24,Wolves,Bournemouth,bet365,3.4,2.3,2.88,bet365,3.1,3.6,2.2,bet365,1.33,3.25,bet365,2.5,1.5,bet365,6.0,1.13,bet365,1.04,13.0,bet365,1.22,4.33,bet365,1.73,2.1,bet365,2.75,1.44,bet365,5.0,1.17,bet365,1.57,2.25,bet365,1.67,1.29,1.36
nkONThiJ,31/01/2026,14:30,ENGLAND 1,Round 24,Chelsea,West Ham,bet365,1.95,2.6,5.5,bet365,1.5,4.5,6.0,bet365,1.25,3.75,bet365,2.2,1.62,bet365,5.0,1.17,bet365,1.02,17.0,bet365,1.17,5.0,bet365,1.53,2.5,bet365,2.3,1.62,bet365,4.0,1.25,bet365,1.67,2.1,bet365,1.13,1.18,2.5
bTitnz7m,31/01/2026,17:00,ENGLAND 1,Round 24,Liverpool,Newcastle,bet365,2.3,2.4,4.33,bet365,1.8,4.0,4.1,bet365,1.29,3.5,bet365,2.38,1.53,bet365,5.5,1.14,bet365,1.03,15.0,bet365,1.2,4.5,bet365,1.62,2.3,bet365,2.5,1.53,bet365,4.5,1.2,bet365,1.57,2.25,bet365,1.22,1.22,1.95
t6nDSiLl,31/01/2026,13:00,FRANCE 1,Round 20,Paris FC,Marseille,bet365,4.0,2.3,2.5,bet365,3.8,3.8,1.91,bet365,1.3,3.4,bet365,2.5,1.5,bet365,6.0,1.13,bet365,1.04,13.0,bet365,1.22,4.33,bet365,1.73,2.1,bet365,2.75,1.44,bet365,5.0,1.17,bet365,1.62,2.2,bet365,1.83,1.25,1.25
juAdJVcs,31/01/2026,15:00,FRANCE 1,Round 20,Lorient,Nantes,bet365,2.5,2.2,4.75,bet365,1.83,3.5,4.5,bet365,1.4,2.75,bet365,3.0,1.36,bet365,8.0,1.08,bet365,1.07,9.0,bet365,1.33,3.4,bet365,2.0,1.8,bet365,3.5,1.3,bet365,7.0,1.1,bet365,1.91,1.91,bet365,1.18,1.29,1.91
Cfb5H9Sg,31/01/2026,17:05,FRANCE 1,Round 20,Monaco,Rennes,bet365,2.5,2.5,3.6,bet365,1.95,3.9,3.5,bet365,1.25,3.75,bet365,2.1,1.67,bet365,5.0,1.17,bet365,1.02,19.0,bet365,1.14,5.5,bet365,1.5,2.63,bet365,2.2,1.67,bet365,4.0,1.25,bet365,1.44,2.63,bet365,1.29,1.25,1.8
by4IZP6C,31/01/2026,11:30,GERMANY 1,Round 20,Augsburg,St. Pauli,bet365,2.63,2.05,4.75,bet365,1.95,3.3,4.2,bet365,1.44,2.63,bet365,3.25,1.33,bet365,10.0,1.06,bet365,1.08,8.0,bet365,1.4,3.0,bet365,2.3,1.62,bet365,4.33,1.22,bet365,9.0,1.07,bet365,2.0,1.75,bet365,1.22,1.33,1.8
W0pyNnN6,31/01/2026,11:30,GERMANY 1,Round 20,Eintracht Frankfurt,Bayer Leverkusen,bet365,3.25,2.4,2.75,bet365,2.9,3.8,2.2,bet365,1.25,3.75,bet365,2.2,1.62,bet365,5.0,1.17,bet365,1.03,15.0,bet365,1.17,5.0,bet365,1.57,2.38,bet365,2.3,1.62,bet365,4.33,1.22,bet365,1.5,2.5,bet365,1.67,1.25,1.4
