Match_ID,Date,Time,League,Round,Home,Away,Bookie_1X2_HT,Odd_1_HT,Odd_X_HT,Odd_2_HT,Bookie_1X2_FT,Odd_1_FT,Odd_X_FT,Odd_2_FT,Bookie_OU_HT_0_5,Over_HT_0_5,Under_HT_0_5,Bookie_OU_HT_1_5,Over_HT_1_5,Under_HT_1_5,Bookie_OU_HT_2_5,Over_HT_2_5,Under_HT_2_5,Bookie_OU_FT_0_5,Over_FT_0_5,Under_FT_0_5,Bookie_OU_FT_1_5,Over_FT_1_5,Under_FT_1_5,Bookie_OU_FT_2_5,Over_FT_2_5,Under_FT_2_5,Bookie_OU_FT_3_5,Over_FT_3_5,Under_FT_3_5,Bookie_OU_FT_4_5,Over_FT_4_5,Under_FT_4_5,Bookie_BTTS,BTTS_Yes,BTTS_No,Bookie_DC,DC_1X,DC_12,DC_X2
0KhPZfnQ,18/01/2026,16:00,AFRICA CUP OF NATIONS,Play Offs,Senegal,Morocco,bet365,4.5,1.91,3.1,bet365,3.6,2.9,2.25,bet365,1.62,2.2,bet365,4.0,1.22,bet365,13.0,1.04,bet365,1.14,5.5,bet365,1.57,2.25,bet365,2.88,1.4,bet365,6.0,1.13,bet365,15.0,1.03,bet365,2.25,1.57,bet365,1.62,1.4,1.29
QJkIQSvA,18/01/2026,11:00,ENGLAND 1,Round 22,Wolves,Newcastle,bet365,4.5,2.38,2.25,bet365,4.5,3.9,1.73,bet365,1.3,3.4,bet365,2.38,1.53,bet365,6.0,1.13,bet365,1.04,13.0,bet365,1.22,4.33,bet365,1.73,2.1,bet365,2.75,1.44,bet365,5.0,1.17,bet365,1.67,2.1,bet365,2.05,1.25,1.18
QqZ8ajtB,18/01/2026,13:30,ENGLAND 1,Round 22,Aston Villa,Everton,bet365,2.2,2.25,5.5,bet365,1.67,3.9,5.25,bet365,1.36,3.0,bet365,2.75,1.4,bet365,7.0,1.1,bet365,1.05,11.0,bet365,1.29,3.75,bet365,1.91,1.91,bet365,3.4,1.33,bet365,6.0,1.13,bet365,1.91,1.91,bet365,1.17,1.25,2.15
2JNNjP8U,18/01/2026,11:00,FRANCE 1,Round 18,Strasbourg,Metz,bet365,2.0,2.5,5.5,bet365,1.53,4.33,5.75,bet365,1.29,3.5,bet365,2.25,1.57,bet365,5.5,1.14,bet365,1.03,15.0,bet365,1.2,4.5,bet365,1.62,2.3,bet365,2.5,1.53,bet365,4.5,1.2,bet365,1.7,2.05,bet365,1.14,1.2,2.38
GMmc5ONN,18/01/2026,13:15,FRANCE 1,Round 18,Nantes,Paris FC,bet365,3.6,2.2,3.0,bet365,3.25,3.2,2.3,bet365,1.4,2.75,bet365,2.75,1.4,bet365,8.0,1.08,bet365,1.06,10.0,bet365,1.3,3.5,bet365,2.03,1.83,bet365,3.5,1.3,bet365,6.5,1.11,bet365,1.75,2.0,bet365,1.57,1.36,1.33
UiAGhovI,18/01/2026,13:15,FRANCE 1,Round 18,Rennes,Le Havre,bet365,2.1,2.38,5.5,bet365,1.6,4.0,5.5,bet365,1.33,3.25,bet365,2.63,1.44,bet365,6.5,1.11,bet365,1.04,12.0,bet365,1.25,4.0,bet365,1.8,2.0,bet365,3.0,1.4,bet365,5.5,1.14,bet365,1.8,1.95,bet365,1.14,1.22,2.3
tpgYASgn,18/01/2026,16:45,FRANCE 1,Round 18,Lyon,Brest,bet365,2.1,2.38,5.0,bet365,1.67,4.0,5.0,bet365,1.33,3.25,bet365,2.5,1.5,bet365,6.5,1.11,bet365,1.04,13.0,bet365,1.22,4.33,bet365,1.73,2.1,bet365,2.75,1.44,bet365,5.0,1.17,bet365,1.75,2.0,bet365,1.17,1.22,2.15
lrCyogAk,18/01/2026,11:30,GERMANY 1,Round 18,Stuttgart,Union Berlin,bet365,2.2,2.3,5.0,bet365,1.65,3.9,5.25,bet365,1.33,3.25,bet365,2.63,1.44,bet365,6.5,1.11,bet365,1.04,12.0,bet365,1.25,4.0,bet365,1.8,2.0,bet365,3.0,1.4,bet365,5.5,1.14,bet365,1.8,1.95,bet365,1.17,1.25,2.2
x4hW6zX8,18/01/2026,13:30,GERMANY 1,Round 18,Augsburg,Freiburg,bet365,3.4,2.2,3.1,bet365,2.88,3.3,2.5,bet365,1.4,2.75,bet365,2.75,1.4,bet365,8.0,1.08,bet365,1.06,10.0,bet365,1.29,3.75,bet365,1.98,1.88,bet365,3.4,1.33,bet365,6.5,1.11,bet365,1.7,2.05,bet365,1.5,1.33,1.4
GYwFdsJk,18/01/2026,08:30,ITALY 1,Round 21,Parma,Genoa,bet365,3.5,1.95,3.6,bet365,2.9,2.55,3.0,bet365,1.53,2.38,bet365,3.5,1.29,bet365,11.0,1.05,bet365,1.13,6.0,bet365,1.5,2.63,bet365,2.63,1.5,bet365,4.5,1.2,bet365,11.0,1.05,bet365,1.95,1.8,bet365,1.36,1.5,1.4
pWO1kQBM,18/01/2026,11:00,ITALY 1,Round 21,Bologna,Fiorentina,bet365,2.75,2.2,3.75,bet365,2.2,3.3,3.4,bet365,1.4,2.75,bet365,2.75,1.4,bet365,8.0,1.08,bet365,1.06,10.0,bet365,1.3,3.5,bet365,2.0,1.85,bet365,3.4,1.33,bet365,6.5,1.11,bet365,1.75,2.0,bet365,1.3,1.33,1.67
4fK9IOu9,18/01/2026,14:00,ITALY 1,Round 21,Torino,AS Roma,bet365,4.33,2.05,2.75,bet365,3.75,3.1,2.15,bet365,1.44,2.63,bet365,3.25,1.33,bet365,10.0,1.06,bet365,1.08,8.0,bet365,1.4,3.0,bet365,2.2,1.67,bet365,4.0,1.25,bet365,8.0,1.08,bet365,1.95,1.8,bet365,1.67,1.36,1.25
jifz4PQF,18/01/2026,16:45,ITALY 1,Round 21,AC Milan,Lecce,bet365,1.73,2.5,10.0,bet365,1.29,5.0,13.0,bet365,1.36,3.0,bet365,2.63,1.44,bet365,7.0,1.1,bet365,1.05,11.0,bet365,1.29,3.75,bet365,1.88,1.98,bet365,3.2,1.36,bet365,6.0,1.13,bet365,2.38,1.53,bet365,1.04,1.17,3.5
Q5WRQ4Es,18/01/2026,08:15,NETHERLANDS 1,Round 19,Heerenveen,Groningen,bet365,2.75,2.3,3.5,bet365,2.25,3.4,3.2,bet365,1.3,3.4,bet365,2.5,1.5,bet365,6.0,1.13,bet365,1.04,13.0,bet365,1.2,4.33,bet365,1.7,2.1,bet365,2.63,1.44,bet365,5.0,1.17,bet365,1.57,2.25,bet365,1.36,1.3,1.62
nuqIyMSa,18/01/2026,10:30,NETHERLANDS 1,Round 19,FC Volendam,Utrecht,bet365,4.33,2.3,2.38,bet365,4.33,3.75,1.8,bet365,1.33,3.25,bet365,2.5,1.5,bet365,6.5,1.11,bet365,1.04,13.0,bet365,1.22,4.0,bet365,1.73,2.08,bet365,2.75,1.4,bet365,5.5,1.14,bet365,1.67,2.1,bet365,1.95,1.25,1.2
U3CiL0rJ,18/01/2026,10:30,NETHERLANDS 1,Round 19,Heracles,Twente,bet365,5.0,2.5,2.05,bet365,5.25,4.33,1.57,bet365,1.29,3.5,bet365,2.25,1.57,bet365,5.5,1.14,bet365,1.02,17.0,bet365,1.17,5.0,bet365,1.57,2.35,bet365,2.38,1.53,bet365,4.33,1.2,bet365,1.67,2.1,bet365,2.3,1.2,1.17
trtAwrbm,18/01/2026,12:45,NETHERLANDS 1,Round 19,Feyenoord,Sparta Rotterdam,bet365,1.83,2.75,6.0,bet365,1.38,4.2,6.5,bet365,1.22,4.0,bet365,2.0,1.73,bet365,4.33,1.2,bet365,1.02,19.0,bet365,1.13,6.0,bet365,1.44,2.7,bet365,2.1,1.67,bet365,3.5,1.29,bet365,1.62,2.2,bet365,1.1,1.2,2.75
pAX2BtbB,18/01/2026,10:00,SPAIN 1,Round 20,Getafe,Valencia,bet365,3.5,1.8,4.33,bet365,2.55,2.75,3.4,bet365,1.67,2.1,bet365,4.33,1.2,bet365,15.0,1.03,bet365,1.17,5.0,bet365,1.73,2.1,bet365,3.4,1.33,bet365,6.5,1.11,bet365,17.0,1.02,bet365,2.38,1.53,bet365,1.3,1.4,1.5
p8hqiCCd,18/01/2026,12:15,SPAIN 1,Round 20,Atl. Madrid,Alaves,bet365,1.83,2.4,8.0,bet365,1.38,4.75,8.5,bet365,1.36,3.0,bet365,2.63,1.44,bet365,7.0,1.1,bet365,1.05,11.0,bet365,1.29,3.75,bet365,1.88,1.98,bet365,3.2,1.36,bet365,6.0,1.13,bet365,2.2,1.62,bet365,1.08,1.18,3.0
ETmqeLDU,18/01/2026,14:30,SPAIN 1,Round 20,Celta Vigo,Rayo Vallecano,bet365,2.75,2.05,4.5,bet365,2.05,3.2,4.0,bet365,1.44,2.63,bet365,3.25,1.33,bet365,10.0,1.06,bet365,1.08,7.5,bet365,1.4,3.0,bet365,2.2,1.67,bet365,4.33,1.22,bet365,9.0,1.07,bet365,1.95,1.8,bet365,1.22,1.36,1.73
YTYwDgZF,18/01/2026,17:00,SPAIN 1,Round 20,Real Sociedad,Barcelona,bet365,4.75,2.75,2.0,bet365,5.0,4.5,1.55,bet365,1.2,4.33,bet365,2.0,1.73,bet365,4.33,1.2,bet365,1.02,19.0,bet365,1.11,6.5,bet365,1.4,3.0,bet365,2.0,1.8,bet365,3.4,1.33,bet365,1.5,2.5,bet365,2.38,1.18,1.17
