Match_ID,Date,Time,League,Round,Home,Away,Bookie_1X2_HT,Odd_1_HT,Odd_X_HT,Odd_2_HT,Bookie_1X2_FT,Odd_1_FT,Odd_X_FT,Odd_2_FT,Bookie_OU_HT_0_5,Over_HT_0_5,Under_HT_0_5,Bookie_OU_HT_1_5,Over_HT_1_5,Under_HT_1_5,Bookie_OU_HT_2_5,Over_HT_2_5,Under_HT_2_5,Bookie_OU_FT_0_5,Over_FT_0_5,Under_FT_0_5,Bookie_OU_FT_1_5,Over_FT_1_5,Under_FT_1_5,Bookie_OU_FT_2_5,Over_FT_2_5,Under_FT_2_5,Bookie_OU_FT_3_5,Over_FT_3_5,Under_FT_3_5,Bookie_OU_FT_4_5,Over_FT_4_5,Under_FT_4_5,Bookie_BTTS,BTTS_Yes,BTTS_No,Bookie_DC,DC_1X,DC_12,DC_X2
KvC7CPR1,08/01/2026,08:30,ASIA AFC ASIAN CUP U23,Round 1,Australia U23,Thailand U23,Betano.br,1.78,2.4,7.1,Betano.br,1.32,4.8,8.25,Superbet.br,1.29,3.25,Betano.br,2.4,1.44,Superbet.br,5.35,1.12,Superbet.br,1.02,12.0,Betano.br,1.22,3.45,Betano.br,1.65,1.98,Betano.br,2.55,1.4,Superbet.br,4.9,1.14,Betano.br,2.05,1.62,Betano.br,1.08,1.15,3.3
bPNbEock,08/01/2026,11:00,ASIA AFC ASIAN CUP U23,Round 1,Iraq U23,China U23,Betano.br,3.0,1.98,3.6,Betano.br,2.32,3.15,2.9,Betano.br,1.47,2.35,Superbet.br,3.1,1.32,Superbet.br,7.7,1.05,Superbet.br,1.06,7.5,Betano.br,1.37,2.62,Betano.br,2.07,1.6,Betano.br,3.5,1.22,Superbet.br,7.4,1.06,Betano.br,1.85,1.75,Betano.br,1.35,1.3,1.57
SC5rmMjl,08/01/2026,17:00,ENGLAND 1,Round 21,Arsenal,Liverpool,bet365,2.1,2.38,5.5,bet365,1.6,4.1,5.0,bet365,1.33,3.25,bet365,2.5,1.5,bet365,6.0,1.13,bet365,1.04,13.0,bet365,1.22,4.33,bet365,1.73,2.1,bet365,2.75,1.44,bet365,5.0,1.17,bet365,1.75,2.0,bet365,1.17,1.22,2.3
Y3e03sVN,08/01/2026,15:00,FRANCE SUPER CUP,Final,PSG,Marseille,bet365,2.05,2.4,5.5,bet365,1.55,4.0,5.75,bet365,1.3,3.4,bet365,2.38,1.53,bet365,6.0,1.13,bet365,1.04,13.0,bet365,1.2,4.5,bet365,1.67,2.2,bet365,2.63,1.5,bet365,4.5,1.2,bet365,1.75,2.0,bet365,1.14,1.22,2.38
Q9jJDugl,08/01/2026,14:30,ITALY 1,Round 19,Cremonese,Cagliari,bet365,3.1,2.05,3.75,bet365,2.4,3.1,3.2,bet365,1.5,2.5,bet365,3.4,1.3,bet365,10.0,1.06,bet365,1.08,7.5,bet365,1.4,3.0,bet365,2.3,1.62,bet365,4.33,1.22,bet365,9.0,1.07,bet365,1.95,1.8,bet365,1.36,1.36,1.53
AcQMX0pK,08/01/2026,16:45,ITALY 1,Round 19,AC Milan,Genoa,bet365,1.95,2.3,8.0,bet365,1.44,4.5,7.5,bet365,1.4,2.75,bet365,3.0,1.36,bet365,8.0,1.08,bet365,1.06,9.5,bet365,1.33,3.4,bet365,2.0,1.8,bet365,3.75,1.29,bet365,7.0,1.1,bet365,2.25,1.57,bet365,1.1,1.18,2.63
2B1LLrac,08/01/2026,16:00,SPAIN SUPER CUP,Semi-finals,Atl. Madrid,Real Madrid,bet365,3.4,2.3,2.88,bet365,2.9,3.3,2.35,bet365,1.3,3.4,bet365,2.5,1.5,bet365,6.0,1.13,bet365,1.04,13.0,bet365,1.22,4.33,bet365,1.73,2.1,bet365,2.75,1.44,bet365,5.0,1.17,bet365,1.57,2.25,bet365,1.57,1.33,1.4
UNjyDb56,08/01/2026,10:00,ALGERIA 1,Round 15,Ben Aknoun,Olympique Akbou,Bet7k,3.34,1.9,3.29,Bet7k,2.63,2.68,2.57,KTO.br,1.5,2.25,,0.0,0.0,,0.0,0.0,KTO.br,1.1,5.6,KTO.br,1.5,2.33,KTO.br,2.65,1.41,KTO.br,5.1,1.12,,0.0,0.0,KTO.br,2.07,1.58,KTO.br,1.35,1.32,1.34
UkD8BoU1,08/01/2026,13:45,ALGERIA 1,Round 15,ES Setif,Paradou,Betfair,2.4,1.91,5.0,Betfair,1.75,3.0,4.75,Betfair,1.5,2.5,Betfair,3.5,1.25,Betfair,9.5,1.04,Betfair,1.08,7.5,Betfair,1.5,2.55,Betfair,2.63,1.47,Betfair,5.5,1.14,Betfair,11.0,1.04,Betfair,2.25,1.57,Betfair,1.13,1.3,1.91
McmTEKzf,08/01/2026,16:00,ALGERIA 1,Round 15,USM Alger,Oran,Betfair,2.4,1.91,5.5,Betfair,1.7,3.1,5.0,Betfair,1.5,2.5,Betfair,3.5,1.25,Betfair,9.5,1.04,Betfair,1.08,7.5,Betfair,1.5,2.55,Betfair,2.63,1.47,Betfair,5.5,1.14,Betfair,11.0,1.04,Betfair,2.38,1.53,Betfair,1.13,1.3,2.0
tMbbkw4N,08/01/2026,13:00,BAHRAIN 1,Round 11,Al-Ahli Manama,Al-Budaiya,Bet7k,2.76,2.13,3.61,Bet7k,2.14,3.03,3.08,KTO.br,1.37,2.63,,0.0,0.0,,0.0,0.0,,0.0,0.0,KTO.br,1.3,3.0,KTO.br,2.04,1.64,KTO.br,3.7,1.21,KTO.br,7.0,1.03,KTO.br,1.76,1.82,KTO.br,1.26,1.26,1.52
xhpUqHRp,08/01/2026,13:00,BAHRAIN 1,Round 11,Al-Shabbab,Al-Hidd,Bet7k,4.08,2.0,2.74,Bet7k,3.39,2.89,2.08,KTO.br,1.45,2.38,,0.0,0.0,,0.0,0.0,KTO.br,1.06,6.1,KTO.br,1.42,2.55,KTO.br,2.38,1.47,KTO.br,4.5,1.13,,0.0,0.0,KTO.br,1.98,1.64,KTO.br,1.56,1.29,1.21
