Match_ID,Date,Time,League,Round,Home,Away,Bookie_1X2_HT,Odd_1_HT,Odd_X_HT,Odd_2_HT,Bookie_1X2_FT,Odd_1_FT,Odd_X_FT,Odd_2_FT,Bookie_OU_HT_0_5,Over_HT_0_5,Under_HT_0_5,Bookie_OU_HT_1_5,Over_HT_1_5,Under_HT_1_5,Bookie_OU_HT_2_5,Over_HT_2_5,Under_HT_2_5,Bookie_OU_FT_0_5,Over_FT_0_5,Under_FT_0_5,Bookie_OU_FT_1_5,Over_FT_1_5,Under_FT_1_5,Bookie_OU_FT_2_5,Over_FT_2_5,Under_FT_2_5,Bookie_OU_FT_3_5,Over_FT_3_5,Under_FT_3_5,Bookie_OU_FT_4_5,Over_FT_4_5,Under_FT_4_5,Bookie_BTTS,BTTS_Yes,BTTS_No,Bookie_DC,DC_1X,DC_12,DC_X2
vDAbDpjD,31/12/2025,13:00,AFRICA CUP OF NATIONS,Round 3,Equatorial Guinea,Algeria,bet365,5.5,2.1,2.38,bet365,5.25,3.3,1.75,bet365,1.44,2.63,bet365,3.25,1.33,bet365,10.0,1.06,bet365,1.08,8.0,bet365,1.4,2.75,bet365,2.25,1.62,bet365,4.0,1.22,bet365,10.0,1.06,bet365,2.1,1.67,bet365,2.0,1.33,1.17
K8moylrK,31/12/2025,13:00,AFRICA CUP OF NATIONS,Round 3,Sudan,Burkina Faso,bet365,6.0,1.91,2.5,bet365,6.5,2.8,1.8,bet365,1.62,2.2,bet365,4.0,1.22,bet365,13.0,1.04,bet365,1.14,5.5,bet365,1.57,2.25,bet365,2.88,1.4,bet365,6.0,1.13,bet365,15.0,1.03,bet365,2.5,1.5,bet365,1.95,1.4,1.11
I1zhXvsn,31/12/2025,16:00,AFRICA CUP OF NATIONS,Round 3,Gabon,Ivory Coast,bet365,7.5,2.2,2.1,bet365,8.5,3.8,1.48,bet365,1.44,2.63,bet365,3.25,1.33,bet365,9.0,1.07,bet365,1.08,8.0,bet365,1.4,2.75,bet365,2.25,1.62,bet365,4.0,1.22,bet365,9.0,1.07,bet365,2.38,1.53,bet365,2.63,1.25,1.08
vHO0VIBb,31/12/2025,16:00,AFRICA CUP OF NATIONS,Round 3,Mozambique,Cameroon,bet365,6.0,2.1,2.3,bet365,5.25,3.4,1.73,bet365,1.5,2.5,bet365,3.4,1.3,bet365,10.0,1.06,bet365,1.08,7.5,bet365,1.4,2.75,bet365,2.3,1.6,bet365,4.33,1.2,bet365,10.0,1.06,bet365,2.2,1.62,bet365,2.05,1.3,1.17
dlJnNFLF,31/12/2025,05:00,AUSTRALIA 1,Round 10,Central Coast Mariners,Brisbane Roar,bet365,4.0,2.2,2.75,bet365,3.6,3.5,2.05,bet365,1.4,2.75,bet365,2.75,1.4,bet365,8.0,1.08,bet365,1.06,10.0,bet365,1.3,3.5,bet365,2.03,1.83,bet365,3.5,1.3,bet365,6.5,1.11,bet365,1.8,1.95,bet365,1.7,1.29,1.29
xYN9C21K,31/12/2025,02:15,AUSTRALIA 1 WOM,Round 10,Central Coast Mariners W,Brisbane Roar W,Betfair,2.7,2.4,3.1,Betfair,2.2,3.6,2.7,Betfair,1.22,3.8,Betfair,2.2,1.6,Betfair,5.2,1.13,Betfair,1.01,17.0,Betfair,1.11,5.5,Betfair,1.5,2.4,Betfair,2.25,1.57,Betfair,4.0,1.2,Betfair,1.44,2.6,Betfair,1.4,1.25,1.62
zgTVgm6L,31/12/2025,09:00,ETHIOPIA 1,Round 12,Mechal,Ethiopia Bunna,KTO.br,3.55,1.93,3.2,KTO.br,2.85,2.8,2.48,KTO.br,1.5,2.25,,0.0,0.0,,0.0,0.0,KTO.br,1.1,5.75,KTO.br,1.5,2.38,KTO.br,2.6,1.42,KTO.br,5.0,1.13,,0.0,0.0,KTO.br,2.04,1.61,KTO.br,1.38,1.3,1.3
KQ42lRTr,31/12/2025,10:00,ETHIOPIA 1,Round 12,Ethiopia Nigd Bank,Ethiopian Insurance,KTO.br,3.55,1.86,3.4,KTO.br,2.8,2.7,2.6,KTO.br,1.56,2.12,,0.0,0.0,,0.0,0.0,KTO.br,1.12,5.2,KTO.br,1.6,2.17,KTO.br,2.9,1.35,KTO.br,5.75,1.1,,0.0,0.0,KTO.br,2.18,1.53,KTO.br,1.36,1.34,1.3
v9Ild48U,31/12/2025,12:00,GHANA 1,Round 14,Bibiani Gold Stars,Medeama,Betfair,3.1,1.91,3.75,Betfair,2.3,2.8,3.0,Betfair,1.5,2.4,Betfair,3.8,1.22,Betfair,10.0,1.02,Betfair,1.07,7.0,Betfair,1.45,2.55,Betfair,2.55,1.45,Betfair,5.5,1.11,Betfair,11.0,1.01,Betfair,2.1,1.65,Betfair,1.3,1.36,1.53
jNQJIAHP,31/12/2025,14:30,ISRAEL 1,Round 16,Netanya,Hapoel Petah Tikva,bet365,2.63,2.4,3.5,bet365,2.05,3.5,2.9,bet365,1.29,3.5,bet365,2.25,1.57,bet365,5.5,1.14,bet365,1.02,17.0,bet365,1.17,5.0,bet365,1.57,2.35,bet365,2.38,1.53,bet365,4.0,1.22,bet365,1.5,2.5,bet365,1.36,1.25,1.67
