Match_ID,Date,Time,League,Round,Home,Away,Bookie_1X2_HT,Odd_1_HT,Odd_X_HT,Odd_2_HT,Bookie_1X2_FT,Odd_1_FT,Odd_X_FT,Odd_2_FT,Bookie_OU_HT_0_5,Over_HT_0_5,Under_HT_0_5,Bookie_OU_HT_1_5,Over_HT_1_5,Under_HT_1_5,Bookie_OU_HT_2_5,Over_HT_2_5,Under_HT_2_5,Bookie_OU_FT_0_5,Over_FT_0_5,Under_FT_0_5,Bookie_OU_FT_1_5,Over_FT_1_5,Under_FT_1_5,Bookie_OU_FT_2_5,Over_FT_2_5,Under_FT_2_5,Bookie_OU_FT_3_5,Over_FT_3_5,Under_FT_3_5,Bookie_OU_FT_4_5,Over_FT_4_5,Under_FT_4_5,Bookie_BTTS,BTTS_Yes,BTTS_No,Bookie_DC,DC_1X,DC_12,DC_X2
MBSHcUAN,19/01/2026,17:00,ENGLAND 1,Round 22,Brighton,Bournemouth,bet365,2.38,2.5,3.75,bet365,1.85,3.9,3.8,bet365,1.25,3.75,bet365,2.1,1.67,bet365,5.0,1.17,bet365,1.02,17.0,bet365,1.14,5.5,bet365,1.5,2.63,bet365,2.2,1.67,bet365,4.0,1.25,bet365,1.44,2.63,bet365,1.25,1.25,1.91
2VDurr4d,19/01/2026,14:30,ITALY 1,Round 21,Cremonese,Verona,bet365,3.25,2.0,3.75,bet365,2.63,2.9,3.1,bet365,1.5,2.5,bet365,3.5,1.29,bet365,11.0,1.05,bet365,1.11,6.5,bet365,1.44,2.75,bet365,2.38,1.57,bet365,4.5,1.2,bet365,10.0,1.06,bet365,1.95,1.8,bet365,1.36,1.4,1.44
IwdS5od3,19/01/2026,16:45,ITALY 1,Round 21,Lazio,Como,bet365,3.4,2.0,3.4,bet365,2.8,2.9,2.8,bet365,1.5,2.5,bet365,3.4,1.3,bet365,10.0,1.06,bet365,1.1,7.0,bet365,1.44,2.75,bet365,2.38,1.57,bet365,4.33,1.22,bet365,10.0,1.06,bet365,1.95,1.8,bet365,1.4,1.4,1.4
GUunFObn,19/01/2026,17:00,SPAIN 1,Round 20,Elche,Sevilla,bet365,3.0,2.1,3.75,bet365,2.25,3.3,3.25,bet365,1.44,2.63,bet365,3.25,1.33,bet365,9.0,1.07,bet365,1.08,8.0,bet365,1.36,3.2,bet365,2.2,1.67,bet365,4.0,1.25,bet365,8.0,1.08,bet365,1.91,1.91,bet365,1.33,1.33,1.62
YiZ9O5Qk,19/01/2026,21:15,ARGENTINA COPA,1/32-finals,Estudiantes L.P.,Ituzaingo,Betfair,1.62,2.7,8.5,Betfair,1.22,5.5,13.0,Betfair,1.25,3.6,Betfair,2.4,1.5,Betfair,5.5,1.11,Betfair,1.01,15.0,Betfair,1.2,4.5,Betfair,1.6,2.3,Betfair,2.63,1.47,Betfair,4.5,1.2,Betfair,2.2,1.65,Betfair,1.04,1.13,4.2
214e6vrn,19/01/2026,19:30,BRAZIL CATARINENSE,Round 4,Criciuma,Concordia,Betfair,1.91,2.1,8.0,Betfair,1.33,4.0,8.5,Betfair,1.4,2.75,Betfair,3.2,1.3,Betfair,8.0,1.06,Betfair,1.06,8.5,Betfair,1.4,2.88,Betfair,2.25,1.62,Betfair,4.2,1.22,Betfair,8.5,1.06,Betfair,2.63,1.44,Betfair,1.05,1.17,2.88
p0SfJxdK,19/01/2026,18:00,COLOMBIA 1,Apertura,Cucuta,Once Caldas,bet365,2.88,2.05,4.0,bet365,2.2,3.0,3.5,bet365,1.44,2.63,bet365,3.25,1.33,bet365,10.0,1.06,bet365,1.08,8.0,bet365,1.36,3.0,bet365,2.25,1.62,bet365,4.0,1.22,bet365,9.0,1.07,bet365,1.83,1.83,bet365,1.29,1.36,1.67
2kCkhmt4,19/01/2026,14:00,CYPRUS 1,Round 18,Omonia Aradippou,Paralimni,Betfair,1.91,2.2,7.0,Betfair,1.36,4.1,8.0,Betfair,1.4,2.75,Betfair,3.0,1.33,Betfair,8.0,1.06,Betfair,1.06,9.0,Betfair,1.36,3.1,Betfair,2.15,1.67,Betfair,4.1,1.22,Betfair,8.0,1.07,Betfair,2.38,1.53,Betfair,1.06,1.17,2.8
C47xQ8pg,19/01/2026,16:45,FRANCE 2,Round 19,Nancy,Guingamp,bet365,3.2,2.1,3.4,bet365,2.5,3.1,2.6,bet365,1.4,2.75,bet365,3.0,1.36,bet365,8.0,1.08,bet365,1.07,9.0,bet365,1.36,3.0,bet365,2.1,1.7,bet365,3.75,1.25,bet365,8.0,1.08,bet365,1.8,1.91,bet365,1.44,1.33,1.44
UBxInUOr,19/01/2026,13:00,GREECE 1,Round 17,Panetolikos,Levadiakos,bet365,5.0,2.1,2.4,bet365,4.5,3.5,1.76,bet365,1.44,2.63,bet365,3.25,1.33,bet365,9.0,1.07,bet365,1.07,8.5,bet365,1.36,3.0,bet365,2.1,1.7,bet365,3.75,1.25,bet365,8.0,1.08,bet365,2.0,1.75,bet365,1.95,1.29,1.18
