Match_ID,Date,Time,League,Round,Home,Away,Bookie_1X2_HT,Odd_1_HT,Odd_X_HT,Odd_2_HT,Bookie_1X2_FT,Odd_1_FT,Odd_X_FT,Odd_2_FT,Bookie_OU_HT_0_5,Over_HT_0_5,Under_HT_0_5,Bookie_OU_HT_1_5,Over_HT_1_5,Under_HT_1_5,Bookie_OU_HT_2_5,Over_HT_2_5,Under_HT_2_5,Bookie_OU_FT_0_5,Over_FT_0_5,Under_FT_0_5,Bookie_OU_FT_1_5,Over_FT_1_5,Under_FT_1_5,Bookie_OU_FT_2_5,Over_FT_2_5,Under_FT_2_5,Bookie_OU_FT_3_5,Over_FT_3_5,Under_FT_3_5,Bookie_OU_FT_4_5,Over_FT_4_5,Under_FT_4_5,Bookie_BTTS,BTTS_Yes,BTTS_No,Bookie_DC,DC_1X,DC_12,DC_X2
nLYTBXE8,23/12/2025,09:30,AFRICA CUP OF NATIONS,Round 1,D.R. Congo,Benin,bet365,2.3,2.05,6.5,bet365,1.7,3.4,6.0,bet365,1.5,2.5,bet365,3.5,1.29,bet365,11.0,1.05,bet365,1.11,6.5,bet365,1.44,2.63,bet365,2.4,1.53,bet365,4.5,1.18,bet365,11.0,1.05,bet365,2.25,1.57,bet365,1.13,1.3,2.1
Uq4q4Le2,23/12/2025,12:00,AFRICA CUP OF NATIONS,Round 1,Senegal,Botswana,bet365,1.57,2.63,13.0,bet365,1.2,6.25,15.0,bet365,1.33,3.25,bet365,2.5,1.5,bet365,6.0,1.13,bet365,1.04,12.0,bet365,1.22,4.0,bet365,1.73,2.08,bet365,2.75,1.4,bet365,5.5,1.14,bet365,2.63,1.44,bet365,1.03,1.13,4.33
n1ngg4sp,23/12/2025,14:30,AFRICA CUP OF NATIONS,Round 1,Nigeria,Tanzania,bet365,1.95,2.25,8.0,bet365,1.44,4.1,9.0,bet365,1.4,2.75,bet365,3.0,1.36,bet365,8.0,1.08,bet365,1.07,9.0,bet365,1.33,3.25,bet365,2.08,1.73,bet365,3.75,1.25,bet365,8.0,1.08,bet365,2.25,1.57,bet365,1.07,1.22,2.63
rTu2irCd,23/12/2025,17:00,AFRICA CUP OF NATIONS,Round 1,Tunisia,Uganda,bet365,2.25,2.1,6.0,bet365,1.65,3.5,6.0,bet365,1.44,2.63,bet365,3.25,1.33,bet365,9.0,1.07,bet365,1.08,8.0,bet365,1.36,3.0,bet365,2.25,1.62,bet365,4.0,1.22,bet365,9.0,1.07,bet365,2.1,1.67,bet365,1.13,1.29,2.2
rqI5id2k,23/12/2025,15:30,ALGERIA 1,Round 3,MC Alger,Ben Aknoun,Betfair,1.73,2.3,9.5,Betfair,1.25,4.6,11.0,Betfair,1.4,2.75,Betfair,3.0,1.33,Betfair,7.5,1.06,Betfair,1.06,9.0,Betfair,1.36,3.1,Betfair,2.15,1.67,Betfair,4.1,1.22,Betfair,8.0,1.07,Betfair,2.75,1.4,Betfair,1.03,1.14,3.5
K24Ion1L,23/12/2025,13:00,Asia - AFC Champions League,League phase,Al-Sadd (Qat),Shabab Al-Ahli Dubai (Uae),Betfair,2.7,2.4,3.1,Betfair,2.2,3.6,2.7,Betfair,1.22,3.75,Betfair,2.1,1.67,Betfair,4.5,1.17,Betfair,1.01,17.0,Betfair,1.13,6.0,Betfair,1.5,2.55,Betfair,2.2,1.65,Betfair,3.8,1.25,Betfair,1.4,2.75,Betfair,1.36,1.22,1.57
QDnUUHx3,23/12/2025,15:15,Asia - AFC Champions League,League phase,Al Ittihad (Sau),Nasaf Qarshi (Uzb),Betfair,1.62,2.8,7.5,Betfair,1.22,5.5,9.5,Betfair,1.2,4.0,Betfair,2.1,1.67,Betfair,4.5,1.17,Betano.br,1.03,9.5,Betfair,1.13,6.0,Betfair,1.44,2.7,Betfair,2.15,1.67,Betfair,3.5,1.29,Betfair,1.73,2.0,Betfair,1.04,1.1,3.75
ni79hYj5,23/12/2025,05:15,AUSTRALIA 1,Round 8,Melbourne City,Macarthur FC,bet365,2.2,2.38,5.5,bet365,1.57,4.1,5.25,bet365,1.33,3.25,bet365,2.63,1.44,bet365,6.5,1.11,bet365,1.04,12.0,bet365,1.25,4.0,bet365,1.8,2.0,bet365,3.0,1.4,bet365,5.5,1.14,bet365,1.8,1.95,bet365,1.17,1.22,2.25
pvyOla9D,23/12/2025,02:30,AUSTRALIA 1 WOM,Round 10,Melbourne City W,Melbourne Victory W,Betfair,2.25,2.3,4.33,Betfair,1.7,3.75,4.0,Betfair,1.29,3.3,Betfair,2.4,1.5,Betfair,6.5,1.08,Betfair,1.01,13.0,Betfair,1.17,4.5,Betfair,1.65,2.1,Betfair,2.75,1.4,Betfair,5.2,1.13,Betfair,1.6,2.2,Betfair,1.2,1.22,2.0
2HdDJHkt,23/12/2025,09:30,EGYPT CUP,1/16-finals,Ceramica Cleopatra,Abu Qir Semad,Betfair,1.57,2.63,10.0,Betfair,1.15,5.5,14.0,Betfair,1.29,3.3,Betfair,2.55,1.45,Betfair,6.5,1.08,Betfair,1.01,11.0,Betfair,1.2,4.0,Betfair,1.65,2.1,Betfair,2.88,1.36,Betfair,5.5,1.11,Betfair,2.55,1.45,Betfair,1.03,1.11,4.5
