Match_ID,Date,Time,League,Round,Home,Away,Bookie_1X2_HT,Odd_1_HT,Odd_X_HT,Odd_2_HT,Bookie_1X2_FT,Odd_1_FT,Odd_X_FT,Odd_2_FT,Bookie_OU_HT_0_5,Over_HT_0_5,Under_HT_0_5,Bookie_OU_HT_1_5,Over_HT_1_5,Under_HT_1_5,Bookie_OU_HT_2_5,Over_HT_2_5,Under_HT_2_5,Bookie_OU_FT_0_5,Over_FT_0_5,Under_FT_0_5,Bookie_OU_FT_1_5,Over_FT_1_5,Under_FT_1_5,Bookie_OU_FT_2_5,Over_FT_2_5,Under_FT_2_5,Bookie_OU_FT_3_5,Over_FT_3_5,Under_FT_3_5,Bookie_OU_FT_4_5,Over_FT_4_5,Under_FT_4_5,Bookie_BTTS,BTTS_Yes,BTTS_No,Bookie_DC,DC_1X,DC_12,DC_X2
YeHelIam,21/12/2025,16:00,AFRICA CUP OF NATIONS,Round 1,Morocco,Comoros,bet365,1.5,2.88,17.0,bet365,1.14,7.5,17.0,bet365,1.3,3.4,bet365,2.38,1.53,bet365,5.5,1.14,bet365,1.04,13.0,bet365,1.2,4.33,bet365,1.67,2.15,bet365,2.63,1.44,bet365,5.0,1.17,bet365,3.0,1.36,bet365,1.02,1.1,5.5
OtdbtdHr,21/12/2025,13:30,ENGLAND 1,Round 17,Aston Villa,Manchester Utd,bet365,2.6,2.38,3.6,bet365,2.1,3.6,3.3,bet365,1.29,3.5,bet365,2.38,1.53,bet365,5.5,1.14,bet365,1.04,13.0,bet365,1.2,4.5,bet365,1.67,2.2,bet365,2.63,1.5,bet365,4.5,1.2,bet365,1.53,2.38,bet365,1.33,1.29,1.7
SdcOE9Cd,21/12/2025,11:30,GERMANY 1,Round 15,Mainz,St. Pauli,bet365,2.6,2.1,4.5,bet365,1.95,3.4,4.1,bet365,1.44,2.63,bet365,3.25,1.33,bet365,9.0,1.07,bet365,1.07,9.0,bet365,1.36,3.2,bet365,2.1,1.73,bet365,4.0,1.25,bet365,8.0,1.08,bet365,1.95,1.8,bet365,1.22,1.3,1.8
CS1kuRVO,21/12/2025,11:00,ITALY 1,Round 16,Sassuolo,Torino,bet365,3.0,2.05,3.75,bet365,2.3,3.2,3.3,bet365,1.44,2.63,bet365,3.25,1.33,bet365,9.0,1.07,bet365,1.08,8.0,bet365,1.36,3.2,bet365,2.2,1.67,bet365,4.0,1.25,bet365,8.0,1.08,bet365,1.91,1.91,bet365,1.33,1.36,1.57
69N6U9H6,21/12/2025,14:00,ITALY 1,Round 16,Fiorentina,Udinese,bet365,2.88,2.1,4.0,bet365,2.2,3.3,3.4,bet365,1.44,2.63,bet365,3.25,1.33,bet365,9.0,1.07,bet365,1.07,8.5,bet365,1.36,3.2,bet365,2.1,1.73,bet365,4.0,1.25,bet365,8.0,1.08,bet365,1.91,1.91,bet365,1.3,1.33,1.67
C6QESmnJ,21/12/2025,16:45,ITALY 1,Round 16,Genoa,Atalanta,bet365,4.5,2.1,2.6,bet365,4.0,3.4,1.95,bet365,1.44,2.63,bet365,3.0,1.36,bet365,9.0,1.07,bet365,1.07,9.0,bet365,1.36,3.2,bet365,2.1,1.73,bet365,3.75,1.29,bet365,8.0,1.08,bet365,1.91,1.91,bet365,1.8,1.3,1.22
nNLv7AN8,21/12/2025,08:15,NETHERLANDS 1,Round 17,Utrecht,PSV,bet365,4.33,2.6,2.2,bet365,4.5,4.1,1.7,bet365,1.25,3.75,bet365,2.1,1.67,bet365,4.5,1.18,bet365,1.02,19.0,bet365,1.14,5.5,bet365,1.5,2.5,bet365,2.2,1.62,bet365,3.75,1.25,bet365,1.5,2.5,bet365,2.1,1.22,1.18
0UupoT0k,21/12/2025,10:30,NETHERLANDS 1,Round 17,Feyenoord,Twente,bet365,2.2,2.5,4.75,bet365,1.67,4.2,4.5,bet365,1.25,3.75,bet365,2.25,1.57,bet365,5.5,1.14,bet365,1.02,17.0,bet365,1.17,5.0,bet365,1.57,2.35,bet365,2.38,1.53,bet365,4.0,1.22,bet365,1.57,2.25,bet365,1.18,1.22,2.15
YFP35cn4,21/12/2025,10:30,NETHERLANDS 1,Round 17,G.A. Eagles,Groningen,bet365,3.6,2.3,2.75,bet365,3.3,3.5,2.15,bet365,1.33,3.25,bet365,2.5,1.5,bet365,6.5,1.11,bet365,1.04,13.0,bet365,1.22,4.0,bet365,1.73,2.08,bet365,2.75,1.4,bet365,5.5,1.14,bet365,1.62,2.2,bet365,1.67,1.29,1.33
6Rrhq7V1,21/12/2025,12:45,NETHERLANDS 1,Round 17,FC Volendam,Sparta Rotterdam,bet365,3.2,2.4,2.88,bet365,2.8,3.75,2.35,bet365,1.29,3.5,bet365,2.25,1.57,bet365,5.5,1.14,bet365,1.03,15.0,bet365,1.17,5.0,bet365,1.57,2.35,bet365,2.38,1.53,bet365,4.33,1.2,bet365,1.5,2.5,bet365,1.57,1.25,1.4
6TNB3yHG,21/12/2025,12:45,NETHERLANDS 1,Round 17,Sittard,AZ Alkmaar,bet365,4.0,2.4,2.38,bet365,4.2,3.8,1.8,bet365,1.29,3.5,bet365,2.25,1.57,bet365,5.5,1.14,bet365,1.03,15.0,bet365,1.17,5.0,bet365,1.57,2.35,bet365,2.38,1.53,bet365,4.33,1.2,bet365,1.57,2.25,bet365,1.95,1.25,1.22
dhsK6cBj,21/12/2025,10:00,SPAIN 1,Round 17,Girona,Atl. Madrid,bet365,5.0,2.38,2.2,bet365,5.0,4.0,1.67,bet365,1.33,3.25,bet365,2.5,1.5,bet365,6.5,1.11,bet365,1.04,13.0,bet365,1.22,4.33,bet365,1.73,2.1,bet365,2.75,1.44,bet365,5.0,1.17,bet365,1.75,2.0,bet365,2.15,1.22,1.17
lnU5U03c,21/12/2025,12:15,SPAIN 1,Round 17,Villarreal,Barcelona,bet365,3.6,2.75,2.25,bet365,3.4,4.75,1.83,bet365,1.17,5.0,bet365,1.8,1.91,bet365,3.5,1.29,bet365,1.01,26.0,bet365,1.08,8.0,bet365,1.29,3.75,bet365,1.73,2.1,bet365,2.63,1.5,bet365,1.3,3.4,bet365,1.91,1.18,1.3
MBAOHNJi,21/12/2025,14:30,SPAIN 1,Round 17,Elche,Rayo Vallecano,bet365,3.1,2.0,3.75,bet365,2.4,3.1,3.2,bet365,1.5,2.5,bet365,3.4,1.3,bet365,10.0,1.06,bet365,1.08,7.5,bet365,1.44,2.75,bet365,2.38,1.57,bet365,4.33,1.22,bet365,10.0,1.06,bet365,1.95,1.8,bet365,1.36,1.36,1.53
63SyfKRp,21/12/2025,17:00,SPAIN 1,Round 17,Betis,Getafe,bet365,2.3,2.05,6.0,bet365,1.7,3.5,5.5,bet365,1.5,2.5,bet365,3.4,1.3,bet365,10.0,1.06,bet365,1.1,7.0,bet365,1.44,2.75,bet365,2.38,1.57,bet365,4.5,1.2,bet365,10.0,1.06,bet365,2.2,1.62,bet365,1.14,1.29,2.1
