Match_ID,Date,Time,League,Round,Home,Away,Bookie_1X2_HT,Odd_1_HT,Odd_X_HT,Odd_2_HT,Bookie_1X2_FT,Odd_1_FT,Odd_X_FT,Odd_2_FT,Bookie_OU_HT_0_5,Over_HT_0_5,Under_HT_0_5,Bookie_OU_HT_1_5,Over_HT_1_5,Under_HT_1_5,Bookie_OU_HT_2_5,Over_HT_2_5,Under_HT_2_5,Bookie_OU_FT_0_5,Over_FT_0_5,Under_FT_0_5,Bookie_OU_FT_1_5,Over_FT_1_5,Under_FT_1_5,Bookie_OU_FT_2_5,Over_FT_2_5,Under_FT_2_5,Bookie_OU_FT_3_5,Over_FT_3_5,Under_FT_3_5,Bookie_OU_FT_4_5,Over_FT_4_5,Under_FT_4_5,Bookie_BTTS,BTTS_Yes,BTTS_No,Bookie_DC,DC_1X,DC_12,DC_X2
ULFDFYeS,02/12/2025,16:30,ENGLAND 1,Round 14,Bournemouth,Everton,bet365,2.63,2.2,4.0,bet365,2.1,3.2,3.7,bet365,1.36,3.0,bet365,2.75,1.4,bet365,8.0,1.08,bet365,1.06,10.0,bet365,1.29,3.75,bet365,1.98,1.88,bet365,3.4,1.33,bet365,6.0,1.13,bet365,1.7,2.05,bet365,1.29,1.36,1.7
GIXvWgt9,02/12/2025,16:30,ENGLAND 1,Round 14,Fulham,Manchester City,bet365,4.75,2.4,2.2,bet365,4.75,4.1,1.67,bet365,1.3,3.4,bet365,2.38,1.53,bet365,6.0,1.13,bet365,1.04,13.0,bet365,1.22,4.33,bet365,1.67,2.2,bet365,2.75,1.44,bet365,5.0,1.17,bet365,1.67,2.1,bet365,2.15,1.22,1.18
MwJZKTX7,02/12/2025,17:15,ENGLAND 1,Round 14,Newcastle,Tottenham,bet365,2.2,2.4,4.75,bet365,1.7,4.0,4.75,bet365,1.3,3.4,bet365,2.5,1.5,bet365,6.0,1.13,bet365,1.04,13.0,bet365,1.22,4.33,bet365,1.67,2.2,bet365,2.75,1.44,bet365,5.0,1.17,bet365,1.67,2.1,bet365,1.18,1.22,2.1
zoR5RMn2,02/12/2025,10:30,NETHERLANDS 1,Round 14,Ajax,Groningen,Estrelabet,2.5,2.28,3.8,Betfair,2.05,3.6,3.5,Estrelabet,1.3,3.0,Estrelabet,2.45,1.45,Estrelabet,5.33,1.1,Betfair,1.03,13.0,Betfair,1.22,4.1,Betfair,1.75,2.05,Betfair,2.88,1.4,Betfair,5.5,1.14,bet365,1.62,2.2,Betfair,1.25,1.25,1.73
CMIonQUa,02/12/2025,17:00,SPAIN 1,Round 19,Barcelona,Atl. Madrid,bet365,2.25,2.63,3.75,bet365,1.8,4.33,3.75,bet365,1.2,4.33,bet365,2.03,1.78,bet365,4.0,1.22,bet365,1.01,23.0,bet365,1.11,6.5,bet365,1.4,3.0,bet365,2.0,1.8,bet365,3.2,1.36,bet365,1.4,2.75,bet365,1.25,1.2,1.95
n14Dz6Al,02/12/2025,09:00,World - FIFA Arab Cup,Round 1,Morocco,Comoros,Estrelabet,1.64,2.57,7.5,Estrelabet,1.27,5.0,8.0,BetEsporte,1.22,3.4,Estrelabet,2.2,1.6,BetEsporte,4.4,1.14,BetEsporte,1.02,15.0,BetEsporte,1.17,4.4,Estrelabet,1.55,2.28,Estrelabet,2.28,1.55,BetEsporte,4.0,1.21,Betano.br,1.91,1.7,Estrelabet,1.06,1.11,2.75
0MPFQaj5,02/12/2025,11:30,World - FIFA Arab Cup,Round 1,Egypt,Kuwait,Estrelabet,1.84,2.2,7.5,Estrelabet,1.36,4.0,8.0,Estrelabet,1.4,2.71,BetEsporte,2.45,1.4,BetEsporte,5.6,1.08,BetEsporte,1.04,10.0,Estrelabet,1.33,3.0,Estrelabet,2.05,1.7,BetEsporte,3.05,1.33,BetEsporte,5.6,1.11,Betano.br,2.15,1.62,Estrelabet,1.07,1.16,2.42
bNCoGeD6,02/12/2025,14:00,World - FIFA Arab Cup,Round 1,Saudi Arabia,Oman,Estrelabet,2.33,2.12,4.33,Estrelabet,1.78,3.33,4.0,BetEsporte,1.31,2.8,Estrelabet,2.71,1.4,BetEsporte,5.6,1.08,BetEsporte,1.04,10.0,Estrelabet,1.3,3.2,Estrelabet,1.95,1.75,BetEsporte,2.95,1.34,BetEsporte,5.4,1.12,Betano.br,1.8,1.9,Estrelabet,1.2,1.25,1.76
OjeatjJc,02/12/2025,11:00,ARMENIA 1,Round 15,Van,Noah,Betfair,8.0,2.5,1.73,Betfair,9.5,5.0,1.25,Betfair,1.3,3.2,Betfair,2.5,1.5,Betfair,6.0,1.11,Betfair,1.02,13.0,Betfair,1.22,4.2,Betfair,1.65,2.1,Betfair,2.88,1.4,Betfair,5.5,1.14,Betfair,2.15,1.67,Betfair,3.5,1.13,1.04
YRZcVmuB,02/12/2025,05:30,BANGLADESH CUP,-,Arambagh,Bangladesh Police,Betano.br,6.0,2.15,2.0,Betano.br,6.0,3.9,1.45,Betano.br,1.39,2.45,Estrelabet,2.66,1.36,,0.0,0.0,,0.0,0.0,Superbet.br,1.29,3.05,Betano.br,1.9,1.72,Superbet.br,3.25,1.25,,0.0,0.0,Superbet.br,2.17,1.62,Betano.br,2.37,1.2,1.11
x0tkX9Ab,02/12/2025,05:30,BANGLADESH CUP,-,Fortis,Mohammedan,Betano.br,3.0,1.95,3.5,Betano.br,2.3,3.15,2.82,Betano.br,1.47,2.22,,0.0,0.0,,0.0,0.0,,0.0,0.0,Superbet.br,1.4,2.6,Betano.br,2.18,1.53,Superbet.br,4.0,1.16,,0.0,0.0,Superbet.br,2.02,1.71,Betano.br,1.35,1.3,1.5
