Match_ID,Date,Time,League,Round,Home,Away,Bookie_1X2_HT,Odd_1_HT,Odd_X_HT,Odd_2_HT,Bookie_1X2_FT,Odd_1_FT,Odd_X_FT,Odd_2_FT,Bookie_OU_HT_0_5,Over_HT_0_5,Under_HT_0_5,Bookie_OU_HT_1_5,Over_HT_1_5,Under_HT_1_5,Bookie_OU_HT_2_5,Over_HT_2_5,Under_HT_2_5,Bookie_OU_FT_0_5,Over_FT_0_5,Under_FT_0_5,Bookie_OU_FT_1_5,Over_FT_1_5,Under_FT_1_5,Bookie_OU_FT_2_5,Over_FT_2_5,Under_FT_2_5,Bookie_OU_FT_3_5,Over_FT_3_5,Under_FT_3_5,Bookie_OU_FT_4_5,Over_FT_4_5,Under_FT_4_5,Bookie_BTTS,BTTS_Yes,BTTS_No,Bookie_DC,DC_1X,DC_12,DC_X2
C8HfXa1K,18/12/2025,17:00,EUROPA CONFERENCE LEAGUE,League phase,AEK Athens,Univ. Craiova,bet365,1.95,2.3,7.0,bet365,1.44,4.2,7.0,bet365,1.36,3.0,bet365,2.75,1.4,bet365,7.0,1.1,bet365,1.05,11.0,bet365,1.29,3.5,bet365,1.9,1.9,bet365,3.25,1.33,bet365,6.5,1.11,bet365,2.1,1.67,bet365,1.1,1.22,2.63
fLzQYxJr,18/12/2025,17:00,EUROPA CONFERENCE LEAGUE,League phase,AEK Larnaca,Shkendija,bet365,2.2,2.2,6.5,bet365,1.57,3.9,5.75,bet365,1.44,2.63,bet365,3.0,1.36,bet365,9.0,1.07,bet365,1.07,9.0,bet365,1.36,3.0,bet365,2.1,1.7,bet365,3.75,1.25,bet365,8.0,1.08,bet365,2.2,1.62,bet365,1.14,1.25,2.3
nLfgFW4e,18/12/2025,17:00,EUROPA CONFERENCE LEAGUE,League phase,AZ Alkmaar,Jagiellonia,bet365,2.05,2.5,5.5,bet365,1.55,4.2,5.5,bet365,1.29,3.5,bet365,2.25,1.57,bet365,5.5,1.14,bet365,1.03,15.0,bet365,1.18,4.5,bet365,1.6,2.3,bet365,2.5,1.5,bet365,4.33,1.2,bet365,1.67,2.1,bet365,1.14,1.22,2.38
OfZkcSJj,18/12/2025,17:00,EUROPA CONFERENCE LEAGUE,League phase,Celje,Shelbourne,bet365,1.73,2.63,8.5,bet365,1.3,5.75,9.5,bet365,1.29,3.5,bet365,2.25,1.57,bet365,5.5,1.14,bet365,1.02,17.0,bet365,1.18,4.5,bet365,1.6,2.3,bet365,2.5,1.5,bet365,4.33,1.2,bet365,2.0,1.73,bet365,1.06,1.14,3.5
GUXkN0LM,18/12/2025,17:00,EUROPA CONFERENCE LEAGUE,League phase,Crystal Palace,KuPS,bet365,1.53,3.0,11.0,bet365,1.17,7.0,15.0,bet365,1.22,4.0,bet365,2.1,1.67,bet365,4.5,1.18,bet365,1.02,19.0,bet365,1.13,6.0,bet365,1.44,2.7,bet365,2.1,1.67,bet365,3.5,1.29,bet365,2.1,1.67,bet365,1.03,1.1,5.0
nktZQrMc,18/12/2025,17:00,EUROPA CONFERENCE LEAGUE,League phase,Dyn. Kyiv,Noah,bet365,2.75,2.2,3.75,bet365,2.1,3.5,3.25,bet365,1.36,3.0,bet365,2.75,1.4,bet365,7.0,1.1,bet365,1.05,11.0,bet365,1.29,3.5,bet365,1.9,1.9,bet365,3.25,1.33,bet365,6.5,1.11,bet365,1.73,2.0,bet365,1.33,1.29,1.7
86iX9yTF,18/12/2025,17:00,EUROPA CONFERENCE LEAGUE,League phase,Lausanne,Fiorentina,bet365,3.6,2.25,2.75,bet365,3.2,3.5,2.15,bet365,1.33,3.25,bet365,2.63,1.44,bet365,6.5,1.11,bet365,1.04,13.0,bet365,1.22,4.0,bet365,1.8,2.0,bet365,2.75,1.4,bet365,5.5,1.14,bet365,1.62,2.2,bet365,1.7,1.29,1.33
E3McdXG6,18/12/2025,17:00,EUROPA CONFERENCE LEAGUE,League phase,Legia,Lincoln Red Imps,bet365,1.67,2.88,7.5,bet365,1.3,5.5,9.0,bet365,1.22,4.0,bet365,2.05,1.75,bet365,4.33,1.2,bet365,1.01,21.0,bet365,1.11,6.5,bet365,1.4,2.88,bet365,2.0,1.73,bet365,3.4,1.3,bet365,1.73,2.0,bet365,1.07,1.14,3.4
r17KeFrn,18/12/2025,17:00,EUROPA CONFERENCE LEAGUE,League phase,Mainz,Samsunspor,bet365,2.1,2.4,5.0,bet365,1.62,4.1,4.75,bet365,1.3,3.4,bet365,2.38,1.53,bet365,6.0,1.13,bet365,1.03,15.0,bet365,1.2,4.33,bet365,1.67,2.15,bet365,2.63,1.44,bet365,5.0,1.17,bet365,1.67,2.1,bet365,1.18,1.22,2.25
Odzfufb5,18/12/2025,17:00,EUROPA CONFERENCE LEAGUE,League phase,Omonia,Rakow,bet365,3.2,2.1,3.4,bet365,2.55,3.3,2.7,bet365,1.4,2.75,bet365,3.0,1.36,bet365,9.0,1.07,bet365,1.06,10.0,bet365,1.3,3.4,bet365,2.05,1.75,bet365,3.5,1.29,bet365,8.0,1.08,bet365,1.8,1.91,bet365,1.4,1.33,1.5
zeSlz8G8,18/12/2025,17:00,EUROPA CONFERENCE LEAGUE,League phase,Rayo Vallecano,Drita,bet365,1.5,3.0,12.0,bet365,1.17,7.5,13.0,bet365,1.22,4.0,bet365,2.1,1.67,bet365,4.5,1.18,bet365,1.01,21.0,bet365,1.13,6.0,bet365,1.44,2.7,bet365,2.1,1.67,bet365,3.5,1.29,bet365,2.2,1.62,bet365,1.04,1.1,5.0
OvZ1DVj5,18/12/2025,17:00,EUROPA CONFERENCE LEAGUE,League phase,Shakhtar Donetsk,Rijeka,bet365,2.5,2.25,4.5,bet365,1.85,3.5,4.1,bet365,1.36,3.0,bet365,2.75,1.4,bet365,7.0,1.1,bet365,1.05,11.0,bet365,1.29,3.5,bet365,1.9,1.9,bet365,3.25,1.33,bet365,6.5,1.11,bet365,1.73,2.0,bet365,1.22,1.29,1.91
4lavoPUQ,18/12/2025,17:00,EUROPA CONFERENCE LEAGUE,League phase,Shamrock Rovers,Hamrun,bet365,2.5,2.2,4.75,bet365,1.83,3.4,4.5,bet365,1.4,2.75,bet365,3.0,1.36,bet365,8.0,1.08,bet365,1.07,9.0,bet365,1.33,3.25,bet365,2.05,1.75,bet365,3.75,1.25,bet365,8.0,1.08,bet365,1.83,1.83,bet365,1.18,1.3,1.91
hW24Sec2,18/12/2025,17:00,EUROPA CONFERENCE LEAGUE,League phase,Sigma Olomouc,Lech Poznan,bet365,3.75,2.0,3.2,bet365,3.5,2.7,2.5,bet365,1.5,2.5,bet365,3.5,1.29,bet365,11.0,1.05,bet365,1.1,7.0,bet365,1.44,2.63,bet365,2.4,1.53,bet365,4.5,1.18,bet365,11.0,1.05,bet365,1.91,1.8,bet365,1.5,1.44,1.29
