Match_ID,Date,Time,League,Round,Home,Away,Bookie_1X2_HT,Odd_1_HT,Odd_X_HT,Odd_2_HT,Bookie_1X2_FT,Odd_1_FT,Odd_X_FT,Odd_2_FT,Bookie_OU_HT_0_5,Over_HT_0_5,Under_HT_0_5,Bookie_OU_HT_1_5,Over_HT_1_5,Under_HT_1_5,Bookie_OU_HT_2_5,Over_HT_2_5,Under_HT_2_5,Bookie_OU_FT_0_5,Over_FT_0_5,Under_FT_0_5,Bookie_OU_FT_1_5,Over_FT_1_5,Under_FT_1_5,Bookie_OU_FT_2_5,Over_FT_2_5,Under_FT_2_5,Bookie_OU_FT_3_5,Over_FT_3_5,Under_FT_3_5,Bookie_OU_FT_4_5,Over_FT_4_5,Under_FT_4_5,Bookie_BTTS,BTTS_Yes,BTTS_No,Bookie_DC,DC_1X,DC_12,DC_X2
S2GzkIbs,25/12/2025,15:30,ALGERIA 1,Round 8,CR Belouizdad,ES Setif,Betfair,2.2,2.0,6.0,Betfair,1.55,3.3,6.0,Betfair,1.5,2.5,Betfair,3.5,1.25,Betfair,9.5,1.04,Betfair,1.08,7.5,Betfair,1.5,2.55,Betfair,2.63,1.47,Betfair,5.5,1.14,Betfair,11.0,1.04,Betfair,2.5,1.5,Betfair,1.08,1.25,2.2
EVjH8MVF,25/12/2025,12:00,EGYPT LEAGUE CUP,Round 3,Al Masry,Haras El Hodood,Betfair,2.88,1.91,4.2,Betfair,2.1,3.0,3.4,Betfair,1.5,2.5,Betfair,3.5,1.25,Betfair,9.5,1.04,Betfair,1.08,7.5,Betfair,1.5,2.55,Betfair,2.63,1.47,Betfair,5.5,1.14,Betfair,11.0,1.04,Betfair,2.1,1.67,Betfair,1.25,1.3,1.62
AcpQ600S,25/12/2025,12:00,EGYPT LEAGUE CUP,Round 3,El Gouna,National Bank Egypt,Betfair,4.0,1.83,3.1,Betfair,3.1,2.75,2.38,Betfair,1.57,2.25,Betfair,3.75,1.22,Betfair,10.0,1.03,Betfair,1.1,6.5,Betfair,1.57,2.38,Betfair,2.88,1.4,Betfair,6.0,1.13,Betfair,13.0,1.02,Betfair,2.25,1.57,Betfair,1.5,1.36,1.3
Q9AMnu9d,25/12/2025,15:00,EGYPT LEAGUE CUP,Round 3,Zamalek,Smouha,Betfair,2.3,2.0,5.5,Betfair,1.65,3.3,5.0,Betfair,1.44,2.63,Betfair,3.25,1.29,Betfair,9.5,1.04,Betfair,1.07,8.0,Betfair,1.44,2.7,Betfair,2.45,1.53,Betfair,4.5,1.2,Betfair,9.0,1.05,Betfair,2.25,1.57,Betfair,1.13,1.25,2.0
fs6nRcWH,25/12/2025,09:00,ETHIOPIA 1,Round 11,Sheger Ketema,Hawassa,Estrelabet,4.33,1.83,2.75,Estrelabet,3.75,2.83,2.12,Estrelabet,1.55,2.2,,0.0,0.0,,0.0,0.0,KTO.br,1.07,6.5,Estrelabet,1.55,2.2,Superbet.br,2.25,1.55,Superbet.br,3.9,1.17,,0.0,0.0,Superbet.br,1.97,1.75,Estrelabet,1.54,1.35,1.23
W2LMW12t,25/12/2025,10:00,ETHIOPIA 1,Round 11,Ethiopia Bunna,Dire Dawa,Estrelabet,2.6,1.83,4.75,Estrelabet,1.95,2.9,4.2,Estrelabet,1.55,2.2,,0.0,0.0,,0.0,0.0,Superbet.br,1.09,5.15,Estrelabet,1.55,2.2,Superbet.br,2.7,1.37,,0.0,0.0,,0.0,0.0,Superbet.br,2.45,1.49,Estrelabet,1.2,1.3,1.66
6LZ4qunn,25/12/2025,12:00,ETHIOPIA 1,Round 11,St. George,Ethiopia Nigd Bank,Estrelabet,2.8,1.78,4.5,Estrelabet,2.12,2.9,3.66,Estrelabet,1.6,2.1,,0.0,0.0,,0.0,0.0,Superbet.br,1.11,4.7,Estrelabet,1.6,2.1,Superbet.br,2.92,1.31,KTO.br,6.0,1.09,,0.0,0.0,Superbet.br,2.4,1.51,Estrelabet,1.25,1.32,1.55
jP1cjRso,25/12/2025,20:00,HONDURAS 1,Apertura,Olancho,Platense,Betfair,2.8,2.2,3.4,Betfair,2.2,3.3,2.88,Betfair,1.3,3.2,Betfair,2.63,1.44,Betfair,6.0,1.1,Betfair,1.03,12.0,Betfair,1.25,3.8,Betfair,1.8,2.0,Betfair,3.1,1.36,Betfair,6.0,1.13,Betfair,1.62,2.2,Betfair,1.33,1.25,1.57
AawCBEGi,25/12/2025,11:50,SAUDI ARABIA 1,Round 11,Al Fayha,Al Hazem,bet365,2.4,2.1,4.33,bet365,1.8,3.4,4.0,bet365,1.4,2.75,bet365,3.0,1.36,bet365,7.0,1.08,bet365,1.03,9.5,bet365,1.3,3.4,bet365,2.0,1.8,bet365,3.5,1.29,bet365,6.5,1.1,bet365,1.83,1.83,bet365,1.17,1.25,1.83
jkNxcF1b,25/12/2025,14:30,SAUDI ARABIA 1,Round 11,Al Riyadh,Al Ettifaq,bet365,3.5,2.2,2.75,bet365,3.0,3.3,2.15,bet365,1.36,3.0,bet365,2.75,1.4,bet365,6.5,1.1,bet365,1.03,10.0,bet365,1.29,3.5,bet365,1.93,1.88,bet365,3.25,1.33,bet365,6.0,1.11,bet365,1.73,2.0,bet365,1.57,1.25,1.3
