Match_ID,Date,Time,League,Round,Home,Away,Bookie_1X2_HT,Odd_1_HT,Odd_X_HT,Odd_2_HT,Bookie_1X2_FT,Odd_1_FT,Odd_X_FT,Odd_2_FT,Bookie_OU_HT_0_5,Over_HT_0_5,Under_HT_0_5,Bookie_OU_HT_1_5,Over_HT_1_5,Under_HT_1_5,Bookie_OU_HT_2_5,Over_HT_2_5,Under_HT_2_5,Bookie_OU_FT_0_5,Over_FT_0_5,Under_FT_0_5,Bookie_OU_FT_1_5,Over_FT_1_5,Under_FT_1_5,Bookie_OU_FT_2_5,Over_FT_2_5,Under_FT_2_5,Bookie_OU_FT_3_5,Over_FT_3_5,Under_FT_3_5,Bookie_OU_FT_4_5,Over_FT_4_5,Under_FT_4_5,Bookie_BTTS,BTTS_Yes,BTTS_No,Bookie_DC,DC_1X,DC_12,DC_X2
foMDDYSb,29/12/2025,13:00,AFRICA CUP OF NATIONS,Round 3,Angola,Egypt,bet365,3.6,1.95,3.4,bet365,2.9,2.9,2.7,bet365,1.57,2.25,bet365,3.75,1.25,bet365,11.0,1.05,bet365,1.11,6.5,bet365,1.5,2.5,bet365,2.5,1.5,bet365,5.0,1.17,bet365,11.0,1.05,bet365,2.1,1.67,bet365,1.44,1.4,1.4
G0AMBCcB,29/12/2025,13:00,AFRICA CUP OF NATIONS,Round 3,Zimbabwe,South Africa,bet365,6.0,2.05,2.3,bet365,5.25,3.6,1.7,bet365,1.5,2.5,bet365,3.4,1.3,bet365,10.0,1.06,bet365,1.08,7.5,bet365,1.44,2.63,bet365,2.35,1.57,bet365,4.33,1.2,bet365,10.0,1.06,bet365,2.25,1.57,bet365,2.1,1.29,1.17
YHhW0eqg,29/12/2025,16:00,AFRICA CUP OF NATIONS,Round 3,Comoros,Mali,bet365,7.5,2.2,2.05,bet365,7.5,3.8,1.5,bet365,1.44,2.63,bet365,3.25,1.33,bet365,9.0,1.07,bet365,1.08,8.0,bet365,1.36,3.0,bet365,2.15,1.67,bet365,3.75,1.25,bet365,9.0,1.07,bet365,2.25,1.57,bet365,2.5,1.25,1.1
C24N2HEt,29/12/2025,16:00,AFRICA CUP OF NATIONS,Round 3,Zambia,Morocco,bet365,13.0,2.5,1.62,bet365,17.0,5.5,1.22,bet365,1.36,3.0,bet365,2.63,1.44,bet365,7.0,1.1,bet365,1.06,9.5,bet365,1.29,3.5,bet365,1.9,1.9,bet365,3.25,1.33,bet365,6.5,1.11,bet365,2.75,1.4,bet365,4.0,1.14,1.02
vH0563UN,29/12/2025,16:45,ITALY 1,Round 17,AS Roma,Genoa,bet365,2.25,2.1,6.5,bet365,1.62,3.5,6.5,bet365,1.5,2.5,bet365,3.4,1.3,bet365,10.0,1.06,bet365,1.1,7.0,bet365,1.44,2.75,bet365,2.38,1.57,bet365,4.5,1.2,bet365,10.0,1.06,bet365,2.25,1.57,bet365,1.11,1.29,2.25
fo2F7rCT,29/12/2025,10:00,ALGERIA 1,Round 14,Mostaganem,Ben Aknoun,Betfair,2.88,1.83,4.33,Betfair,2.05,2.88,3.8,Betfair,1.57,2.25,Betfair,3.75,1.22,Betfair,10.0,1.03,Betfair,1.1,6.5,Betfair,1.57,2.38,Betfair,2.88,1.4,Betfair,6.0,1.13,Betfair,13.0,1.02,Betfair,2.25,1.57,Betfair,1.2,1.36,1.67
8hIV9Yhc,29/12/2025,13:00,ALGERIA 1,Round 14,Oran,CR Belouizdad,Betfair,3.4,1.83,3.75,Betfair,2.45,2.7,3.0,Betfair,1.57,2.25,Betfair,4.0,1.2,Betfair,10.0,1.03,Betfair,1.1,6.5,Betfair,1.62,2.25,Betfair,2.88,1.4,Betfair,6.5,1.1,Betfair,15.0,1.01,Betfair,2.25,1.57,Betfair,1.3,1.4,1.44
jyAn6jhM,29/12/2025,15:30,ALGERIA 1,Round 14,MC Alger,ES Setif,Betfair,2.3,1.91,6.5,Betfair,1.55,3.25,6.5,Betfair,1.57,2.25,Betfair,3.75,1.22,Betfair,10.0,1.03,Betfair,1.1,6.5,Betfair,1.57,2.38,Betfair,2.88,1.4,Betfair,6.5,1.1,Betfair,13.0,1.02,Betfair,2.75,1.4,Betfair,1.07,1.29,2.25
d4Zb3k5N,29/12/2025,05:00,AUSTRALIA 1,Round 10,Melbourne Victory,Wellington Phoenix,bet365,2.1,2.4,5.0,bet365,1.56,4.0,5.5,bet365,1.3,3.4,bet365,2.38,1.53,bet365,6.0,1.13,bet365,1.03,15.0,bet365,1.2,4.5,bet365,1.67,2.2,bet365,2.63,1.5,bet365,4.5,1.2,bet365,1.67,2.1,bet365,1.14,1.22,2.3
tWwDJpto,29/12/2025,15:00,ENGLAND 2,Round 24,Coventry,Ipswich,bet365,3.0,2.2,3.5,bet365,2.3,3.25,2.95,bet365,1.36,3.0,bet365,2.75,1.4,bet365,8.0,1.08,bet365,1.06,10.0,bet365,1.29,3.75,bet365,1.91,1.91,bet365,3.4,1.33,bet365,6.0,1.13,bet365,1.67,2.1,bet365,1.36,1.33,1.57
