Match_ID,Date,Time,League,Round,Home,Away,Bookie_1X2_HT,Odd_1_HT,Odd_X_HT,Odd_2_HT,Bookie_1X2_FT,Odd_1_FT,Odd_X_FT,Odd_2_FT,Bookie_OU_HT_0_5,Over_HT_0_5,Under_HT_0_5,Bookie_OU_HT_1_5,Over_HT_1_5,Under_HT_1_5,Bookie_OU_HT_2_5,Over_HT_2_5,Under_HT_2_5,Bookie_OU_FT_0_5,Over_FT_0_5,Under_FT_0_5,Bookie_OU_FT_1_5,Over_FT_1_5,Under_FT_1_5,Bookie_OU_FT_2_5,Over_FT_2_5,Under_FT_2_5,Bookie_OU_FT_3_5,Over_FT_3_5,Under_FT_3_5,Bookie_OU_FT_4_5,Over_FT_4_5,Under_FT_4_5,Bookie_BTTS,BTTS_Yes,BTTS_No,Bookie_DC,DC_1X,DC_12,DC_X2
0CIadTvg,02/01/2026,16:45,FRANCE 1,Round 17,Toulouse,Lens,bet365,3.4,2.2,3.2,bet365,2.75,3.3,2.55,bet365,1.4,2.75,bet365,2.75,1.4,bet365,8.0,1.08,bet365,1.06,10.0,bet365,1.3,3.5,bet365,2.0,1.8,bet365,3.4,1.33,bet365,6.5,1.11,bet365,1.75,2.0,bet365,1.5,1.33,1.4
hKQvL2qH,02/01/2026,16:45,ITALY 1,Round 18,Cagliari,AC Milan,bet365,6.5,2.3,2.05,bet365,6.0,4.2,1.53,bet365,1.36,3.0,bet365,2.75,1.4,bet365,7.0,1.1,bet365,1.05,11.0,bet365,1.29,3.75,bet365,1.91,1.91,bet365,3.4,1.33,bet365,6.0,1.13,bet365,2.0,1.75,bet365,2.38,1.22,1.13
W2POtVhK,02/01/2026,17:00,SPAIN 1,Round 18,Rayo Vallecano,Getafe,bet365,3.0,1.83,5.0,bet365,2.2,2.88,4.1,bet365,1.67,2.1,bet365,4.33,1.2,bet365,15.0,1.03,bet365,1.17,5.0,bet365,1.67,2.2,bet365,3.2,1.36,bet365,6.5,1.11,bet365,15.0,1.03,bet365,2.5,1.5,bet365,1.22,1.4,1.67
6DDldukA,02/01/2026,13:00,ALGERIA 1,Round 6,Kabylie,MC Alger,Betfair,3.75,1.8,3.4,Betfair,3.0,2.7,2.5,Betfair,1.62,2.2,Betfair,4.5,1.17,Betfair,11.0,1.02,Betfair,1.13,6.0,Betfair,1.67,2.15,Betfair,3.25,1.33,Betfair,6.5,1.1,Betfair,17.0,1.01,Betfair,2.5,1.5,Betfair,1.44,1.36,1.33
Uaxy1P4D,02/01/2026,05:35,AUSTRALIA 1,Round 11,Melbourne Victory,Perth Glory,bet365,2.3,2.38,4.5,bet365,1.76,3.75,4.33,bet365,1.3,3.4,bet365,2.5,1.5,bet365,6.0,1.13,bet365,1.04,13.0,bet365,1.22,4.33,bet365,1.73,2.1,bet365,2.75,1.44,bet365,5.0,1.17,bet365,1.67,2.1,bet365,1.2,1.25,1.95
lh5GvMk5,02/01/2026,10:25,BAHRAIN 1,Round 10,Sitra,Al-Shabbab,Betfair,2.2,2.1,5.0,Betfair,1.62,3.5,5.0,Betfair,1.36,2.88,Betfair,3.0,1.33,Betfair,7.5,1.06,Betfair,1.05,9.0,Betfair,1.33,3.25,Betfair,2.05,1.75,Betfair,3.5,1.29,Betfair,8.0,1.07,Betfair,2.0,1.73,Betfair,1.13,1.22,2.1
t8JPzvkU,02/01/2026,13:00,BAHRAIN 1,Round 10,Al-Budaiya,Aali Club,Betfair,2.88,2.1,3.5,Betfair,2.3,3.1,2.9,Betfair,1.36,2.88,Betfair,3.0,1.33,Betfair,7.5,1.06,Betfair,1.05,9.0,Betfair,1.33,3.25,Betfair,2.05,1.75,Betfair,3.5,1.29,Betfair,8.0,1.07,Betfair,1.73,2.0,Betfair,1.33,1.3,1.53
WWbZfszn,02/01/2026,13:00,BAHRAIN 1,Round 10,Al-Muharraq,Al Khalidiyah,Betfair,2.7,2.1,3.75,Betfair,2.0,3.3,3.4,Betfair,1.33,3.0,Betfair,2.75,1.4,Betfair,6.5,1.08,Betfair,1.04,11.0,Betfair,1.29,3.5,Betfair,1.9,1.87,Betfair,3.25,1.33,Betfair,6.5,1.1,Betfair,1.67,2.1,Betfair,1.25,1.29,1.67
QF13waXO,02/01/2026,05:30,BANGLADESH 1,Round 9,Brothers U.,Mohammedan,Betfair,4.0,2.2,2.5,Betfair,3.5,3.4,1.95,Betfair,1.33,3.0,Betfair,2.75,1.4,Betfair,6.5,1.08,Betfair,1.04,11.0,Betfair,1.29,3.5,Betfair,1.87,1.9,Betfair,3.25,1.33,Betfair,6.5,1.1,Betfair,1.67,2.1,Betfair,1.73,1.25,1.25
nNknR0El,02/01/2026,14:00,CYPRUS 1,Round 16,Omonia Aradippou,Krasava,Betfair,3.0,2.0,3.6,Betfair,2.3,3.0,3.1,Betfair,1.44,2.63,Betfair,3.2,1.3,Betfair,8.5,1.05,Betfair,1.07,8.0,Betfair,1.4,2.88,Betfair,2.3,1.6,Betfair,4.5,1.2,Betfair,9.0,1.06,Betfair,1.91,1.8,Betfair,1.3,1.33,1.53
