Match_ID,Date,Time,League,Round,Home,Away,Bookie_1X2_HT,Odd_1_HT,Odd_X_HT,Odd_2_HT,Bookie_1X2_FT,Odd_1_FT,Odd_X_FT,Odd_2_FT,Bookie_OU_HT_0_5,Over_HT_0_5,Under_HT_0_5,Bookie_OU_HT_1_5,Over_HT_1_5,Under_HT_1_5,Bookie_OU_HT_2_5,Over_HT_2_5,Under_HT_2_5,Bookie_OU_FT_0_5,Over_FT_0_5,Under_FT_0_5,Bookie_OU_FT_1_5,Over_FT_1_5,Under_FT_1_5,Bookie_OU_FT_2_5,Over_FT_2_5,Under_FT_2_5,Bookie_OU_FT_3_5,Over_FT_3_5,Under_FT_3_5,Bookie_OU_FT_4_5,Over_FT_4_5,Under_FT_4_5,Bookie_BTTS,BTTS_Yes,BTTS_No,Bookie_DC,DC_1X,DC_12,DC_X2
hULy28Kl,01/12/2025,16:45,ITALY 1,Round 13,Bologna,Cremonese,bet365,2.0,2.3,6.5,bet365,1.5,4.1,7.0,bet365,1.36,3.0,bet365,2.63,1.44,bet365,7.0,1.1,bet365,1.05,11.0,bet365,1.29,3.75,bet365,1.88,1.98,bet365,3.2,1.36,bet365,6.0,1.13,bet365,1.95,1.8,bet365,1.1,1.22,2.5
YeuKWVCM,01/12/2025,17:00,SPAIN 1,Round 14,Rayo Vallecano,Valencia,bet365,2.75,2.05,4.33,bet365,2.05,3.3,3.8,bet365,1.44,2.63,bet365,3.25,1.33,bet365,10.0,1.06,bet365,1.08,8.0,bet365,1.4,3.0,bet365,2.2,1.67,bet365,4.0,1.25,bet365,8.0,1.08,bet365,1.95,1.8,bet365,1.29,1.33,1.7
CKZbIkwB,01/12/2025,10:00,World - FIFA Arab Cup,Round 1,Tunisia,Syria,Betano.br,2.18,2.1,5.4,Betano.br,1.6,3.65,5.2,Betano.br,1.42,2.45,BetEsporte,2.85,1.3,BetEsporte,7.0,1.05,BetEsporte,1.07,7.6,Betano.br,1.36,2.67,Betano.br,2.05,1.62,Betano.br,3.4,1.23,BetEsporte,7.2,1.06,Betano.br,2.07,1.6,Betano.br,1.15,1.24,2.27
QPUVyyz1,01/12/2025,12:45,World - FIFA Arab Cup,Round 1,Qatar,Palestine,Betano.br,2.25,2.07,5.5,Betano.br,1.62,3.65,5.3,Betano.br,1.47,2.52,Betano.br,3.0,1.34,Betano.br,6.6,1.08,Betano.br,1.07,6.7,Betano.br,1.36,2.9,Betano.br,2.07,1.67,Betano.br,3.55,1.25,Betano.br,6.2,1.09,Betano.br,2.07,1.67,Betano.br,1.16,1.25,2.27
vyuJyQQh,01/12/2025,17:00,ARGENTINA 1,Clausura,Barracas Central,Gimnasia L.P.,bet365,3.4,1.83,4.33,bet365,2.5,2.7,3.4,bet365,1.67,2.1,bet365,4.33,1.2,bet365,15.0,1.03,bet365,1.17,5.0,bet365,1.67,2.1,bet365,3.4,1.33,bet365,7.0,1.1,bet365,17.0,1.02,bet365,2.38,1.53,bet365,1.3,1.4,1.5
4MrfhoM0,01/12/2025,21:30,ARGENTINA 1,Clausura,Racing Club,Tigre,bet365,2.3,2.05,6.0,bet365,1.66,3.3,6.0,bet365,1.5,2.5,bet365,3.4,1.3,bet365,10.0,1.06,bet365,1.1,7.0,bet365,1.4,2.75,bet365,2.35,1.57,bet365,4.33,1.2,bet365,10.0,1.06,bet365,2.2,1.62,bet365,1.13,1.33,2.1
CCRtO83T,01/12/2025,07:00,ARMENIA 1,Round 15,Ararat-Armenia,Shirak Gyumri,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,Betfair,2.15,1.6,,0.0,0.0,0.0
Mgic06EE,01/12/2025,12:30,BURKINA FASO 1,Round 11,ASF Dioulasso,Kadiogo,Betano.br,2.75,1.78,4.9,Betano.br,1.95,2.87,4.0,Betano.br,1.62,1.95,,0.0,0.0,,0.0,0.0,,0.0,0.0,Betano.br,1.65,2.0,LuvaBet,2.95,1.33,,0.0,0.0,,0.0,0.0,Betano.br,1.95,2.87,Betano.br,1.21,1.34,1.7
xxvw2BpT,01/12/2025,20:00,CHILE 1,Round 29,A. Italiano,Nublense,bet365,2.2,2.3,5.0,bet365,1.61,3.9,4.75,bet365,1.36,3.0,bet365,2.63,1.44,bet365,7.0,1.1,bet365,1.04,12.0,bet365,1.25,3.75,bet365,1.83,1.98,bet365,3.0,1.36,bet365,6.0,1.13,bet365,1.83,1.83,bet365,1.18,1.25,2.2
xljHR9mJ,01/12/2025,22:00,COLOMBIA 1,Clausura,Ind. Medellin,America De Cali,bet365,2.05,2.38,6.0,bet365,1.53,3.9,6.25,bet365,1.33,3.25,bet365,2.63,1.44,bet365,6.5,1.11,bet365,1.05,11.0,bet365,1.25,3.75,bet365,1.8,2.0,bet365,3.0,1.36,bet365,5.5,1.14,bet365,1.83,1.83,bet365,1.13,1.25,2.38
0IwljKaS,01/12/2025,14:00,CROATIA 1,Round 15,Gorica,Din. Zagreb,bet365,6.0,2.5,1.95,bet365,5.5,3.9,1.45,bet365,1.29,3.5,bet365,2.25,1.57,bet365,5.5,1.14,bet365,1.03,15.0,bet365,1.18,4.5,bet365,1.62,2.25,bet365,2.5,1.5,bet365,4.33,1.2,bet365,1.73,2.0,bet365,2.5,1.22,1.13
db2jralm,01/12/2025,14:00,CYPRUS 1,Round 12,Chloraka,AEK Larnaca,Betfair,8.0,2.3,1.8,Betfair,8.5,4.33,1.3,Betfair,1.33,3.0,Betfair,2.75,1.4,Betfair,6.5,1.08,Betfair,1.02,10.0,Betfair,1.25,3.6,Betfair,1.85,1.85,Betfair,3.3,1.29,Betfair,7.0,1.07,Betfair,2.2,1.57,Betano.br,3.0,1.2,1.1
OWO9VL4s,01/12/2025,14:00,CYPRUS 1,Round 12,Omonia,Omonia Aradippou,Betfair,1.73,2.5,7.0,Betfair,1.25,4.6,8.0,Betfair,1.25,3.5,Betfair,2.38,1.53,Betfair,5.5,1.13,Betfair,1.01,13.0,Betfair,1.17,4.5,Betfair,1.6,2.2,Betfair,2.6,1.44,Betano.br,4.3,1.2,Betfair,1.95,1.73,Betano.br,1.11,1.18,3.05
pSl1GTpQ,01/12/2025,15:00,DENMARK 1,Round 17,Brondby,Fredericia,bet365,1.62,2.88,8.0,bet365,1.24,6.5,8.5,bet365,1.2,4.33,bet365,2.0,1.73,bet365,4.33,1.2,bet365,1.01,23.0,bet365,1.11,6.5,bet365,1.4,2.88,bet365,2.0,1.73,bet365,3.25,1.33,bet365,1.8,1.95,bet365,1.08,1.11,3.75
zyx4n1ln,01/12/2025,10:00,DRC 1,Round 10,AS New Soger,US Panda,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
nc6OgbNH,01/12/2025,10:00,DRC 1,Round 1,Groupe Bazano,Saint-Luc,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
htzjociJ,01/12/2025,10:00,DRC 1,Round 5,Malole,Lubumbashi Sport,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
bsPsIwMt,01/12/2025,10:00,DRC 1,Round 6,Mazembe,Tanganyika,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
QiVIS6cD,01/12/2025,10:00,DRC 1,Round 10,Sanga Balende,Blessing,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
YV3fdNaK,01/12/2025,10:00,DRC 1,Round 5,Tanganyika,Manika,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
dQtjuBX9,01/12/2025,11:00,DRC 1,Round 12,AC Rangers,Dauphins Noirs,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
nZLcMm9e,01/12/2025,12:00,EGYPT CUP,1/16-finals,Haras El Hodood,El Ismaily,Betfair,3.1,1.8,4.5,Betfair,2.2,2.63,3.4,Betfair,1.6,2.2,Betfair,4.5,1.17,Betfair,13.0,1.01,Betfair,1.11,5.5,Betfair,1.65,2.1,Betfair,3.2,1.3,Betfair,7.0,1.07,Betfair,13.0,1.01,Betfair,2.38,1.5,Betfair,1.25,1.4,1.57
MXoP7lf2,01/12/2025,14:30,EGYPT CUP,1/16-finals,El Gaish,Al-Sekka,Betfair,3.6,2.0,2.88,Betfair,2.88,3.0,2.2,Betfair,1.44,2.6,Betfair,3.3,1.29,Betfair,9.0,1.03,Betfair,1.05,8.0,Betfair,1.36,2.88,Betfair,2.25,1.57,Betfair,4.5,1.17,Betfair,9.0,1.03,Betfair,1.87,1.8,Betfair,1.53,1.33,1.33
25rsa4tB,01/12/2025,17:00,ENGLAND 2,Round 18,Birmingham,Watford,bet365,2.4,2.2,4.75,bet365,1.81,3.6,4.1,bet365,1.4,2.75,bet365,2.75,1.4,bet365,8.0,1.08,bet365,1.06,10.0,bet365,1.3,3.5,bet365,2.0,1.8,bet365,3.4,1.33,bet365,6.5,1.11,bet365,1.83,1.83,bet365,1.22,1.29,1.91
OOOX6t86,01/12/2025,16:00,ENGLAND U21,-,Birmingham U21,Hull U21,bet365,2.88,2.63,2.63,bet365,2.4,4.2,2.2,Betfair,1.11,5.5,bet365,1.98,1.83,Betfair,3.3,1.29,,0.0,0.0,Betfair,1.03,9.0,bet365,1.36,3.0,bet365,1.85,1.95,Betfair,2.25,1.57,Betfair,1.25,3.5,bet365,1.55,1.17,1.44
dxNu5KxJ,01/12/2025,16:00,ENGLAND U21,-,Bournemouth U21,Reading U21,bet365,2.6,2.88,2.75,bet365,2.2,4.1,2.38,Betfair,1.08,6.5,Betfair,1.6,2.2,Betfair,3.0,1.33,,0.0,0.0,Betfair,1.02,10.0,bet365,1.25,3.75,Betfair,1.45,2.55,Betfair,2.2,1.6,Betfair,1.25,3.2,bet365,1.5,1.17,1.55
SdVO82wf,01/12/2025,16:00,ENGLAND U21,-,Ipswich U21,Leicester U21,bet365,1.95,2.88,4.33,bet365,1.53,4.5,4.33,Betfair,1.13,5.2,bet365,1.88,1.93,Betfair,3.8,1.22,,0.0,0.0,Betfair,1.05,7.5,bet365,1.3,3.4,Betfair,1.73,2.0,Betfair,2.75,1.4,Betfair,1.44,2.5,bet365,1.14,1.13,2.25
