League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Link,ID
INDIA - I-LEAGUE,2025-02-19,07:30,Rajasthan United,Sreenidi Deccan,2.85,3.55,2.18,https://www.radarfutebol.com/radar/sreenidi-deccan-fc-rajasthan-united-fc/13052777,13052777
INDIA - I-LEAGUE,2025-02-19,08:00,Dempo,Lajong,2.95,3.3,2.22,https://www.radarfutebol.com/radar/shillong-lajong-fc-dempo-sc/13052770,13052770
TUNISIA - LIGUE PROFESSIONNELLE 1,2025-02-19,10:00,Esperance Tunis,Zarzis,1.28,4.7,11.5,https://www.radarfutebol.com/radar/es-zarzis-esperance-tunis/13461958,13461958
INDIA - ISL,2025-02-19,11:00,Hyderabad,Mumbai City,5.0,3.8,1.6,https://www.radarfutebol.com/radar/hyderabad-fc-mumbai-city-fc/13077946,13077946
BRAZIL - COPA BETANO DO BRASIL,2025-02-19,15:30,Tuna Luso,Sampaio Correa,2.4,3.1,2.8,https://www.radarfutebol.com/radar/tuna-luso-sampaio-correa/13458041,13458041
ENGLAND - PREMIER LEAGUE,2025-02-19,16:30,Aston Villa,Liverpool,3.9,4.0,1.83,https://www.radarfutebol.com/radar/liverpool-aston-villa/12437019,12437019
ENGLAND - CHAMPIONSHIP,2025-02-19,16:45,Luton,Plymouth,1.75,3.6,4.75,https://www.radarfutebol.com/radar/luton-town-plymouth-argyle/13391309,13391309
EUROPE - CHAMPIONS LEAGUE,2025-02-19,17:00,PSV,Juventus,2.3,3.7,2.8,https://www.radarfutebol.com/radar/psv-eindhoven-juventus/13412181,13412181
EUROPE - CHAMPIONS LEAGUE,2025-02-19,17:00,Real Madrid,Manchester City,1.9,4.33,3.4,https://www.radarfutebol.com/radar/real-madrid-manchester-city/13412185,13412185
BRAZIL - PAULISTA,2025-02-19,18:30,Agua Santa,Inter de Limeira,2.25,3.1,3.2,https://www.radarfutebol.com/radar/inter-de-limeira-agua-santa/13193962,13193962
BRAZIL - COPA DO NORDESTE,2025-02-19,19:00,Sport Recife,Moto Club,1.3,4.33,10.0,https://www.radarfutebol.com/radar/moto-club-sport-recife/13350520,13350520
BRAZIL - COPA DO NORDESTE,2025-02-19,19:00,CRB,Sousa,1.95,3.4,3.4,https://www.radarfutebol.com/radar/crb-sousa-ec/13350524,13350524
BRAZIL - PAULISTA,2025-02-19,19:00,Guarani,Velo Clube,1.83,3.1,4.75,https://www.radarfutebol.com/radar/ae-velo-clube-guarani/13193969,13193969
BRAZIL - PAULISTA,2025-02-19,19:15,Santos,Noroeste,1.36,5.0,7.0,https://www.radarfutebol.com/radar/ec-noroeste-santos/13193963,13193963
BRAZIL - PAULISTA,2025-02-19,19:30,Sao Paulo,Ponte Preta,1.6,3.9,5.0,https://www.radarfutebol.com/radar/sao-paulo-ponte-preta/13193961,13193961
BRAZIL - COPA BETANO DO BRASIL,2025-02-19,19:30,Sao Raimundo RR,Gremio,9.0,5.5,1.25,https://www.radarfutebol.com/radar/sao-raimundo-rr-gremio/13458045,13458045
BRAZIL - COPA BETANO DO BRASIL,2025-02-19,19:30,Boavista,CSA,2.63,3.0,2.63,https://www.radarfutebol.com/radar/boavista-csa/13458046,13458046
BRAZIL - COPA BETANO DO BRASIL,2025-02-19,20:00,Capital,Portuguesa RJ,2.45,3.1,2.75,https://www.radarfutebol.com/radar/capital-cf-portuguesa-rj/13458049,13458049
BRAZIL - COPA BETANO DO BRASIL,2025-02-19,20:00,Porto Velho,Cuiaba,4.2,3.5,1.75,https://www.radarfutebol.com/radar/gazin-porto-velho-cuiaba/13458054,13458054
BRAZIL - COPA BETANO DO BRASIL,2025-02-19,20:00,Sergipe,Ceara,7.0,3.9,1.44,https://www.radarfutebol.com/radar/sergipe-ceara/13458034,13458034
BRAZIL - COPA BETANO DO BRASIL,2025-02-19,20:30,Trem,Brusque,4.33,3.25,1.83,https://www.radarfutebol.com/radar/brusque-trem/13458053,13458053
BRAZIL - COPA BETANO DO BRASIL,2025-02-19,21:00,Independencia,Manaus,3.6,3.25,1.95,https://www.radarfutebol.com/radar/independencia-manaus/13458051,13458051
BRAZIL - COPA BETANO DO BRASIL,2025-02-19,21:30,ASA,Atletico GO,3.75,3.3,1.91,https://www.radarfutebol.com/radar/atletico-goianiense-asa/13458052,13458052
BRAZIL - COPA DO NORDESTE,2025-02-19,21:30,Fortaleza,Vitoria,1.73,3.5,4.5,https://www.radarfutebol.com/radar/fortaleza-vitoria/13350521,13350521
MEXICO - LIGA MX,2025-02-19,22:00,Club America,Club Leon,1.53,4.2,6.0,https://www.radarfutebol.com/radar/club-leon-club-america/13295771,13295771
COLOMBIA - PRIMERA A,2025-02-19,22:10,Once Caldas,Pereira,1.9,3.3,4.2,https://www.radarfutebol.com/radar/once-caldas-deportivo-pereira/13368964,13368964
