League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Link,ID
ENGLAND - PREMIER LEAGUE,2025-02-26,16:30,Brentford,Everton,2.0,3.7,3.5,https://www.radarfutebol.com/radar/brentford-everton/12436968,12436968
ENGLAND - PREMIER LEAGUE,2025-02-26,16:30,Tottenham,Manchester City,3.4,4.0,1.95,https://www.radarfutebol.com/radar/tottenham-hotspur-manchester-city/12436975,12436975
ENGLAND - PREMIER LEAGUE,2025-02-26,16:30,Nottingham,Arsenal,3.9,3.5,1.95,https://www.radarfutebol.com/radar/arsenal-nottingham-forest/12436974,12436974
NORTHERN IRELAND - NIFL PREMIERSHIP,2025-02-26,16:45,Loughgall,Larne,4.2,3.65,1.75,https://www.radarfutebol.com/radar/loughgall-larne-fc/13362059,13362059
SCOTLAND - PREMIERSHIP,2025-02-26,16:45,Motherwell,Dundee FC,2.25,3.5,3.0,https://www.radarfutebol.com/radar/dundee-fc-motherwell/12476970,12476970
SCOTLAND - PREMIERSHIP,2025-02-26,16:45,Motherwell,Dundee FC,2.25,3.4,3.1,https://www.radarfutebol.com/radar/dundee-fc-motherwell/12476970,12476970
SCOTLAND - PREMIERSHIP,2025-02-26,16:45,St Johnstone,Ross County,2.25,3.1,3.3,https://www.radarfutebol.com/radar/ross-county-st-johnstone/12476971,12476971
NORTHERN IRELAND - NIFL PREMIERSHIP,2025-02-26,16:45,Loughgall,Larne,4.4,3.6,1.75,https://www.radarfutebol.com/radar/loughgall-larne-fc/13362059,13362059
SCOTLAND - PREMIERSHIP,2025-02-26,16:45,St Johnstone,Ross County,2.3,3.1,3.3,https://www.radarfutebol.com/radar/ross-county-st-johnstone/12476971,12476971
SCOTLAND - PREMIERSHIP,2025-02-26,17:00,Kilmarnock,Rangers,7.5,4.5,1.44,https://www.radarfutebol.com/radar/rangers-kilmarnock/12476972,12476972
SCOTLAND - PREMIERSHIP,2025-02-26,17:00,Kilmarnock,Rangers,6.5,4.2,1.5,https://www.radarfutebol.com/radar/rangers-kilmarnock/12476972,12476972
ENGLAND - PREMIER LEAGUE,2025-02-26,17:15,Liverpool,Newcastle,1.5,4.5,5.75,https://www.radarfutebol.com/radar/liverpool-newcastle-united/12436988,12436988
ENGLAND - PREMIER LEAGUE,2025-02-26,17:15,Liverpool,Newcastle,1.44,4.75,6.5,https://www.radarfutebol.com/radar/liverpool-newcastle-united/12436988,12436988
BRAZIL - COPA BETANO DO BRASIL,2025-02-26,19:00,CSE,Tombense,3.25,2.9,2.38,https://www.radarfutebol.com/radar/cse-tombense/13466180,13466180
BRAZIL - COPA DO NORDESTE,2025-02-26,19:00,Sampaio Correa,Juazeirense,1.83,3.4,3.7,https://www.radarfutebol.com/radar/juazeirense-sampaio-correa/13350535,13350535
BRAZIL - COPA BETANO DO BRASIL,2025-02-26,19:00,CSE,Tombense,2.8,3.0,2.55,https://www.radarfutebol.com/radar/cse-tombense/13466180,13466180
ARGENTINA - COPA ARGENTINA,2025-02-26,19:15,Velez Sarsfield,Midland,1.28,4.5,11.25,https://www.radarfutebol.com/radar/ferrocarril-midland-velez-sarsfield/13350364,13350364
ARGENTINA - COPA ARGENTINA,2025-02-26,19:15,Velez Sarsfield,Midland,1.31,4.65,9.25,https://www.radarfutebol.com/radar/ferrocarril-midland-velez-sarsfield/13350364,13350364
BRAZIL - COPA BETANO DO BRASIL,2025-02-26,19:30,Aguia De Maraba,Fluminense,10.0,4.5,1.33,https://www.radarfutebol.com/radar/aguia-de-maraba-fc-fluminense/13458057,13458057
BRAZIL - COPA BETANO DO BRASIL,2025-02-26,19:30,Jequie,Retro,3.25,3.1,2.25,https://www.radarfutebol.com/radar/retro-ad-jequie/13458047,13458047
BRAZIL - COPA BETANO DO BRASIL,2025-02-26,19:30,Votuporanguense,Aparecidense,2.35,2.9,3.3,https://www.radarfutebol.com/radar/votuporanguense-aa-aparecidense/13458064,13458064
BRAZIL - COPA BETANO DO BRASIL,2025-02-26,19:30,Aguia De Maraba,Fluminense,12.0,5.0,1.29,https://www.radarfutebol.com/radar/aguia-de-maraba-fc-fluminense/13458057,13458057
BRAZIL - COPA BETANO DO BRASIL,2025-02-26,19:30,Votuporanguense,Aparecidense,2.2,2.88,3.25,https://www.radarfutebol.com/radar/votuporanguense-aa-aparecidense/13458064,13458064
BRAZIL - COPA BETANO DO BRASIL,2025-02-26,19:30,Jequie,Retro,3.1,3.1,2.15,https://www.radarfutebol.com/radar/retro-ad-jequie/13458047,13458047
BRAZIL - COPA BETANO DO BRASIL,2025-02-26,20:00,Oratorio,EC Sao Jose,7.0,3.9,1.48,https://www.radarfutebol.com/radar/ec-sao-jose-oratorio-rc/13458038,13458038
BRAZIL - COPA BETANO DO BRASIL,2025-02-26,20:00,Maracana,Ferroviario,3.0,2.9,2.5,https://www.radarfutebol.com/radar/maracana-ferroviario/13458039,13458039
BRAZIL - COPA BETANO DO BRASIL,2025-02-26,20:00,Parnahyba,Confianca,4.75,3.1,1.85,https://www.radarfutebol.com/radar/parnahyba-sc-confianca/13458055,13458055
BRAZIL - COPA BETANO DO BRASIL,2025-02-26,20:00,Oratorio,EC Sao Jose,5.0,3.6,1.65,https://www.radarfutebol.com/radar/ec-sao-jose-oratorio-rc/13458038,13458038
BRAZIL - COPA BETANO DO BRASIL,2025-02-26,20:00,Maracana,Ferroviario,3.0,3.0,2.3,https://www.radarfutebol.com/radar/maracana-ferroviario/13458039,13458039
BRAZIL - COPA BETANO DO BRASIL,2025-02-26,20:00,Barcelona RO,Nova Iguacu,5.0,3.7,1.65,https://www.radarfutebol.com/radar/barcelona-ro-nova-iguacu/13458031,13458031
BRAZIL - COPA BETANO DO BRASIL,2025-02-26,20:00,Parnahyba,Confianca,3.9,2.9,2.0,https://www.radarfutebol.com/radar/parnahyba-sc-confianca/13458055,13458055
BRAZIL - COPA BETANO DO BRASIL,2025-02-26,20:30,GAS,Remo,8.0,4.5,1.38,https://www.radarfutebol.com/radar/gas-remo/13458062,13458062
BRAZIL - COPA BETANO DO BRASIL,2025-02-26,21:00,Humaita,Operario,12.0,4.5,1.27,https://www.radarfutebol.com/radar/humaita-operario-pr/13458029,13458029
BRAZIL - COPA BETANO DO BRASIL,2025-02-26,21:00,Humaita,Operario,10.0,5.0,1.3,https://www.radarfutebol.com/radar/humaita-operario-pr/13458029,13458029
ARGENTINA - COPA ARGENTINA,2025-02-26,21:30,Independiente,Sportivo Belgrano,1.22,5.0,14.0,https://www.radarfutebol.com/radar/sportivo-belgrano-ca-independiente/13350369,13350369
BRAZIL - COPA BETANO DO BRASIL,2025-02-26,21:30,Concordia,Ponte Preta,4.0,3.1,2.0,https://www.radarfutebol.com/radar/concordia-ac-ponte-preta/13458030,13458030
ARGENTINA - COPA ARGENTINA,2025-02-26,21:30,Independiente,Sportivo Belgrano,1.28,4.55,11.5,https://www.radarfutebol.com/radar/sportivo-belgrano-ca-independiente/13350369,13350369
BRAZIL - COPA BETANO DO BRASIL,2025-02-26,21:30,Concordia,Ponte Preta,4.1,3.0,1.9,https://www.radarfutebol.com/radar/concordia-ac-ponte-preta/13458030,13458030
BRAZIL - COPA DO NORDESTE,2025-02-26,21:30,CSA,Nautico,2.0,2.88,4.0,https://www.radarfutebol.com/radar/nautico-csa/13350536,13350536
MEXICO - LIGA MX,2025-02-26,22:00,Pachuca,Puebla,1.53,4.2,6.0,https://www.radarfutebol.com/radar/club-puebla-cf-pachuca/13295784,13295784
MEXICO - LIGA MX,2025-02-26,22:00,Pachuca,Puebla,1.45,4.2,7.0,https://www.radarfutebol.com/radar/club-puebla-cf-pachuca/13295784,13295784
