Data,Hora,Home,Away,Jogo,Link,ID
2025-01-18,09:30,Newcastle United,Bournemouth,Newcastle United x Bournemouth,https://www.radarfutebol.com/radar/bournemouth-newcastle-united/12436885,12436885
2025-01-18,12:00,Brentford,Liverpool,Brentford x Liverpool,https://www.radarfutebol.com/radar/brentford-liverpool/12436440,12436440
2025-01-18,12:00,Leicester City,Fulham,Leicester City x Fulham,https://www.radarfutebol.com/radar/fulham-leicester-city/12436442,12436442
2025-01-18,12:00,West Ham United,Crystal Palace,West Ham United x Crystal Palace,https://www.radarfutebol.com/radar/west-ham-united-crystal-palace/12436889,12436889
2025-01-18,14:30,Arsenal,Aston Villa,Arsenal x Aston Villa,https://www.radarfutebol.com/radar/arsenal-aston-villa/12436443,12436443
2025-01-18,14:30,Real Betis,Deportivo Alavés,Real Betis x Deportivo Alavés,https://www.radarfutebol.com/radar/deportivo-alaves-real-betis/12437848,12437848
2025-01-18,17:00,Getafe,Barcelona,Getafe x Barcelona,https://www.radarfutebol.com/radar/getafe-barcelona/12437838,12437838
2025-01-18,14:30,Bayer 04 Leverkusen,Borussia M'gladbach,Bayer 04 Leverkusen x Borussia M'gladbach,https://www.radarfutebol.com/radar/bayer-04-leverkusen-borussia-mgladbach/12499685,12499685
2025-01-18,14:00,Juventus,Milan,Juventus x Milan,https://www.radarfutebol.com/radar/milan-juventus/12504427,12504427
2025-01-18,16:45,Atalanta,Napoli,Atalanta x Napoli,https://www.radarfutebol.com/radar/napoli-atalanta/12504426,12504426
2025-01-18,13:00,RC Lens,Paris Saint-Germain,RC Lens x Paris Saint-Germain,https://www.radarfutebol.com/radar/rc-lens-paris-saint-germain/12450952,12450952
2025-01-18,15:00,Stade Rennais,Stade Brestois,Stade Rennais x Stade Brestois,https://www.radarfutebol.com/radar/stade-brestois-stade-rennais/12450965,12450965
2025-01-18,17:05,Olympique Lyonnais,Toulouse,Olympique Lyonnais x Toulouse,https://www.radarfutebol.com/radar/toulouse-olympique-lyonnais/12450954,12450954
2025-01-18,15:00,Rio Ave,Sporting,Rio Ave x Sporting,https://www.radarfutebol.com/radar/rio-ave-sporting/12514205,12514205
2025-01-18,13:00,Beşiktaş,Samsunspor,Beşiktaş x Samsunspor,https://www.radarfutebol.com/radar/samsunspor-besiktas/12530784,12530784
2025-01-18,14:15,KV Mechelen,KRC Genk,KV Mechelen x KRC Genk,https://www.radarfutebol.com/radar/kv-mechelen-krc-genk/12421196,12421196
2025-01-18,16:45,Club Brugge KV,K. Beerschot V.A.,Club Brugge KV x K. Beerschot V.A.,https://www.radarfutebol.com/radar/k-beerschota-club-brugge-kv/12421191,12421191
2025-01-18,16:30,Sampaio Corrêa-RJ,Botafogo,Sampaio Corrêa-RJ x Botafogo,https://www.radarfutebol.com/radar/sampaio-correa-rj-botafogo/13198180,13198180
2025-01-18,19:00,Fluminense,Maricá FC,Fluminense x Maricá FC,https://www.radarfutebol.com/radar/marica-fc-fluminense/13198179,13198179
2025-01-18,16:00,Inter de Limeira,Guarani,Inter de Limeira x Guarani,https://www.radarfutebol.com/radar/inter-de-limeira-guarani/13193893,13193893
2025-01-18,18:30,EC Noroeste,Palmeiras,EC Noroeste x Palmeiras,https://www.radarfutebol.com/radar/ec-noroeste-palmeiras/13193894,13193894
2025-01-18,20:30,Portuguesa,Novorizontino,Portuguesa x Novorizontino,https://www.radarfutebol.com/radar/novorizontino-portuguesa/13193890,13193890
