Data,Hora,Home,Away,Jogo,Link,ID
2025-01-19,12:00,Royale Union Saint-Gilloise,Oud-Heverlee Leuven,Royale Union Saint-Gilloise x Oud-Heverlee Leuven,https://www.radarfutebol.com/radar/royale-union-saint-gilloise-oud-heverlee-leuven/12421192,12421192
2025-01-19,12:15,Real Madrid,Las Palmas,Real Madrid x Las Palmas,https://www.radarfutebol.com/radar/las-palmas-real-madrid/12437845,12437845
2025-01-19,"
12:15",Racing de Santander,Racing de Ferrol,Racing de Santander x Racing de Ferrol,https://www.radarfutebol.com/radar/racing-de-ferrol-racing-de-santander/12467543,12467543
2025-01-19,12:30,Moreirense,SC Farense,Moreirense x SC Farense,https://www.radarfutebol.com/radar/moreirense-sc-farense/12514200,12514200
2025-01-19,12:30,CD Nacional,AVS - Futebol SAD,CD Nacional x AVS - Futebol SAD,https://www.radarfutebol.com/radar/avs-futebol-sad-cd-nacional/12514201,12514201
2025-01-19,12:30,FC Lugano,Basel,FC Lugano x Basel,https://www.radarfutebol.com/radar/basel-fc-lugano/12439800,12439800
2025-01-19,12:30,FC Lausanne-Sport,FC Luzern,FC Lausanne-Sport x FC Luzern,https://www.radarfutebol.com/radar/fc-luzern-fc-lausanne-sport/12439877,12439877
2025-01-19,12:45,NEC Nijmegen,Fortuna Sittard,NEC Nijmegen x Fortuna Sittard,https://www.radarfutebol.com/radar/nec-nijmegen-fortuna-sittard/12448304,12448304
2025-01-19,"
13:00",Eyüpspor,Alanyaspor,Eyüpspor x Alanyaspor,https://www.radarfutebol.com/radar/eyupspor-alanyaspor/12530787,12530787
2025-01-19,13:00,Adana Demirspor,Fenerbahçe,Adana Demirspor x Fenerbahçe,https://www.radarfutebol.com/radar/adana-demirspor-fenerbahce/12530790,12530790
2025-01-19,13:00,FC Botoșani,CFR 1907 Cluj,FC Botoșani x CFR 1907 Cluj,https://www.radarfutebol.com/radar/fc-botosani-cfr-1907-cluj/12487749,12487749
2025-01-19,13:15,Stade de Reims,Le Havre,Stade de Reims x Le Havre,https://www.radarfutebol.com/radar/stade-de-reims-le-havre/12450961,12450961
2025-01-19,13:15,Angers,Auxerre,Angers x Auxerre,https://www.radarfutebol.com/radar/angers-auxerre/12450963,12450963
2025-01-19,"
13:15",Carrarese,Spezia,Carrarese x Spezia,https://www.radarfutebol.com/radar/carrarese-spezia/12527764,12527764
2025-01-19,13:30,Ipswich Town,Manchester City,Ipswich Town x Manchester City,https://www.radarfutebol.com/radar/ipswich-town-manchester-city/12436439,12436439
2025-01-19,13:30,SV Werder Bremen,FC Augsburg,SV Werder Bremen x FC Augsburg,https://www.radarfutebol.com/radar/fc-augsburg-sv-werder-bremen/12499704,12499704
2025-01-19,14:00,Hellas Verona,Lazio,Hellas Verona x Lazio,https://www.radarfutebol.com/radar/hellas-verona-lazio/12504418,12504418
2025-01-19,14:30,Osasuna,Rayo Vallecano,Osasuna x Rayo Vallecano,https://www.radarfutebol.com/radar/osasuna-rayo-vallecano/12437829,12437829
2025-01-19,14:30,Real Zaragoza,CD Tenerife,Real Zaragoza x CD Tenerife,https://www.radarfutebol.com/radar/cd-tenerife-real-zaragoza/12467536,12467536
2025-01-19,14:30,CD Castellón,Córdoba,CD Castellón x Córdoba,https://www.radarfutebol.com/radar/cd-castellon-cordoba/12467546,12467546
2025-01-19,14:30,Sint-Truidense VV,Standard Liège,Sint-Truidense VV x Standard Liège,https://www.radarfutebol.com/radar/standard-liege-sint-truidense-vv/12421197,12421197
2025-01-19,15:00,CF Estrela Amadora,Sporting Braga,CF Estrela Amadora x Sporting Braga,https://www.radarfutebol.com/radar/cf-estrela-amadora-sporting-braga/12514198,12514198
2025-01-19,15:15,Royal Antwerp FC,KVC Westerlo,Royal Antwerp FC x KVC Westerlo,https://www.radarfutebol.com/radar/kvc-westerlo-royal-antwerp-fc/12421194,12421194
2025-01-19,16:00,Sparta Rotterdam,RKC Waalwijk,Sparta Rotterdam x RKC Waalwijk,https://www.radarfutebol.com/radar/sparta-rotterdam-rkc-waalwijk/12448309,12448309
2025-01-19,16:45,Inter,Empoli,Inter x Empoli,https://www.radarfutebol.com/radar/empoli-inter/12504421,12504421
2025-01-19,16:45,Olympique de Marseille,RC Strasbourg,Olympique de Marseille x RC Strasbourg,https://www.radarfutebol.com/radar/rc-strasbourg-olympique-de-marseille/12450951,12450951
2025-01-19,17:00,Valencia,Real Sociedad,Valencia x Real Sociedad,https://www.radarfutebol.com/radar/valencia-real-sociedad/12437844,12437844
2025-01-19,17:00,Almería,Huesca,Almería x Huesca,https://www.radarfutebol.com/radar/huesca-almeria/12467547,12467547
2025-01-19,17:30,Gil Vicente,FC Porto,Gil Vicente x FC Porto,https://www.radarfutebol.com/radar/gil-vicente-fc-porto/12514206,12514206
