League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Link,ID
INDIA - ISL,2025-02-28,11:00,Odisha FC,Mohammedan,1.62,3.9,4.33,https://www.radarfutebol.com/radar/odisha-fc-mohammedan-sc/13077905,13077905
CYPRUS - CYPRUS LEAGUE,2025-02-28,12:00,Achnas,Apollon,4.35,3.45,1.82,https://www.radarfutebol.com/radar/apollon-limassol-ethnikos-achnas/13494756,13494756
UKRAINE - PREMIER LEAGUE,2025-02-28,13:00,Karpaty Lviv,LNZ Cherkasy,2.32,3.25,2.82,https://www.radarfutebol.com/radar/lnz-cherkasy-karpaty-lviv/12484378,12484378
EGYPT - PREMIER LEAGUE,2025-02-28,14:00,Al Ittihad,Pyramids,5.5,3.4,1.65,https://www.radarfutebol.com/radar/pyramids-fc-al-ittihad-alexandria/13012806,13012806
AUSTRIA - 2. LIGA,2025-02-28,14:00,Lafnitz,Admira,4.6,3.85,1.65,https://www.radarfutebol.com/radar/sv-lafnitz-admira-wacker/12484620,12484620
EGYPT - PREMIER LEAGUE,2025-02-28,14:00,Ceramica Cleopatra,Petrojet,1.87,3.0,4.8,https://www.radarfutebol.com/radar/ceramica-cleopatra-petrojet/13012795,13012795
AUSTRIA - 2. LIGA,2025-02-28,14:00,Horn,ASK Voitsberg,3.75,3.75,1.83,https://www.radarfutebol.com/radar/sv-horn-ask-voitsberg/12484626,12484626
CYPRUS - CYPRUS LEAGUE,2025-02-28,14:00,AEL Limassol,Paralimni,1.83,3.3,4.5,https://www.radarfutebol.com/radar/ael-limassol-enosis-neon-paralimniou/12497195,12497195
AUSTRIA - 2. LIGA,2025-02-28,14:00,Amstetten,St. Polten,3.5,3.5,1.95,https://www.radarfutebol.com/radar/sku-amstetten-skn-st-polten/12484629,12484629
POLAND - EKSTRAKLASA,2025-02-28,14:00,Radomiak Radom,Widzew Lodz,2.15,3.4,3.25,https://www.radarfutebol.com/radar/radomiak-radom-widzew-lodz/12402204,12402204
POLAND - DIVISION 1,2025-02-28,14:00,Pogon Siedlce,Wisla Plock,3.9,3.75,1.75,https://www.radarfutebol.com/radar/pogon-siedlce-wisla-plock/12448949,12448949
TURKEY - 1. LIG,2025-02-28,14:00,Genclerbirligi,Manisa FK,1.73,3.5,4.5,https://www.radarfutebol.com/radar/manisa-fk-genclerbirligi/12596441,12596441
CYPRUS - CYPRUS LEAGUE,2025-02-28,14:00,Anorthosis,Karmiotissa,1.55,4.05,5.6,https://www.radarfutebol.com/radar/karmiotissa-polemidion-anorthosis-famagusta/12497192,12497192
AUSTRIA - 2. LIGA,2025-02-28,14:00,First Vienna,Stripfing,1.83,3.55,3.95,https://www.radarfutebol.com/radar/sv-stripfing-first-vienna/12484614,12484614
BOSNIA AND HERZEGOVINA - WWIN LIGA BIH,2025-02-28,14:00,GOSK Gabela,Igman K.,3.6,3.3,1.98,https://www.radarfutebol.com/radar/igman-konjic-gosk-gabela/12596206,12596206
GERMANY - 2. BUNDESLIGA,2025-02-28,14:30,Dusseldorf,Greuther Furth,1.8,4.1,3.8,https://www.radarfutebol.com/radar/fortuna-dusseldorf-spvgg-greuther-furth/12500040,12500040
DENMARK - 1ST DIVISION,2025-02-28,14:30,Koge,Esbjerg,4.0,3.4,1.91,https://www.radarfutebol.com/radar/hb-koge-esbjerg/12442062,12442062
GERMANY - 2. BUNDESLIGA,2025-02-28,14:30,Schalke,Preussen Munster,1.8,3.9,4.0,https://www.radarfutebol.com/radar/preussen-munster-fc-schalke-04/12499210,12499210
DENMARK - 1ST DIVISION,2025-02-28,15:00,Vendsyssel,Horsens,3.8,4.0,1.8,https://www.radarfutebol.com/radar/vendsyssel-ff-ac-horsens/12442060,12442060
GERMANY - 3. LIGA,2025-02-28,15:00,Viktoria Koln,Saarbrucken,3.1,3.4,2.2,https://www.radarfutebol.com/radar/fc-viktoria-koln-1-fc-saarbrucken/12525779,12525779
