League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Link,ID
ITALY - SERIE B,2025-02-28,15:30,Sudtirol,Spezia,3.9,3.2,2.05,https://www.radarfutebol.com/radar/sudtirol-spezia/12527561,12527561
FRANCE - NATIONAL,2025-02-28,15:30,Rouen,Concarneau,1.75,3.45,4.45,https://www.radarfutebol.com/radar/us-concarneau-fc-rouen/12572135,12572135
FRANCE - NATIONAL,2025-02-28,15:30,Paris 13 Atl.,Bourg en Bresse,2.18,2.9,3.5,https://www.radarfutebol.com/radar/paris-13-atletico-bourg-en-bresse/12572132,12572132
FRANCE - NATIONAL,2025-02-28,15:30,Nancy,Boulogne,1.75,3.35,4.6,https://www.radarfutebol.com/radar/us-boulogne-cote-dopale-nancy/12570333,12570333
FRANCE - NATIONAL,2025-02-28,15:30,Nimes,Villefranche,2.12,2.9,3.65,https://www.radarfutebol.com/radar/fc-villefranche-beaujolais-nimes-olympique/12572138,12572138
FRANCE - NATIONAL,2025-02-28,15:30,Valenciennes,Versailles,2.37,2.95,3.0,https://www.radarfutebol.com/radar/fc-versailles-78-valenciennes/12572126,12572126
FRANCE - NATIONAL,2025-02-28,15:30,Orleans,Sochaux,2.2,3.15,3.15,https://www.radarfutebol.com/radar/us-orleans-sochaux/12572131,12572131
FRANCE - NATIONAL,2025-02-28,15:30,Aubagne,Dijon,2.57,3.2,2.57,https://www.radarfutebol.com/radar/aubagne-fc-dijon/12572137,12572137
SWITZERLAND - CHALLENGE LEAGUE,2025-02-28,15:30,Lausanne Ouchy,Wil,1.93,3.55,3.6,https://www.radarfutebol.com/radar/fc-stade-lausanne-ouchy-fc-wil-1900/13260128,13260128
FRANCE - NATIONAL,2025-02-28,15:30,Le Mans,Quevilly Rouen,1.9,3.25,3.9,https://www.radarfutebol.com/radar/quevilly-rouen-metropole-le-mans/12570334,12570334
NETHERLANDS - EERSTE DIVISIE,2025-02-28,16:00,Jong PSV,De Graafschap,4.75,4.2,1.62,https://www.radarfutebol.com/radar/jong-psv-eindhoven-de-graafschap/12444900,12444900
BELGIUM - CHALLENGER PRO LEAGUE,2025-02-28,16:00,Beveren,Waregem,3.0,3.1,2.35,https://www.radarfutebol.com/radar/sk-beveren-sv-zulte-waregem/12448550,12448550
NETHERLANDS - EERSTE DIVISIE,2025-02-28,16:00,FC Volendam,Helmond,1.48,4.5,5.75,https://www.radarfutebol.com/radar/helmond-sport-fc-volendam/12444898,12444898
BELGIUM - CHALLENGER PRO LEAGUE,2025-02-28,16:00,RAAL La Louviere,Eupen,1.7,3.8,4.5,https://www.radarfutebol.com/radar/raal-la-louviere-kas-eupen/12448565,12448565
FRANCE - LIGUE 2,2025-02-28,16:00,Laval,Martigues,1.73,3.6,4.75,https://www.radarfutebol.com/radar/stade-lavallois-fc-martigues/12451126,12451126
NETHERLANDS - EERSTE DIVISIE,2025-02-28,16:00,Dordrecht,FC Emmen,2.75,3.3,2.5,https://www.radarfutebol.com/radar/fc-dordrecht-fc-emmen/12444894,12444894
FRANCE - LIGUE 2,2025-02-28,16:00,Troyes,Bastia,2.75,2.7,2.9,https://www.radarfutebol.com/radar/bastia-troyes/12615572,12615572
FRANCE - LIGUE 2,2025-02-28,16:00,Pau FC,Grenoble,1.9,3.6,3.75,https://www.radarfutebol.com/radar/pau-fc-grenoble-foot-38/12451121,12451121
NETHERLANDS - EREDIVISIE,2025-02-28,16:00,Waalwijk,Sittard,2.05,3.9,3.3,https://www.radarfutebol.com/radar/fortuna-sittard-rkc-waalwijk/12448243,12448243
FRANCE - LIGUE 2,2025-02-28,16:00,Clermont,Caen,2.1,3.1,3.5,https://www.radarfutebol.com/radar/clermont-foot-caen/12451129,12451129
NETHERLANDS - EERSTE DIVISIE,2025-02-28,16:00,Cambuur,Venlo,1.4,4.5,7.5,https://www.radarfutebol.com/radar/vvv-venlo-sc-cambuur/12444897,12444897
SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,2025-02-28,16:00,Al Shabab,Damac,1.6,3.9,4.5,https://www.radarfutebol.com/radar/damac-fc-al-shabab/12624875,12624875
FRANCE - LIGUE 2,2025-02-28,16:00,Annecy,Paris FC,3.9,3.1,2.05,https://www.radarfutebol.com/radar/annecy-fc-paris-fc/12451122,12451122
SWITZERLAND - CHALLENGE LEAGUE,2025-02-28,16:15,Thun,Stade Nyonnais,1.42,4.5,6.4,https://www.radarfutebol.com/radar/stade-nyonnais-fc-thun/13262727,13262727
POLAND - DIVISION 1,2025-02-28,16:30,Arka Gdynia,Wisla,2.63,3.25,2.45,https://www.radarfutebol.com/radar/mzks-arka-gdynia-wisla-krakow/12448959,12448959
POLAND - EKSTRAKLASA,2025-02-28,16:30,Gornik Zabrze,Cracovia,2.38,3.25,3.0,https://www.radarfutebol.com/radar/cracovia-gornik-zabrze/12402211,12402211
ITALY - SERIE C,2025-02-28,16:30,Alcione Milano,Union Clodiense,2.2,3.1,3.1,https://www.radarfutebol.com/radar/alcione-milano-union-clodiense-chioggia/12545717,12545717
AUSTRIA - 2. LIGA,2025-02-28,16:30,Ried,Floridsdorfer AC,1.34,4.35,9.5,https://www.radarfutebol.com/radar/floridsdorfer-ac-sv-ried/12484615,12484615
VENEZUELA - LIGA FUTVE,2025-02-28,16:30,Rayo Zuliano,Portuguesa,2.7,2.9,2.7,https://www.radarfutebol.com/radar/rayo-zuliano-portuguesa-fc/13389266,13389266
ITALY - SERIE C,2025-02-28,16:30,Giana Erminio,Lumezzane,1.95,3.0,3.95,https://www.radarfutebol.com/radar/giana-erminio-lumezzane/12545720,12545720
SCOTLAND - CHAMPIONSHIP,2025-02-28,16:45,Partick Thistle,Livingston,3.2,3.4,2.2,https://www.radarfutebol.com/radar/partick-thistle-livingston/12476836,12476836
IRELAND - PREMIER DIVISION,2025-02-28,16:45,Derry City,Waterford,1.55,3.9,6.25,https://www.radarfutebol.com/radar/waterford-fc-derry-city/13250691,13250691
BELGIUM - JUPILER PRO LEAGUE,2025-02-28,16:45,Charleroi,Genk,2.9,3.4,2.35,https://www.radarfutebol.com/radar/rc-sporting-charleroi-krc-genk/12421246,12421246
IRELAND - PREMIER DIVISION,2025-02-28,16:45,St. Patricks,Sligo Rovers,1.45,4.75,6.25,https://www.radarfutebol.com/radar/sligo-rovers-st-patricks-athletic/13250695,13250695
IRELAND - PREMIER DIVISION,2025-02-28,16:45,Drogheda,Galway,4.33,3.1,1.95,https://www.radarfutebol.com/radar/galway-united-drogheda-united/13250693,13250693
FRANCE - LIGUE 1,2025-02-28,16:45,Monaco,Reims,1.38,5.0,7.5,https://www.radarfutebol.com/radar/stade-de-reims-as-monaco/12450241,12450241
ITALY - SERIE A,2025-02-28,16:45,Fiorentina,Lecce,1.73,3.5,5.25,https://www.radarfutebol.com/radar/fiorentina-lecce/12501593,12501593
IRELAND - PREMIER DIVISION,2025-02-28,16:45,Shelbourne,Shamrock Rovers,2.8,3.1,2.6,https://www.radarfutebol.com/radar/shamrock-rovers-shelbourne/13250694,13250694
MOROCCO - BOTOLA PRO,2025-02-28,17:00,Berkane,Wydad,2.0,3.2,3.75,https://www.radarfutebol.com/radar/rs-berkane-wydad-casablanca/13485868,13485868
ENGLAND - CHAMPIONSHIP,2025-02-28,17:00,Sheffield Wed,Sunderland,3.0,3.2,2.35,https://www.radarfutebol.com/radar/sunderland-sheffield-wednesday/12468406,12468406
SPAIN - LALIGA,2025-02-28,17:00,Valladolid,Las Palmas,2.9,3.3,2.45,https://www.radarfutebol.com/radar/las-palmas-real-valladolid/12437871,12437871
PERU - LIGA 1,2025-02-28,17:00,Deportivo Garcilaso,Grau,1.57,3.75,6.0,https://www.radarfutebol.com/radar/deportivo-garcilaso-club-atletico-grau/13523648,13523648
COLOMBIA - PRIMERA A,2025-02-28,18:10,Envigado,Santa Fe,3.5,3.1,2.2,https://www.radarfutebol.com/radar/independiente-santa-fe-envigado-fc/13380327,13380327
PARAGUAY - COPA DE PRIMERA,2025-02-28,18:15,Recoleta,Ameliano,2.55,3.1,2.88,https://www.radarfutebol.com/radar/sportivo-ameliano-recoleta-fc/13333168,13333168
ARGENTINA - TORNEO BETANO,2025-02-28,20:00,Boca Juniors,Rosario Central,2.05,3.3,3.6,https://www.radarfutebol.com/radar/rosario-central-boca-juniors/13292240,13292240
CHILE - LIGA DE PRIMERA,2025-02-28,20:00,Limache,Coquimbo,3.1,3.25,2.3,https://www.radarfutebol.com/radar/deportes-limache-coquimbo-unido/13434700,13434700
ARGENTINA - PRIMERA NACIONAL,2025-02-28,21:00,Colegiales,Los Andes,2.1,2.88,4.2,https://www.radarfutebol.com/radar/los-andes-colegiales/13416221,13416221
ECUADOR - LIGA PRO,2025-02-28,21:00,Emelec,Macara,2.25,3.1,3.2,https://www.radarfutebol.com/radar/macara-emelec/13378577,13378577
COLOMBIA - PRIMERA A,2025-02-28,22:10,Chico,Aguilas,2.8,3.0,2.7,https://www.radarfutebol.com/radar/rionegro-aguilas-doradas-boyaca-chico-fc/13380333,13380333
