League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Link,ID
TUNISIA - LIGUE PROFESSIONNELLE 1,2025-02-20,10:00,CS Sfaxien,Club Africain,2.8,2.55,3.05,https://www.radarfutebol.com/radar/cs-sfaxien-club-africain/13461963,13461963
TUNISIA - LIGUE PROFESSIONNELLE 1,2025-02-20,10:00,Monastir,JS Omrane,1.4,4.15,7.9,https://www.radarfutebol.com/radar/js-omrane-us-monastir/13461960,13461960
INDIA - ISL,2025-02-20,11:00,Mohammedan,Jamshedpur,2.9,3.3,2.2,https://www.radarfutebol.com/radar/jamshedpur-fc-mohammedan-sc/13077948,13077948
SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,2025-02-20,14:00,Al Riyadh,Al Raed,1.85,3.4,3.8,https://www.radarfutebol.com/radar/al-riyadh-al-raed/12624889,12624889
EUROPE - EUROPA LEAGUE,2025-02-20,14:45,FCSB,PAOK,2.63,3.5,2.55,https://www.radarfutebol.com/radar/fcsb-paok/13412319,13412319
EUROPE - CONFERENCE LEAGUE,2025-02-20,14:45,Pafos,Omonia,1.67,3.7,5.0,https://www.radarfutebol.com/radar/pafos-fc-omonia-nicosia/13252828,13252828
EUROPE - CONFERENCE LEAGUE,2025-02-20,14:45,Betis,Gent,1.44,4.33,7.0,https://www.radarfutebol.com/radar/kaa-gent-real-betis/13252821,13252821
EUROPE - EUROPA LEAGUE,2025-02-20,14:45,Galatasaray,AZ Alkmaar,1.62,4.33,4.75,https://www.radarfutebol.com/radar/galatasaray-az-alkmaar/13412313,13412313
EUROPE - EUROPA LEAGUE,2025-02-20,14:45,Bodo/Glimt,Twente,1.95,3.75,3.7,https://www.radarfutebol.com/radar/fc-twente-bodoglimt/13412321,13412321
EUROPE - CONFERENCE LEAGUE,2025-02-20,17:00,APOEL,Celje,1.53,4.2,5.75,https://www.radarfutebol.com/radar/apoel-nicosia-nk-celje/13252825,13252825
EUROPE - EUROPA LEAGUE,2025-02-20,17:00,Plzen,Ferencvaros,1.62,3.75,6.0,https://www.radarfutebol.com/radar/viktoria-plzen-ferencvaros-tc/13412309,13412309
EUROPE - EUROPA LEAGUE,2025-02-20,17:00,Real Sociedad,Midtjylland,1.53,4.5,5.75,https://www.radarfutebol.com/radar/real-sociedad-fc-midtjylland/13412314,13412314
EUROPE - CONFERENCE LEAGUE,2025-02-20,17:00,Panathinaikos,Vikingur Reykjavik,1.14,7.5,19.0,https://www.radarfutebol.com/radar/panathinaikos-vikingur-reykjavik/13252829,13252829
EUROPE - CONFERENCE LEAGUE,2025-02-20,17:00,Shamrock Rovers,Molde,5.0,3.8,1.7,https://www.radarfutebol.com/radar/shamrock-rovers-molde-fk/13252823,13252823
EUROPE - CONFERENCE LEAGUE,2025-02-20,17:00,Jagiellonia,TSC,1.4,5.0,7.0,https://www.radarfutebol.com/radar/fk-tsc-backa-topola-jagiellonia-bialystok/13252818,13252818
EUROPE - EUROPA LEAGUE,2025-02-20,17:00,Anderlecht,Fenerbahce,2.75,3.6,2.4,https://www.radarfutebol.com/radar/fenerbahce-rsc-anderlecht/13412323,13412323
BRAZIL - PAULISTA,2025-02-20,18:30,Bragantino,Mirassol,1.73,3.3,5.0,https://www.radarfutebol.com/radar/mirassol-red-bull-bragantino/13193964,13193964
BRAZIL - PAULISTA,2025-02-20,19:30,Palmeiras,Botafogo SP,1.22,5.5,15.0,https://www.radarfutebol.com/radar/botafogo-sp-palmeiras/13193967,13193967
BRAZIL - COPA BETANO DO BRASIL,2025-02-20,21:30,Olaria,ABC,4.1,2.9,2.05,https://www.radarfutebol.com/radar/olaria-abc/13458058,13458058
BRAZIL - PAULISTA,2025-02-20,21:35,Portuguesa,Sao Bernardo,2.55,3.2,2.75,https://www.radarfutebol.com/radar/sao-bernardo-portuguesa/13193966,13193966
MEXICO - LIGA DE EXPANSION MX,2025-02-20,22:00,Correcaminos,Dorados de Sinaloa,2.5,3.5,2.47,https://www.radarfutebol.com/radar/correcaminos-uat-dorados-de-sinaloa/13260536,13260536
