League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Link,ID
INDIA - I-LEAGUE,2025-02-24,07:30,Rajasthan United,Real Kashmir,0.0,0.0,0.0,https://www.radarfutebol.com/radar/rajasthan-united-fc-real-kashmir/13052772,13052772
SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,2025-02-24,11:15,Al Okhdood,Al Fateh,2.38,3.3,2.8,https://www.radarfutebol.com/radar/al-okhdood-al-fateh/12624856,12624856
BULGARIA - PARVA LIGA,2025-02-24,12:30,Septemvri Sofia,Krumovgrad,2.5,3.2,2.9,https://www.radarfutebol.com/radar/fk-krumovgrad-fk-septemvri-sofia/12421820,12421820
SERBIA - SUPER LIGA,2025-02-24,12:30,Novi Pazar,TSC,2.92,3.3,2.18,https://www.radarfutebol.com/radar/fk-tsc-backa-topola-fk-novi-pazar/12420351,12420351
TURKEY - SUPER LIG,2025-02-24,14:00,Galatasaray,Fenerbahce,2.2,3.6,3.0,https://www.radarfutebol.com/radar/galatasaray-fenerbahce/12530745,12530745
CYPRUS - CYPRUS LEAGUE,2025-02-24,14:00,APOEL,Pafos,4.5,3.65,1.75,https://www.radarfutebol.com/radar/pafos-fc-apoel-nicosia/12497201,12497201
CYPRUS - CYPRUS LEAGUE,2025-02-24,14:00,Apollon,Omonia,2.6,3.4,2.57,https://www.radarfutebol.com/radar/apollon-limassol-omonia-nicosia/12497199,12497199
CYPRUS - CYPRUS LEAGUE,2025-02-24,14:00,Paralimni,Anorthosis,4.35,3.55,1.8,https://www.radarfutebol.com/radar/enosis-neon-paralimniou-anorthosis-famagusta/12497193,12497193
DENMARK - SUPERLIGA,2025-02-24,15:00,Viborg,Silkeborg,2.15,3.7,3.0,https://www.radarfutebol.com/radar/viborg-ff-silkeborg-if/12407864,12407864
ROMANIA - SUPERLIGA,2025-02-24,15:00,Farul Constanta,FC Rapid Bucuresti,3.25,3.25,2.1,https://www.radarfutebol.com/radar/fc-rapid-bucuresti-fc-farul-constanta/12487758,12487758
POLAND - EKSTRAKLASA,2025-02-24,15:00,Motor Lublin,GKS Katowice,2.3,3.3,2.88,https://www.radarfutebol.com/radar/motor-lublin-gks-katowice/12402216,12402216
NETHERLANDS - EERSTE DIVISIE,2025-02-24,16:00,Jong Ajax,Cambuur,3.5,4.2,1.85,https://www.radarfutebol.com/radar/jong-ajax-sc-cambuur/12444903,12444903
NETHERLANDS - EERSTE DIVISIE,2025-02-24,16:00,Jong PSV,Dordrecht,3.3,5.0,1.75,https://www.radarfutebol.com/radar/jong-psv-eindhoven-fc-dordrecht/12444901,12444901
NETHERLANDS - EERSTE DIVISIE,2025-02-24,16:00,Helmond,FC Emmen,2.7,3.6,2.4,https://www.radarfutebol.com/radar/helmond-sport-fc-emmen/13366650,13366650
ITALY - SERIE C,2025-02-24,16:30,Atalanta U23,AlbinoLeffe,2.05,3.25,3.3,https://www.radarfutebol.com/radar/atalanta-u23-albinoleffe/12545733,12545733
ITALY - SERIE C,2025-02-24,16:30,Rimini,Arezzo,2.52,2.85,2.82,https://www.radarfutebol.com/radar/rimini-arezzo/12545385,12545385
SPAIN - LALIGA,2025-02-24,17:00,Sevilla,Mallorca,2.1,3.2,3.9,https://www.radarfutebol.com/radar/sevilla-mallorca/12437862,12437862
ARGENTINA - TORNEO BETANO,2025-02-24,17:00,Barracas Central,Newells Old Boys,2.8,2.88,2.9,https://www.radarfutebol.com/radar/barracas-central-newells-old-boys/13292350,13292350
ARGENTINA - PRIMERA NACIONAL,2025-02-24,19:00,Nueva Chicago,Chacarita Juniors,2.25,2.75,4.0,https://www.radarfutebol.com/radar/club-atletico-chacarita-juniors-nueva-chicago/13437923,13437923
BRAZIL - GAUCHO,2025-02-24,19:00,Ypiranga FC,Monsoon,1.53,3.8,6.5,https://www.radarfutebol.com/radar/monsoon-ypiranga-fc/13510468,13510468
CHILE - LIGA DE PRIMERA,2025-02-24,20:00,Colo Colo,O'Higgins,1.38,4.5,8.5,https://www.radarfutebol.com/radar/ohiggins-colo-colo/13434699,13434699
PERU - LIGA 1,2025-02-24,20:00,Binacional,Cusco,2.0,3.4,3.5,https://www.radarfutebol.com/radar/deportivo-binacional-cusco-fc/13387772,13387772
ECUADOR - LIGA PRO,2025-02-24,21:00,Tecnico U.,Libertad,1.75,3.6,4.5,https://www.radarfutebol.com/radar/libertad-tecnico-universitario/13378572,13378572
ARGENTINA - TORNEO BETANO,2025-02-24,21:00,Tigre,Banfield,2.1,3.1,3.9,https://www.radarfutebol.com/radar/tigre-banfield/13292346,13292346
COLOMBIA - PRIMERA A,2025-02-24,21:30,Junior,Envigado,1.38,4.75,7.5,https://www.radarfutebol.com/radar/envigado-fc-junior-barranquilla/13380324,13380324
