League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Link,ID
SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,2025-02-13,11:10,Al Okhdood,Damac,2.7,3.3,2.45,https://www.radarfutebol.com/radar/al-okhdood-damac-fc/12624900,12624900
TURKEY - 1. LIG,2025-02-13,14:00,Ankaragucu,Karagumruk,2.05,3.4,3.3,https://www.radarfutebol.com/radar/fatih-karagumruk-mke-ankaragucu/12596481,12596481
EGYPT - PREMIER LEAGUE,2025-02-13,14:00,Enppi,Al Ittihad,2.87,2.45,3.1,https://www.radarfutebol.com/radar/enppi-al-ittihad-alexandria/13012811,13012811
EUROPE - EUROPA LEAGUE,2025-02-13,14:45,Ferencvaros,Plzen,2.25,3.4,3.2,https://www.radarfutebol.com/radar/viktoria-plzen-ferencvaros-tc/13412307,13412307
EUROPE - CONFERENCE LEAGUE,2025-02-13,14:45,Vikingur Reykjavik,Panathinaikos,7.5,4.5,1.4,https://www.radarfutebol.com/radar/panathinaikos-vikingur-reykjavik/13252786,13252786
EUROPE - EUROPA LEAGUE,2025-02-13,14:45,Midtjylland,Real Sociedad,3.9,3.5,1.95,https://www.radarfutebol.com/radar/real-sociedad-fc-midtjylland/13412312,13412312
EUROPE - CONFERENCE LEAGUE,2025-02-13,14:45,Molde,Shamrock Rovers,1.33,5.0,8.5,https://www.radarfutebol.com/radar/shamrock-rovers-molde-fk/13252799,13252799
EUROPE - EUROPA LEAGUE,2025-02-13,14:45,Fenerbahce,Anderlecht,1.5,4.0,6.5,https://www.radarfutebol.com/radar/fenerbahce-rsc-anderlecht/13412322,13412322
EUROPE - CONFERENCE LEAGUE,2025-02-13,14:45,TSC,Jagiellonia,3.6,3.5,2.0,https://www.radarfutebol.com/radar/fk-tsc-backa-topola-jagiellonia-bialystok/13252794,13252794
EUROPE - CONFERENCE LEAGUE,2025-02-13,14:45,Celje,APOEL,2.35,3.3,2.9,https://www.radarfutebol.com/radar/apoel-nicosia-nk-celje/13252789,13252789
EUROPE - CONFERENCE LEAGUE,2025-02-13,17:00,Gent,Betis,3.6,3.6,1.95,https://www.radarfutebol.com/radar/kaa-gent-real-betis/13252783,13252783
EUROPE - CONFERENCE LEAGUE,2025-02-13,17:00,Omonia,Pafos,2.55,3.2,2.8,https://www.radarfutebol.com/radar/pafos-fc-omonia-nicosia/13252791,13252791
EUROPE - EUROPA LEAGUE,2025-02-13,17:00,AZ Alkmaar,Galatasaray,2.55,3.6,2.6,https://www.radarfutebol.com/radar/galatasaray-az-alkmaar/13412311,13412311
EUROPE - EUROPA LEAGUE,2025-02-13,17:00,Twente,Bodo/Glimt,1.95,3.75,3.7,https://www.radarfutebol.com/radar/fc-twente-bodoglimt/13412320,13412320
EUROPE - EUROPA LEAGUE,2025-02-13,17:00,PAOK,FCSB,1.73,3.75,4.75,https://www.radarfutebol.com/radar/fcsb-paok/13412318,13412318
ENGLAND - LEAGUE TWO,2025-02-13,17:00,Port Vale,Notts Co,2.63,3.2,2.63,https://www.radarfutebol.com/radar/notts-county-port-vale/12467981,12467981
COLOMBIA - PRIMERA A,2025-02-13,18:30,La Equidad,Envigado,1.67,3.5,5.75,https://www.radarfutebol.com/radar/deportivo-la-equidad-envigado-fc/13380308,13380308
BRAZIL - COPA DO NORDESTE,2025-02-13,19:00,CSA,Sampaio Correa,1.91,3.25,3.6,https://www.radarfutebol.com/radar/csa-sampaio-correa/13350534,13350534
BRAZIL - PAULISTA,2025-02-13,19:30,Guarani,Novorizontino,3.3,2.88,2.45,https://www.radarfutebol.com/radar/novorizontino-guarani/13193950,13193950
BRAZIL - PAULISTA,2025-02-13,19:30,Inter de Limeira,Palmeiras,8.5,4.5,1.38,https://www.radarfutebol.com/radar/inter-de-limeira-palmeiras/13193949,13193949
ARGENTINA - TORNEO BETANO,2025-02-13,20:00,San Lorenzo,Platense,2.4,2.55,4.1,https://www.radarfutebol.com/radar/platense-san-lorenzo/13292321,13292321
COLOMBIA - PRIMERA A,2025-02-13,20:30,Junior,Once Caldas,1.91,3.2,4.5,https://www.radarfutebol.com/radar/once-caldas-junior-barranquilla/13380314,13380314
BRAZIL - PAULISTA,2025-02-13,21:30,Sao Paulo,Velo Clube,1.33,4.75,9.0,https://www.radarfutebol.com/radar/ae-velo-clube-sao-paulo/13193947,13193947
MEXICO - LIGA DE EXPANSION MX,2025-02-13,22:00,Correcaminos,Leones Negros,4.25,3.8,1.7,https://www.radarfutebol.com/radar/leones-negros-correcaminos-uat/13260529,13260529
ARGENTINA - TORNEO BETANO,2025-02-13,22:15,Union de Santa Fe,Instituto,2.45,2.8,3.5,https://www.radarfutebol.com/radar/instituto-de-cordoba-club-atletico-union-de-santa-fe/13292328,13292328
COLOMBIA - PRIMERA A,2025-02-13,22:30,Pereira,Deportes Tolima,3.2,2.9,2.45,https://www.radarfutebol.com/radar/deportes-tolima-deportivo-pereira/13380312,13380312
