Data,Hora,Home,Away,Jogo,Link,ID
2025-01-25,11:00,Como,Atalanta,Como x Atalanta,https://www.radarfutebol.com/radar/como-atalanta/12504420,12504420
2025-01-25,11:30,RB Leipzig,Bayer 04 Leverkusen,RB Leipzig x Bayer 04 Leverkusen,https://www.radarfutebol.com/radar/rb-leipzig-bayer-04-leverkusen/12499718,12499718
2025-01-25,11:30,Borussia Dortmund,SV Werder Bremen,Borussia Dortmund x SV Werder Bremen,https://www.radarfutebol.com/radar/borussia-dortmund-sv-werder-bremen/12499722,12499722
2025-01-25,11:30,SC Freiburg,FC Bayern München,SC Freiburg x FC Bayern München,https://www.radarfutebol.com/radar/fc-bayern-munchen-sc-freiburg/12499729,12499729
2025-01-25,11:30,FC Augsburg,1. FC Heidenheim,FC Augsburg x 1. FC Heidenheim,https://www.radarfutebol.com/radar/1-fc-heidenheim-fc-augsburg/12499732,12499732
2025-01-25,11:30,1. FSV Mainz 05,VfB Stuttgart,1. FSV Mainz 05 x VfB Stuttgart,https://www.radarfutebol.com/radar/vfb-stuttgart-1-fsv-mainz-05/12499739,12499739
2025-01-25,12:00,Bournemouth,Nottingham Forest,Bournemouth x Nottingham Forest,https://www.radarfutebol.com/radar/bournemouth-nottingham-forest/12436891,12436891
2025-01-25,12:00,Brighton & Hove Albion,Everton,Brighton & Hove Albion x Everton,https://www.radarfutebol.com/radar/everton-brighton-and-hove-albion/12436895,12436895
2025-01-25,12:00,Southampton,Newcastle United,Southampton x Newcastle United,https://www.radarfutebol.com/radar/southampton-newcastle-united/12436905,12436905
2025-01-25,12:00,Wolverhampton,Arsenal,Wolverhampton x Arsenal,https://www.radarfutebol.com/radar/arsenal-wolverhampton/12436909,12436909
2025-01-25,12:15,Atlético Madrid,Villarreal,Atlético Madrid x Villarreal,https://www.radarfutebol.com/radar/atletico-madrid-villarreal/12437622,12437622
2025-01-25,12:30,Famalicão,CF Estrela Amadora,Famalicão x CF Estrela Amadora,https://www.radarfutebol.com/radar/famalicao-cf-estrela-amadora/12514210,12514210
2025-01-25,12:30,SC Farense,Rio Ave,SC Farense x Rio Ave,https://www.radarfutebol.com/radar/rio-ave-sc-farense/12514215,12514215
2025-01-25,13:00,AS Monaco,Stade Rennais,AS Monaco x Stade Rennais,https://www.radarfutebol.com/radar/stade-rennais-as-monaco/12450972,12450972
2025-01-25,13:00,Galatasaray,Konyaspor,Galatasaray x Konyaspor,https://www.radarfutebol.com/radar/konyaspor-galatasaray/12530777,12530777
2025-01-25,14:00,Napoli,Juventus,Napoli x Juventus,https://www.radarfutebol.com/radar/napoli-juventus/12504413,12504413
2025-01-25,14:30,Manchester City,Chelsea,Manchester City x Chelsea,https://www.radarfutebol.com/radar/chelsea-manchester-city/12436903,12436903
2025-01-25,14:30,Sevilla,Espanyol,Sevilla x Espanyol,https://www.radarfutebol.com/radar/sevilla-espanyol/12437683,12437683
2025-01-25,14:30,Borussia M'gladbach,VfL Bochum 1848,Borussia M'gladbach x VfL Bochum 1848,https://www.radarfutebol.com/radar/vfl-bochum-1848-borussia-mgladbach/12499741,12499741
2025-01-25,14:45,PSV Eindhoven,NAC Breda,PSV Eindhoven x NAC Breda,https://www.radarfutebol.com/radar/psv-eindhoven-nac-breda/12448322,12448322
2025-01-25,15:00,RC Strasbourg,Lille,RC Strasbourg x Lille,https://www.radarfutebol.com/radar/rc-strasbourg-lille/12450968,12450968
2025-01-25,15:00,Casa Pia,Benfica,Casa Pia x Benfica,https://www.radarfutebol.com/radar/casa-pia-benfica/12514208,12514208
2025-01-25,16:45,Empoli,Bologna,Empoli x Bologna,https://www.radarfutebol.com/radar/empoli-bologna/12504422,12504422
2025-01-25,17:00,Real Valladolid,Real Madrid,Real Valladolid x Real Madrid,https://www.radarfutebol.com/radar/real-valladolid-real-madrid/12437677,12437677
2025-01-25,17:00,FC Groningen,SC Heerenveen,FC Groningen x SC Heerenveen,https://www.radarfutebol.com/radar/sc-heerenveen-fc-groningen/12448315,12448315
2025-01-25,17:00,San Lorenzo,Talleres,San Lorenzo x Talleres,https://www.radarfutebol.com/radar/talleres-san-lorenzo/13292219,13292219
2025-01-25,17:05,Paris Saint-Germain,Stade de Reims,Paris Saint-Germain x Stade de Reims,https://www.radarfutebol.com/radar/stade-de-reims-paris-saint-germain/12450983,12450983
2025-01-25,17:30,Sporting,CD Nacional,Sporting x CD Nacional,https://www.radarfutebol.com/radar/cd-nacional-sporting/12514211,12514211
2025-01-25,18:00,Universidad Central,Anzoátegui FC,Universidad Central x Anzoátegui FC,https://www.radarfutebol.com/radar/anzoategui-fc-universidad-central/13356225,13356225
2025-01-25,18:00,Estudiantes de Mérida,Carabobo,Estudiantes de Mérida x Carabobo,https://www.radarfutebol.com/radar/estudiantes-de-merida-carabobo/13356228,13356228
2025-01-25,19:00,América de Cali,Llaneros FC,América de Cali x Llaneros FC,https://www.radarfutebol.com/radar/llaneros-fc-america-de-cali/13320342,13320342
2025-01-25,19:15,Estudiantes de La Plata,Club Atlético Unión de Santa Fé,Estudiantes de La Plata x Club Atlético Unión de Santa Fé,https://www.radarfutebol.com/radar/estudiantes-de-la-plata-club-atletico-union-de-santa-fe/13292204,13292204
2025-01-25,19:15,Instituto De Córdoba,Gimnasia y Esgrima,Instituto De Córdoba x Gimnasia y Esgrima,https://www.radarfutebol.com/radar/instituto-de-cordoba-gimnasia-y-esgrima/13292217,13292217
2025-01-25,19:30,General Caballero,Recoleta FC,General Caballero x Recoleta FC,https://www.radarfutebol.com/radar/general-caballero-recoleta-fc/13222983,13222983
2025-01-25,20:00,Club León,FC Juárez,Club León x FC Juárez,https://www.radarfutebol.com/radar/fc-juarez-club-leon/13256024,13256024
2025-01-25,20:00,Cruz Azul,Club Puebla,Cruz Azul x Club Puebla,https://www.radarfutebol.com/radar/cruz-azul-club-puebla/13256030,13256030
2025-01-25,20:00,Club Atlético Morelia,Atlante FC,Club Atlético Morelia x Atlante FC,https://www.radarfutebol.com/radar/club-atletico-morelia-atlante-fc/13260508,13260508
2025-01-25,21:00,Tlaxcala FC,Tepatitlán FC,Tlaxcala FC x Tepatitlán FC,https://www.radarfutebol.com/radar/tepatitlan-fc-tlaxcala-fc/13260510,13260510
2025-01-25,21:30,Platense,River Plate,Platense x River Plate,https://www.radarfutebol.com/radar/platense-river-plate/13292215,13292215
2025-01-25,22:00,Santos Laguna,Club América,Santos Laguna x Club América,https://www.radarfutebol.com/radar/santos-laguna-club-america/13256026,13256026
2025-01-25,22:05,CD Guadalajara,Tigres UANL,CD Guadalajara x Tigres UANL,https://www.radarfutebol.com/radar/tigres-uanl-cd-guadalajara/13256027,13256027
