League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
Australian A-League Men,2025-01-20,05:00:00,Macarthur FC,Wellington Phoenix,1.83,1.85,4.7,4.8,4.0,4.1,2.36,2.5,1.67,1.74,1.67,1.72,2.38,2.52,17.5,19.5,19.0,22.0,32.0,38.0,40.0,100.0,10.0,11.5,8.8,9.2,17.0,18.0,42.0,50.0,11.5,13.0,9.4,10.0,15.5,17.0,44.0,55.0,17.5,20.0,15.5,17.0,24.0,28.0,55.0,75.0,8.4,9.2,36.0,42.0,220.0,1000.0,33937021,36700739.0,2469649.0,58805.0,1.238240816,1.23824082,1.238240895,1.238240817,3.85,4.2,1.32,1.35,17.5,21.0,1.05,1.06,4.8,5.6,1.22,1.25,1.26,1.28,2.16,2.22,1.32,1.34,1.2382409,1.238240902,1.238240818,1.238240819
Indonesian Liga 2,2025-01-20,05:00:00,Nusantara United FC,Persikota Tangerang,1.7,2.18,4.3,7.0,2.9,1000.0,1.55,1.93,2.08,2.82,1.01,1000.0,1.01,1000.0,1.03,15.0,1.07,1000.0,1.07,1000.0,1.07,1000.0,1.07,8.8,1.07,9.4,1.07,1000.0,1.07,1000.0,1.07,12.5,1.07,13.0,1.07,1000.0,1.07,1000.0,1.07,1000.0,1.07,1000.0,1.07,1000.0,1.07,1000.0,1.07,1000.0,1.07,1000.0,1.1,1000.0,33952803,61524324.0,25235568.0,58805.0,1.238411929,1.238411974,1.238412013,1.238411938,2.4,3.45,1.41,1.71,1.7,15.5,1.08,1.15,2.66,3.9,1.35,1.6,1.17,1.3,1.86,2.44,1.3,1.53,1.23841193,1.238411932,1.238411933,1.238411977
Indonesian Liga 2,2025-01-20,05:00:00,Psim Yogyakarta,Deltras Sidoarjo,1.63,1.87,5.6,7.8,3.3,4.8,1.62,1.95,2.06,2.62,1.05,1000.0,1.66,21.0,1.63,15.5,1.32,1000.0,1.37,1000.0,1.37,1000.0,1.53,8.6,1.57,9.8,1.37,1000.0,1.37,1000.0,1.6,11.0,1.62,12.5,1.37,1000.0,1.37,1000.0,1.37,1000.0,1.37,1000.0,1.37,1000.0,1.87,1000.0,1.37,16.0,1.08,1000.0,1.32,1000.0,33956247,13087410.0,6437712.0,58805.0,1.238454413,1.238454458,1.238454497,1.238454422,1.01,110.0,1.38,1.66,3.8,15.5,1.07,1.12,3.0,4.4,1.32,1.49,1.15,1.22,2.14,2.6,1.27,1.43,1.238454414,1.238454416,1.238454417,1.238454461
Indonesian Liga 2,2025-01-20,05:00:00,Persibo Bojonegoro,Persiku Kudus,1.26,1.67,5.7,190.0,4.2,950.0,1.7,2.22,1.81,2.44,1.84,1000.0,1.35,21.0,1.03,20.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,33956253,25345091.0,25089309.0,58805.0,1.238454503,1.238454548,1.238454587,1.238454512,1.01,5.0,1.25,110.0,9.2,18.0,1.06,1.11,2.5,7.4,1.18,1.66,1.08,1.22,2.48,5.1,1.14,1.31,1.238454504,1.238454506,1.238454507,1.238454551
Friendly Matches,2025-01-20,07:00:00,Wolfsberger AC,FCB Magpies,1.1,1.26,5.7,1000.0,5.0,1000.0,3.85,21.0,1.05,1.35,1.05,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.37,36.0,1.55,1000.0,1.03,1000.0,33955335,7418999.0,10824403.0,58805.0,1.238447231,1.238447276,1.238447315,1.23844724,1.01,1000.0,1.03,1.3,3.85,110.0,1.01,1.03,3.85,55.0,1.04,1.14,1.01,1.21,4.8,11.0,1.03,1.25,1.238447232,1.238447234,1.238447235,1.238447279
Thai League 1,2025-01-20,08:00:00,Sukhothai,Port FC,4.1,4.7,1.81,1.93,4.0,4.7,2.46,2.78,1.56,1.69,1.59,1.7,2.44,2.68,4.9,70.0,4.8,15.0,5.0,40.0,4.9,900.0,4.8,60.0,4.3,42.0,4.3,29.0,4.8,20.0,6.0,100.0,4.8,20.0,4.7,20.0,5.1,85.0,5.7,90.0,5.5,130.0,5.5,140.0,5.7,580.0,5.3,260.0,4.0,55.0,6.0,1000.0,33944835,10915417.0,9255164.0,58805.0,1.23829366,1.238293705,1.238293744,1.238293669,3.6,4.8,1.26,1.39,4.4,36.0,1.03,1.25,4.4,7.0,1.16,1.25,2.06,2.24,1.27,1.33,1.3,1.33,1.238293661,1.238293663,1.238293664,1.238293708
Thai League 1,2025-01-20,09:00:00,Bangkok Utd,Nakhon Pathom,1.29,1.34,9.4,13.0,5.4,7.8,2.56,2.98,1.51,1.64,1.85,2.14,1.88,2.18,11.0,38.0,12.5,48.0,4.2,1000.0,4.2,1000.0,4.2,12.0,4.7,16.5,15.0,42.0,4.2,1000.0,3.95,10.0,4.2,12.0,9.2,30.0,4.2,1000.0,4.2,12.0,4.7,17.0,11.0,38.0,13.0,1000.0,2.86,15.0,6.4,1000.0,7.2,1000.0,33947904,9282747.0,9691457.0,58805.0,1.23833728,1.238337325,1.238337364,1.238337289,3.9,5.6,1.22,1.34,4.5,55.0,1.02,1.05,4.5,8.2,1.14,1.26,1.08,1.1,3.8,4.5,1.16,1.2,1.238337281,1.238337283,1.238337284,1.238337328
English U21 Pro Development League,2025-01-20,10:00:00,Crewe U21,Barnsley U21,3.0,6.0,1.57,1.95,4.3,32.0,3.0,12.5,1.09,1.49,1.05,1000.0,1.01,1000.0,1.11,1000.0,1.07,29.0,1.11,1000.0,1.11,900.0,1.11,1000.0,1.08,42.0,1.08,40.0,1.09,70.0,1.11,1000.0,1.11,1000.0,1.11,1000.0,1.11,1000.0,1.11,1000.0,1.11,1000.0,1.11,1000.0,1.11,1000.0,1.55,1000.0,1.1,560.0,1.11,1000.0,33956131,6628863.0,6667038.0,58805.0,1.238452238,1.238452283,1.238452322,1.238452247,3.4,11.0,1.1,1.4,1.02,55.0,1.02,1.05,3.0,55.0,1.08,1.49,2.04,2.76,1.2,1.5,1.05,1.31,1.238452239,1.238452241,1.238452242,1.238452286
English U21 Pro Development League,2025-01-20,10:00:00,Swansea U21,Millwall U21,2.24,3.15,2.12,2.94,4.2,32.0,2.14,12.5,1.09,1.87,1.05,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,42.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.55,1000.0,1.37,1000.0,1.03,1000.0,33956122,6799680.0,6751920.0,58805.0,1.238452328,1.238452373,1.238452412,1.238452337,1.01,1000.0,1.01,1000.0,1.02,55.0,1.02,1.06,2.16,55.0,1.08,1.87,1.51,1.9,1.46,1.81,1.16,1.32,1.238452329,1.238452331,1.238452332,1.238452376
English U21 Pro Development League,2025-01-20,10:00:00,Watford U21,Ipswich Town U21,2.58,2.86,2.16,2.28,4.7,9.2,2.52,25.0,1.04,1.65,1.36,1.5,3.0,3.8,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,42.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.55,1000.0,1.55,1000.0,1.03,1000.0,33956133,10123520.0,6596974.0,58805.0,1.238452148,1.238452193,1.238452232,1.238452157,1.01,1000.0,1.01,1000.0,1.02,110.0,1.01,1.04,2.54,110.0,1.04,1.65,1.78,1.87,1.53,1.58,1.2,1.27,1.238452149,1.238452151,1.238452152,1.238452196
Indonesian Liga 2,2025-01-20,10:30:00,Persiraja Banda Aceh,PSPS Pekanbaru,1.73,3.4,1.95,8.4,2.56,32.0,1.19,18.0,1.06,6.4,1.05,1000.0,1.01,1000.0,1.02,1000.0,1.02,1000.0,1.02,1000.0,1.02,1000.0,1.02,1000.0,1.03,42.0,1.02,1000.0,1.02,1000.0,1.02,1000.0,1.02,1000.0,1.02,1000.0,1.02,1000.0,1.02,900.0,1.02,1000.0,1.02,1000.0,1.02,1000.0,1.55,1000.0,1.55,1000.0,1.02,1000.0,33955416,15386217.0,5299063.0,58805.0,1.238446871,1.238446916,1.238446955,1.23844688,1.01,1000.0,1.01,1000.0,1.19,21.0,1.05,1.18,1.19,21.0,1.05,6.4,1.38,2.06,1.5,2.38,1.16,1.64,1.238446872,1.238446874,1.238446875,1.238446919
Italian Serie D,2025-01-20,10:30:00,AC Crema 1908,AC Vigasio ASD,1.64,4.3,1.82,6.0,2.52,6.0,1.21,12.5,1.09,5.8,1.05,1000.0,1.01,1000.0,1.18,1000.0,1.16,70.0,1.16,100.0,1.17,160.0,1.15,60.0,1.14,42.0,1.16,75.0,1.17,160.0,1.16,85.0,1.16,85.0,1.16,65.0,1.17,210.0,1.17,140.0,1.17,140.0,1.17,180.0,1.18,1000.0,1.55,1000.0,1.55,1000.0,1.18,1000.0,33956402,16154284.0,11624797.0,58805.0,1.23845728,1.238457325,1.238457364,1.238457289,1.01,1000.0,1.01,1000.0,1.21,15.5,1.07,1.2,1.21,15.5,1.07,5.8,1.22,2.22,1.33,2.58,1.25,1.65,1.238457281,1.238457283,1.238457284,1.238457328
English U21 Pro Development League,2025-01-20,11:00:00,Bristol City U21,Queens Park Rangers U21,1.61,2.04,2.64,5.1,4.4,950.0,2.32,10.5,1.11,1.75,1.05,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,29.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,900.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.55,1000.0,1.03,1000.0,33956132,6597941.0,48031017.0,58805.0,1.238452418,1.238452463,1.238452502,1.238452427,3.4,1000.0,1.01,1.41,1.02,110.0,1.02,1.05,2.32,55.0,1.08,1.75,1.24,1.61,1.96,2.64,1.05,1.29,1.238452419,1.238452421,1.238452422,1.238452466
Romanian Liga I,2025-01-20,12:00:00,Farul Constanta,UTA Arad,2.1,2.18,3.65,4.3,3.3,4.0,1.69,1.9,2.1,2.46,1.79,2.02,1.98,2.28,9.6,24.0,4.2,15.5,5.0,34.0,3.25,100.0,2.62,29.0,3.45,9.0,4.4,18.0,3.4,1000.0,4.3,16.0,8.8,40.0,14.0,23.0,3.4,1000.0,4.9,900.0,3.2,70.0,3.4,1000.0,3.3,160.0,3.3,24.0,3.25,230.0,3.4,1000.0,33918781,1556985.0,2311174.0,58805.0,1.237929898,1.237929943,1.237929982,1.237929907,2.8,3.2,1.46,1.55,1.02,110.0,1.01,1.3,3.3,3.75,1.37,1.44,1.32,1.38,1.84,1.91,1.33,1.43,1.237929899,1.237929901,1.237929902,1.237929946
Friendly Matches,2025-01-20,12:00:00,Wolfsberger AC,Slovan Liberec,1.1,1000.0,1.1,1000.0,1.1,950.0,2.42,2.58,1.64,1.7,1.05,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.37,1000.0,1.37,1000.0,1.03,1000.0,33956380,7418999.0,10503.0,58805.0,1.23845719,1.238457235,1.238457274,1.238457199,1.01,1000.0,1.01,1000.0,2.42,110.0,1.01,1.7,2.42,100.0,1.05,1.7,1.01,11.0,1.01,11.0,1.03,11.0,1.238457191,1.238457193,1.238457194,1.238457238
Friendly Matches,2025-01-20,12:00:00,Olimpija,Slask Wroclaw,1.39,3.0,2.32,110.0,2.52,7.0,1.26,100.0,1.01,4.9,1.05,1000.0,1.01,1000.0,1.02,1000.0,1.02,1000.0,1.02,1000.0,1.02,1000.0,1.02,1000.0,1.03,42.0,1.02,1000.0,1.02,1000.0,1.02,1000.0,1.02,1000.0,1.02,1000.0,1.02,1000.0,1.02,900.0,1.02,1000.0,1.02,1000.0,1.02,1000.0,1.55,1000.0,1.55,1000.0,1.02,1000.0,33956203,489147.0,3143307.0,58805.0,1.238453885,1.23845393,1.238453969,1.238453894,1.01,1000.0,1.01,1000.0,1.26,110.0,1.01,4.9,1.26,100.0,1.01,4.9,1.11,1.75,1.6,3.6,1.19,1.65,1.238453886,1.238453888,1.238453889,1.238453933
Saudi Professional League,2025-01-20,12:10:00,Al-Feiha,Al-Kholood Club,2.38,2.58,3.0,3.45,3.25,3.55,1.74,1.93,2.08,2.36,1.82,2.08,1.93,2.22,8.8,14.0,4.0,12.5,8.6,27.0,5.6,75.0,7.8,10.5,6.4,14.0,10.5,17.5,15.0,50.0,10.5,18.0,8.8,13.0,14.0,24.0,5.6,70.0,11.5,900.0,9.6,36.0,15.0,55.0,5.2,580.0,16.5,28.0,9.6,55.0,7.2,1000.0,33948255,13886091.0,40846946.0,58805.0,1.238345078,1.238345088,1.238345077,1.238345087,2.44,3.25,1.45,1.7,3.15,21.0,1.05,1.46,3.15,3.8,1.36,1.46,1.4,1.49,1.63,1.73,1.39,1.44,1.238345069,1.238345081,1.238345082,1.238345092
Saudi Professional League,2025-01-20,12:15:00,Al-Raed (KSA),Al-Akhdoud,2.9,3.6,2.3,2.68,3.15,3.85,1.83,2.06,1.95,2.2,1.7,2.08,1.94,21.0,4.2,16.5,3.6,13.0,6.2,20.0,2.48,140.0,3.45,14.0,2.82,42.0,3.55,14.0,10.5,140.0,7.6,25.0,4.0,15.0,6.8,60.0,2.5,190.0,6.6,1000.0,5.0,180.0,7.2,55.0,9.6,580.0,2.52,1000.0,6.0,30.0,7.2,1000.0,33948680,6818039.0,21666423.0,58805.0,1.238353578,1.238353588,1.238353577,1.238353587,2.6,3.75,1.36,1.62,3.1,110.0,1.01,1.43,3.1,4.6,1.31,1.43,1.59,1.73,1.42,1.53,1.35,1.47,1.238353569,1.238353581,1.238353582,1.238353592
Greek Super League,2025-01-20,13:00:00,Panserraikos,Lamia,2.02,2.14,4.3,4.9,3.3,3.35,1.61,1.71,2.4,2.62,2.04,2.22,1.81,1.95,9.0,11.0,12.0,14.0,13.5,32.0,12.0,110.0,7.0,10.5,7.0,7.6,17.0,21.0,28.0,70.0,10.0,11.5,10.0,11.0,21.0,25.0,12.0,90.0,21.0,26.0,23.0,25.0,19.5,50.0,8.4,180.0,6.6,21.0,24.0,95.0,8.8,1000.0,33924492,1210411.0,3464961.0,58805.0,1.237996204,1.237996249,1.237996288,1.237996213,2.3,3.25,1.44,1.76,7.2,10.5,1.12,1.14,2.86,3.2,1.45,1.54,1.26,1.3,1.89,1.98,1.42,1.44,1.237996205,1.237996207,1.237996208,1.237996252
