League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
Indonesian Liga 2,2025-02-05,03:30:00,Persipura Jayapura,Persipa Pati,1.67,1.89,5.0,7.2,3.4,4.4,1.69,1.93,2.08,2.44,2.0,2.22,1.82,1.99,3.5,980.0,3.7,980.0,4.1,60.0,4.3,1000.0,3.15,980.0,3.25,980.0,3.8,980.0,4.2,1000.0,3.45,210.0,3.4,980.0,3.85,980.0,4.2,1000.0,3.65,22.0,3.75,26.0,4.1,60.0,100.0,1000.0,3.75,360.0,4.3,1000.0,4.4,1000.0,34002698,4522523.0,25180099.0,58805.0,1.239150932,1.239150977,1.239151016,1.239150941,2.48,3.6,1.43,1.59,3.9,18.0,1.07,1.14,3.05,3.9,1.36,1.49,1.16,1.24,2.12,2.5,1.31,1.42,1.239150933,1.239150935,1.239150936,1.239150980
Indonesian Liga 2,2025-02-05,05:00:00,RANS Nusantara FC,Persipal Palu,3.45,6.2,1.84,2.22,3.0,5.5,1.6,2.1,1.9,2.68,1.5,9.4,1.5,2.98,1.01,980.0,1.06,980.0,1.06,1000.0,1.06,1000.0,1.06,980.0,1.06,980.0,1.06,980.0,1.06,1000.0,1.06,1000.0,1.06,980.0,1.06,980.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,34002699,52729394.0,73566483.0,58805.0,1.239151022,1.239151067,1.239151106,1.239151031,1.2,110.0,1.35,110.0,2.74,21.0,1.06,1.15,2.74,4.8,1.27,1.57,1.81,2.2,1.2,1.41,1.22,1.5,1.239151023,1.239151025,1.239151026,1.239151070
Indonesian Liga 2,2025-02-05,05:30:00,Persekat Kabupaten Tegal,Persibo Bojonegoro,2.18,2.6,3.8,4.8,2.8,3.45,1.51,1.7,2.44,2.96,2.04,2.3,1.77,1.96,2.06,980.0,2.08,980.0,2.22,190.0,2.22,200.0,2.26,980.0,3.2,42.0,2.02,980.0,2.22,200.0,2.1,210.0,1.99,980.0,2.08,980.0,2.22,270.0,2.2,900.0,2.2,130.0,2.22,180.0,2.46,1000.0,2.1,40.0,1.7,1000.0,4.0,1000.0,34002714,25649882.0,25345091.0,58805.0,1.239151112,1.239151157,1.239151196,1.239151121,2.38,2.94,1.52,1.71,3.05,15.5,1.09,1.18,2.56,3.2,1.46,1.64,1.27,1.36,1.64,1.85,1.41,1.56,1.239151113,1.239151115,1.239151116,1.239151160
Friendly Matches,2025-02-05,07:00:00,Varnsdorf,Slovan Liberec B,1.57,1.78,3.65,5.6,4.6,6.8,3.0,7.0,1.28,1.49,1.37,1.65,2.56,20.0,1.51,160.0,1.53,110.0,1.54,150.0,1.54,250.0,1.44,38.0,6.2,42.0,1.53,120.0,1.54,250.0,1.51,140.0,5.3,40.0,1.53,290.0,1.54,340.0,1.53,90.0,6.6,70.0,8.4,310.0,11.5,580.0,1.28,55.0,1.55,270.0,1.55,1000.0,34004466,4142631.0,25403009.0,58805.0,1.239172084,1.239172129,1.239172168,1.239172093,4.3,7.0,1.17,1.27,4.7,55.0,1.02,1.05,3.05,13.5,1.08,1.27,1.24,1.3,2.26,2.82,1.18,1.27,1.239172085,1.239172087,1.239172088,1.239172132
Saudi 1st Division,2025-02-05,09:45:00,Al-Arabi Al-Saudi,Al-Jndal,1.68,1.94,3.85,8.4,3.2,4.4,1.85,2.3,1.86,2.18,0.0,0.0,0.0,0.0,10.5,18.0,13.0,22.0,30.0,55.0,95.0,1000.0,6.4,10.5,6.4,10.5,14.0,24.0,50.0,1000.0,7.8,13.0,7.4,12.5,15.0,26.0,50.0,1000.0,13.5,23.0,14.0,24.0,27.0,48.0,85.0,1000.0,8.8,14.5,60.0,1000.0,1.01,1000.0,34003972,21468169.0,21772357.0,58805.0,1.239164305,1.239164301,0,1.239164307,2.96,4.0,1.37,1.51,0.0,0.0,0.0,0.0,3.2,4.5,1.28,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0,1.239164308,0,1.239164306
Saudi 1st Division,2025-02-05,09:45:00,Al Batin,Al Najma Club,2.88,7.2,1.87,2.46,3.1,4.9,1.69,2.08,1.92,2.44,0.0,0.0,0.0,0.0,9.4,15.5,7.6,11.5,9.4,15.5,18.5,32.0,10.0,17.0,6.2,9.8,8.0,13.5,16.5,28.0,20.0,34.0,12.0,20.0,14.0,24.0,29.0,1000.0,1.01,1000.0,34.0,1000.0,42.0,1000.0,1.01,1000.0,36.0,1000.0,12.0,21.0,1.01,1000.0,34003970,77353032.0,6818023.0,58805.0,1.239164417,1.239164413,0,1.239164419,2.74,3.7,1.37,1.64,0.0,0.0,0.0,0.0,3.0,4.6,1.28,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0,1.239164420,0,1.239164418
Saudi 1st Division,2025-02-05,09:45:00,Al-Zulfi SC,Jeddah Club,2.3,3.05,3.3,4.4,2.64,3.85,1.44,1.61,2.62,3.3,0.0,0.0,0.0,0.0,6.6,10.5,8.0,12.5,16.5,29.0,55.0,1000.0,6.4,9.8,5.6,8.6,12.0,21.0,44.0,1000.0,11.0,17.0,9.4,16.0,16.5,32.0,65.0,1000.0,27.0,46.0,25.0,46.0,50.0,1000.0,1.01,1000.0,24.0,50.0,60.0,1000.0,1.01,1000.0,34003971,16660302.0,14841985.0,58805.0,1.239164406,1.239164402,0,1.239164408,2.22,2.84,1.54,1.82,0.0,0.0,0.0,0.0,2.36,2.86,1.54,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0,1.239164409,0,1.239164407
English U21 Pro Development League,2025-02-05,10:00:00,Wigan Athletic U21,Crewe U21,1.18,590.0,1.18,1000.0,4.4,1000.0,1.26,110.0,1.04,4.9,1.05,1000.0,1.12,1000.0,1.01,980.0,1.01,980.0,1.01,1000.0,1.01,1000.0,1.01,980.0,1.01,980.0,1.01,980.0,1.01,1000.0,1.01,1000.0,1.01,980.0,1.01,980.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33944796,6596986.0,6628863.0,58805.0,1.238293388,1.238293433,1.238293472,1.238293397,3.0,9.4,1.12,1.35,1.26,110.0,1.01,1.04,1.26,110.0,1.04,4.9,1.01,6.6,1.07,6.6,1.03,1.28,1.238293389,1.238293391,1.238293392,1.238293436
Indian Super League,2025-02-05,11:00:00,Mohun Bagan Super Giants,Punjab FC,1.44,1.51,7.8,9.6,4.4,5.6,2.08,2.6,1.69,1.91,1.84,1.93,2.06,2.2,2.6,980.0,4.2,980.0,4.2,95.0,4.2,1000.0,2.7,980.0,2.7,980.0,4.2,980.0,4.2,1000.0,2.66,40.0,2.78,980.0,2.66,980.0,15.0,1000.0,2.5,900.0,2.54,70.0,2.74,95.0,2.9,1000.0,3.3,85.0,4.2,1000.0,2.96,1000.0,33995652,64904367.0,27301411.0,58805.0,1.239033185,1.239033230,1.239033269,1.239033194,3.25,4.3,1.3,1.44,4.0,21.0,1.05,1.07,4.0,6.6,1.18,1.33,1.12,1.15,2.96,3.3,1.24,1.28,1.239033186,1.239033188,1.239033189,1.239033233
Friendly Matches,2025-02-05,12:00:00,Kickers Emden,Werder Bremen II,1.98,2.58,2.76,6.0,4.0,7.0,1.2,110.0,1.02,6.0,1.28,1000.0,1.12,4.5,1.2,980.0,1.19,980.0,1.19,130.0,1.2,210.0,1.18,980.0,1.17,980.0,1.19,980.0,1.2,210.0,1.19,210.0,1.17,980.0,1.18,980.0,1.2,280.0,1.19,130.0,1.18,70.0,1.2,180.0,1.2,580.0,1.55,1000.0,1.55,1000.0,1.2,850.0,34000996,1206328.0,9987568.0,58805.0,1.239131623,1.239131668,1.239131707,1.239131632,1.01,1000.0,1.01,20.0,1.21,1000.0,1.01,6.0,1.2,1000.0,1.01,6.0,1.23,1.57,1.63,2.04,1.2,1.34,1.239131624,1.239131626,1.239131627,1.239131671
