League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
Friendly Matches,2025-01-13,07:00:00,Hvidovre,AB,1.56,2.4,2.74,1000.0,1.81,1000.0,1.96,2.76,1.57,2.04,1.01,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.52,1000.0,1.52,1000.0,1.03,1000.0,33935708,151007.0,113194.0,58805.0,1.23816114,1.238161185,1.238161224,1.238161149,1.01,1000.0,1.01,1000.0,2.96,990.0,1.01,1.51,2.96,110.0,1.01,1.51,1.03,1.57,1.71,2.8,1.05,1.76,1.238161141,1.238161143,1.238161144,1.238161188
English U21 Pro Development League,2025-01-13,10:00:00,Crewe U21,Burnley U21,2.64,1000.0,1.19,1.64,2.64,1000.0,2.94,100.0,1.27,1.52,1.01,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.52,1000.0,1.52,1000.0,1.03,1000.0,33935731,6628863.0,10351446.0,58805.0,1.23816157,1.238161615,1.238161654,1.238161579,1.01,1000.0,1.01,1000.0,2.94,990.0,1.01,1.52,2.94,110.0,1.01,1.52,2.56,6.4,1.01,1.61,1.01,1.61,1.238161571,1.238161573,1.238161574,1.238161618
Indian Super League,2025-01-13,11:00:00,Kerala Blasters FC,Odisha,1.87,2.1,3.4,4.5,3.9,950.0,2.24,7.2,1.16,1.81,1.51,1.85,2.18,1000.0,1.03,1000.0,1.03,21.0,1.03,1000.0,1.03,1000.0,1.03,15.0,1.03,11.5,1.03,17.5,1.03,1000.0,1.03,17.5,1.03,13.0,1.03,21.0,1.03,1000.0,1.03,1000.0,1.03,24.0,1.03,1000.0,1.03,1000.0,8.4,13.5,22.0,1000.0,1.03,1000.0,33928608,16037491.0,26603171.0,58805.0,1.238069392,1.238069437,1.238069476,1.238069401,1.01,5.7,1.01,1.54,3.9,36.0,1.04,1.34,3.9,7.2,1.16,1.34,1.31,1.42,1.9,2.16,1.24,1.34,1.238069393,1.238069395,1.238069396,1.23806944
Turkish 1 Lig,2025-01-13,11:00:00,Corum Belediyespor,Istanbulspor,2.28,2.72,2.96,3.65,3.3,3.9,1.68,2.16,1.86,3.1,1.64,1000.0,1.91,1000.0,1.03,15.5,1.03,15.0,1.03,1000.0,1.01,1000.0,1.03,12.0,1.04,9.0,1.03,16.5,1.01,1000.0,1.03,19.0,1.03,14.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33921254,6781499.0,113186.0,58805.0,1.237956031,1.237956076,1.237956115,1.23795604,2.62,3.8,1.36,1.62,1.02,110.0,1.01,1.45,2.48,100.0,1.32,1.45,1.38,1.52,1.58,1.79,1.34,1.44,1.237956032,1.237956034,1.237956035,1.237956079
Greek Super League,2025-01-13,13:00:00,OFI,Levadiakos,2.28,2.44,3.55,3.85,3.15,3.4,1.63,1.73,2.38,2.6,1.98,2.14,1.87,2.02,1.03,10.5,1.03,14.0,1.03,30.0,1.03,95.0,1.03,8.2,1.03,7.2,1.03,19.0,1.03,65.0,1.03,16.5,1.03,11.5,1.03,28.0,1.03,90.0,1.03,40.0,1.03,38.0,1.03,65.0,1.03,200.0,20.0,36.0,48.0,85.0,1.03,1000.0,33886639,728087.0,531200.0,58805.0,1.237503822,1.237503867,1.237503906,1.237503831,2.38,3.35,1.42,1.72,2.88,110.0,1.01,1.53,2.88,3.25,1.45,1.53,1.35,1.4,1.69,1.77,1.43,1.47,1.237503823,1.237503825,1.237503826,1.23750387
Greek Super League,2025-01-13,13:00:00,Asteras Tripolis,Panaitolikos,2.02,2.14,4.8,5.3,3.1,3.2,1.53,1.62,2.6,2.88,2.18,2.38,1.72,1.84,7.2,8.4,11.0,13.0,24.0,38.0,13.5,140.0,6.0,7.0,6.6,7.4,17.0,21.0,13.0,95.0,9.4,11.0,10.5,12.0,23.0,29.0,13.5,130.0,21.0,25.0,24.0,40.0,12.5,70.0,13.5,240.0,21.0,32.0,14.0,150.0,14.0,1000.0,33886635,1300930.0,2126382.0,58805.0,1.237504002,1.237504047,1.237504086,1.237504011,2.22,3.1,1.48,1.82,3.2,110.0,1.01,1.45,2.62,2.9,1.52,1.62,1.23,1.27,1.88,1.97,1.46,1.48,1.237504003,1.237504005,1.237504006,1.23750405
Turkish Super League,2025-01-13,14:00:00,Goztepe,Kasimpasa,2.06,2.08,4.0,4.1,3.65,3.75,2.16,2.2,1.84,1.86,1.71,1.75,2.32,2.42,15.0,16.0,16.0,17.0,27.0,29.0,40.0,75.0,10.0,11.0,7.6,8.2,14.5,15.5,40.0,46.0,12.0,14.0,9.6,10.5,15.0,16.5,44.0,50.0,23.0,24.0,19.0,21.0,30.0,34.0,38.0,80.0,12.0,13.5,36.0,44.0,18.0,850.0,33917127,113239.0,2080735.0,58805.0,1.237904271,1.237904281,1.237904270,1.237904280,3.45,3.6,1.38,1.41,15.0,17.5,1.06,1.07,4.5,4.6,1.27,1.29,1.32,1.34,1.92,1.94,1.36,1.38,1.237904262,1.237904274,1.237904275,1.237904285
Turkish Super League,2025-01-13,14:00:00,Konyaspor,Fenerbahce,8.2,8.6,1.47,1.48,4.8,4.9,2.3,2.34,1.75,1.77,1.95,2.0,2.0,2.06,19.0,20.0,8.8,9.6,8.2,8.6,11.5,12.5,27.0,30.0,9.8,10.5,9.2,9.8,14.0,15.5,60.0,70.0,25.0,29.0,21.0,24.0,30.0,34.0,22.0,260.0,44.0,120.0,40.0,100.0,60.0,130.0,110.0,140.0,6.2,6.6,100.0,1000.0,33917149,482032.0,46726.0,58805.0,1.237904163,1.237904173,1.237904162,1.237904172,3.6,3.8,1.36,1.39,18.5,20.0,1.05,1.06,4.9,5.1,1.24,1.25,3.05,3.15,1.13,1.14,1.25,1.26,1.237904154,1.237904166,1.237904167,1.237904177
Turkish 1 Lig,2025-01-13,14:00:00,Manisa FK,Umraniyespor,2.12,2.18,3.6,3.85,3.55,3.85,1.94,2.02,1.98,2.08,1.81,1.96,2.04,2.24,12.0,17.5,12.5,17.5,20.0,70.0,28.0,900.0,8.4,10.5,7.0,8.4,7.0,17.0,17.5,190.0,10.5,16.0,5.3,12.0,7.8,32.0,18.5,210.0,20.0,48.0,8.0,70.0,20.0,150.0,7.8,580.0,13.5,18.5,17.0,230.0,8.2,980.0,33921450,27282595.0,6250160.0,58805.0,1.237959558,1.237959603,1.237959642,1.237959567,3.1,3.3,1.43,1.47,7.6,15.5,1.07,1.09,3.75,4.1,1.33,1.36,1.35,1.38,1.84,1.9,1.35,1.38,1.237959559,1.237959561,1.237959562,1.237959606
English Premier League 2 - Div 1,2025-01-13,16:00:00,Chelsea U21,Reading U21,1.41,1.49,5.0,7.4,5.7,9.4,1.34,7.8,1.15,1.19,1.36,1.39,3.6,3.75,11.0,1000.0,4.2,180.0,4.2,260.0,4.2,1000.0,4.9,70.0,4.9,55.0,4.9,120.0,4.2,80.0,4.9,50.0,4.6,48.0,4.8,80.0,5.0,220.0,4.8,180.0,4.6,55.0,4.7,85.0,5.2,160.0,2.34,2.74,4.5,24.0,5.6,400.0,33936111,6689721.0,6586874.0,58805.0,1.238163975,1.238164020,1.238164059,1.238163984,7.0,10.5,1.12,1.15,2.32,110.0,1.01,1.02,1.15,110.0,1.05,1.06,1.17,1.23,3.0,3.65,1.13,1.19,1.238163976,1.238163978,1.238163979,1.238164023
