League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
Mexican Liga MX,2025-02-27,00:00:00,Toluca,Queretaro,1.31,1.33,10.5,12.0,6.4,7.0,2.88,2.98,1.5,1.52,1.94,2.1,1.92,2.06,13.0,42.0,21.0,65.0,11.0,140.0,11.0,430.0,10.0,12.0,13.5,16.0,20.0,120.0,11.5,230.0,8.0,9.2,9.8,11.5,20.0,36.0,11.0,160.0,9.2,10.5,12.5,14.5,15.0,34.0,11.0,150.0,3.75,4.2,10.5,210.0,11.5,1000.0,34034617,230914.0,328926.0,58805.0,1.239592616,1.239592661,1.2395927,1.239592625,4.5,4.8,1.26,1.29,25.0,36.0,1.03,1.04,6.4,7.2,1.16,1.18,1.09,1.1,4.0,4.3,1.17,1.19,1.239592617,1.239592619,1.23959262,1.239592664
Mexican Liga MX,2025-02-27,00:05:00,Atletico San Luis,Guadalajara,3.7,3.9,2.14,2.16,3.65,3.75,2.0,2.04,1.96,1.99,1.78,1.87,2.14,2.28,12.0,14.0,9.2,10.0,12.0,13.5,23.0,27.0,13.0,14.5,7.6,8.4,9.8,11.0,20.0,22.0,24.0,27.0,14.0,15.5,16.5,18.0,32.0,38.0,14.0,75.0,38.0,44.0,26.0,55.0,15.5,100.0,36.0,55.0,14.5,15.5,17.5,1000.0,34034619,10781957.0,230909.0,58805.0,1.239593745,1.23959379,1.239593829,1.239593754,3.2,3.3,1.43,1.45,13.5,15.5,1.07,1.08,3.95,4.1,1.32,1.34,1.86,1.88,1.34,1.37,1.36,1.38,1.239593746,1.239593748,1.239593749,1.239593793
CONCACAF Champions League,2025-02-27,00:30:00,Seattle Sounders,Antigua GFC,1.29,1.34,9.4,15.5,5.1,8.2,2.56,2.82,1.56,1.64,1.98,2.22,1.81,2.02,4.6,65.0,4.1,240.0,4.0,1000.0,4.1,1000.0,3.8,12.0,5.3,21.0,4.1,280.0,4.1,1000.0,4.2,11.0,4.9,14.0,4.3,85.0,4.1,1000.0,4.9,14.5,10.0,20.0,4.1,90.0,4.1,1000.0,3.6,4.9,4.1,1000.0,4.2,1000.0,34071351,4019787.0,8727831.0,58805.0,1.240096959,1.240097004,1.240097043,1.240096968,4.1,4.4,1.3,1.32,5.6,55.0,1.04,1.05,5.3,7.0,1.18,1.22,1.07,1.1,3.85,4.6,1.16,1.21,1.24009696,1.240096962,1.240096963,1.240097007
SheBelievesCup,2025-02-27,00:30:00,USA (W),Japan (W),2.38,2.7,3.05,3.5,3.15,3.65,1.76,1.89,2.12,2.32,1.81,1.97,2.02,2.22,3.8,15.5,3.75,16.0,6.0,38.0,3.65,65.0,4.3,12.0,3.95,9.4,3.95,21.0,4.1,150.0,3.75,23.0,4.7,17.5,3.75,34.0,3.65,70.0,4.0,95.0,4.2,100.0,3.85,320.0,3.8,1000.0,3.45,55.0,3.35,140.0,3.55,1000.0,34071409,541859.0,541842.0,58805.0,1.240096865,1.24009691,1.240096949,1.240096874,2.96,3.2,1.46,1.51,1.14,110.0,1.08,1.11,3.25,3.75,1.37,1.43,1.36,1.58,1.51,1.82,1.32,1.54,1.240096866,1.240096868,1.240096869,1.240096913
Panamanian Premier League,2025-02-27,01:30:00,Sporting San Miguelito,Veraguas FC,1.64,1.8,5.8,8.4,3.1,4.7,1.7,1.91,2.1,2.42,2.04,2.32,1.75,1.96,2.9,20.0,4.2,120.0,4.2,180.0,4.2,1000.0,3.95,26.0,3.2,42.0,4.2,130.0,4.2,1000.0,3.35,38.0,2.82,40.0,3.25,80.0,4.2,1000.0,3.1,900.0,3.2,70.0,3.3,170.0,3.5,580.0,2.98,40.0,4.2,1000.0,3.5,1000.0,34071555,10389968.0,26283156.0,58805.0,1.240100507,1.240100552,1.240100591,1.240100516,2.52,3.6,1.42,1.57,1.14,18.0,1.07,1.18,3.1,4.2,1.37,1.47,1.15,1.21,2.24,2.58,1.32,1.4,1.240100508,1.24010051,1.240100511,1.240100555
Algerian U21,2025-02-27,06:00:00,JS Saoura U21,Olympique Akbou U21,1.04,140.0,1.04,140.0,1.01,950.0,1.26,100.0,1.03,4.9,1.05,1000.0,1.12,1000.0,1.13,40.0,1.14,60.0,1.16,1000.0,1.16,1000.0,1.13,40.0,1.09,17.0,1.16,1000.0,1.16,1000.0,1.16,1000.0,1.16,1000.0,1.16,1000.0,1.16,1000.0,1.16,1000.0,1.16,1000.0,1.16,1000.0,1.16,1000.0,1.15,80.0,1.16,400.0,1.16,1000.0,34073604,7671273.0,62661241.0,58805.0,1.240137687,1.240137732,1.240137771,1.240137696,1.2,110.0,1.35,110.0,1.26,1000.0,1.01,4.9,1.26,110.0,1.01,4.9,1.01,26.0,1.01,36.0,1.01,110.0,1.240137688,1.24013769,1.240137691,1.240137735
Azerbaijan 1st Division,2025-02-27,06:30:00,Baku Sporting,Cebrayil FK,1.01,330.0,1.01,160.0,1.01,950.0,1.21,100.0,1.03,5.8,1.12,1000.0,1.05,1000.0,1.12,16.0,1.18,50.0,1.21,1000.0,1.21,1000.0,1.18,50.0,1.11,13.5,1.21,1000.0,1.21,1000.0,1.21,1000.0,1.21,1000.0,1.21,1000.0,1.21,1000.0,1.21,1000.0,1.21,1000.0,1.21,1000.0,1.21,1000.0,1.21,1000.0,1.21,1000.0,1.21,1000.0,34073692,74042070.0,76007940.0,58805.0,1.240138521,1.240138566,1.240138605,1.24013853,1.2,110.0,1.01,110.0,1.21,1000.0,1.01,5.8,1.21,110.0,1.01,5.8,1.01,110.0,1.01,110.0,1.4,110.0,1.240138522,1.240138524,1.240138525,1.240138569
Myanmar Matches,2025-02-27,06:30:00,Myawady FC,Yadanarbon,1.06,1000.0,1.04,1000.0,1.02,950.0,1.21,300.0,1.01,5.8,1.05,1000.0,1.12,1000.0,1.03,1000.0,1.03,60.0,1.03,44.0,1.03,44.0,1.03,1000.0,1.03,1000.0,1.03,60.0,1.03,60.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.37,1000.0,1.37,30.0,1.03,1000.0,34074932,22580287.0,9188286.0,58805.0,1.240146173,1.240146218,1.240146257,1.240146182,1.2,110.0,1.21,20.0,1.21,1000.0,1.01,1.17,1.21,110.0,1.01,5.8,1.01,36.0,1.01,18.0,1.01,110.0,1.240146174,1.240146176,1.240146177,1.240146221
Singapore S-League,2025-02-27,08:45:00,Albirex Niigata (SIN),Balestier Khalsa,1.9,3.65,1.8,3.05,2.5,950.0,1.98,26.0,1.18,1.49,1.3,1.49,3.05,4.3,2.02,1000.0,1.97,60.0,1.94,44.0,2.0,1000.0,2.0,1000.0,1.87,24.0,1.85,21.0,1.92,34.0,2.02,1000.0,1.86,22.0,1.91,32.0,1.94,44.0,2.02,1000.0,1.98,1000.0,1.97,1000.0,2.0,1000.0,1.77,13.5,1.65,34.0,2.02,1000.0,34074872,23871038.0,5322891.0,58805.0,1.240145172,1.240145217,1.240145256,1.240145181,1.01,1000.0,1.01,20.0,1.2,1000.0,1.01,1.1,1.11,110.0,1.04,1.49,1.48,2.24,1.37,2.12,1.04,1.67,1.240145173,1.240145175,1.240145176,1.24014522
Singapore S-League,2025-02-27,08:45:00,Geylang International,Tanjong Pagar United,1.04,1.7,6.8,1000.0,1.01,950.0,2.2,9.4,1.12,1.39,1.12,1.69,2.46,1000.0,2.12,1000.0,2.06,1000.0,2.06,1000.0,2.06,1000.0,1.98,55.0,2.0,1000.0,2.06,1000.0,2.06,1000.0,1.96,50.0,1.93,48.0,2.02,1000.0,2.06,1000.0,1.92,40.0,1.92,44.0,1.99,55.0,2.06,1000.0,1.74,3.6,2.06,1000.0,2.06,1000.0,34074863,8279004.0,5361010.0,58805.0,1.240145262,1.240145307,1.240145346,1.240145271,1.01,1000.0,1.01,20.0,3.25,1000.0,1.01,1.1,1.11,110.0,1.04,1.39,1.01,1.17,2.44,36.0,1.01,1.84,1.240145263,1.240145265,1.240145266,1.24014531
