League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
Australian A-League Men,2025-01-14,07:45:00,Perth Glory,Western Sydney Wanderers,5.0,5.1,1.68,1.69,4.8,4.9,2.92,3.15,1.48,1.5,1.56,1.61,2.6,2.78,26.0,30.0,13.5,15.0,12.5,14.0,17.0,18.5,28.0,32.0,10.5,12.0,9.6,10.5,13.5,14.5,42.0,48.0,18.5,19.5,15.5,16.0,21.0,23.0,15.5,120.0,44.0,50.0,40.0,46.0,50.0,60.0,29.0,32.0,5.6,6.2,17.0,420.0,33923967,370132.0,6480414.0,58805.0,1.237998519,1.237998523,1.237998598,1.23799852,4.2,5.6,1.22,1.31,27.0,55.0,1.03,1.04,6.8,8.2,1.15,1.17,2.44,2.48,1.24,1.25,1.25,1.27,1.237998603,1.237998605,1.237998521,1.237998522
Thai League 1,2025-01-14,08:00:00,Lamphun Warrior,Nakhon Ratchasima,1.6,1.9,4.5,7.2,3.4,7.8,1.84,2.38,1.72,2.18,1.71,2.22,1.82,110.0,1.03,19.0,1.02,1000.0,1.01,1000.0,1.02,1000.0,1.03,11.0,1.03,11.5,1.02,1000.0,1.02,1000.0,1.03,12.5,1.03,12.5,1.02,1000.0,1.02,1000.0,1.03,21.0,1.03,22.0,1.02,1000.0,1.02,1000.0,1.02,12.0,1.01,1000.0,1.02,1000.0,33933951,12517050.0,9645518.0,58805.0,1.238130452,1.238130497,1.238130536,1.238130461,2.74,4.0,1.33,1.51,1.02,26.0,1.04,1.37,3.35,4.9,1.27,1.38,1.18,1.26,2.1,2.82,1.24,1.41,1.238130453,1.238130455,1.238130456,1.2381305
Thai League 1,2025-01-14,09:00:00,Nakhon Pathom,Nongbua Pitchaya FC,2.1,2.46,2.86,3.95,3.15,4.9,1.96,2.62,1.63,2.04,1.51,1.88,2.14,2.98,3.6,24.0,3.45,18.5,3.75,32.0,4.0,70.0,3.3,15.0,3.0,10.5,3.35,16.5,3.85,42.0,3.5,20.0,3.2,13.5,3.45,19.5,3.9,48.0,3.8,38.0,3.65,28.0,3.85,40.0,4.0,1000.0,3.45,18.5,3.75,34.0,3.45,1000.0,33933949,9691457.0,15090737.0,58805.0,1.238130362,1.238130407,1.238130446,1.238130371,3.05,4.6,1.28,1.49,3.85,26.0,1.04,1.1,3.85,5.4,1.24,1.3,1.38,1.49,1.68,1.91,1.31,1.39,1.238130363,1.238130365,1.238130366,1.23813041
Egyptian 2nd Division,2025-01-14,09:30:00,Sporting Club,El Daklyeh,2.88,4.4,2.42,3.5,2.46,4.2,1.24,1.52,2.94,5.3,1.01,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.52,1000.0,1.52,1000.0,1.03,1000.0,33938164,37644030.0,5907009.0,58805.0,1.238201009,1.238201054,1.238201093,1.238201018,1.01,2.54,1.01,2.12,3.2,10.5,1.11,1.3,1.85,2.64,1.61,2.18,1.4,1.71,1.29,1.53,1.31,1.68,1.23820101,1.238201012,1.238201013,1.238201057
Egyptian 2nd Division,2025-01-14,09:30:00,Raya Sporting FC,Proxy Work Club,2.38,3.5,2.84,4.5,2.36,4.4,1.27,1.54,2.88,4.8,1.01,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33938489,60997370.0,49298095.0,58805.0,1.238205725,1.23820577,1.238205809,1.238205734,1.92,2.68,1.01,1000.0,3.65,10.5,1.11,1.3,1.96,2.7,1.59,2.04,1.29,1.54,1.4,1.73,1.29,1.73,1.238205726,1.238205728,1.238205729,1.238205773
English U21 Pro Development League,2025-01-14,10:00:00,Coventry City U21,Sheff Wed U21,2.34,3.5,2.02,2.76,4.2,8.0,2.12,9.4,1.12,1.9,1.01,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.52,1000.0,1.52,1000.0,1.03,1000.0,33938220,6617009.0,6813026.0,58805.0,1.238201341,1.238201386,1.238201425,1.23820135,1.01,1000.0,1.01,1.35,2.12,55.0,1.02,1.05,2.12,55.0,1.08,1.9,1.57,1.99,1.45,1.75,1.14,1.31,1.238201342,1.238201344,1.238201345,1.238201389
Friendly Matches,2025-01-14,10:00:00,Mlada Boleslav,Dukla Prague,1.3,110.0,1.34,1000.0,1.34,950.0,1.4,110.0,1.45,6.6,1.01,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33939319,886284.0,4142634.0,58805.0,1.238219527,1.238219572,1.238219611,1.238219536,1.01,1000.0,1.01,1000.0,1.4,1000.0,1.01,6.6,1.4,110.0,1.01,6.6,1.01,26.0,1.32,9.8,1.01,110.0,1.238219528,1.23821953,1.238219531,1.238219575
Friendly Matches,2025-01-14,10:00:00,FC Koln,Viktoria Koln,1.22,110.0,1.36,1000.0,1.36,950.0,1.43,110.0,1.03,10.5,1.01,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33939309,44783.0,6542379.0,58805.0,1.238217865,1.23821791,1.238217949,1.238217874,1.01,1000.0,1.01,1000.0,1.43,1000.0,1.01,10.5,1.43,110.0,1.01,10.5,1.01,26.0,1.34,13.0,1.01,110.0,1.238217866,1.238217868,1.238217869,1.238217913
Indian Super League,2025-01-14,11:00:00,Northeast United,FC Goa,2.88,3.25,2.24,2.42,3.75,4.3,2.24,2.52,1.66,1.81,1.6,1.72,2.38,2.66,14.0,24.0,3.95,16.5,4.0,21.0,4.3,38.0,3.9,19.0,3.4,11.0,3.65,13.5,4.2,28.0,4.2,28.0,3.95,16.5,4.1,21.0,4.6,40.0,4.6,60.0,4.6,38.0,4.7,44.0,4.7,90.0,16.0,27.0,3.95,17.0,4.9,1000.0,33931420,16081872.0,8900343.0,58805.0,1.238092722,1.238092767,1.238092806,1.238092731,3.0,4.5,1.29,1.5,12.0,36.0,1.04,1.07,4.5,5.6,1.22,1.28,1.7,1.8,1.44,1.5,1.31,1.36,1.238092723,1.238092725,1.238092726,1.23809277
English U21 Pro Development League,2025-01-14,11:00:00,Cardiff City U21,Brentford U21,2.02,2.84,2.34,3.5,4.2,9.0,2.16,11.0,1.1,1.85,1.01,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.52,1000.0,1.52,1000.0,1.03,1000.0,33938271,6789341.0,6628855.0,58805.0,1.238202173,1.238202218,1.238202257,1.238202182,1.01,1000.0,1.01,1000.0,2.16,110.0,1.02,1.85,2.16,55.0,1.02,1.85,1.4,1.75,1.54,1.99,1.14,1.32,1.238202174,1.238202176,1.238202177,1.238202221
