League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
French Ligue 2,2025-01-03,16:00:00,Amiens,ESTAC Troyes,2.8,2.88,2.96,3.05,3.15,3.2,1.67,1.7,2.42,2.5,1.97,2.08,1.93,2.04,9.0,10.0,9.0,9.8,16.5,19.0,44.0,55.0,8.4,9.4,6.6,7.2,12.0,13.5,34.0,40.0,15.0,16.5,11.5,13.0,18.5,21.0,28.0,65.0,40.0,44.0,32.0,38.0,25.0,60.0,16.0,140.0,32.0,38.0,36.0,44.0,13.5,1000.0,33887604,70467.0,4864974.0,58805.0,1.237535856,1.237535901,1.23753594,1.237535865,2.76,2.84,1.54,1.57,9.0,9.8,1.11,1.12,3.05,3.15,1.47,1.49,1.48,1.51,1.53,1.56,1.45,1.47,1.237535857,1.237535859,1.23753586,1.237535904
French Ligue 2,2025-01-03,16:00:00,Rodez,Red Star,1.69,1.71,5.1,5.4,4.3,4.5,2.42,2.5,1.67,1.7,1.75,1.77,2.3,2.32,20.0,24.0,20.0,23.0,40.0,44.0,16.0,130.0,10.0,11.5,9.4,10.5,17.5,19.5,26.0,60.0,10.5,11.5,9.2,9.8,16.0,18.0,44.0,55.0,15.5,17.0,15.0,16.0,25.0,28.0,20.0,80.0,7.0,8.0,42.0,55.0,17.0,1000.0,33885057,1029663.0,496950.0,58805.0,1.237486545,1.237486555,1.237486544,1.237486554,3.9,4.1,1.32,1.35,19.0,21.0,1.05,1.06,5.3,5.6,1.22,1.23,1.23,1.24,2.4,2.44,1.28,1.3,1.237486536,1.237486548,1.237486549,1.237486559
French Ligue 2,2025-01-03,16:00:00,Paris FC,Martigues,1.2,1.21,19.5,22.0,8.2,8.6,2.62,2.68,1.6,1.62,2.46,2.5,1.66,1.69,20.0,32.0,20.0,70.0,11.0,240.0,11.5,1000.0,8.2,9.2,16.0,23.0,11.0,980.0,12.5,460.0,6.4,7.2,11.0,12.0,42.0,50.0,55.0,350.0,7.6,8.4,12.5,14.5,44.0,55.0,12.5,380.0,3.75,4.1,15.0,1000.0,11.5,1000.0,33885068,5168454.0,269794.0,58805.0,1.237486113,1.237486123,1.237486112,1.237486122,4.0,4.2,1.31,1.33,22.0,36.0,1.03,1.05,5.8,6.2,1.2,1.21,1.05,1.06,5.7,6.0,1.13,1.14,1.237486104,1.237486116,1.237486117,1.237486127
French Ligue 2,2025-01-03,16:00:00,Caen,Clermont,2.42,2.46,3.25,3.4,3.4,3.5,1.99,2.02,1.99,2.02,1.79,1.81,2.22,2.26,12.5,13.5,12.5,13.5,21.0,23.0,48.0,70.0,10.0,11.0,7.2,7.8,12.0,13.5,27.0,36.0,14.0,15.5,10.5,11.5,15.0,17.0,40.0,46.0,29.0,32.0,23.0,25.0,34.0,38.0,18.0,90.0,18.0,19.5,30.0,36.0,19.5,1000.0,33885054,310510.0,309686.0,58805.0,1.237486653,1.237486663,1.237486652,1.237486662,3.15,3.35,1.42,1.46,12.0,15.0,1.07,1.09,3.9,4.1,1.33,1.35,1.41,1.45,1.68,1.71,1.4,1.42,1.237486644,1.237486656,1.237486657,1.237486667
French Ligue 2,2025-01-03,16:00:00,Grenoble,Bastia,3.3,3.45,2.58,2.62,3.1,3.15,1.65,1.68,2.46,2.52,2.0,2.1,1.92,1.99,8.8,9.2,8.0,8.8,13.5,15.0,32.0,38.0,9.6,10.5,6.4,7.0,11.0,12.5,29.0,34.0,18.5,21.0,13.0,14.5,20.0,21.0,36.0,55.0,32.0,60.0,40.0,46.0,40.0,70.0,18.5,150.0,44.0,55.0,29.0,32.0,18.0,1000.0,33885070,269792.0,44791.0,58805.0,1.237485897,1.237485907,1.237485896,1.237485906,2.7,2.8,1.55,1.58,8.8,9.4,1.12,1.13,3.0,3.15,1.47,1.5,1.61,1.64,1.4,1.44,1.46,1.48,1.237485888,1.2374859,1.237485901,1.237485911
French Ligue 2,2025-01-03,16:00:00,AC Ajaccio,Annecy,3.3,3.4,2.66,2.74,2.98,3.05,1.53,1.55,2.8,2.9,2.14,2.28,1.78,1.87,7.4,8.0,7.2,8.0,13.0,15.0,34.0,42.0,8.2,9.4,6.4,7.0,12.0,13.0,34.0,40.0,18.5,21.0,14.0,15.0,22.0,25.0,44.0,75.0,36.0,70.0,20.0,55.0,20.0,120.0,16.5,220.0,48.0,75.0,36.0,48.0,17.5,1000.0,33885067,8720753.0,10572632.0,58805.0,1.237486221,1.237486231,1.23748622,1.23748623,2.52,2.62,1.62,1.66,7.4,8.0,1.14,1.16,2.66,2.74,1.58,1.6,1.57,1.61,1.41,1.43,1.48,1.51,1.237486212,1.237486224,1.237486225,1.237486235
Scottish Championship,2025-01-03,16:30:00,Airdrieonians,Falkirk,10.5,12.5,1.28,1.29,6.8,7.8,2.86,3.0,1.5,1.54,1.94,2.02,1.99,2.08,26.0,34.0,10.5,12.0,8.4,9.4,9.2,11.0,11.0,55.0,14.0,16.0,9.2,10.5,11.5,12.5,13.0,130.0,34.0,44.0,25.0,30.0,20.0,32.0,14.5,620.0,13.5,220.0,13.5,170.0,13.5,140.0,13.5,170.0,3.8,4.3,100.0,1000.0,33897311,7394884.0,328049.0,58805.0,1.237659229,1.237659274,1.237659313,1.237659238,4.3,4.7,1.28,1.3,27.0,36.0,1.03,1.04,6.4,7.4,1.16,1.18,4.3,4.8,1.08,1.1,1.15,1.17,1.23765923,1.237659232,1.237659233,1.237659277
Welsh Premiership,2025-01-03,16:45:00,Bala Town,Caernarfon Town,1.54,1.97,3.05,6.8,2.9,6.0,1.34,5.7,1.21,3.95,1.05,1000.0,1.05,1000.0,1.01,980.0,1.01,980.0,1.01,1000.0,1.01,1000.0,1.01,980.0,1.01,980.0,1.01,980.0,1.01,1000.0,1.01,1000.0,1.01,980.0,1.01,980.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33905403,4099627.0,3664465.0,58805.0,1.237757586,1.237757631,1.23775767,1.237757595,1.2,110.0,1.01,1.42,3.0,21.0,1.06,1.1,3.0,5.8,1.21,1.5,1.17,1.35,1.67,2.86,1.2,1.53,1.237757587,1.237757589,1.23775759,1.237757634
Spanish La Liga,2025-01-03,17:00:00,Valencia,Real Madrid,8.8,9.0,1.43,1.44,5.1,5.2,2.44,2.48,1.68,1.69,1.91,1.93,2.08,2.1,20.0,22.0,9.4,9.6,8.6,8.8,11.5,12.5,29.0,32.0,10.5,11.5,9.2,9.4,13.5,14.0,65.0,75.0,28.0,32.0,22.0,23.0,29.0,32.0,110.0,280.0,100.0,120.0,95.0,100.0,95.0,110.0,100.0,130.0,5.6,5.8,70.0,960.0,33871019,66183.0,2426.0,58805.0,1.237254507,1.237254491,1.237254506,1.237254516,3.8,3.95,1.34,1.36,20.0,21.0,1.05,1.06,5.3,5.5,1.22,1.23,3.25,3.3,1.12,1.13,1.23,1.25,1.237254509,1.237254511,1.237254512,1.237254494
French Ligue 1,2025-01-03,17:00:00,Nice,Rennes,2.3,2.32,3.6,3.65,3.4,3.45,1.87,1.89,2.12,2.16,1.85,1.87,2.16,2.18,11.5,12.5,12.0,13.0,22.0,24.0,55.0,65.0,9.0,9.6,7.0,7.2,14.0,14.5,36.0,44.0,13.5,14.0,10.5,11.0,16.5,17.5,50.0,60.0,29.0,32.0,25.0,27.0,36.0,40.0,75.0,100.0,19.0,21.0,38.0,46.0,60.0,990.0,33870988,189829.0,44799.0,58805.0,1.237254387,1.237254371,1.237254386,1.237254396,3.1,3.2,1.45,1.47,11.5,13.0,1.08,1.1,3.65,3.75,1.37,1.38,1.38,1.39,1.75,1.76,1.4,1.42,1.237254389,1.237254391,1.237254392,1.237254374
