League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
Indonesian Liga 2,2025-01-24,03:00:00,Persipal Palu,Persipura Jayapura,1.28,2.14,3.0,150.0,3.3,5.0,1.75,3.0,1.5,2.34,1.05,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.37,1000.0,1.37,1000.0,1.03,1000.0,33966316,73566483.0,4522523.0,58805.0,1.238591949,1.238591994,1.238592033,1.238591958,1.01,1000.0,1.01,1000.0,1.21,1000.0,1.01,5.8,2.8,9.4,1.12,1.55,1.02,1.5,1.87,4.6,1.25,1.44,1.238591950,1.238591952,1.238591953,1.238591997
Indonesian Liga 2,2025-01-24,03:30:00,Persewar Waropen,Persekat Kabupaten Tegal,1.71,48.0,2.02,110.0,3.0,5.0,1.6,2.34,1.75,2.68,1.05,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.37,1000.0,1.37,1000.0,1.03,1000.0,33966312,21530341.0,25649882.0,58805.0,1.238592222,1.238592267,1.238592306,1.238592231,2.2,3.9,1.35,1.82,2.18,18.0,1.06,1.16,2.16,5.0,1.25,1.85,1.02,1.99,1.2,2.42,1.25,1.5,1.238592223,1.238592225,1.238592226,1.238592270
Indonesian Liga 2,2025-01-24,05:00:00,Persikas Subang,RANS Nusantara FC,1.31,48.0,1.09,140.0,2.1,950.0,1.21,95.0,1.01,5.8,1.05,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.37,1000.0,1.37,1000.0,1.03,1000.0,33966311,73793903.0,52729394.0,58805.0,1.238592312,1.238592357,1.238592396,1.238592321,1.01,1000.0,1.01,1000.0,1.21,1000.0,1.01,5.8,1.21,110.0,1.01,5.8,1.02,1.49,1.02,4.3,1.03,1.91,1.238592313,1.238592315,1.238592316,1.238592360
Indonesian Liga 2,2025-01-24,05:00:00,PS TIRA,Bekasi City,1.57,110.0,1.51,110.0,1.55,950.0,1.21,110.0,1.01,5.8,1.05,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.37,1000.0,1.37,1000.0,1.03,1000.0,33967376,25066834.0,65210174.0,58805.0,1.238611340,1.238611385,1.238611424,1.238611349,1.01,1000.0,1.01,1000.0,1.21,1000.0,1.01,5.8,1.21,110.0,1.01,5.8,1.02,2.98,1.02,1.66,1.03,2.82,1.238611341,1.238611343,1.238611344,1.238611388
Indonesian Liga 2,2025-01-24,05:30:00,Gresik United,Persiku Kudus,1.1,48.0,1.09,130.0,1.1,950.0,1.22,2.3,1.77,5.6,1.05,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.37,1000.0,1.37,1000.0,1.03,1000.0,33966310,6438889.0,25089309.0,58805.0,1.238592402,1.238592447,1.238592486,1.238592411,1.01,1000.0,1.01,1000.0,1.22,1000.0,1.01,5.6,1.22,110.0,1.01,5.6,1.01,1.33,1.02,11.0,1.03,11.0,1.238592403,1.238592405,1.238592406,1.238592450
Indonesian Liga 2,2025-01-24,05:30:00,Sriwijaya,Nusantara United FC,1.1,110.0,1.09,210.0,1.1,950.0,1.23,95.0,1.01,5.4,1.05,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.37,1000.0,1.37,1000.0,1.03,1000.0,33966320,3725111.0,61524324.0,58805.0,1.238591859,1.238591904,1.238591943,1.238591868,1.01,1000.0,1.01,1000.0,1.23,1000.0,1.01,5.4,1.23,110.0,1.01,5.4,1.02,1.49,1.02,11.0,1.03,11.0,1.238591860,1.238591862,1.238591863,1.238591907
Indonesian Liga 2,2025-01-24,05:30:00,Dejan FC,Adhyaksa FC,1.51,110.0,1.09,110.0,2.02,950.0,1.21,1.72,2.38,5.8,1.05,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.37,1000.0,1.37,1000.0,1.03,1000.0,33966314,74161416.0,73879727.0,58805.0,1.238592132,1.238592177,1.238592216,1.238592141,1.01,1000.0,1.01,1000.0,1.21,110.0,1.01,5.8,1.21,95.0,1.01,5.8,1.02,1.49,1.02,2.98,1.03,1.99,1.238592133,1.238592135,1.238592136,1.238592180
Indonesian Liga 2,2025-01-24,05:30:00,Persikota Tangerang,Psms Medan,1.1,110.0,2.02,210.0,1.1,950.0,1.23,110.0,1.01,5.4,1.05,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.37,1000.0,1.37,1000.0,1.03,1000.0,33966315,25235568.0,15207113.0,58805.0,1.238592039,1.238592084,1.238592123,1.238592048,1.01,1000.0,1.01,1000.0,1.23,1000.0,1.01,5.4,1.23,110.0,1.01,5.4,1.02,1.99,1.02,11.0,1.03,11.0,1.238592040,1.238592042,1.238592043,1.238592087
Australian A-League Men,2025-01-24,05:35:00,Melbourne Victory,Sydney FC,2.16,2.2,3.3,3.35,4.1,4.2,2.88,2.92,1.52,1.53,1.51,1.57,2.74,2.98,24.0,27.0,18.5,21.0,26.0,29.0,36.0,60.0,14.5,16.0,9.6,10.5,13.5,14.5,28.0,32.0,16.0,17.5,10.0,11.5,13.5,14.5,29.0,32.0,26.0,29.0,17.5,19.5,22.0,25.0,44.0,50.0,8.8,9.6,17.0,18.0,18.0,330.0,33944200,1205124.0,1205121.0,58805.0,1.238331792,1.238331796,1.238331871,1.238331793,4.2,5.5,1.22,1.31,17.5,36.0,1.04,1.05,5.5,7.8,1.15,1.22,1.42,1.44,1.83,1.87,1.31,1.33,1.238331876,1.238331878,1.238331794,1.238331795
Azerbaijan Premier League,2025-01-24,07:00:00,Shamakhi FK,Zira,5.1,7.6,1.79,1.96,3.25,3.85,1.59,2.5,1.67,2.98,2.18,2.7,1.68,1.84,2.88,11.5,2.58,7.8,2.84,11.0,3.8,1000.0,3.15,19.0,2.74,9.6,2.98,13.5,3.35,29.0,3.6,60.0,3.35,28.0,3.45,34.0,3.65,75.0,3.75,1000.0,3.7,1000.0,3.7,1000.0,3.75,1000.0,3.75,1000.0,3.2,21.0,3.8,1000.0,33961959,52957291.0,10135613.0,58805.0,1.238540871,1.238540916,1.238540955,1.238540880,2.32,3.3,1.44,1.75,2.1,110.0,1.01,1.57,2.1,3.25,1.46,1.57,2.04,2.26,1.18,1.23,1.36,1.45,1.238540872,1.238540874,1.238540875,1.238540919
