League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
Mexican Ascenso MX,2025-02-13,00:00:00,Club Atletico La Paz,Celaya,5.1,5.8,1.69,1.74,4.1,4.4,2.2,2.3,1.76,1.84,1.76,1.88,2.12,2.34,3.3,22.0,1.84,10.5,2.24,11.0,1.69,21.0,2.52,25.0,2.24,10.0,1.84,10.5,1.69,20.0,1.78,55.0,3.4,25.0,1.71,24.0,2.1,38.0,1.82,1000.0,1.8,80.0,1.8,80.0,1.81,1000.0,1.8,75.0,2.82,8.8,1.56,1000.0,34023027,58385008.0,5901260.0,58805.0,1.23945468,1.239454725,1.239454764,1.239454689,3.6,3.85,1.35,1.39,4.6,36.0,1.05,1.07,4.5,5.0,1.25,1.28,2.34,2.48,1.21,1.25,1.29,1.33,1.239454681,1.239454683,1.239454684,1.239454728
CONCACAF Champions League,2025-02-13,00:00:00,Tigres,Real Esteli FC,1.17,1.18,23.0,30.0,8.4,9.4,3.2,3.6,1.4,1.45,2.24,2.44,1.7,1.81,22.0,46.0,34.0,1000.0,95.0,1000.0,60.0,1000.0,10.0,13.0,15.5,29.0,36.0,1000.0,95.0,1000.0,7.6,9.6,11.0,15.0,25.0,55.0,95.0,1000.0,7.6,9.0,11.5,18.0,26.0,70.0,95.0,980.0,2.66,2.88,95.0,1000.0,70.0,1000.0,34025805,328916.0,14119681.0,58805.0,1.239492055,1.2394921,1.239492139,1.239492064,5.0,5.6,1.22,1.25,27.0,55.0,1.02,1.04,7.0,9.4,1.12,1.15,1.03,1.04,6.4,7.0,1.12,1.14,1.239492056,1.239492058,1.239492059,1.239492103
Indonesian Liga 2,2025-02-13,04:00:00,Persipal Palu,RANS Nusantara FC,1.16,1.26,1.09,1000.0,5.0,14.0,2.14,3.15,1.47,1.87,1.84,2.96,1.51,2.18,1.24,30.0,1.29,1000.0,1.29,1000.0,1.29,1000.0,1.29,10.0,1.22,21.0,1.27,85.0,1.29,1000.0,1.29,8.2,1.19,15.5,1.26,60.0,1.29,1000.0,1.81,9.4,1.38,20.0,1.29,1000.0,1.29,1000.0,3.25,4.8,1.19,1000.0,1.29,1000.0,34029365,73566483.0,52729394.0,58805.0,1.239537764,1.239537809,1.239537848,1.239537773,3.4,5.0,1.26,1.39,9.0,36.0,1.04,1.07,3.55,13.5,1.09,1.39,1.02,1.06,4.5,7.2,1.1,1.18,1.239537765,1.239537767,1.239537768,1.239537812
Indonesian Liga 2,2025-02-13,05:00:00,Persipa Pati,Persipura Jayapura,2.2,3.35,2.62,4.3,2.72,4.4,1.43,1.86,2.16,3.35,1.12,1000.0,1.12,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.37,1000.0,1.37,1000.0,1.03,1000.0,34028133,25180099.0,4522523.0,58805.0,1.239527149,1.239527194,1.239527233,1.239527158,2.08,3.3,1.44,1.93,2.28,13.5,1.08,1.18,2.28,3.75,1.37,1.77,1.3,1.62,1.42,1.84,1.29,1.59,1.23952715,1.239527152,1.239527153,1.239527197
Indonesian Liga 2,2025-02-13,05:00:00,Persiku Kudus,Gresik United,2.38,3.4,2.58,4.3,2.9,4.5,1.4,1.71,2.4,3.5,1.94,3.25,1.44,2.06,1.3,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.37,1000.0,1.37,1000.0,1.03,1000.0,34028127,25089309.0,6438889.0,58805.0,1.239527248,1.239527296,1.239527337,1.239527259,1.99,3.1,1.48,2.02,6.4,13.5,1.11,1.18,2.18,3.3,1.44,1.84,1.3,1.63,1.42,1.73,1.28,1.53,1.239527249,1.239527252,1.239527253,1.2395273
Indian I-League,2025-02-13,05:30:00,Sporting Club Bengaluru,Rajasthan United Footbal,3.2,3.95,2.12,2.42,3.3,4.1,2.0,2.28,1.8,2.0,1.67,1.85,2.16,2.74,3.55,42.0,5.3,30.0,6.8,40.0,3.95,900.0,3.5,40.0,3.1,14.0,5.2,30.0,4.0,60.0,3.8,70.0,3.5,18.0,3.6,60.0,3.95,90.0,4.0,200.0,3.95,100.0,4.0,130.0,4.2,580.0,3.9,42.0,3.6,55.0,4.3,1000.0,34028080,59889358.0,80092961.0,58805.0,1.239526535,1.23952658,1.239526619,1.239526544,2.8,4.1,1.38,1.48,3.9,21.0,1.05,1.11,3.6,5.3,1.27,1.35,1.7,1.9,1.35,1.46,1.33,1.42,1.239526536,1.239526538,1.239526539,1.239526583
Indonesian Liga 2,2025-02-13,05:30:00,Persekat Kabupaten Tegal,Persewar Waropen,1.19,1.64,2.9,1000.0,3.3,30.0,1.8,2.42,1.71,2.24,1.58,2.32,1.75,2.72,1.07,1000.0,4.2,1000.0,4.2,1000.0,4.2,1000.0,1.07,1000.0,1.07,1000.0,4.2,1000.0,4.2,1000.0,1.07,1000.0,1.07,1000.0,1.07,1000.0,4.2,1000.0,1.07,900.0,1.07,1000.0,1.07,1000.0,1.07,1000.0,1.37,55.0,4.2,1000.0,1.07,1000.0,34029418,25649882.0,21530341.0,58805.0,1.239537674,1.239537719,1.239537758,1.239537683,2.48,4.4,1.3,1.68,13.5,21.0,1.05,1.08,2.46,21.0,1.23,1.69,1.01,1.27,2.0,13.5,1.07,1.44,1.239537675,1.239537677,1.239537678,1.239537722
Azerbaijan 1st Division,2025-02-13,07:00:00,Karvan Evlakh,Moik Baku,1.36,2.44,2.48,20.0,3.2,5.5,1.6,2.44,1.7,2.68,1.12,1000.0,1.12,1000.0,1.28,1000.0,1.28,1000.0,1.28,1000.0,1.28,1000.0,1.22,29.0,1.17,42.0,1.28,1000.0,1.28,1000.0,1.25,110.0,1.24,40.0,1.26,190.0,1.28,1000.0,1.26,900.0,1.25,70.0,1.26,260.0,1.28,580.0,1.24,46.0,1.55,1000.0,1.28,1000.0,34027999,61113643.0,12533083.0,58805.0,1.239524704,1.239524749,1.239524788,1.239524713,1.01,1000.0,1.25,1.65,8.0,21.0,1.06,1.1,2.1,18.0,1.25,1.9,1.09,1.36,1.69,4.2,1.22,1.45,1.239524705,1.239524707,1.239524708,1.239524752
Azerbaijan 1st Division,2025-02-13,07:00:00,Energetik Mingechevir,Cebrayil FK,2.06,7.0,2.02,4.6,2.76,4.7,1.51,2.64,1.61,2.98,1.12,1000.0,1.12,1000.0,1.26,1000.0,1.24,55.0,1.24,80.0,1.25,130.0,1.24,65.0,1.16,42.0,1.24,60.0,1.25,130.0,1.25,100.0,1.24,75.0,1.24,65.0,1.26,170.0,1.25,160.0,1.25,160.0,1.26,220.0,1.26,1000.0,1.55,1000.0,1.55,1000.0,1.26,1000.0,34028003,12152001.0,76007940.0,58805.0,1.239524614,1.239524659,1.239524698,1.239524623,1.01,1000.0,1.3,1.7,2.52,18.0,1.07,1.17,2.52,15.5,1.2,1.65,1.33,1.99,1.2,1.95,1.35,1.5,1.239524615,1.239524617,1.239524618,1.239524662
Azerbaijan 1st Division,2025-02-13,07:00:00,Mil-Mugan FK,FK Qabala,3.7,8.6,2.06,2.1,3.05,3.95,1.42,2.42,1.71,3.4,1.12,1000.0,1.12,1000.0,4.9,20.0,4.7,13.5,10.0,15.5,21.0,34.0,8.2,20.0,6.6,9.8,8.2,14.5,14.5,40.0,23.0,34.0,12.5,25.0,12.5,38.0,24.0,100.0,2.64,140.0,2.62,110.0,2.66,170.0,2.68,360.0,25.0,200.0,8.8,46.0,2.7,1000.0,34027975,10519676.0,6586894.0,58805.0,1.239524794,1.239524839,1.239524878,1.239524803,1.01,1000.0,1.3,1.9,5.0,13.5,1.09,1.25,2.1,12.5,1.23,1.9,1.9,1.95,1.35,1.37,1.33,1.37,1.239524795,1.239524797,1.239524798,1.239524842
