League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
Indonesian Liga 2,2025-01-27,05:00:00,PSKC Cimahi,Bhayangkara FC,2.94,4.7,2.0,2.7,2.82,3.85,1.48,1.9,2.1,3.1,2.02,2.34,1.75,1.98,2.0,21.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,33977178,19557794.0,13203072.0,58805.0,1.238769007,1.238769052,1.238769091,1.238769016,2.0,3.8,1.36,2.0,2.4,13.5,1.08,1.17,2.4,3.75,1.37,1.71,1.58,2.0,1.27,1.41,1.35,1.55,1.238769008,1.23876901,1.238769011,1.238769055
English Premier League 2 - Div 1,2025-01-27,09:00:00,Crystal Palace U21,Norwich U21,1.5,1.59,4.8,6.8,5.5,8.0,3.75,5.6,1.26,1.37,1.42,1.58,2.72,3.65,14.0,210.0,3.45,140.0,2.22,200.0,1.83,1000.0,15.0,36.0,12.5,110.0,4.5,150.0,2.16,1000.0,11.5,50.0,8.8,38.0,13.0,55.0,4.8,1000.0,12.5,900.0,11.0,70.0,14.0,60.0,2.14,160.0,3.2,85.0,2.1,34.0,2.22,1000.0,33976981,13542596.0,6667764.0,58805.0,1.238759749,1.238759794,1.238759833,1.238759758,3.85,11.0,1.16,1.23,34.0,110.0,1.01,1.03,5.3,18.0,1.06,1.23,1.19,1.27,2.68,3.1,1.16,1.22,1.23875975,1.238759752,1.238759753,1.238759797
Indonesian Liga 2,2025-01-27,09:00:00,Persijap Jepara,Persela Lamongan,1.8,2.94,3.55,6.4,2.96,4.5,1.5,1.7,2.42,3.0,1.01,1000.0,1.01,1000.0,5.0,1000.0,1.14,110.0,1.14,150.0,1.14,210.0,1.12,44.0,1.06,42.0,1.14,110.0,1.14,210.0,1.15,1000.0,1.15,1000.0,1.15,1000.0,1.15,280.0,1.15,900.0,1.15,1000.0,1.15,1000.0,1.15,580.0,1.55,1000.0,1.55,1000.0,1.15,1000.0,33977179,5247875.0,5227372.0,58805.0,1.238769097,1.238769142,1.238769181,1.238769106,2.1,4.4,1.3,1.9,2.28,18.0,1.09,1.19,2.28,3.65,1.38,1.78,1.19,1.4,1.51,2.26,1.28,1.52,1.238769098,1.2387691,1.238769101,1.238769145
Egyptian 2nd Division,2025-01-27,09:30:00,Baladeyet Al-Mahalla,Olympic El Qanal,2.5,3.3,3.45,4.4,2.46,3.0,1.31,1.53,2.9,4.2,1.01,1000.0,1.01,1000.0,1.13,14.0,1.21,90.0,1.22,130.0,1.22,220.0,1.21,70.0,1.19,110.0,1.21,100.0,1.22,220.0,1.21,100.0,1.21,80.0,1.23,1000.0,1.22,290.0,1.22,170.0,1.22,170.0,1.22,230.0,1.23,1000.0,1.55,1000.0,1.55,1000.0,1.23,1000.0,33973451,26596726.0,10492952.0,58805.0,1.238704411,1.238704456,1.238704495,1.23870442,1.01,110.0,1.01,110.0,3.45,11.0,1.12,1.28,2.02,2.82,1.55,1.97,1.31,1.41,1.48,1.67,1.55,1.63,1.238704412,1.238704414,1.238704415,1.238704459
Egyptian 2nd Division,2025-01-27,09:30:00,Al Mokawloon,Tersana SC,1.8,2.1,5.5,22.0,2.92,3.75,1.44,1.84,2.2,3.25,1.01,1000.0,1.01,1000.0,1.32,1000.0,1.31,130.0,1.31,170.0,1.32,1000.0,1.26,29.0,1.21,42.0,1.31,130.0,1.32,1000.0,1.28,60.0,1.28,40.0,1.29,60.0,1.32,1000.0,1.3,900.0,1.3,70.0,1.31,130.0,1.32,1000.0,1.55,60.0,1.55,1000.0,1.32,1000.0,33973129,6754306.0,8147135.0,58805.0,1.238754045,1.238754048,1.238754092,1.238754093,1.01,110.0,1.45,110.0,2.36,11.0,1.1,1.28,2.36,3.6,1.39,1.73,1.11,1.22,1.9,2.26,1.37,1.53,1.238754094,1.238754055,1.238754046,1.238754047
Saudi 1st Division,2025-01-27,09:45:00,Al-Hazm (KSA),Al Batin,1.46,1.79,4.8,9.4,2.26,9.4,1.09,10.5,1.59,12.5,0.0,0.0,0.0,0.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,12.0,1.03,13.0,1.03,1000.0,1.03,1000.0,1.03,12.5,1.03,12.5,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,5.8,9.2,1.01,1000.0,1.03,1000.0,33976775,20598620.0,77353032.0,58805.0,1.23875565,1.238755646,0.0,1.238755652,1.16,4.4,1.3,1.51,0.0,0.0,0.0,0.0,1.12,110.0,1.2,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.238755653,0.0,1.238755651
Saudi 1st Division,2025-01-27,10:00:00,Al-Ain,Al Safa,2.38,3.05,2.86,4.2,2.64,4.4,1.47,1.81,2.22,4.4,0.0,0.0,0.0,0.0,1.03,11.0,1.03,12.5,1.03,27.0,1.03,1000.0,1.03,10.0,1.03,8.8,1.03,19.0,1.03,1000.0,1.03,18.0,1.03,15.5,1.03,28.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,24.0,1000.0,1.01,1000.0,1.03,1000.0,33976777,11707638.0,6248857.0,58805.0,1.238755661,1.238755657,0.0,1.238755663,2.42,3.05,1.23,1.82,0.0,0.0,0.0,0.0,2.22,3.35,1.42,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.238755664,0.0,1.238755662
Egyptian Premier,2025-01-27,11:00:00,Zamalek,El Gounah,1.5,1.53,8.0,9.6,4.1,4.5,1.76,1.87,2.16,2.44,2.04,2.68,1.6,1.95,8.6,32.0,7.2,60.0,21.0,210.0,4.2,1000.0,3.8,29.0,7.2,11.0,20.0,90.0,4.2,1000.0,6.0,40.0,8.0,40.0,10.5,95.0,4.2,1000.0,10.0,42.0,7.0,70.0,18.5,170.0,8.2,1000.0,3.5,85.0,4.2,1000.0,7.2,1000.0,33968760,5174134.0,5202561.0,58805.0,1.238635693,1.238635738,1.238635777,1.238635702,2.5,3.55,1.39,1.67,1.02,15.5,1.07,1.16,3.15,3.6,1.39,1.46,1.11,1.14,2.88,3.0,1.29,1.32,1.238635694,1.238635696,1.238635697,1.238635741
Indian Super League,2025-01-27,11:00:00,Mohun Bagan Super Giants,Bengaluru FC,1.62,1.74,5.5,6.8,3.65,4.9,2.1,2.34,1.75,1.91,1.79,1.9,2.1,2.28,5.0,55.0,16.0,70.0,2.76,160.0,2.84,1000.0,3.85,29.0,3.45,42.0,2.62,75.0,2.8,90.0,3.95,40.0,3.8,40.0,3.25,65.0,2.8,90.0,2.52,900.0,4.5,70.0,4.4,100.0,2.88,580.0,3.6,55.0,2.8,95.0,3.75,1000.0,33965219,64904367.0,9145866.0,58805.0,1.238582299,1.238582344,1.238582383,1.238582308,3.2,4.2,1.31,1.46,4.3,21.0,1.05,1.1,4.1,5.2,1.24,1.31,1.17,1.22,2.34,2.62,1.28,1.35,1.2385823,1.238582302,1.238582303,1.238582347
Saudi Professional League,2025-01-27,11:05:00,Dhamk,Al-Ittihad,5.9,6.2,1.59,1.61,4.7,5.0,2.5,2.76,1.57,1.67,1.7,1.8,2.26,2.44,19.5,27.0,10.5,12.5,10.0,11.5,14.0,16.0,23.0,80.0,9.8,11.0,6.0,9.8,13.5,15.5,11.5,55.0,19.5,22.0,16.5,19.0,12.0,27.0,42.0,160.0,25.0,70.0,20.0,65.0,28.0,85.0,12.5,60.0,6.0,7.0,12.5,1000.0,33964717,16398677.0,3727829.0,58805.0,1.238579872,1.238579856,1.238579871,1.238579881,3.45,5.2,1.24,1.41,21.0,36.0,1.03,1.05,4.8,7.0,1.17,1.2,2.62,2.7,1.2,1.21,1.25,1.27,1.238579874,1.238579876,1.238579877,1.238579859
