League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
Australian A-League Men,2025-01-08,05:00:00,Sydney FC,Perth Glory,1.25,1.26,13.0,14.5,7.4,7.8,4.1,4.4,1.29,1.33,1.66,1.72,2.4,2.52,50.0,65.0,60.0,85.0,16.5,160.0,20.0,570.0,17.5,24.0,18.5,21.0,38.0,46.0,17.0,150.0,11.0,12.0,11.0,12.0,24.0,26.0,17.0,1000.0,11.0,12.0,11.0,12.0,22.0,24.0,15.5,170.0,2.74,2.9,70.0,1000.0,17.5,1000.0,33886491,1205121.0,370132.0,58805.0,1.237518798,1.237518802,1.237518877,1.237518799,6.0,7.4,1.16,1.2,50.0,60.0,1.01,1.02,10.5,12.5,1.09,1.1,1.07,1.08,4.8,5.0,1.14,1.16,1.237518882,1.237518884,1.2375188,1.237518801
Thai League 1,2025-01-08,09:00:00,Port FC,Lamphun Warrior,1.51,1.65,5.9,7.4,4.4,5.0,2.3,2.5,1.67,1.75,1.73,1.91,2.1,2.38,18.0,980.0,20.0,1000.0,19.5,1000.0,6.8,190.0,7.8,11.0,8.8,11.0,8.4,85.0,28.0,300.0,8.8,11.0,8.6,11.0,11.5,24.0,23.0,260.0,12.5,55.0,13.0,70.0,20.0,120.0,7.4,580.0,6.2,7.8,17.0,1000.0,7.2,1000.0,33905379,9255164.0,12517050.0,58805.0,1.237757678,1.237757723,1.237757762,1.237757687,3.55,4.5,1.3,1.39,15.0,26.0,1.04,1.06,3.05,5.9,1.2,1.36,1.15,1.21,2.52,2.96,1.25,1.3,1.237757679,1.237757681,1.237757682,1.237757726
Friendly Matches,2025-01-08,09:00:00,Rakow Czestochowa,Sigma Olomouc,1.81,1.95,3.8,5.0,3.9,5.4,1.92,2.68,1.6,2.08,1.05,1000.0,1.05,1000.0,9.0,980.0,1.34,980.0,1.34,210.0,1.34,900.0,1.29,980.0,1.26,980.0,1.34,980.0,1.34,350.0,1.31,48.0,1.3,980.0,1.32,980.0,1.35,1000.0,1.34,180.0,1.32,70.0,1.35,1000.0,1.34,580.0,1.55,55.0,7.0,270.0,1.35,1000.0,33920280,5876552.0,50337.0,58805.0,1.237940878,1.237940923,1.237940962,1.237940887,1.2,110.0,1.12,1.5,2.8,36.0,1.03,1.06,2.8,36.0,1.1,1.4,1.25,1.31,2.04,2.24,1.32,1.34,1.237940879,1.237940881,1.237940882,1.237940926
Egyptian 2nd Division,2025-01-08,09:30:00,Kahraba Ismailia,Asyut Petroleum,2.0,2.3,4.4,5.5,2.92,3.35,1.4,1.6,2.66,4.3,2.12,2.54,1.64,1.89,3.55,980.0,3.3,980.0,2.38,100.0,2.48,900.0,5.5,980.0,6.0,42.0,3.1,980.0,2.52,280.0,3.2,34.0,3.1,980.0,3.15,980.0,2.5,1000.0,2.84,120.0,2.88,120.0,2.54,1000.0,2.52,1000.0,2.26,1000.0,1.73,1000.0,2.54,1000.0,33921804,12267301.0,5174055.0,58805.0,1.237963323,1.237963368,1.237963407,1.237963332,2.1,2.86,1.54,1.9,2.44,15.5,1.1,1.25,2.44,2.88,1.54,1.69,1.23,1.3,1.77,2.0,1.42,1.53,1.237963324,1.237963326,1.237963327,1.237963371
Egyptian 2nd Division,2025-01-08,09:30:00,Tanta,Dayrout,1.74,1.99,5.3,7.8,3.0,3.55,1.37,1.71,2.4,3.65,2.06,1000.0,1.26,1.95,1.35,980.0,1.43,980.0,1.46,260.0,1.47,1000.0,1.36,980.0,1.33,1000.0,1.46,980.0,1.47,430.0,1.39,27.0,1.43,980.0,1.46,980.0,1.47,1000.0,1.44,180.0,1.45,100.0,1.47,1000.0,1.47,1000.0,1.47,1000.0,1.55,1000.0,4.0,1000.0,33920283,10468572.0,10493024.0,58805.0,1.237940698,1.237940743,1.237940782,1.237940707,2.16,2.8,1.56,1.87,2.38,13.5,1.1,1.25,2.2,3.25,1.44,1.82,1.15,1.21,2.0,2.36,1.39,1.5,1.237940699,1.237940701,1.237940702,1.237940746
Friendly Matches,2025-01-08,09:30:00,Tombense MG,Rio Branco AC,1.41,3.0,2.7,870.0,3.15,6.0,1.51,2.98,1.51,2.98,1.05,1000.0,1.05,1000.0,1.13,980.0,1.13,980.0,1.13,1000.0,1.13,1000.0,1.1,980.0,1.1,980.0,1.13,980.0,1.13,1000.0,1.11,46.0,1.1,980.0,1.13,980.0,1.13,1000.0,1.12,90.0,1.12,90.0,1.13,1000.0,1.13,580.0,1.13,1000.0,1.55,1000.0,1.13,1000.0,33922803,14163917.0,17215706.0,58805.0,1.237977778,1.237977823,1.237977862,1.237977787,2.1,4.4,1.3,1.9,2.52,55.0,1.03,1.16,2.52,36.0,1.12,1.65,1.05,1.29,1.5,3.45,1.2,1.46,1.237977779,1.237977781,1.237977782,1.237977826
Indian Super League,2025-01-08,11:00:00,FC Goa,Hyderabad FC,1.37,1.4,8.0,9.2,5.6,6.2,2.52,2.8,1.56,1.66,1.87,1.99,2.02,2.14,23.0,26.0,30.0,42.0,25.0,90.0,4.9,330.0,9.8,11.5,12.0,13.5,29.0,34.0,11.5,380.0,8.6,9.4,9.4,10.5,22.0,25.0,5.0,320.0,11.0,12.0,12.5,13.5,11.0,32.0,12.0,120.0,4.8,6.2,15.0,120.0,7.2,1000.0,33912970,8900343.0,26624493.0,58805.0,1.237860708,1.237860753,1.237860792,1.237860717,4.3,5.1,1.24,1.31,21.0,36.0,1.03,1.05,5.0,7.0,1.17,1.25,1.12,1.14,3.4,3.75,1.19,1.21,1.237860709,1.237860711,1.237860712,1.237860756
Friendly Matches,2025-01-08,11:00:00,Rijeka,NK Primorje,1.15,12.0,3.0,870.0,4.2,32.0,2.1,4.9,1.26,1.9,1.05,1000.0,1.12,1000.0,4.0,980.0,6.0,980.0,1.52,1000.0,1.09,1000.0,1.07,980.0,1.09,980.0,1.09,980.0,1.09,1000.0,1.07,65.0,1.09,980.0,1.09,980.0,1.09,1000.0,1.07,900.0,1.09,1000.0,1.09,1000.0,1.09,1000.0,1.05,30.0,1.55,1000.0,1.09,1000.0,33922267,166890.0,197965.0,58805.0,1.237969931,1.237969976,1.237970015,1.23796994,1.2,110.0,1.12,1.4,2.12,1000.0,1.02,1.08,2.12,55.0,1.1,1.35,1.01,1.35,1.5,7.8,1.13,1.32,1.237969932,1.237969934,1.237969935,1.237969979
Spanish Segunda RFEF - Group 5,2025-01-08,12:30:00,Tenerife B,CD Atletico Paso,1.29,1.47,9.8,870.0,3.95,8.6,1.6,1.97,2.02,2.68,1.93,1000.0,1.25,2.08,3.55,980.0,8.8,980.0,4.2,1000.0,4.2,1000.0,2.34,980.0,3.45,980.0,4.2,980.0,14.0,1000.0,2.6,21.0,3.4,980.0,10.0,980.0,9.6,1000.0,3.75,180.0,6.8,75.0,1.77,1000.0,18.5,1000.0,2.46,85.0,4.2,1000.0,1.61,1000.0,33921790,4144560.0,25701451.0,58805.0,1.237964389,1.237964434,1.237964473,1.237964398,2.56,3.8,1.35,1.64,1.27,15.5,1.07,1.19,2.0,15.5,1.16,1.68,1.02,1.12,3.1,4.6,1.15,1.34,1.23796439,1.237964392,1.237964393,1.237964437
South African Premier Division,2025-01-08,14:30:00,Cape Town CIty F.C.,Orlando Pirates (SA),5.0,6.0,1.88,1.98,3.05,3.55,1.49,1.6,2.66,3.05,2.2,2.6,1.62,1.83,6.4,8.8,5.4,6.8,8.2,11.0,8.8,180.0,4.9,19.0,6.6,8.4,9.4,21.0,10.5,110.0,12.5,120.0,9.2,980.0,9.6,110.0,7.2,260.0,7.0,220.0,6.8,380.0,7.0,160.0,7.0,1000.0,7.0,240.0,8.4,24.0,7.4,1000.0,33916845,11635228.0,1532826.0,58805.0,1.237903131,1.237903176,1.237903215,1.23790314,2.12,2.92,1.52,1.89,2.5,1000.0,1.11,1.15,2.5,2.86,1.54,1.67,2.02,2.14,1.2,1.22,1.41,1.49,1.237903132,1.237903134,1.237903135,1.237903179
