Date,Time,League,Home,Away,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under15_HT_Back,Odd_Under15_HT_Lay,Odd_Over15_HT_Back,Odd_Over15_HT_Lay,Odd_Under25_HT_Back,Odd_Under25_HT_Lay,Odd_Over25_HT_Back,Odd_Over25_HT_Lay,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_1X_Back,Odd_1X_Lay,Odd_X2_Back,Odd_X2_Lay,Odd_12_Back,Odd_12_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_Under35_FT_Back,Odd_Under35_FT_Lay,Odd_Over35_FT_Back,Odd_Over35_FT_Lay,Odd_Under45_FT_Back,Odd_Under45_FT_Lay,Odd_Over45_FT_Back,Odd_Over45_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,IDMercado_First_Half_Goals_05,IDMercado_First_Half_Goals_15,IDMercado_First_Half_Goals_25,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Double_Chance,IDMercado_Over_Under_05_Goals,IDMercado_Over_Under_15_Goals,IDMercado_Over_Under_25_Goals,IDMercado_Over_Under_35_Goals,IDMercado_Over_Under_45_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,ID_Evento,First_Half_Goals_0.5_5851482,First_Half_Goals_0.5_5851483,Double_Chance_6384646,Double_Chance_6384647,Double_Chance_6384648,First_Half_Goals_2.5_47972,First_Half_Goals_2.5_47973,Over_Under_4.5_Goals_1222347,Over_Under_4.5_Goals_1222346,Over_Under_2.5_Goals_47972,Over_Under_2.5_Goals_47973,Correct_Score_1,Correct_Score_4,Correct_Score_9,Correct_Score_16,Correct_Score_2,Correct_Score_3,Correct_Score_8,Correct_Score_15,Correct_Score_5,Correct_Score_6,Correct_Score_7,Correct_Score_14,Correct_Score_10,Correct_Score_11,Correct_Score_12,Correct_Score_13,Correct_Score_9063254,Correct_Score_9063255,Correct_Score_9063256,First_Half_Goals_1.5_1221385,First_Half_Goals_1.5_1221386,Over_Under_0.5_Goals_5851482,Over_Under_0.5_Goals_5851483,Both_teams_to_Score_30246,Both_teams_to_Score_110503,Over_Under_3.5_Goals_1222344,Over_Under_3.5_Goals_1222345,Over_Under_1.5_Goals_1221385,Over_Under_1.5_Goals_1221386,IDMercado_First_Half_Goals_0.5,IDMercado_First_Half_Goals_2.5,IDMercado_Over_Under_4.5_Goals,IDMercado_Over_Under_2.5_Goals,IDMercado_First_Half_Goals_1.5,IDMercado_Over_Under_0.5_Goals,IDMercado_Over_Under_3.5_Goals,IDMercado_Over_Under_1.5_Goals,_merge
2025-12-02,06:30:00,Friendlies Women's International,Australia (W),New Zealand (W),1.01,1000.0,1.01,20.0,1.04,1000.0,1.04,1000.0,1.01,1000.0,1.01,1000.0,1.17,1.25,8.2,25.0,5.8,14.0,1.04,1.08,4.7,7.4,1.11,1.18,6.8,100.0,1.01,1.11,3.45,10.0,1.12,1.16,2.74,3.8,1.36,1.57,1.77,2.18,1.84,2.42,1.33,1.48,2.92,4.1,1.98,2.4,1.72,2.02,4.4,1000.0,4.2,80.0,4.2,1000.0,4.3,1000.0,3.4,970.0,3.75,24.0,4.1,75.0,4.3,1000.0,3.35,970.0,3.45,970.0,4.0,46.0,4.2,1000.0,3.4,970.0,3.8,970.0,4.0,48.0,4.2,1000.0,2.72,3.65,4.3,1000.0,4.3,1000.0,1.251219429,1.25121943,1.251219431,541865.0,2536808.0,58805.0,1.251219343,1.251219427,1.251219345,1.251219346,1.251219347,1.251219348,1.251219349,1.251219422,1.251219344,35016950.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-12-02,08:00:00,Friendlies Women's International,Wales (W),Switzerland (W),2.68,3.9,1.34,1.59,1.4,1.57,2.74,3.5,1.01,1000.0,1.01,1000.0,3.2,4.4,2.04,2.48,2.96,4.4,1.67,1.95,1.31,1.45,1.32,1.47,1.1,18.0,1.06,1.11,3.1,4.6,1.3,1.44,1.72,2.24,1.81,2.38,1.31,1.48,3.05,4.3,1.11,1.19,6.0,10.5,1.71,2.0,2.0,2.4,3.85,970.0,3.55,970.0,3.85,970.0,4.5,36.0,3.8,970.0,3.35,970.0,3.65,970.0,4.3,28.0,4.3,30.0,3.95,970.0,4.1,22.0,4.6,48.0,4.8,80.0,4.7,55.0,4.7,65.0,3.05,1000.0,4.6,50.0,4.1,21.0,2.62,1000.0,1.251222511,1.251222512,1.251222513,3071928.0,4978949.0,58805.0,1.251222501,1.25122255,1.251222502,1.251222503,1.251222504,1.251222505,1.251222506,1.251222548,1.251222549,35017869.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-12-02,08:00:00,Thai League 2,Chanthaburi FC,Nakhon Si United F.C.,1.01,1000.0,1.01,20.0,1.04,1000.0,1.04,1000.0,1.01,1000.0,1.01,1000.0,1.09,970.0,1.02,980.0,1.09,950.0,1.14,110.0,1.01,970.0,1.01,1.51,1.24,1000.0,1.01,6.4,1.24,110.0,1.01,6.4,1.24,110.0,1.01,6.4,1.18,100.0,1.02,7.8,1.06,970.0,1.1,26.0,1.04,1000.0,1.04,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,1.25122394,1.251223942,1.251223935,8278842.0,47490981.0,58805.0,1.251223937,1.251223938,1.251223941,1.251223985,1.251223982,1.251223986,1.251223983,1.251224021,1.251223946,35017959.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-12-02,09:00:00,FIFA Arab Cup,Morocco,Comoros,3.45,5.2,1.24,1.41,1.61,1.79,2.26,2.62,1.15,1.27,4.8,7.6,1.23,1.26,15.5,19.5,7.0,7.4,1.05,1.07,4.9,5.4,1.15,1.17,1.1,110.0,1.03,1.07,5.1,6.2,1.2,1.25,2.48,2.7,1.59,1.67,1.54,1.68,2.46,2.84,1.22,1.29,4.4,5.6,2.28,2.54,1.64,1.77,20.0,25.0,10.5,55.0,9.2,190.0,11.0,1000.0,8.0,9.8,12.0,15.5,9.6,75.0,9.6,370.0,6.6,8.2,10.5,13.0,32.0,44.0,9.4,280.0,7.6,9.0,12.5,14.5,9.0,48.0,9.4,280.0,3.8,4.6,9.6,520.0,9.8,1000.0,1.251203144,1.251203146,1.251203139,75103.0,5418519.0,58805.0,1.251203141,1.251203142,1.251203145,1.251203189,1.251203186,1.25120319,1.251203187,1.251203225,1.25120315,35016210.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-12-02,09:00:00,Friendlies Women's International,Serbia (W),Czechia (W),2.76,3.8,1.36,1.57,1.42,1.6,2.66,3.35,1.1,1.18,1.1,11.0,2.44,3.05,2.56,3.2,2.96,4.1,1.45,1.64,1.49,1.69,1.32,1.52,1.1,18.0,1.05,1.11,3.25,4.6,1.31,1.4,1.86,2.34,1.83,2.28,1.33,1.52,2.92,4.1,1.13,1.21,1.1,9.6,1.66,1.92,2.08,2.52,3.6,16.5,3.5,14.5,3.85,24.0,4.2,50.0,3.45,14.0,3.1,9.6,3.55,15.5,4.1,38.0,3.8,23.0,3.4,13.5,3.75,21.0,4.2,55.0,4.2,50.0,4.0,36.0,4.2,50.0,4.4,110.0,3.95,29.0,4.0,32.0,4.6,1000.0,1.25122412,1.251224122,1.251224115,5905757.0,85249408.0,58805.0,1.251224117,1.251224118,1.251224121,1.251224165,1.251224162,1.251224166,1.251224163,1.251224201,1.251224126,35017885.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-12-02,09:00:00,Hong Kong Premier League,Kitchee SC,Eastern District SA,3.3,5.0,1.25,1.43,1.6,1.76,2.3,2.68,1.14,1.25,4.8,8.0,1.38,1.5,6.4,9.6,4.2,5.8,1.11,1.15,3.0,3.65,1.2,1.3,1.1,110.0,1.02,1.16,1.1,6.0,1.21,1.27,2.14,2.5,1.66,1.87,1.53,1.78,2.28,3.05,1.21,1.32,3.45,6.4,1.83,2.06,1.94,2.2,4.0,25.0,4.3,38.0,4.6,95.0,4.7,310.0,3.5,12.0,3.65,14.5,4.3,38.0,4.6,150.0,3.45,11.5,3.4,11.0,4.1,29.0,4.6,120.0,3.75,15.0,3.85,18.0,4.3,40.0,4.6,140.0,2.94,6.8,4.7,160.0,4.8,1000.0,1.25115007,1.251150071,1.251150072,5696599.0,11708329.0,58805.0,1.25115006,1.251150109,1.251150061,1.251150062,1.251150063,1.251150064,1.251150065,1.251150107,1.251150108,35012707.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-12-02,09:00:00,Romanian Cup,ACS Dumbravita,CSM Slatina,2.48,3.55,1.39,1.68,1.34,1.49,2.86,3.9,1.07,1.14,1.1,14.0,2.48,3.1,2.68,3.35,2.76,3.75,1.42,1.6,1.47,1.68,1.36,1.57,1.1,14.0,1.07,1.14,2.74,3.75,1.37,1.52,1.66,2.02,1.98,2.68,1.25,1.39,3.55,5.0,1.09,1.15,7.2,12.5,1.79,2.1,1.9,2.28,3.25,12.5,3.25,12.5,3.7,24.0,4.1,65.0,3.2,12.0,2.94,9.0,3.45,16.0,4.0,46.0,3.65,22.0,3.4,15.5,3.7,23.0,4.1,65.0,4.0,55.0,3.95,42.0,4.1,65.0,4.2,150.0,3.95,42.0,4.0,48.0,4.4,1000.0,1.251198194,1.251198196,1.251198189,20498949.0,20135213.0,58805.0,1.251198191,1.251198192,1.251198195,1.251198239,1.251198236,1.25119824,1.251198237,1.251198275,1.2511982,35015305.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-12-02,09:00:00,Thai League 2,Sisaket United,Police Tero,1.01,1000.0,1.01,20.0,1.04,1000.0,1.04,1000.0,1.01,1000.0,1.01,1000.0,1.09,970.0,1.02,970.0,1.09,950.0,1.07,110.0,1.26,970.0,1.07,55.0,1.24,1000.0,1.01,6.4,1.24,970.0,1.11,6.4,1.24,110.0,1.11,6.4,1.18,10.5,1.11,7.8,1.06,10.5,1.11,26.0,1.04,1000.0,1.04,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,1.25122403,1.251224032,1.251224025,11483930.0,13704767.0,58805.0,1.251224027,1.251224028,1.251224031,1.251224075,1.251224072,1.251224076,1.251224073,1.251224111,1.251224036,35017972.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-12-02,10:30:00,Dutch Eredivisie,Ajax,FC Groningen,2.78,980.0,1.01,1.56,1.04,1.84,2.2,1000.0,1.01,980.0,1.01,980.0,2.18,2.2,3.7,3.8,3.6,3.7,1.36,1.38,1.83,1.85,1.37,1.38,3.75,18.0,1.06,1.1,3.75,4.5,1.28,1.37,2.1,2.14,1.89,1.91,1.16,2.12,1.9,7.2,1.09,2.4,1.7,12.5,1.04,11.0,1.1,1000.0,10.5,18.0,10.0,16.0,25.0,1000.0,6.2,70.0,5.2,11.0,5.8,8.6,10.5,15.0,36.0,1000.0,7.8,14.0,6.8,11.0,9.2,16.5,30.0,1000.0,14.5,970.0,11.0,980.0,32.0,1000.0,6.2,1000.0,5.0,17.0,32.0,1000.0,6.8,1000.0,1.250351909,1.250351911,1.250351904,52494689.0,24931403.0,58805.0,1.250351906,1.250351897,1.25035191,1.25035192,1.250351916,1.250351862,1.250351917,1.250351905,1.250351915,34942623.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-12-02,10:30:00,Bulgarian A League,Montana,Lokomotiv Sofia,2.7,3.1,1.48,1.59,1.36,1.44,3.25,3.8,1.07,1.13,8.6,14.5,3.55,4.1,2.22,2.4,3.15,3.55,1.71,1.82,1.33,1.39,1.4,1.46,9.4,13.5,1.09,1.12,2.98,3.45,1.41,1.51,1.67,1.82,2.22,2.5,1.25,1.31,4.2,5.0,1.09,1.12,9.2,14.0,1.9,2.1,1.9,2.1,8.0,13.5,7.2,9.8,11.5,16.0,5.3,38.0,10.0,14.5,6.6,9.0,9.8,13.5,20.0,34.0,19.0,32.0,13.5,19.0,17.0,25.0,4.6,60.0,4.6,100.0,4.6,65.0,4.5,85.0,4.6,160.0,4.5,70.0,21.0,32.0,4.8,1000.0,1.250929421,1.250929423,1.250929416,3475110.0,1255223.0,58805.0,1.250929418,1.250929409,1.250929422,1.250929432,1.250929428,1.250929374,1.250929429,1.250929417,1.250929427,34992015.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
