League,ID,Season,Imagem
Romania Liga I,7663,20222023,https://cdn.footystats.org/img/competitions/romania-liga-i.png
Romania Liga I,9622,20232024,https://cdn.footystats.org/img/competitions/romania-liga-i.png
Romania Liga I,12495,20242025,https://cdn.footystats.org/img/competitions/romania-liga-i.png
Scotland Premiership,2,20162017,https://cdn.footystats.org/img/competitions/scotland-premiership.png
Scotland Premiership,164,20172018,https://cdn.footystats.org/img/competitions/scotland-premiership.png
Scotland Premiership,167,20152016,https://cdn.footystats.org/img/competitions/scotland-premiership.png
Scotland Premiership,168,20142015,https://cdn.footystats.org/img/competitions/scotland-premiership.png
Scotland Premiership,169,20132014,https://cdn.footystats.org/img/competitions/scotland-premiership.png
Scotland Premiership,223,20122013,https://cdn.footystats.org/img/competitions/scotland-premiership.png
Scotland Premiership,1600,20182019,https://cdn.footystats.org/img/competitions/scotland-premiership.png
Scotland Premiership,2361,20192020,https://cdn.footystats.org/img/competitions/scotland-premiership.png
Scotland Premiership,4478,20202021,https://cdn.footystats.org/img/competitions/scotland-premiership.png
Scotland Premiership,5992,20212022,https://cdn.footystats.org/img/competitions/scotland-premiership.png
Scotland Premiership,7494,20222023,https://cdn.footystats.org/img/competitions/scotland-premiership.png
Scotland Premiership,9636,20232024,https://cdn.footystats.org/img/competitions/scotland-premiership.png
Scotland Premiership,12455,20242025,https://cdn.footystats.org/img/competitions/scotland-premiership.png
Slovenia PrvaLiga,426,20172018,https://cdn.footystats.org/img/competitions/slovenia-prvaliga.png
Slovenia PrvaLiga,427,20162017,https://cdn.footystats.org/img/competitions/slovenia-prvaliga.png
Slovenia PrvaLiga,428,20152016,https://cdn.footystats.org/img/competitions/slovenia-prvaliga.png
Slovenia PrvaLiga,429,20142015,https://cdn.footystats.org/img/competitions/slovenia-prvaliga.png
Slovenia PrvaLiga,433,20132014,https://cdn.footystats.org/img/competitions/slovenia-prvaliga.png
Slovenia PrvaLiga,1608,20182019,https://cdn.footystats.org/img/competitions/slovenia-prvaliga.png
Slovenia PrvaLiga,2251,20192020,https://cdn.footystats.org/img/competitions/slovenia-prvaliga.png
Slovenia PrvaLiga,4635,20202021,https://cdn.footystats.org/img/competitions/slovenia-prvaliga.png
Slovenia PrvaLiga,6048,20212022,https://cdn.footystats.org/img/competitions/slovenia-prvaliga.png
Slovenia PrvaLiga,7526,20222023,https://cdn.footystats.org/img/competitions/slovenia-prvaliga.png
Slovenia PrvaLiga,9579,20232024,https://cdn.footystats.org/img/competitions/slovenia-prvaliga.png
Slovenia PrvaLiga,12476,20242025,https://cdn.footystats.org/img/competitions/slovenia-prvaliga.png
South Korea K League 1,747,2017,https://cdn.footystats.org/img/competitions/south-korea-k-league-1.png
South Korea K League 1,748,2016,https://cdn.footystats.org/img/competitions/south-korea-k-league-1.png
South Korea K League 1,749,2015,https://cdn.footystats.org/img/competitions/south-korea-k-league-1.png
South Korea K League 1,750,2014,https://cdn.footystats.org/img/competitions/south-korea-k-league-1.png
South Korea K League 1,751,2013,https://cdn.footystats.org/img/competitions/south-korea-k-league-1.png
South Korea K League 1,1115,2018,https://cdn.footystats.org/img/competitions/south-korea-k-league-1.png
South Korea K League 1,1862,2019,https://cdn.footystats.org/img/competitions/south-korea-k-league-1.png
South Korea K League 1,4379,2020,https://cdn.footystats.org/img/competitions/south-korea-k-league-1.png
South Korea K League 1,5506,2021,https://cdn.footystats.org/img/competitions/south-korea-k-league-1.png
South Korea K League 1,7061,2022,https://cdn.footystats.org/img/competitions/south-korea-k-league-1.png
South Korea K League 1,8899,2023,https://cdn.footystats.org/img/competitions/south-korea-k-league-1.png
South Korea K League 1,11102,2024,https://cdn.footystats.org/img/competitions/south-korea-k-league-1.png
South Korea K League 1,14069,2025,https://cdn.footystats.org/img/competitions/south-korea-k-league-1.png
South Korea K League 2,752,2015,https://cdn.footystats.org/img/competitions/south-korea-k-league-2.png
South Korea K League 2,753,2013,https://cdn.footystats.org/img/competitions/south-korea-k-league-2.png
South Korea K League 2,759,2017,https://cdn.footystats.org/img/competitions/south-korea-k-league-2.png
South Korea K League 2,760,2016,https://cdn.footystats.org/img/competitions/south-korea-k-league-2.png
South Korea K League 2,761,2014,https://cdn.footystats.org/img/competitions/south-korea-k-league-2.png
South Korea K League 2,1121,2018,https://cdn.footystats.org/img/competitions/south-korea-k-league-2.png
South Korea K League 2,1863,2019,https://cdn.footystats.org/img/competitions/south-korea-k-league-2.png
South Korea K League 2,4381,2020,https://cdn.footystats.org/img/competitions/south-korea-k-league-2.png
South Korea K League 2,5504,2021,https://cdn.footystats.org/img/competitions/south-korea-k-league-2.png
South Korea K League 2,7062,2022,https://cdn.footystats.org/img/competitions/south-korea-k-league-2.png
South Korea K League 2,8938,2023,https://cdn.footystats.org/img/competitions/south-korea-k-league-2.png
South Korea K League 2,11156,2024,https://cdn.footystats.org/img/competitions/south-korea-k-league-2.png
Spain La Liga,34,20162017,https://cdn.footystats.org/img/competitions/spain-la-liga.png
Spain La Liga,35,20152016,https://cdn.footystats.org/img/competitions/spain-la-liga.png
Spain La Liga,36,20142015,https://cdn.footystats.org/img/competitions/spain-la-liga.png
Spain La Liga,37,20132014,https://cdn.footystats.org/img/competitions/spain-la-liga.png
Spain La Liga,38,20122013,https://cdn.footystats.org/img/competitions/spain-la-liga.png
Spain La Liga,171,20172018,https://cdn.footystats.org/img/competitions/spain-la-liga.png
Spain La Liga,1677,20182019,https://cdn.footystats.org/img/competitions/spain-la-liga.png
Spain La Liga,2319,20192020,https://cdn.footystats.org/img/competitions/spain-la-liga.png
Spain La Liga,3631,20112012,https://cdn.footystats.org/img/competitions/spain-la-liga.png
Spain La Liga,3632,20102011,https://cdn.footystats.org/img/competitions/spain-la-liga.png
Spain La Liga,3636,20092010,https://cdn.footystats.org/img/competitions/spain-la-liga.png
Spain La Liga,3637,20082009,https://cdn.footystats.org/img/competitions/spain-la-liga.png
Spain La Liga,4944,20202021,https://cdn.footystats.org/img/competitions/spain-la-liga.png
Spain La Liga,6211,20212022,https://cdn.footystats.org/img/competitions/spain-la-liga.png
Spain La Liga,7665,20222023,https://cdn.footystats.org/img/competitions/spain-la-liga.png
Spain La Liga,9665,20232024,https://cdn.footystats.org/img/competitions/spain-la-liga.png
Spain La Liga,12316,20242025,https://cdn.footystats.org/img/competitions/spain-la-liga.png
Spain Segunda División,39,20162017,https://cdn.footystats.org/img/competitions/spain-segunda-division.png
Spain Segunda División,40,20152016,https://cdn.footystats.org/img/competitions/spain-segunda-division.png
Spain Segunda División,41,20142015,https://cdn.footystats.org/img/competitions/spain-segunda-division.png
Spain Segunda División,42,20132014,https://cdn.footystats.org/img/competitions/spain-segunda-division.png
Spain Segunda División,43,20122013,https://cdn.footystats.org/img/competitions/spain-segunda-division.png
Spain Segunda División,172,20172018,https://cdn.footystats.org/img/competitions/spain-segunda-division.png
Spain Segunda División,1670,20182019,https://cdn.footystats.org/img/competitions/spain-segunda-division.png
Spain Segunda División,2415,20192020,https://cdn.footystats.org/img/competitions/spain-segunda-division.png
Spain Segunda División,4167,20112012,https://cdn.footystats.org/img/competitions/spain-segunda-division.png
Spain Segunda División,4245,20102011,https://cdn.footystats.org/img/competitions/spain-segunda-division.png
Spain Segunda División,4249,20092010,https://cdn.footystats.org/img/competitions/spain-segunda-division.png
Spain Segunda División,4842,20202021,https://cdn.footystats.org/img/competitions/spain-segunda-division.png
Spain Segunda División,6120,20212022,https://cdn.footystats.org/img/competitions/spain-segunda-division.png
Spain Segunda División,7592,20222023,https://cdn.footystats.org/img/competitions/spain-segunda-division.png
Spain Segunda División,9675,20232024,https://cdn.footystats.org/img/competitions/spain-segunda-division.png
Spain Segunda División,12467,20242025,https://cdn.footystats.org/img/competitions/spain-segunda-division.png
Sweden Allsvenskan,104,2017,https://cdn.footystats.org/img/competitions/sweden-allsvenskan.png
Sweden Allsvenskan,105,2016,https://cdn.footystats.org/img/competitions/sweden-allsvenskan.png
Sweden Allsvenskan,106,2015,https://cdn.footystats.org/img/competitions/sweden-allsvenskan.png
Sweden Allsvenskan,107,2014,https://cdn.footystats.org/img/competitions/sweden-allsvenskan.png
Sweden Allsvenskan,994,2018,https://cdn.footystats.org/img/competitions/sweden-allsvenskan.png
Sweden Allsvenskan,1848,2019,https://cdn.footystats.org/img/competitions/sweden-allsvenskan.png
Sweden Allsvenskan,3703,2020,https://cdn.footystats.org/img/competitions/sweden-allsvenskan.png
Sweden Allsvenskan,4307,2013,https://cdn.footystats.org/img/competitions/sweden-allsvenskan.png
Sweden Allsvenskan,4315,2011,https://cdn.footystats.org/img/competitions/sweden-allsvenskan.png
Sweden Allsvenskan,4329,2010,https://cdn.footystats.org/img/competitions/sweden-allsvenskan.png
Sweden Allsvenskan,5505,2021,https://cdn.footystats.org/img/competitions/sweden-allsvenskan.png
Sweden Allsvenskan,7064,2022,https://cdn.footystats.org/img/competitions/sweden-allsvenskan.png
Sweden Allsvenskan,8737,2023,https://cdn.footystats.org/img/competitions/sweden-allsvenskan.png
Sweden Allsvenskan,10969,2024,https://cdn.footystats.org/img/competitions/sweden-allsvenskan.png
Sweden Allsvenskan,13963,2025,https://cdn.footystats.org/img/competitions/sweden-allsvenskan.png
Sweden Superettan,108,2017,https://cdn.footystats.org/img/competitions/sweden-superettan.png
Sweden Superettan,109,2016,https://cdn.footystats.org/img/competitions/sweden-superettan.png
Sweden Superettan,110,2015,https://cdn.footystats.org/img/competitions/sweden-superettan.png
Sweden Superettan,111,2014,https://cdn.footystats.org/img/competitions/sweden-superettan.png
Sweden Superettan,995,2018,https://cdn.footystats.org/img/competitions/sweden-superettan.png
Sweden Superettan,1849,2019,https://cdn.footystats.org/img/competitions/sweden-superettan.png
Sweden Superettan,3704,2020,https://cdn.footystats.org/img/competitions/sweden-superettan.png
Sweden Superettan,5502,2021,https://cdn.footystats.org/img/competitions/sweden-superettan.png
Sweden Superettan,7065,2022,https://cdn.footystats.org/img/competitions/sweden-superettan.png
Sweden Superettan,8738,2023,https://cdn.footystats.org/img/competitions/sweden-superettan.png
Sweden Superettan,10987,2024,https://cdn.footystats.org/img/competitions/sweden-superettan.png
Sweden Superettan,13975,2025,https://cdn.footystats.org/img/competitions/sweden-superettan.png
Switzerland Challenge League,141,20162017,https://cdn.footystats.org/img/competitions/switzerland-challenge-league.png
Switzerland Challenge League,142,20142015,https://cdn.footystats.org/img/competitions/switzerland-challenge-league.png
Switzerland Challenge League,187,20172018,https://cdn.footystats.org/img/competitions/switzerland-challenge-league.png
Switzerland Challenge League,219,20152016,https://cdn.footystats.org/img/competitions/switzerland-challenge-league.png
Switzerland Challenge League,1611,20182019,https://cdn.footystats.org/img/competitions/switzerland-challenge-league.png
Switzerland Challenge League,2250,20192020,https://cdn.footystats.org/img/competitions/switzerland-challenge-league.png
Switzerland Challenge League,4907,20202021,https://cdn.footystats.org/img/competitions/switzerland-challenge-league.png
Switzerland Challenge League,6034,20212022,https://cdn.footystats.org/img/competitions/switzerland-challenge-league.png
Switzerland Challenge League,7496,20222023,https://cdn.footystats.org/img/competitions/switzerland-challenge-league.png
Switzerland Challenge League,9569,20232024,https://cdn.footystats.org/img/competitions/switzerland-challenge-league.png
Switzerland Challenge League,12277,20242025,https://cdn.footystats.org/img/competitions/switzerland-challenge-league.png
Switzerland Super League,136,20162017,https://cdn.footystats.org/img/competitions/switzerland-super-league.png
Switzerland Super League,137,20152016,https://cdn.footystats.org/img/competitions/switzerland-super-league.png
Switzerland Super League,138,20142015,https://cdn.footystats.org/img/competitions/switzerland-super-league.png
Switzerland Super League,139,20132014,https://cdn.footystats.org/img/competitions/switzerland-super-league.png
Switzerland Super League,140,20122013,https://cdn.footystats.org/img/competitions/switzerland-super-league.png
Switzerland Super League,186,20172018,https://cdn.footystats.org/img/competitions/switzerland-super-league.png
Switzerland Super League,1610,20182019,https://cdn.footystats.org/img/competitions/switzerland-super-league.png
Switzerland Super League,2249,20192020,https://cdn.footystats.org/img/competitions/switzerland-super-league.png
Switzerland Super League,4906,20202021,https://cdn.footystats.org/img/competitions/switzerland-super-league.png
Switzerland Super League,6044,20212022,https://cdn.footystats.org/img/competitions/switzerland-super-league.png
Switzerland Super League,7504,20222023,https://cdn.footystats.org/img/competitions/switzerland-super-league.png
Switzerland Super League,9580,20232024,https://cdn.footystats.org/img/competitions/switzerland-super-league.png
Switzerland Super League,12326,20242025,https://cdn.footystats.org/img/competitions/switzerland-super-league.png
Turkey Süper Lig,19,20162017,https://cdn.footystats.org/img/competitions/turkey-super-lig.png
Turkey Süper Lig,20,20152016,https://cdn.footystats.org/img/competitions/turkey-super-lig.png
Turkey Süper Lig,21,20142015,https://cdn.footystats.org/img/competitions/turkey-super-lig.png
Turkey Süper Lig,175,20172018,https://cdn.footystats.org/img/competitions/turkey-super-lig.png
Turkey Süper Lig,1614,20182019,https://cdn.footystats.org/img/competitions/turkey-super-lig.png
Turkey Süper Lig,2648,20192020,https://cdn.footystats.org/img/competitions/turkey-super-lig.png
Turkey Süper Lig,4840,20202021,https://cdn.footystats.org/img/competitions/turkey-super-lig.png
Turkey Süper Lig,6125,20212022,https://cdn.footystats.org/img/competitions/turkey-super-lig.png
Turkey Süper Lig,7768,20222023,https://cdn.footystats.org/img/competitions/turkey-super-lig.png
Turkey Süper Lig,9913,20232024,https://cdn.footystats.org/img/competitions/turkey-super-lig.png
Turkey Süper Lig,12641,20242025,https://cdn.footystats.org/img/competitions/turkey-super-lig.png
USA MLS,1,2016,https://cdn.footystats.org/img/competitions/usa-mls.png
USA MLS,16,2015,https://cdn.footystats.org/img/competitions/usa-mls.png
USA MLS,23,2014,https://cdn.footystats.org/img/competitions/usa-mls.png
USA MLS,24,2013,https://cdn.footystats.org/img/competitions/usa-mls.png
USA MLS,163,2017,https://cdn.footystats.org/img/competitions/usa-mls.png
USA MLS,1076,2018,https://cdn.footystats.org/img/competitions/usa-mls.png
USA MLS,1846,2019,https://cdn.footystats.org/img/competitions/usa-mls.png
USA MLS,4227,2012,https://cdn.footystats.org/img/competitions/usa-mls.png
USA MLS,4235,2011,https://cdn.footystats.org/img/competitions/usa-mls.png
USA MLS,4241,2010,https://cdn.footystats.org/img/competitions/usa-mls.png
USA MLS,4473,2020,https://cdn.footystats.org/img/competitions/usa-mls.png
USA MLS,5674,2021,https://cdn.footystats.org/img/competitions/usa-mls.png
USA MLS,6969,2022,https://cdn.footystats.org/img/competitions/usa-mls.png
USA MLS,8777,2023,https://cdn.footystats.org/img/competitions/usa-mls.png
USA MLS,10977,2024,https://cdn.footystats.org/img/competitions/usa-mls.png
USA MLS,13973,2025,https://cdn.footystats.org/img/competitions/usa-mls.png
Uruguay Primera División,853,2017,https://cdn.footystats.org/img/competitions/uruguay-primera-division.png
Uruguay Primera División,854,2016,https://cdn.footystats.org/img/competitions/uruguay-primera-division.png
Uruguay Primera División,855,20152016,https://cdn.footystats.org/img/competitions/uruguay-primera-division.png
Uruguay Primera División,856,20142015,https://cdn.footystats.org/img/competitions/uruguay-primera-division.png
Uruguay Primera División,857,20132014,https://cdn.footystats.org/img/competitions/uruguay-primera-division.png
Uruguay Primera División,1095,2018,https://cdn.footystats.org/img/competitions/uruguay-primera-division.png
Uruguay Primera División,1905,2019,https://cdn.footystats.org/img/competitions/uruguay-primera-division.png
Uruguay Primera División,3789,2020,https://cdn.footystats.org/img/competitions/uruguay-primera-division.png
Uruguay Primera División,5809,2021,https://cdn.footystats.org/img/competitions/uruguay-primera-division.png
Uruguay Primera División,7067,2022,https://cdn.footystats.org/img/competitions/uruguay-primera-division.png
Uruguay Primera División,8937,2023,https://cdn.footystats.org/img/competitions/uruguay-primera-division.png
Uruguay Primera División,11209,2024,https://cdn.footystats.org/img/competitions/uruguay-primera-division.png
Wales Welsh Premier League,471,20172018,https://cdn.footystats.org/img/competitions/wales-welsh-premier-league.png
Wales Welsh Premier League,472,20162017,https://cdn.footystats.org/img/competitions/wales-welsh-premier-league.png
Wales Welsh Premier League,473,20152016,https://cdn.footystats.org/img/competitions/wales-welsh-premier-league.png
Wales Welsh Premier League,474,20142015,https://cdn.footystats.org/img/competitions/wales-welsh-premier-league.png
Wales Welsh Premier League,475,20132014,https://cdn.footystats.org/img/competitions/wales-welsh-premier-league.png
Wales Welsh Premier League,1617,20182019,https://cdn.footystats.org/img/competitions/wales-welsh-premier-league.png
Wales Welsh Premier League,2318,20192020,https://cdn.footystats.org/img/competitions/wales-welsh-premier-league.png
Wales Welsh Premier League,4958,20202021,https://cdn.footystats.org/img/competitions/wales-welsh-premier-league.png
Wales Welsh Premier League,6043,20212022,https://cdn.footystats.org/img/competitions/wales-welsh-premier-league.png
Wales Welsh Premier League,7620,20222023,https://cdn.footystats.org/img/competitions/wales-welsh-premier-league.png
Wales Welsh Premier League,9565,20232024,https://cdn.footystats.org/img/competitions/wales-welsh-premier-league.png
Wales Welsh Premier League,12339,20242025,https://cdn.footystats.org/img/competitions/wales-welsh-premier-league.png
