Id,Date,Time,League,Round,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT
hSC1e7cE,2025-12-04,00:10,MEXICO 1,Apertura,Monterrey,Toluca,3.1,2.3,3.1,2.57,3.4,2.55,1.3,3.4,2.5,1.5,6.0,1.13,1.04,13.0,1.2,4.33,1.7,2.1,2.63,1.44,5.0,1.17,1.53,2.38,1.5,1.3,1.44
lK7GHT3k,2025-12-04,04:00,HONG KONG 1,Round 10,North District,Tai Po,3.2,2.5,2.5,2.75,3.6,2.05,1.2,4.0,2.1,1.67,4.5,1.17,1.01,17.0,1.08,6.5,1.36,2.88,2.0,1.73,3.3,1.29,1.33,2.9,1.67,1.24,1.36
pQFW2RPP,2025-12-04,06:00,WORLD CLUB FRIENDLY,-,Sparta Prague B (Cze),Vlasim (Cze),2.7,2.6,2.88,2.2,3.7,2.5,1.14,4.8,1.85,1.85,4.0,1.2,0.0,0.0,1.06,7.5,1.29,3.3,1.8,1.91,2.88,1.36,1.29,3.2,1.42,1.22,1.55
MR2N3xPj,2025-12-04,07:00,TURKEY CUP,Qualification,Yesil Yalova FK,Gaziantep,8.5,3.4,1.5,11.0,6.5,1.18,1.14,5.5,1.67,2.1,3.25,1.33,1.01,26.0,1.05,11.0,1.22,4.2,1.53,2.38,2.25,1.57,1.57,2.25,4.5,1.11,1.05
YP08mK6D,2025-12-04,07:30,INDIA CUP,Play Offs,East Bengal,Punjab,2.4,2.2,4.2,1.8,3.3,3.7,1.33,3.0,2.75,1.4,6.5,1.08,1.02,10.0,1.25,3.6,1.85,1.85,3.3,1.29,6.5,1.08,1.7,2.0,1.21,1.29,1.88
IDnQNcGM,2025-12-04,07:30,TURKEY CUP,Qualification,Fethiyespor,Bandirmaspor,2.88,2.38,3.25,2.25,3.4,2.7,1.29,3.5,2.38,1.53,5.5,1.14,1.03,15.0,1.18,4.5,1.62,2.25,2.5,1.5,4.5,1.18,1.53,2.38,1.4,1.29,1.53
b5DPMzo1,2025-12-04,08:00,BELARUS CUP,1/8-finals,ML Vitebsk,FC Slonim,1.13,4.7,30.0,1.04,10.22,25.55,0.0,0.0,0.0,0.0,2.18,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,2.41,3.96,1.18,1.04,10.22,25.55
UsiJPwcB,2025-12-04,08:00,BULGARIA 1,Round 18,Dobrudzha,Ludogorets,8.5,2.6,1.73,10.0,4.75,1.27,1.3,3.4,2.38,1.53,6.0,1.13,1.04,13.0,1.2,4.33,1.67,2.15,2.63,1.44,5.0,1.17,2.1,1.67,3.4,1.18,1.06
bHs6rum2,2025-12-04,08:30,ASIA SOUTHEAST ASIAN GAMES WOM,Round 1,Thailand W,Indonesia W,1.25,4.33,12.0,1.03,10.5,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,13.0,1.11,5.5,1.33,3.0,1.85,1.85,1.75,1.95,1.01,1.04,9.5
8Y75tfPH,2025-12-04,08:30,ASIA ASEAN CLUB CHAMPIONSHIP,-,Shan Utd,Nam Dinh,6.4,2.52,1.72,7.3,4.9,1.3,1.25,3.2,2.12,1.52,4.7,1.12,1.03,12.0,1.2,4.0,1.52,2.22,2.15,1.55,3.2,1.25,1.81,1.85,2.95,1.14,1.08
t4ByvG2n,2025-12-04,08:45,IRAN 1,Round 12,Kheybar Khorramabad,Shams Azar Qazvin,2.4,1.87,6.0,1.72,3.05,5.5,1.6,2.07,3.45,1.18,9.4,1.02,1.13,4.4,1.6,2.07,2.7,1.35,4.9,1.09,7.4,1.02,2.47,1.42,1.14,1.31,2.07
KQnP8waD,2025-12-04,09:00,ASIA ASEAN CLUB CHAMPIONSHIP,-,Bangkok Utd,Lion City,2.45,2.25,3.65,1.93,3.55,3.2,1.27,3.1,2.22,1.47,4.7,1.12,1.03,13.0,1.15,4.0,1.6,2.07,2.3,1.47,3.75,1.18,1.54,2.25,1.28,1.25,1.7
Y5UBWtiK,2025-12-04,09:00,ASIA ASEAN CLUB CHAMPIONSHIP,-,Svay Rieng,Johor DT,4.6,2.55,1.91,4.9,4.35,1.47,1.16,4.1,1.85,1.7,3.4,1.21,1.01,22.0,1.09,6.0,1.26,3.1,1.8,1.82,2.54,1.38,1.38,2.71,2.32,1.17,1.15
8dMNkmHP,2025-12-04,09:00,ROMANIA CUP,Round 2,Sporting Liesti,Metalul Buzau,6.5,2.6,1.73,6.5,4.4,1.3,1.22,3.8,2.25,1.57,5.5,1.11,1.01,17.0,1.13,5.2,1.5,2.4,2.4,1.5,4.5,1.17,1.73,1.95,3.0,1.17,1.08
2TSfXTy1,2025-12-04,09:00,UGANDA 1,Round 9,Express,Calvary,1.8,2.4,6.5,1.36,4.2,6.0,1.29,3.3,2.4,1.5,6.5,1.08,1.01,11.0,1.2,4.0,1.6,2.1,2.88,1.36,5.5,1.11,1.83,1.83,1.1,1.17,2.8
K0szUvB4,2025-12-04,09:30,EGYPT CUP,1/16-finals,El Gouna,Asyut Petroleum,2.4,2.0,4.5,1.73,3.1,4.2,1.44,2.6,3.3,1.29,9.0,1.03,1.05,8.0,1.36,2.88,2.25,1.57,4.5,1.17,9.0,1.03,2.05,1.67,1.17,1.3,1.91
v7ab9b1T,2025-12-04,09:30,TURKEY CUP,Qualification,Igdir FK,Orduspor 1967,1.5,3.2,10.0,1.17,6.5,12.0,1.18,4.5,1.83,1.83,3.75,1.25,1.01,23.0,1.1,7.0,1.33,3.4,1.83,1.83,2.75,1.4,1.83,1.83,1.05,1.11,5.0
