Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
zVSgkB36,SPAIN 3,GROUP 1,2025-11-15,10:00,Real Madrid B,Cacereno,2.2,2.1,5.5,1.44,2.63,3.25,1.33,7.5,1.07,1.62,3.3,5.25,1.06,8.0,1.36,3.0,2.15,1.67,4.0,1.22,7.5,1.07,2.1,1.67,1.11,1.25,2.1,8.0,12.0,26.0,51.0,6.0,7.0,19.0,41.0,7.0,9.0,19.0,51.0,12.0,15.0,34.0,67.0,41.0
jXe7czcL,ITALY 3,GROUP C,2025-11-15,10:30,Casarano,Catania,4.7,2.0,2.52,1.5,2.42,3.05,1.33,6.7,1.07,4.15,3.2,1.83,1.08,6.5,1.37,2.85,2.07,1.67,3.6,1.25,6.3,1.09,1.91,1.8,1.93,1.3,1.23,6.5,6.2,8.25,15.5,10.5,6.3,8.25,16.0,23.0,14.0,16.0,30.0,70.0,45.0,50.0,90.0,800.0
rVznjhke,ITALY 3,GROUP C,2025-11-15,10:30,Crotone,Sorrento,1.95,2.25,6.7,1.39,2.75,2.67,1.42,5.8,1.1,1.42,4.0,6.8,1.05,7.6,1.27,3.4,1.8,1.9,2.92,1.36,5.0,1.14,2.02,1.72,1.1,1.2,2.82,7.6,16.5,45.0,175.0,6.3,8.25,22.0,90.0,6.4,8.25,20.0,80.0,9.25,12.0,29.0,110.0,1000.0
jgXsADtR,ITALY 3,GROUP C,2025-11-15,10:30,Latina,Cosenza,4.5,2.05,2.52,1.47,2.52,2.95,1.35,6.5,1.08,4.0,3.25,1.83,1.07,6.7,1.35,2.95,2.02,1.7,3.45,1.27,6.0,1.09,1.88,1.82,1.93,1.29,1.24,6.7,6.3,8.25,15.5,10.75,6.5,8.5,16.0,22.0,13.5,15.5,30.0,65.0,40.0,45.0,80.0,700.0
jTZ9EnNj,ITALY 3,GROUP A,2025-11-15,10:30,Dolomiti Bellunesi,Inter U23,3.75,2.05,2.75,1.45,2.54,3.2,1.3,8.5,1.05,3.2,3.2,2.2,1.06,8.5,1.36,2.9,2.2,1.6,3.75,1.22,8.5,1.06,1.9,1.8,1.54,1.3,1.3,7.5,6.0,9.0,19.0,7.5,5.33,8.5,19.0,14.0,11.0,15.0,36.0,41.0,31.0,46.0,91.0,151.0
2BFCygz2,ITALY 3,GROUP C,2025-11-15,10:30,Picerno,Siracusa,2.92,2.0,3.75,1.44,2.57,2.8,1.38,6.1,1.09,2.3,3.0,3.0,1.07,6.9,1.31,3.2,1.91,1.8,3.1,1.32,5.4,1.12,1.67,2.07,1.37,1.33,1.6,6.9,9.25,16.0,40.0,8.5,5.9,10.75,27.0,12.0,8.75,12.5,32.0,25.0,18.0,25.0,55.0,400.0
KOci4mW6,ITALY 3,GROUP B,2025-11-15,10:30,Pineto,Carpi,2.72,1.95,4.35,1.53,2.35,3.25,1.29,7.2,1.06,2.0,3.1,3.6,1.09,6.0,1.44,2.62,2.27,1.57,4.0,1.21,7.0,1.07,2.0,1.72,1.28,1.32,1.78,6.0,8.75,18.0,55.0,6.0,6.1,13.0,40.0,8.5,9.0,17.0,55.0,18.0,18.5,37.0,100.0,151.0
hfma6zbf,NORTHERN IRELAND 1,ROUND 16,2025-11-15,11:00,Queens Univ.,Ballinamallard,2.45,2.18,3.95,1.37,2.87,2.55,1.4,6.5,1.08,1.88,3.65,3.55,1.03,9.8,1.25,3.2,1.75,1.85,2.77,1.33,5.4,1.12,1.7,1.91,1.26,1.25,1.87,11.0,10.5,18.0,45.0,7.3,6.7,11.5,28.0,8.5,8.0,13.5,35.0,14.5,13.5,23.0,60.0,400.0
bo9ieKNb,WALES 1,ROUND 17,2025-11-15,11:30,Penybont,Bala,1.78,2.42,7.3,1.34,3.0,2.42,1.5,5.2,1.13,1.32,4.65,8.0,1.04,8.5,1.22,3.85,1.65,2.1,2.57,1.45,4.3,1.18,2.02,1.7,1.08,1.16,3.35,8.5,21.0,60.0,250.0,7.0,9.5,26.0,100.0,6.2,8.5,22.0,90.0,8.0,11.25,29.0,110.0,900.0
QXAqctgn,WALES 1,ROUND 17,2025-11-15,11:30,Llanelli,Caernarfon,6.6,2.65,1.72,1.25,3.55,2.07,1.67,4.2,1.19,7.5,5.1,1.3,1.02,9.75,1.13,5.0,1.42,2.65,2.02,1.7,3.2,1.3,1.72,2.0,3.45,1.14,1.08,9.75,9.75,7.8,9.0,28.0,11.0,8.75,10.0,60.0,24.0,18.5,21.0,200.0,75.0,60.0,65.0,400.0
lztZxw8U,WALES 1,ROUND 17,2025-11-15,11:30,Haverfordwest,Colwyn Bay,2.9,2.12,3.4,1.4,2.7,2.77,1.39,6.0,1.09,2.25,3.35,2.77,1.06,7.4,1.3,3.25,1.88,1.83,3.1,1.32,5.4,1.12,1.72,2.0,1.42,1.28,1.62,7.4,9.25,14.5,32.0,8.0,6.6,10.25,23.0,11.25,9.25,14.0,32.0,22.0,18.5,28.0,65.0,500.0
tAxRvawI,WALES 1,ROUND 17,2025-11-15,11:30,Connahs Q.,Barry,2.07,2.3,5.2,1.35,2.95,2.5,1.47,5.3,1.12,1.53,3.95,5.1,1.04,8.25,1.23,3.8,1.67,2.07,2.65,1.42,4.45,1.17,1.75,1.95,1.17,1.21,2.42,8.25,15.5,32.0,100.0,7.6,7.9,16.5,50.0,7.7,8.0,16.0,50.0,11.25,11.75,23.0,65.0,500.0
EyIRFrxi,SPAIN 2,ROUND 14,2025-11-15,12:00,Castellon,Real Sociedad B,1.91,2.5,6.5,1.3,3.4,2.38,1.53,6.0,1.13,1.41,4.33,7.0,1.04,13.0,1.2,4.33,1.67,2.15,2.63,1.44,5.0,1.17,1.83,1.83,1.1,1.2,2.63,13.0,19.0,41.0,81.0,7.5,8.5,21.0,51.0,7.5,8.5,17.0,41.0,10.0,12.0,23.0,51.0,251.0
zPwvTQAc,ENGLAND 3,ROUND 16,2025-11-15,12:00,Mansfield,Peterborough,2.42,2.2,4.1,1.37,2.92,2.62,1.45,5.8,1.11,1.85,3.75,3.8,1.05,8.5,1.26,3.65,1.78,1.98,2.85,1.39,5.0,1.15,1.7,2.05,1.28,1.26,1.98,8.5,11.75,23.0,60.0,7.6,7.6,13.5,35.0,9.75,8.75,15.0,40.0,16.5,15.0,26.0,65.0,500.0
n5x3RDZh,ENGLAND 3,ROUND 16,2025-11-15,12:00,Burton,Blackpool,2.88,2.2,3.6,1.36,3.0,2.75,1.4,7.0,1.1,2.15,3.5,2.95,1.05,11.0,1.25,3.75,1.9,1.95,3.25,1.33,6.5,1.11,1.7,2.05,1.36,1.29,1.67,11.0,10.0,15.0,34.0,8.5,6.5,11.0,23.0,11.0,9.0,13.0,29.0,21.0,17.0,26.0,41.0,201.0
p84DiNTj,SPAIN 3,GROUP 2,2025-11-15,12:00,Tarazona,Villarreal B,2.63,2.0,4.33,1.5,2.5,3.4,1.3,8.0,1.06,1.95,3.1,3.5,1.07,7.5,1.4,2.75,2.3,1.6,4.33,1.2,8.0,1.06,2.1,1.67,1.22,1.29,1.7,7.5,9.0,17.0,41.0,6.0,6.5,13.0,34.0,8.5,9.5,19.0,41.0,17.0,19.0,34.0,67.0,900.0
t87KzClD,SPAIN 3,GROUP 1,2025-11-15,12:00,Osasuna B,Barakaldo,4.0,1.95,2.88,1.53,2.38,3.5,1.29,8.5,1.05,3.4,2.88,2.15,1.1,6.5,1.44,2.63,2.5,1.5,4.5,1.17,8.5,1.05,2.1,1.67,1.57,1.33,1.25,6.5,6.0,9.5,21.0,8.5,6.0,10.0,21.0,15.0,13.0,19.0,41.0,41.0,34.0,41.0,67.0,1000.0
YwhPgcEl,NORTHERN IRELAND 1,ROUND 16,2025-11-15,12:00,Ards,H&W Welders,4.15,2.25,2.3,1.32,3.1,2.4,1.44,5.75,1.1,3.85,3.8,1.75,1.02,12.0,1.22,3.5,1.65,1.98,2.55,1.4,4.6,1.16,1.65,1.98,2.02,1.23,1.22,13.0,7.8,8.5,13.5,12.0,7.1,7.8,12.5,21.0,12.0,13.5,21.0,50.0,30.0,32.0,50.0,350.0
ht8Qiyq1,NORTHERN IRELAND 1,ROUND 16,2025-11-15,12:00,Armagh,Warrenpoint,3.0,2.2,3.0,1.34,3.0,2.45,1.42,6.0,1.09,2.47,3.55,2.47,1.03,11.0,1.23,3.35,1.7,1.93,2.62,1.37,4.9,1.14,1.6,2.05,1.52,1.25,1.52,12.5,9.0,12.5,24.0,9.0,6.7,9.0,17.5,12.5,9.0,12.5,24.0,24.0,17.5,24.0,45.0,300.0
06BYkFDD,NORTHERN IRELAND 1,ROUND 16,2025-11-15,12:00,Institute,Annagh,4.85,2.2,2.18,1.37,2.87,2.55,1.39,6.4,1.08,4.65,3.85,1.62,1.03,9.8,1.26,3.2,1.78,1.83,2.8,1.33,5.45,1.11,1.8,1.8,2.22,1.22,1.17,11.0,6.6,7.1,11.0,12.0,7.1,7.8,12.0,24.0,14.5,15.5,24.0,70.0,40.0,45.0,70.0,500.0
Cpui8dTs,NORTHERN IRELAND 1,ROUND 16,2025-11-15,12:00,Newington,Dundela,1.9,2.42,5.5,1.26,3.5,2.18,1.53,4.85,1.14,1.44,4.45,6.0,1.01,17.0,1.14,4.9,1.5,2.25,2.2,1.53,3.45,1.22,1.67,1.95,1.12,1.17,2.72,15.5,18.5,37.0,110.0,8.25,8.5,17.5,50.0,7.4,7.8,15.0,45.0,9.75,10.0,19.5,55.0,350.0
C6UXuxZI,SCOTLAND 2,ROUND 15,2025-11-15,12:00,Ayr,Arbroath,2.1,2.2,5.5,1.36,3.0,2.75,1.4,6.5,1.1,1.57,3.6,5.0,1.05,8.5,1.29,3.5,1.95,1.85,3.4,1.3,6.0,1.11,1.91,1.8,1.11,1.22,2.15,10.0,13.0,26.0,51.0,6.5,7.5,17.0,41.0,7.5,9.0,19.0,41.0,12.0,15.0,29.0,51.0,900.0
MHcjbJlm,SCOTLAND 2,ROUND 15,2025-11-15,12:00,Raith,Airdrieonians,2.05,2.2,6.0,1.4,2.75,2.75,1.4,7.0,1.08,1.5,3.7,5.75,1.06,8.0,1.3,3.4,2.0,1.8,3.5,1.29,6.5,1.1,2.1,1.67,1.1,1.22,2.3,9.5,15.0,29.0,67.0,6.5,7.5,21.0,51.0,6.5,9.0,21.0,51.0,10.0,13.0,29.0,67.0,1000.0
hE5QCBhd,ENGLAND 4,ROUND 16,2025-11-15,12:00,Bromley,Barrow,2.3,2.25,5.0,1.36,3.0,2.75,1.4,7.0,1.1,1.66,3.6,4.75,1.05,11.0,1.25,3.75,1.93,1.93,3.25,1.33,6.5,1.11,1.83,1.83,1.18,1.29,2.1,11.0,13.0,23.0,51.0,7.0,7.0,15.0,41.0,8.0,8.5,15.0,41.0,13.0,15.0,26.0,51.0,251.0
Q9f7fylC,SCOTLAND 2,ROUND 15,2025-11-15,12:00,St Johnstone,Queen's Park,1.62,2.63,9.5,1.29,3.5,2.25,1.57,5.0,1.14,1.22,5.25,11.0,1.03,10.0,1.17,4.5,1.6,2.3,2.5,1.5,4.33,1.2,2.2,1.62,1.02,1.11,3.6,13.0,26.0,51.0,151.0,7.5,11.0,34.0,81.0,6.0,10.0,26.0,67.0,7.0,12.0,34.0,81.0,1250.0
benowU84,SPAIN 2,ROUND 14,2025-11-15,12:00,Albacete,Andorra,2.6,2.3,4.0,1.33,3.25,2.5,1.5,6.5,1.11,1.96,3.6,3.5,1.04,13.0,1.22,4.0,1.73,2.08,2.75,1.4,5.5,1.14,1.62,2.2,1.29,1.29,1.8,13.0,12.0,19.0,41.0,9.0,7.0,12.0,26.0,11.0,9.0,13.0,29.0,19.0,15.0,23.0,41.0,151.0
