Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
KvxMX51t,SPAIN 2,PROMOTION,2025-06-11,16:00,R. Oviedo,Almeria,3.1,2.1,3.5,1.44,2.75,2.9,1.4,6.7,1.1,2.45,3.4,2.75,1.08,8.0,1.38,3.1,2.12,1.72,3.75,1.28,7.1,1.1,1.83,1.83,1.4,1.3,1.53,9.5,8.5,13.0,29.0,8.0,6.5,11.0,23.0,11.0,10.0,15.0,34.0,23.0,21.0,29.0,51.0,251.0
tQYsALBc,BRAZIL 1,ROUND 12,2025-06-11,17:00,Botafogo RJ,Mirassol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lWodnIJj,BRAZIL 1,ROUND 12,2025-06-11,17:00,Fluminense,Ceara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xhSj8atA,BRAZIL 1,ROUND 12,2025-06-11,17:00,Palmeiras,Juventude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GKpCDfIk,BRAZIL 1,ROUND 12,2025-06-11,17:00,Sport Recife,Flamengo RJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KUbfKrTb,COLOMBIA 1,APERTURA,2025-06-11,20:15,Ind. Medellin,Junior,2.63,2.1,4.5,1.5,2.5,3.15,1.33,7.2,1.07,1.95,3.4,3.8,1.08,6.9,1.39,2.85,2.15,1.65,3.75,1.24,6.8,1.08,1.91,1.8,1.25,1.3,1.8,8.5,10.0,19.0,41.0,6.5,6.5,13.0,34.0,8.5,9.0,17.0,41.0,17.0,17.0,29.0,51.0,351.0
nJZx6oGc,USA 2,-,2025-06-11,21:00,Louisville City,Rhode Island,2.18,2.3,4.7,1.34,3.0,2.5,1.47,5.3,1.12,1.62,3.85,4.5,1.04,8.25,1.23,3.75,1.7,2.05,2.65,1.42,4.5,1.17,1.72,2.0,1.2,1.22,2.25,8.25,14.5,28.0,80.0,7.8,7.7,15.0,40.0,8.25,8.0,15.0,40.0,12.5,12.5,23.0,60.0,450.0
Gdh3IMcB,COLOMBIA 1,APERTURA,2025-06-11,22:20,Millonarios,Once Caldas,2.3,2.1,5.5,1.47,2.57,3.0,1.36,6.8,1.08,1.7,3.7,4.75,1.07,7.2,1.35,3.0,2.05,1.72,3.5,1.27,6.3,1.1,2.1,1.67,1.18,1.29,2.1,8.5,11.0,23.0,51.0,6.0,7.0,17.0,41.0,7.0,9.0,19.0,51.0,13.0,15.0,34.0,67.0,1000.0
feiS8ogC,SOUTH AMERICA - WORLD CHAMPIONSHIP,QUALIFICATION,2025-06-10,22:30,Peru,Ecuador,4.33,1.8,3.6,1.78,2.0,4.4,1.2,10.5,1.04,3.3,2.7,2.63,1.2,4.6,1.82,2.0,3.45,1.31,7.1,1.1,13.0,1.03,2.63,1.44,1.44,1.44,1.33,4.5,5.5,10.0,29.0,6.0,6.0,12.0,34.0,13.0,15.0,23.0,51.0,41.0,41.0,51.0,126.0,501.0
KxHuq8AE,NORTH & CENTRAL AMERICA - WORLD CHAMPIONSHIP,QUALIFICATION,2025-06-10,23:00,Honduras,Antigua and Barbuda,1.2,4.75,26.0,1.17,4.65,1.78,1.98,3.25,1.31,1.04,15.0,41.0,1.01,34.0,1.08,7.1,1.26,3.65,1.65,2.15,2.4,1.53,2.75,1.4,0.0,0.0,0.0,29.0,67.0,251.0,501.0,15.0,34.0,81.0,401.0,8.0,19.0,51.0,251.0,6.5,15.0,51.0,201.0,0.0
