Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
CCFaYZwB,SOUTH KOREA 2,ROUND 33,2025-10-07,02:00,Seoul E-Land,Hwaseong,2.25,2.3,4.75,1.33,3.25,2.63,1.44,6.5,1.11,1.73,3.9,4.2,1.04,12.0,1.25,3.75,1.8,2.0,3.0,1.36,6.0,1.13,1.8,1.91,1.22,1.25,2.05,12.0,13.0,23.0,51.0,7.5,7.5,15.0,34.0,8.5,8.5,15.0,41.0,13.0,13.0,23.0,51.0,251.0
raxXFRNq,SOUTH KOREA 2,ROUND 33,2025-10-07,04:30,Cheongju,Gimpo FC,4.5,2.1,2.63,1.44,2.63,3.25,1.33,9.0,1.07,3.8,3.4,1.95,1.07,8.5,1.36,3.0,2.1,1.7,3.75,1.25,8.0,1.08,1.91,1.8,1.8,1.3,1.25,8.5,6.5,9.0,17.0,9.5,6.5,9.0,17.0,19.0,13.0,17.0,29.0,41.0,34.0,41.0,51.0,351.0
d4Tx33fU,FRANCE 3,ROUND 4,2025-10-07,14:30,Versailles,Villefranche,2.45,2.05,4.45,1.42,2.47,3.0,1.33,7.0,1.06,1.87,3.2,4.15,1.08,6.0,1.37,2.62,2.07,1.6,3.45,1.22,5.8,1.05,1.9,1.7,1.2,1.29,1.9,7.8,9.5,21.0,60.0,5.6,5.9,13.0,40.0,7.5,8.0,15.5,45.0,14.5,15.5,30.0,80.0,700.0
UXDk1XXb,WALES 1,ROUND 12,2025-10-07,15:45,Bala,Connahs Q.,3.8,2.1,2.7,1.4,2.7,2.72,1.4,5.9,1.1,3.3,3.4,2.07,1.06,7.4,1.29,3.3,1.85,1.85,3.0,1.34,5.2,1.13,1.7,2.02,1.75,1.29,1.34,7.4,7.8,10.25,19.5,10.5,6.5,8.5,16.5,18.0,11.25,13.5,26.0,45.0,28.0,32.0,60.0,450.0
xbHcaB2B,WALES 1,ROUND 12,2025-10-07,15:45,Barry,Briton Ferry,2.35,2.37,3.8,1.28,3.4,2.18,1.6,4.45,1.17,1.85,3.9,3.55,1.03,9.5,1.15,4.7,1.47,2.5,2.15,1.62,3.45,1.27,1.47,2.5,1.3,1.23,1.95,9.5,16.0,24.0,50.0,11.25,8.25,12.0,27.0,11.75,8.5,11.75,26.0,17.5,12.5,17.5,37.0,200.0
bD56ckXN,WALES 1,ROUND 12,2025-10-07,15:45,Caernarfon,TNS,5.1,2.4,2.02,1.31,3.2,2.32,1.55,4.8,1.15,5.3,4.25,1.52,1.03,9.0,1.18,4.25,1.57,2.27,2.37,1.52,3.9,1.21,1.7,2.05,2.52,1.2,1.16,9.0,8.5,8.25,11.25,18.5,8.5,8.0,11.25,35.0,16.5,15.0,21.0,100.0,45.0,40.0,55.0,350.0
fc6yhTfo,WALES 1,ROUND 12,2025-10-07,15:45,Flint,Colwyn Bay,2.75,2.27,3.25,1.32,3.1,2.35,1.52,4.9,1.14,2.25,3.65,2.77,1.04,8.75,1.19,4.1,1.6,2.22,2.42,1.5,4.0,1.2,1.52,2.37,1.44,1.26,1.65,8.75,11.75,16.5,32.0,10.75,7.3,10.25,21.0,13.5,9.0,11.75,24.0,23.0,16.0,21.0,40.0,250.0
CYzMauEi,WALES 1,ROUND 12,2025-10-07,15:45,Llanelli,Cardiff Metropolitan,4.5,2.16,2.28,1.36,2.9,2.71,1.4,5.2,1.05,4.33,3.6,1.75,1.03,8.5,1.28,3.33,1.9,1.8,3.2,1.3,6.0,1.08,1.83,1.83,1.86,1.23,1.2,9.5,6.0,7.0,12.0,11.0,6.33,7.5,13.0,21.0,13.0,15.0,26.0,71.0,41.0,51.0,81.0,151.0
pnZTcJr4,WALES 1,ROUND 12,2025-10-07,15:45,Penybont,Haverfordwest,2.18,2.22,5.0,1.37,2.85,2.6,1.44,5.5,1.11,1.65,3.8,4.8,1.05,7.9,1.25,3.55,1.75,1.98,2.77,1.39,4.7,1.15,1.75,1.95,1.19,1.24,2.25,7.9,13.5,28.0,80.0,7.5,7.4,15.5,45.0,8.0,8.0,15.5,45.0,12.5,12.5,24.0,65.0,500.0
SlswQpS1,BRAZIL 2,ROUND 31,2025-10-07,20:00,Amazonas,Criciuma,3.5,1.95,3.5,1.53,2.38,3.5,1.29,11.0,1.05,2.57,3.1,2.65,1.1,7.0,1.44,2.63,2.4,1.53,5.0,1.17,11.0,1.05,2.1,1.67,1.44,1.36,1.44,7.0,7.0,12.0,29.0,7.0,6.0,11.0,26.0,12.0,11.0,19.0,41.0,26.0,26.0,41.0,67.0,251.0
