Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4,Goals_H_HT,Goals_A_HT,Goals_H_FT,Goals_A_FT,Goals_Min_H,Goals_Min_A,xG_H,xG_A
IeTYtXdJ,AUSTRALIA 1,ROUND 23,2025-03-14,05:35,Adelaide United,Macarthur FC,2.05,2.63,4.75,1.22,4.0,2.1,1.67,4.33,1.2,1.57,4.5,5.0,1.02,19.0,1.13,6.0,1.44,2.75,2.1,1.73,3.5,1.3,1.5,2.5,1.17,1.18,2.3,23.0,21.0,34.0,51.0,12.0,9.0,17.0,34.0,11.0,8.5,13.0,29.0,13.0,11.0,17.0,34.0,101.0,3,2,4,5,"[13, 19, 42, 73]","[8, 10, 53, 57, 83]",3.07,1.37
n5QkTqUh,PARAGUAY 1,APERTURA ,2025-03-14,09:00,2 de Mayo,General Caballero JLM,3.1,1.91,4.5,1.62,2.2,4.0,1.22,13.0,1.04,2.2,2.88,3.6,1.13,6.0,1.53,2.38,2.7,1.44,5.5,1.14,13.0,1.04,2.25,1.57,1.29,1.4,1.67,6.0,7.5,17.0,41.0,5.5,6.0,15.0,41.0,9.0,10.0,21.0,51.0,21.0,23.0,41.0,81.0,101.0,0,0,0,1,[],[48],1.03,0.00
OrHIspFq,ENGLAND U21,-,2025-03-14,09:00,Norwich U21,Chelsea U21,4.45,2.8,1.87,0.0,0.0,1.75,1.87,0.0,0.0,4.85,4.85,1.47,0.0,0.0,0.0,0.0,1.25,3.2,1.62,2.02,2.35,1.47,1.37,2.65,2.57,1.16,1.16,30.0,16.0,12.5,14.0,30.0,12.0,9.25,10.5,45.0,17.5,13.5,15.0,90.0,37.0,29.0,32.0,120.0,0,2,1,3,[81],"[5, 22, 90]",0,0
pjwaFNct,TURKEY 2,ROUND 30,2025-03-14,10:00,Bandirmaspor,Adanaspor AS,2.3,2.2,5.0,1.4,2.75,3.0,1.36,8.0,1.08,1.7,3.7,4.75,1.05,11.0,1.29,3.5,1.95,1.85,3.4,1.3,6.5,1.11,1.83,1.83,1.18,1.29,2.1,10.0,13.0,23.0,51.0,7.0,7.0,15.0,41.0,8.0,8.5,17.0,41.0,13.0,15.0,26.0,51.0,301.0,0,0,1,0,[55],[],1.10,1.23
E9wgflrH,ISRAEL 2,ROUND 28,2025-03-14,10:00,Bnei Yehuda,Hapoel Kfar Shalem,3.3,2.18,2.8,0.0,0.0,2.37,1.53,0.0,0.0,2.82,3.35,2.3,0.0,0.0,1.19,4.1,1.63,2.13,2.5,1.46,0.0,0.0,1.5,2.27,1.6,1.28,1.36,13.0,10.25,13.5,25.0,11.5,6.8,9.0,17.0,17.0,10.25,11.25,21.0,35.0,22.0,24.0,40.0,250.0,0,0,1,0,[85],[],0,0
INgjzTjo,ISRAEL 2,ROUND 28,2025-03-14,10:00,Hap. Ramat Gan,Ramat Hasharon,1.6,2.82,6.9,0.0,0.0,1.93,1.8,0.0,0.0,1.24,5.9,8.75,0.0,0.0,1.19,4.2,1.37,2.85,1.93,1.78,3.05,1.33,1.7,1.93,1.06,1.11,3.9,23.0,35.0,75.0,250.0,11.25,13.0,28.0,90.0,8.0,9.5,21.0,65.0,8.5,10.0,22.0,70.0,400.0,3,0,8,1,"[9, 34, 42, 47, 52, 68, 84, 90]",[80],0,0
YBgfhSCT,ISRAEL 2,ROUND 28,2025-03-14,10:00,Hapoel Afula,Hapoel Umm al-Fahm,2.67,1.93,4.4,1.53,2.37,0.0,0.0,0.0,0.0,1.98,3.15,3.75,0.0,0.0,1.45,2.55,2.36,1.52,4.4,1.18,0.0,0.0,2.02,1.62,1.24,1.3,1.78,7.1,8.5,18.0,55.0,5.7,6.3,13.5,45.0,8.25,9.0,19.0,60.0,17.0,18.5,40.0,120.0,800.0,1,1,2,2,"[43, 84]","[28, 75]",0,0
pUoxbWrh,ISRAEL 2,ROUND 28,2025-03-14,10:00,Hapoel Petah Tikva,H. Raanana,2.1,2.15,5.6,1.4,2.75,2.75,1.4,0.0,0.0,1.53,3.85,5.6,0.0,0.0,1.32,3.1,1.97,1.75,3.4,1.27,0.0,0.0,2.02,1.62,1.13,1.22,2.42,9.25,13.0,32.0,110.0,5.8,7.6,18.5,65.0,6.4,8.5,21.0,75.0,10.25,13.5,35.0,120.0,1000.0,1,0,1,0,[25],[],0,0
4fpQn6zi,ISRAEL 2,ROUND 28,2025-03-14,10:00,Maccabi Jaffa,Hapoel Tel Aviv,6.3,2.35,1.88,0.0,0.0,2.45,1.49,0.0,0.0,6.8,4.45,1.39,0.0,0.0,1.24,3.65,1.74,1.97,2.85,1.37,0.0,0.0,1.93,1.7,2.9,1.17,1.1,12.0,6.8,6.4,8.75,17.5,9.0,8.5,11.5,45.0,22.0,21.0,29.0,150.0,80.0,75.0,100.0,900.0,0,0,0,3,[],"[75, 84, 90]",0,0
OAJvvwdB,BULGARIA 1,ROUND 25,2025-03-14,10:15,Slavia Sofia,Beroe,3.2,1.91,4.0,1.57,2.25,3.75,1.25,11.0,1.05,2.3,3.0,3.3,1.11,6.5,1.5,2.5,2.5,1.5,5.0,1.17,11.0,1.05,2.1,1.67,1.33,1.36,1.57,6.5,8.0,15.0,34.0,6.0,6.0,13.0,34.0,10.0,10.0,19.0,41.0,21.0,23.0,41.0,67.0,351.0,1,1,2,1,"[44, 79]",[8],0,0
8hMLZSL0,SLOVAKIA 2,ROUND 17,2025-03-14,10:30,Slovan Bratislava B,Pohronie,2.5,2.25,3.65,1.4,2.52,2.37,1.45,0.0,0.0,1.95,3.7,3.25,0.0,0.0,1.21,3.55,1.62,2.02,2.47,1.42,3.7,1.19,1.57,2.1,1.33,1.24,1.8,13.5,12.0,18.5,40.0,9.0,7.4,11.5,26.0,10.5,8.5,13.0,30.0,17.5,14.5,22.0,50.0,300.0,2,1,2,1,"[16, 26]",[24],0,0
YFwQlRrB,CYPRUS 2,RELEGATION GROUP ,2025-03-14,10:30,Kitiou,Doxa,2.85,2.0,3.75,1.42,2.47,2.45,1.42,0.0,0.0,2.25,2.95,3.25,0.0,0.0,1.23,3.35,1.7,1.91,2.57,1.39,0.0,0.0,1.5,2.25,1.33,1.34,1.62,10.5,11.5,20.0,50.0,9.25,5.9,10.75,27.0,13.0,8.5,10.5,27.0,25.0,17.0,21.0,40.0,250.0,2,0,3,0,"[7, 39, 85]",[],0,0
vZ5Z8MDr,ENGLAND U21,-,2025-03-14,11:00,Wolves U21,Reading U21,2.65,2.5,2.92,0.0,0.0,1.98,1.65,0.0,0.0,2.25,4.0,2.55,0.0,0.0,0.0,0.0,1.38,2.6,1.91,1.7,2.9,1.31,1.37,2.62,1.42,1.22,1.62,22.0,15.5,18.0,30.0,14.5,9.0,10.5,17.5,16.0,9.75,11.25,19.5,25.0,15.5,18.0,30.0,150.0,0,0,1,0,[59],[],0,0
n79D2Qvf,CROATIA 2,ROUND 22,2025-03-14,11:30,Sesvete,Jarun,3.0,1.91,3.75,1.53,2.38,3.75,1.25,8.5,1.05,2.2,2.88,3.1,1.1,6.5,1.44,2.63,2.38,1.53,4.33,1.2,8.5,1.05,2.1,1.67,1.29,1.33,1.55,7.0,8.0,15.0,34.0,6.5,6.0,13.0,29.0,10.0,10.0,17.0,41.0,21.0,21.0,41.0,67.0,800.0,0,0,0,1,[],[47],0,0
d4aTDTyo,ROMANIA 1,RELEGATION GROUP ,2025-03-14,12:00,Petrolul,FC Botosani,3.75,1.83,3.75,1.67,2.1,4.0,1.22,15.0,1.03,2.6,3.0,2.6,1.11,6.5,1.57,2.25,2.88,1.4,6.0,1.13,15.0,1.03,2.25,1.57,1.44,1.33,1.44,6.0,6.0,11.0,29.0,6.0,6.5,12.0,29.0,11.0,12.0,21.0,41.0,29.0,29.0,41.0,81.0,1250.0,0,1,0,2,[],"[3, 73]",0.55,2.45
0W4qzxGq,SLOVAKIA 2,ROUND 17,2025-03-14,12:00,Z. Moravce-Vrable,FK Humenne,1.62,2.45,10.25,1.39,2.57,2.4,1.44,0.0,0.0,1.2,5.4,13.5,0.0,0.0,1.21,3.55,1.62,2.02,2.47,1.42,3.7,1.19,2.35,1.47,1.04,1.11,4.35,11.75,32.0,120.0,600.0,6.3,11.75,45.0,250.0,5.3,9.75,32.0,175.0,6.4,11.75,40.0,200.0,900.0,2,0,4,0,"[6, 15, 74, 81]",[],0,0
UDuY68V6,CYPRUS 2,CHAMPIONSHIP GROUP ,2025-03-14,12:00,Digenis Akritas,Ypsonas,4.15,1.93,2.77,1.47,2.32,2.65,1.42,0.0,0.0,3.45,3.0,2.12,0.0,0.0,1.36,2.67,2.05,1.6,3.35,1.23,0.0,0.0,1.8,1.8,1.7,1.33,1.3,7.8,6.8,10.0,21.0,8.75,5.9,8.75,18.0,17.5,12.0,14.5,30.0,50.0,35.0,45.0,75.0,700.0,0,0,1,1,[90],[80],0,0
