Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4,Goals_H_HT,Goals_A_HT,Goals_H_FT,Goals_A_FT,Goals_Min_H,Goals_Min_A,xG_H,xG_A
GzRivh5c,UKRAINE 2,RELEGATION GROUP,2025-04-11,06:00,Viktoria,Prykarpattya,2.55,1.91,4.65,1.57,2.28,0.0,0.0,0.0,0.0,1.85,3.15,4.0,1.1,6.0,1.5,2.41,2.5,1.46,4.5,1.16,0.0,0.0,2.24,1.58,1.21,1.29,1.88,6.7,7.1,15.5,45.0,4.5,5.5,12.0,37.0,6.2,7.7,16.5,50.0,12.0,15.0,32.0,100.0,101.0,1,1,1,1,[5],[17],0,0
p06E6HyB,AUSTRALIA 1,ROUND 26,2025-04-11,06:35,Melbourne City,Brisbane Roar,1.91,2.5,6.5,1.26,3.5,2.29,1.56,4.95,1.14,1.42,4.75,7.0,1.03,12.0,1.17,5.0,1.55,2.4,2.4,1.55,4.2,1.22,1.75,2.0,1.1,1.18,2.75,15.0,21.0,41.0,81.0,8.5,9.0,21.0,41.0,7.5,8.5,17.0,41.0,10.0,11.0,21.0,51.0,201.0,0,1,3,2,"[57, 61, 85]","[9, 69]",2.51,0.37
lUGlbqN7,JAPAN 1,ROUND 10,2025-04-11,07:00,FC Tokyo,Kashiwa Reysol,4.0,1.95,3.1,1.52,2.39,3.35,1.28,7.9,1.07,3.4,3.1,2.25,1.11,6.8,1.45,2.6,2.4,1.53,4.4,1.19,8.5,1.07,2.05,1.7,1.62,1.36,1.3,7.0,6.0,9.5,21.0,8.0,6.0,10.0,21.0,15.0,13.0,17.0,41.0,41.0,34.0,41.0,67.0,501.0,1,0,1,1,[35],[90],1.48,1.07
CQzVvAwI,UKRAINE 2,PROMOTION GROUP,2025-04-11,08:00,SC Poltava,Epitsentr,2.95,1.88,3.85,1.58,2.25,0.0,0.0,0.0,0.0,2.2,3.0,3.1,1.09,6.2,1.51,2.4,2.49,1.47,0.0,0.0,0.0,0.0,2.19,1.61,1.31,1.32,1.62,6.5,6.0,11.5,30.0,5.0,5.3,10.0,26.0,7.7,8.25,15.5,40.0,16.5,18.0,35.0,90.0,101.0,0,1,2,3,"[50, 62]","[41, 76, 81]",0,0
4fhMKB3d,CHINA 1,ROUND 6,2025-04-11,08:35,Meizhou Hakka,Changchun Yatai,2.4,2.4,4.0,1.27,3.45,2.23,1.59,4.75,1.15,1.85,3.9,3.9,1.04,8.75,1.17,4.7,1.56,2.33,2.35,1.55,3.95,1.22,1.53,2.38,1.25,1.25,1.91,17.0,15.0,23.0,41.0,10.0,7.5,13.0,26.0,11.0,8.5,12.0,29.0,17.0,13.0,19.0,34.0,126.0,0,2,1,3,[90],"[5, 38, 87]",2.08,0.53
dUlEMXYq,CHINA 1,ROUND 6,2025-04-11,08:35,Shandong Taishan,Shenzhen Xinpengcheng,2.0,2.6,5.5,1.23,3.75,2.11,1.66,4.35,1.18,1.5,4.5,5.75,1.03,9.25,1.15,5.0,1.49,2.5,2.19,1.63,3.65,1.26,1.62,2.2,1.14,1.18,2.5,19.0,21.0,34.0,51.0,10.0,9.0,17.0,41.0,9.0,8.5,15.0,34.0,12.0,11.0,19.0,41.0,126.0,4,0,4,0,"[4, 6, 22, 30]",[],2.22,0.44
Qmio7RDM,UKRAINE 1,ROUND 24,2025-04-11,09:30,LNZ Cherkasy,Shakhtar Donetsk,6.5,2.15,2.0,1.34,3.0,2.6,1.44,6.15,1.1,7.1,3.85,1.45,0.0,0.0,1.28,3.5,1.85,1.89,3.1,1.34,0.0,0.0,1.98,1.65,2.67,1.21,1.09,9.5,5.9,6.2,9.5,17.0,7.7,8.25,12.5,50.0,22.0,19.5,30.0,175.0,90.0,80.0,100.0,900.0,0,3,1,4,[86],"[7, 11, 20, 90]",0,0
f96lEVUO,ISRAEL 2,PROMOTION GROUP,2025-04-11,10:00,Hap. Ramat Gan,M. Herzliya,2.5,2.3,3.55,0.0,0.0,2.26,1.58,0.0,0.0,1.98,3.65,3.2,0.0,0.0,1.17,4.4,1.57,2.26,2.38,1.52,3.65,1.19,1.5,2.25,1.34,1.24,1.78,14.5,13.0,19.5,40.0,10.0,7.4,11.25,25.0,11.5,8.5,12.0,27.0,19.0,14.0,20.0,40.0,250.0,2,0,2,0,"[27, 35]",[],0,0
UF0cYYFt,ISRAEL 2,PROMOTION GROUP,2025-04-11,10:00,Hapoel Kfar Saba,Hapoel Kfar Shalem,3.4,2.1,2.87,1.38,2.6,2.45,1.5,0.0,0.0,2.95,3.2,2.27,0.0,0.0,1.22,3.9,1.69,2.05,2.7,1.41,0.0,0.0,1.53,2.18,1.6,1.3,1.38,11.5,9.0,12.0,24.0,11.75,6.5,8.75,17.5,18.0,10.25,11.5,23.0,40.0,23.0,25.0,40.0,250.0,0,0,1,0,[83],[],0,0
jVl6WCpg,ISRAEL 2,PROMOTION GROUP,2025-04-11,10:00,Hapoel Tel Aviv,Hapoel Petah Tikva,2.72,1.95,4.15,1.42,2.65,2.7,1.41,0.0,0.0,2.07,3.05,3.55,0.0,0.0,1.32,3.1,2.05,1.69,3.45,1.27,0.0,0.0,1.75,1.85,1.25,1.32,1.72,8.5,9.5,19.0,55.0,6.9,6.0,12.0,35.0,9.75,8.5,14.0,40.0,20.0,17.5,29.0,70.0,600.0,0,0,0,0,[],[],0,0
OhzeJrTP,ISRAEL 2,RELEGATION GROUP,2025-04-11,10:00,MS Kafr Qasim,H. Akko,2.9,2.07,3.45,1.51,2.4,0.0,0.0,0.0,0.0,2.3,3.25,2.87,0.0,0.0,1.42,2.65,2.28,1.56,4.1,1.19,0.0,0.0,1.87,1.75,1.35,1.29,1.57,8.25,7.8,13.5,35.0,6.8,6.3,11.0,27.0,10.25,9.5,16.5,40.0,23.0,21.0,37.0,90.0,900.0,1,1,2,1,"[18, 73]",[4],0,0
0EHFFHVq,BULGARIA 1,ROUND 29,2025-04-11,10:30,Spartak Varna,Krumovgrad,2.2,2.1,7.0,1.47,2.5,3.0,1.35,6.9,1.08,1.53,3.9,6.25,1.09,6.4,1.42,2.75,2.27,1.59,4.2,1.2,7.3,1.07,2.38,1.53,1.13,1.25,2.38,8.0,12.0,29.0,67.0,5.5,8.0,21.0,51.0,6.0,9.0,23.0,51.0,10.0,15.0,34.0,81.0,1250.0,1,0,1,0,[23],[],0,0
