Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
hd8JizOP,MEXICO 2,APERTURA,2025-10-26,00:00,Dorados de Sinaloa,Tlaxcala,2.87,2.15,3.3,1.27,2.95,2.35,1.47,4.7,1.1,2.3,3.3,2.85,1.03,12.0,1.2,3.6,1.62,2.02,2.42,1.44,4.5,1.15,1.5,2.25,1.35,1.28,1.6,12.5,11.25,16.5,35.0,9.25,6.4,9.5,20.0,12.0,8.5,10.5,22.0,22.0,16.0,20.0,35.0,200.0
8IPDKMs9,MEXICO 1,APERTURA,2025-10-26,00:05,Cruz Azul,Monterrey,2.5,2.38,3.75,1.3,3.4,2.38,1.53,6.0,1.13,1.91,3.75,3.6,1.03,15.0,1.18,4.5,1.62,2.25,2.5,1.5,4.5,1.18,1.57,2.25,1.29,1.25,1.8,15.0,13.0,21.0,41.0,9.5,7.0,12.0,26.0,11.0,8.5,12.0,29.0,19.0,15.0,21.0,41.0,126.0
U9Ny7yft,JAPAN 2,ROUND 34,2025-10-26,01:00,Montedio Yamagata,Omiya Ardija,3.2,2.3,3.0,1.3,3.4,2.5,1.5,6.0,1.13,2.65,3.5,2.4,1.04,13.0,1.2,4.33,1.7,2.1,2.63,1.44,5.0,1.17,1.57,2.25,1.53,1.29,1.44,13.0,11.0,13.0,23.0,11.0,7.0,10.0,19.0,15.0,10.0,12.0,23.0,29.0,21.0,26.0,41.0,126.0
A5jBjG9a,JAPAN 2,ROUND 34,2025-10-26,01:00,Hokkaido Consadole Sapporo,Mito,3.5,2.2,2.88,1.36,3.0,2.75,1.4,7.0,1.1,2.95,3.25,2.25,1.05,11.0,1.25,3.75,1.88,1.93,3.25,1.33,6.0,1.13,1.67,2.1,1.57,1.33,1.36,11.0,9.0,12.0,21.0,11.0,6.5,9.5,19.0,15.0,11.0,13.0,26.0,29.0,23.0,29.0,41.0,151.0
hl811XNH,JAPAN 2,ROUND 34,2025-10-26,01:05,Tokushima,Iwaki,3.4,2.05,3.5,1.5,2.5,3.4,1.3,10.0,1.06,2.55,3.05,2.65,1.08,8.0,1.4,2.75,2.25,1.62,4.0,1.22,10.0,1.06,1.91,1.8,1.44,1.36,1.5,7.5,7.5,13.0,29.0,7.5,6.0,11.0,23.0,12.0,11.0,15.0,34.0,26.0,23.0,34.0,51.0,351.0
4IrrDP0m,JAPAN 1,ROUND 35,2025-10-26,02:00,Albirex Niigata,Vissel Kobe,5.5,2.25,2.2,1.36,3.0,2.75,1.4,8.0,1.08,5.25,3.9,1.57,1.06,10.0,1.29,3.5,1.95,1.85,3.4,1.3,6.5,1.11,1.95,1.8,2.25,1.25,1.17,10.0,6.5,7.5,12.0,13.0,7.5,8.5,13.0,26.0,17.0,17.0,29.0,51.0,41.0,41.0,51.0,351.0
IVgJlfvC,JAPAN 2,ROUND 34,2025-10-26,02:00,Vegalta Sendai,Sagan Tosu,2.75,2.1,4.0,1.44,2.63,3.0,1.36,9.0,1.07,2.01,3.4,3.4,1.07,9.0,1.33,3.25,2.08,1.73,3.75,1.25,8.0,1.08,1.83,1.83,1.3,1.3,1.73,9.0,9.5,17.0,41.0,7.0,6.5,12.0,29.0,9.5,9.0,15.0,41.0,19.0,19.0,29.0,51.0,301.0
fqTooE4s,SOUTH KOREA 1,RELEGATION GROUP,2025-10-26,02:00,Ulsan HD,Daegu,2.25,2.5,4.5,1.29,3.5,2.25,1.57,5.5,1.14,1.67,4.0,3.9,1.03,17.0,1.17,5.0,1.57,2.35,2.38,1.53,4.0,1.22,1.57,2.25,1.22,1.2,2.0,17.0,15.0,23.0,41.0,9.5,8.5,13.0,29.0,10.0,8.5,13.0,29.0,15.0,13.0,21.0,41.0,151.0
CMUIsubk,SOUTH KOREA 1,CHAMPIONSHIP GROUP,2025-10-26,02:00,Seoul,Gangwon,2.63,2.1,4.33,1.44,2.63,3.25,1.33,9.0,1.07,1.95,3.2,3.6,1.06,10.0,1.33,3.25,2.1,1.7,3.75,1.25,8.0,1.08,1.83,1.83,1.25,1.33,1.73,8.5,10.0,19.0,41.0,7.0,6.5,13.0,34.0,9.0,9.0,15.0,41.0,17.0,17.0,29.0,51.0,301.0
nP0k4kQN,SOUTH KOREA 2,ROUND 36,2025-10-26,02:00,Incheon,Gyeongnam,1.95,2.38,6.5,1.36,3.0,2.63,1.44,7.0,1.1,1.48,4.5,6.25,1.04,13.0,1.25,3.75,1.83,1.98,3.25,1.33,6.0,1.13,2.0,1.73,1.13,1.18,2.63,12.0,15.0,34.0,67.0,6.5,8.5,19.0,51.0,6.5,8.5,21.0,51.0,9.5,13.0,29.0,67.0,900.0
