Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
INynqqG6,EUROPA CHAMPIONS LEAGUE,LEAGUE PHASE,2025-09-30,13:45,Atalanta,Club Brugge KV,2.38,2.4,4.0,1.29,3.5,2.38,1.53,5.5,1.14,1.85,4.0,3.8,1.03,15.0,1.2,4.5,1.62,2.3,2.5,1.53,4.5,1.2,1.62,2.2,1.25,1.22,1.91,15.0,15.0,21.0,41.0,9.5,7.5,13.0,26.0,10.0,8.5,13.0,29.0,17.0,13.0,21.0,41.0,151.0
jXeyaIin,EUROPA CHAMPIONS LEAGUE,LEAGUE PHASE,2025-09-30,13:45,Kairat Almaty,Real Madrid,17.0,3.75,1.33,1.17,5.0,1.8,2.0,3.5,1.29,23.0,11.0,1.08,1.01,29.0,1.08,8.0,1.3,3.5,1.73,2.1,2.63,1.5,2.25,1.57,8.0,1.05,1.01,29.0,12.0,7.5,6.5,41.0,21.0,13.0,12.0,101.0,41.0,41.0,34.0,401.0,151.0,101.0,101.0,501.0
GfVsibYI,SWEDEN 2,ROUND 25,2025-09-30,14:00,Orgryte,Landskrona,2.0,2.6,5.5,1.25,3.75,2.2,1.62,5.0,1.17,1.53,4.33,5.5,1.02,19.0,1.14,5.5,1.5,2.5,2.2,1.62,3.75,1.25,1.62,2.2,1.14,1.2,2.38,19.0,21.0,34.0,51.0,10.0,8.5,17.0,41.0,9.0,8.5,15.0,34.0,12.0,11.0,19.0,41.0,126.0
tEbn2OtK,SWEDEN 2,ROUND 25,2025-09-30,14:00,Kalmar,Orebro,1.83,2.6,6.5,1.29,3.5,2.25,1.57,5.5,1.14,1.4,4.5,7.5,1.03,15.0,1.18,4.5,1.62,2.25,2.5,1.5,4.33,1.2,1.8,1.95,1.1,1.18,2.75,15.0,21.0,41.0,81.0,8.5,9.0,21.0,51.0,7.5,8.5,17.0,41.0,10.0,11.0,23.0,51.0,201.0
hCSwodvo,PERU 1,CLAUSURA,2025-09-30,15:00,Sport Huancayo,Alianza Huanuco,2.05,2.4,5.5,1.3,3.4,2.5,1.5,6.0,1.13,1.53,3.9,5.5,1.04,13.0,1.2,4.33,1.67,2.15,2.63,1.44,5.0,1.17,1.8,1.91,1.14,1.25,2.38,13.0,17.0,29.0,51.0,8.0,8.0,19.0,41.0,8.0,8.5,15.0,41.0,11.0,12.0,23.0,51.0,201.0
4tXbh6yS,NETHERLANDS 2,ROUND 9,2025-09-30,15:00,Willem II,Helmond,2.5,2.38,4.0,1.3,3.4,2.5,1.5,6.0,1.13,1.86,3.75,3.6,1.03,15.0,1.2,4.33,1.67,2.15,2.63,1.44,5.0,1.17,1.62,2.2,1.29,1.25,1.91,15.0,13.0,21.0,41.0,9.0,7.5,13.0,26.0,10.0,8.5,13.0,29.0,17.0,15.0,21.0,41.0,151.0
OQDVnpak,NETHERLANDS 2,ROUND 9,2025-09-30,15:00,Venlo,Den Bosch,2.63,2.5,3.25,1.25,3.75,2.2,1.62,5.0,1.17,2.1,4.0,2.82,1.02,21.0,1.14,5.5,1.48,2.6,2.2,1.62,3.75,1.25,1.44,2.63,1.4,1.22,1.67,21.0,15.0,19.0,34.0,12.0,8.5,11.0,21.0,13.0,9.5,12.0,21.0,21.0,15.0,19.0,34.0,101.0
dvCwoOT1,NETHERLANDS 2,ROUND 9,2025-09-30,15:00,Jong Utrecht,Jong AZ,3.4,2.4,2.63,1.25,3.75,2.25,1.57,5.5,1.14,2.85,4.1,2.05,1.03,17.0,1.17,5.0,1.53,2.4,2.38,1.53,4.0,1.22,1.5,2.5,1.7,1.22,1.4,19.0,11.0,13.0,21.0,13.0,8.0,9.0,15.0,19.0,11.0,13.0,21.0,34.0,21.0,23.0,34.0,101.0
4fCX65jL,NETHERLANDS 2,ROUND 9,2025-09-30,15:00,Eindhoven FC,Dordrecht,3.4,2.4,2.63,1.29,3.5,2.25,1.57,5.5,1.14,2.85,4.0,2.1,1.03,15.0,1.18,4.5,1.6,2.3,2.5,1.5,4.33,1.2,1.53,2.38,1.67,1.22,1.4,17.0,11.0,12.0,21.0,13.0,8.0,9.0,15.0,17.0,11.0,12.0,21.0,34.0,21.0,23.0,41.0,126.0
CnfQ8RL8,NETHERLANDS 2,ROUND 9,2025-09-30,15:00,FC Emmen,Vitesse,2.05,2.42,4.8,1.29,3.4,2.25,1.6,4.75,1.16,1.46,4.0,5.5,1.03,10.0,1.17,4.65,1.53,2.4,2.27,1.6,3.7,1.25,1.6,2.18,1.18,1.21,2.5,10.0,17.0,37.0,100.0,8.75,9.25,17.0,45.0,9.25,8.75,15.5,40.0,13.0,12.0,21.0,55.0,350.0
