Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
bgmDcoet,MEXICO 1,APERTURA,2025-11-21,00:00,Club Tijuana,Juarez,2.88,2.25,3.6,1.33,3.25,2.63,1.44,6.5,1.11,2.2,3.4,3.2,1.04,12.0,1.25,3.75,1.8,2.0,3.0,1.36,5.5,1.14,1.62,2.2,1.36,1.3,1.62,12.0,11.0,17.0,34.0,9.0,6.5,12.0,23.0,12.0,9.0,12.0,29.0,21.0,17.0,23.0,41.0,151.0
fmioV9I0,AUSTRALIA 1,ROUND 5,2025-11-21,05:35,Adelaide United,Melbourne City,3.4,2.3,2.88,1.3,3.4,2.5,1.5,6.0,1.13,2.82,3.75,2.2,1.03,15.0,1.2,4.5,1.67,2.2,2.63,1.5,5.0,1.17,1.57,2.25,1.62,1.25,1.4,15.0,10.0,13.0,21.0,12.0,7.5,9.5,17.0,17.0,11.0,12.0,23.0,29.0,21.0,26.0,41.0,126.0
IVgrsYQ9,UKRAINE 1,ROUND 13,2025-11-21,10:30,SC Poltava,LNZ Cherkasy,7.4,2.37,1.78,1.25,3.0,2.42,1.44,4.8,1.1,8.5,4.65,1.32,1.02,11.0,1.22,3.45,1.67,1.95,2.55,1.39,4.3,1.13,2.02,1.62,3.3,1.15,1.07,11.75,6.3,5.8,7.5,18.5,9.0,8.0,10.5,50.0,25.0,22.0,28.0,200.0,100.0,90.0,110.0,800.0
8dYMVHo2,SAUDI ARABIA 1,ROUND 9,2025-11-21,11:50,Al Kholood,Al Hazem,2.38,2.2,4.33,1.36,3.0,2.63,1.44,6.5,1.1,1.8,3.5,3.8,1.05,8.5,1.25,3.75,1.85,1.95,3.25,1.33,5.5,1.13,1.73,2.0,1.18,1.22,1.83,11.0,12.0,21.0,41.0,8.0,7.0,13.0,34.0,9.0,9.0,15.0,34.0,15.0,15.0,26.0,51.0,151.0
M3OEKuHr,BOSNIA 1,ROUND 15,2025-11-21,12:00,Radnik Bijeljina,Zrinjski,5.3,2.15,2.2,1.38,2.55,0.0,0.0,0.0,0.0,5.0,3.4,1.61,0.0,0.0,1.37,2.8,2.18,1.58,4.0,1.2,0.0,0.0,2.04,1.61,1.93,1.25,1.13,5.8,4.4,5.1,7.0,7.0,4.9,5.8,8.0,12.0,8.5,9.0,15.0,0.0,0.0,0.0,0.0,0.0
KWaZvMOF,SAUDI ARABIA 1,ROUND 9,2025-11-21,12:15,Al Ittihad,Al Riyadh,1.67,2.75,7.0,1.22,4.0,2.0,1.73,4.33,1.2,1.29,5.0,9.0,1.03,13.0,1.13,5.5,1.44,2.63,2.1,1.67,3.5,1.29,1.8,1.91,1.04,1.14,3.5,19.0,29.0,51.0,101.0,9.5,10.0,26.0,51.0,8.0,9.0,19.0,51.0,9.0,11.0,23.0,51.0,151.0
6PPQFdLG,ROMANIA 1,ROUND 17,2025-11-21,12:30,Csikszereda M. Ciuc,Unirea Slobozia,2.88,2.2,3.6,1.36,3.0,2.75,1.4,7.0,1.1,2.25,3.2,3.0,1.05,11.0,1.25,3.75,1.9,1.9,3.25,1.33,6.5,1.11,1.67,2.1,1.36,1.36,1.62,11.0,10.0,15.0,34.0,8.5,6.5,11.0,23.0,11.0,9.5,13.0,29.0,21.0,19.0,26.0,41.0,201.0
23iHTvId,CYPRUS 1,ROUND 11,2025-11-21,14:00,Pafos,Aris,3.15,2.05,3.3,1.44,2.67,2.82,1.4,6.3,1.1,2.6,3.2,2.7,1.07,7.6,1.3,3.3,1.9,1.85,3.1,1.33,5.5,1.13,1.67,2.07,1.47,1.33,1.52,7.6,8.5,15.0,35.0,8.75,6.4,10.5,24.0,15.0,10.0,13.5,32.0,32.0,22.0,30.0,60.0,450.0
WxnXg203,CROATIA 1,ROUND 14,2025-11-21,14:00,Slaven Belupo,Vukovar 1991,2.25,2.25,5.5,1.36,3.0,2.75,1.4,8.0,1.08,1.65,3.4,4.75,1.05,11.0,1.29,3.5,1.95,1.85,3.4,1.3,6.5,1.11,1.83,1.83,1.17,1.29,2.1,10.0,13.0,26.0,51.0,7.0,7.0,17.0,41.0,8.0,8.5,17.0,41.0,13.0,15.0,26.0,51.0,301.0
CvGl4cJi,POLAND 1,ROUND 16,2025-11-21,14:00,Termalica B-B.,Arka Gdynia,2.6,2.25,4.0,1.36,3.0,2.63,1.44,7.0,1.1,1.95,3.4,3.5,1.05,11.0,1.25,3.75,1.85,1.95,3.25,1.33,6.0,1.13,1.7,2.05,1.29,1.3,1.8,11.0,11.0,19.0,41.0,8.0,6.5,12.0,29.0,10.0,8.5,13.0,34.0,17.0,15.0,26.0,41.0,201.0
SjQY9P1c,TURKEY 2,ROUND 14,2025-11-21,14:00,Manisa FK,Adana Demirspor,1.22,4.75,17.0,1.08,6.0,1.6,2.2,2.54,1.45,1.05,15.0,26.0,1.01,40.0,1.03,6.8,1.14,5.5,1.4,2.71,1.85,1.95,2.05,1.7,1.01,1.03,13.0,34.0,67.0,151.0,151.0,21.0,29.0,51.0,151.0,11.0,17.0,41.0,101.0,8.0,13.0,34.0,81.0,151.0
zgVbdLDF,AUSTRIA 2,ROUND 14,2025-11-21,14:00,Stripfing,Floridsdorfer AC,5.0,3.5,1.57,0.0,0.0,1.3,2.9,2.0,1.64,5.0,3.5,1.57,0.0,0.0,1.3,2.9,2.0,1.64,3.45,1.22,0.0,0.0,2.0,1.64,1.96,1.23,1.14,6.25,4.6,4.9,6.75,7.5,5.0,5.8,7.5,13.0,8.5,9.0,14.0,0.0,0.0,0.0,0.0,0.0
zBrCJooI,GERMANY 2,ROUND 13,2025-11-21,14:30,Hertha Berlin,Braunschweig,2.0,2.5,5.5,1.29,3.5,2.25,1.57,5.5,1.14,1.53,4.5,5.5,1.03,17.0,1.18,4.5,1.6,2.3,2.5,1.5,4.33,1.2,1.67,2.1,1.14,1.18,2.38,17.0,17.0,29.0,51.0,9.0,8.5,17.0,41.0,8.5,8.5,15.0,41.0,12.0,12.0,21.0,41.0,151.0
Ui4T8UWa,GERMANY 2,ROUND 13,2025-11-21,14:30,Bochum,SG Dynamo Dresden,2.3,2.4,4.33,1.29,3.5,2.38,1.53,5.5,1.14,1.8,3.9,4.1,1.03,15.0,1.18,4.5,1.6,2.3,2.5,1.5,4.33,1.2,1.57,2.25,1.22,1.25,1.95,15.0,15.0,23.0,41.0,9.5,7.5,13.0,29.0,10.0,8.5,13.0,29.0,15.0,13.0,21.0,41.0,126.0
nJ1Rtrf3,SAUDI ARABIA 1,ROUND 9,2025-11-21,14:30,Al Ahli SC,Al Qadisiya,2.4,2.25,4.0,1.33,3.25,2.63,1.44,6.0,1.11,1.9,3.6,3.5,1.02,12.0,1.25,3.75,1.8,2.0,2.75,1.4,5.0,1.14,1.73,2.0,1.29,1.29,1.83,12.0,12.0,19.0,41.0,8.5,7.0,13.0,29.0,10.0,9.0,15.0,34.0,17.0,15.0,23.0,41.0,151.0
IekazqA4,NORWAY 1,ROUND 29,2025-11-21,15:00,KFUM Oslo,Bodo/Glimt,6.0,2.6,1.91,1.25,3.75,2.2,1.62,5.0,1.17,7.0,4.5,1.42,1.03,17.0,1.14,5.5,1.53,2.4,2.25,1.57,4.0,1.22,1.7,2.05,2.75,1.18,1.1,17.0,8.5,8.0,10.0,21.0,9.0,8.5,11.0,41.0,21.0,17.0,21.0,67.0,41.0,41.0,41.0,151.0
xjDWs9v1,DENMARK 1,ROUND 16,2025-11-21,15:00,Silkeborg,Aarhus,4.0,2.5,2.3,1.29,3.5,2.25,1.57,5.5,1.14,3.9,3.9,1.76,1.03,17.0,1.17,5.0,1.57,2.35,2.38,1.53,4.0,1.22,1.53,2.38,1.95,1.25,1.25,17.0,10.0,11.0,17.0,15.0,8.0,8.5,13.0,23.0,13.0,12.0,19.0,41.0,29.0,29.0,41.0,126.0
EoR1Fowe,SPAIN 3,GROUP 2,2025-11-21,15:00,Villarreal B,Gimnastic,2.75,2.05,3.75,1.44,2.63,3.25,1.33,7.5,1.07,2.1,3.1,3.2,1.06,8.0,1.36,3.0,2.15,1.67,4.0,1.22,7.5,1.07,1.91,1.8,1.29,1.29,1.6,8.0,9.0,17.0,34.0,7.0,6.5,13.0,29.0,9.5,9.5,17.0,41.0,19.0,19.0,34.0,51.0,800.0
OMolD1iJ,DENMARK 2,ROUND 17,2025-11-21,15:00,Lyngby,Esbjerg,2.25,2.5,4.33,1.25,3.75,2.2,1.62,5.0,1.17,1.71,3.9,4.1,1.03,17.0,1.17,5.0,1.53,2.4,2.25,1.57,4.0,1.22,1.53,2.38,1.22,1.25,2.0,17.0,17.0,26.0,41.0,10.0,8.0,15.0,29.0,10.0,8.5,12.0,29.0,15.0,13.0,19.0,34.0,126.0
